## 1
## 그는 “목표 달성 여부를 꾸준히 분석하다 보면 한 시즌 결과를 명확하게 돌아볼 수 있고, 다음 시즌에 무엇을 준비해야 하는지 답이 나온다”며 기록의 중요성을 설명했다.
## 그는 “목표 달성 여부를 꾸준히 분석하다 보면 <한 시즌:NOH> 결과를 명확하게 돌아볼 수 있고, 다음 시즌에 무엇을 준비해야 하는지 답이 나온다”며 기록의 중요성을 설명했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
목표	목표	NNG	O
_	_	_	O
달성	달성	NNG	O
_	_	_	O
여부	여부	NNG	O
를	를	JKO	O
_	_	_	O
꾸준히	꾸준히	MAG	O
_	_	_	O
분석하	분석하	VV	O
다	다	EC	O
_	_	_	O
보	보	VX	O
면	면	EC	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
시즌	시즌	NNG	I-NOH
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
명확하	명확하	VA	O
게	게	EC	O
_	_	_	O
돌아볼	돌아보+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
시즌	시즌	NNG	O
에	에	JKB	O
_	_	_	O
무엇	무엇	NP	O
을	을	JKO	O
_	_	_	O
준비해야	준비하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는지	는지	EC	O
_	_	_	O
답	답	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
기록	기록	NNG	O
의	의	JKG	O
_	_	_	O
중요성	중요성	NNG	O
을	을	JKO	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## KIA 내야수 서동욱(32)이 노력 탓에 억울한 오해를 받았다.
## <KIA:ORG> 내야수 <서동욱:PER>(<32:NOH>)이 노력 탓에 억울한 오해를 받았다.
KIA	KIA	SL	B-ORG
_	_	_	O
내야수	내야수	NNG	O
_	_	_	O
서동욱	서동욱	NNP	B-PER
(	(	SS	O
32	32	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
노력	노력	NNG	O
_	_	_	O
탓	탓	NNG	O
에	에	JKB	O
_	_	_	O
억울한	억울하+ㄴ	VA+ETM	O
_	_	_	O
오해	오해	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 서동욱은 11일 고척 넥센전 이후 억울한 상황에 처했다.
## <서동욱:PER>은 <11일:DAT> <고척 넥센전:POH> 이후 억울한 상황에 처했다.
서동욱	서동욱	NNP	B-PER
은	은	JX	O
_	_	_	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
고척	고척	NNP	B-POH
_	_	_	I-POH
넥센	넥센	NNP	I-POH
전	전	XSN	I-POH
_	_	_	O
이후	이후	NNG	O
_	_	_	O
억울한	억울하+ㄴ	VA+ETM	O
_	_	_	O
상황	상황	NNG	O
에	에	JKB	O
_	_	_	O
처	처하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 사업체를 운영하는 김모(53·서울 서초구)씨는 6~7개월 전부터 부쩍 의욕이 없고 밤에 잠이 오지 않는 경우가 잦아졌다.
