## 1
## 또 세종테크밸리와 맞닿아 있어 이에 따른 수혜도 예상된다.
## 또 <세종테크밸리:LOC>와 맞닿아 있어 이에 따른 수혜도 예상된다.
또	또	MAG	O
_	_	_	O
세종	세종	NNP	B-LOC
테크	테크	NNG	I-LOC
밸리	밸리	NNG	I-LOC
와	와	JC	O
_	_	_	O
맞닿	맞닿	VV	O
아	아	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
수혜	수혜	NNG	O
도	도	JX	O
_	_	_	O
예상된다	예상되+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 한 장관은 회의 말미에 “우리군의 변함없는 가치는 어떠한 상황에서도 적과 싸워 이기는 것”이라며 “이 가치에 기반한 능력을 구비한 군이야 말로 신뢰받는 군이자 최후의 보루”라고 강조했다.
## <한:PER> 장관은 회의 말미에 “우리군의 변함없는 가치는 어떠한 상황에서도 적과 싸워 이기는 것”이라며 “이 가치에 기반한 능력을 구비한 군이야 말로 신뢰받는 군이자 최후의 보루”라고 강조했다.
한	한	NNP	B-PER
_	_	_	O
장관	장관	NNG	O
은	은	JX	O
_	_	_	O
회의	회의	NNG	O
_	_	_	O
말미	말미	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
우리	우리	NP	O
군	군	NNG	O
의	의	JKG	O
_	_	_	O
변함없	변함없	VA	O
는	는	ETM	O
_	_	_	O
가치	가치	NNG	O
는	는	JX	O
_	_	_	O
어떠한	어떠하+ㄴ	VA+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
적	적	NNG	O
과	과	JKB	O
_	_	_	O
싸	싸우	VV	O
워	어	EC	O
_	_	_	O
이기	이기	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
이	이	MM	O
_	_	_	O
가치	가치	NNG	O
에	에	JKB	O
_	_	_	O
기반	기반	NNG	O
한	하+ㄴ	XSV+ETM	O
_	_	_	O
능력	능력	NNG	O
을	을	JKO	O
_	_	_	O
구비한	구비하+ㄴ	VV+ETM	O
_	_	_	O
군	군	NNG	O
이	이	VCP	O
야	야	EC	O
_	_	_	O
말	말	NNG	O
로	로	JKB	O
_	_	_	O
신뢰	신뢰	NNG	O
받	받	VV	O
는	는	ETM	O
_	_	_	O
군	군	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
최후	최후	NNG	O
의	의	JKG	O
_	_	_	O
보루	보루	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 권광민에게 무엇보다 빨리 영어를 배우라고 조언하고 싶다”고 덧붙였다.
## <권광민:PER>에게 무엇보다 빨리 영어를 배우라고 조언하고 싶다”고 덧붙였다.
권광민	권광민	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
무엇	무엇	NP	O
보다	보다	JKB	O
_	_	_	O
빨리	빨리	MAG	O
_	_	_	O
영어	영어	NNP	O
를	를	JKO	O
_	_	_	O
배우	배우	VV	O
라고	라고	EC	O
_	_	_	O
조언하	조언하	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## MSG가 인체에 크게 해롭다는 루머가 돌았고 미원의 판매는 뚝 떨어졌다.
## MSG가 인체에 크게 해롭다는 루머가 돌았고 <미원:POH>의 판매는 뚝 떨어졌다.
MSG	MSG	SL	O
가	가	JKS	O
_	_	_	O
인체	인체	NNG	O
에	에	JKB	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
해롭	해롭	VA	O
다는	다는	ETM	O
_	_	_	O
루머	루머	NNG	O
가	가	JKS	O
_	_	_	O
돌	돌	VV	O
았	았	EP	O
고	고	EC	O
_	_	_	O
미원	미원	NNP	B-POH
의	의	JKG	O
_	_	_	O
판매	판매	NNG	O
는	는	JX	O
_	_	_	O
뚝	뚝	MAG	O
_	_	_	O
떨어	떨어지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이어 “유엔은 오래 전부터 중립성과 도덕적 힘을 잃어버렸다.
## 이어 “<유엔:ORG>은 오래 전부터 중립성과 도덕적 힘을 잃어버렸다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
