## 1
## 해커 ‘시즌 2승’ 에이스본색…NC 2연패 탈출
## <해커:PER> ‘시즌 <2승:NOH>’ 에이스본색…<NC:ORG> <2연패:NOH> 탈출
해커	해커	NNG	B-PER
_	_	_	O
‘	‘	SS	O
시즌	시즌	NNG	O
_	_	_	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
’	’	SS	O
_	_	_	O
에이스	에이스	NNG	O
본색	본색	NNG	O
…	…	SE	O
NC	NC	SL	B-ORG
_	_	_	O
2	2	SN	B-NOH
연패	연패	NNG	I-NOH
_	_	_	O
탈출	탈출	NNG	O

## 2
## 13~14일 의정부 민락2지구에서 나온 점포겸용 용지는 최고 1352대 1, 평균 350대 1의 경쟁률을 기록했다.
## <13~14일:DUR> <의정부 민락2지구:LOC>에서 나온 점포겸용 용지는 최고 <1352대 1:PNT>, 평균 <350대 1:PNT>의 경쟁률을 기록했다.
13	13	SN	B-DUR
~	~	SO	I-DUR
14	14	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
의정부	의정부	NNP	B-LOC
_	_	_	I-LOC
민락	민락	NNP	I-LOC
2	2	SN	I-LOC
지구	지구	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
점포	점포	NNG	O
겸용	겸용	NNG	O
_	_	_	O
용지	용지	NNG	O
는	는	JX	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
1352	1352	SN	B-PNT
대	대	NNB	I-PNT
_	_	_	I-PNT
1	1	SN	I-PNT
,	,	SP	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
350	350	SN	B-PNT
대	대	NNB	I-PNT
_	_	_	I-PNT
1	1	SN	I-PNT
의	의	JKG	O
_	_	_	O
경쟁률	경쟁률	NNG	O
을	을	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## ▷노무현 정부 초대 법무부 장관이었던 강금실 전 장관은 이임식에서 “진짜 하고 싶은 말은 못 하고 떠나는 게 이별”이라고 말해 여운을 남겼다.
## ▷노무현 정부 초대 <법무부:ORG> 장관이었던 <강금실:PER> 전 장관은 이임식에서 “진짜 하고 싶은 말은 못 하고 떠나는 게 이별”이라고 말해 여운을 남겼다.
▷	▷	SW	O
노무현	노무현	NNP	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
초대	초대	NNG	O
_	_	_	O
법무부	법무부	NNG	B-ORG
_	_	_	O
장관	장관	NNG	O
이	이	VCP	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
강금실	강금실	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
장관	장관	NNG	O
은	은	JX	O
_	_	_	O
이임	이임	NNG	O
식	식	XSN	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
진짜	진짜	MAG	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
은	은	ETM	O
_	_	_	O
말	말	NNG	O
은	은	JX	O
_	_	_	O
못	못	MAG	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
떠나	떠나	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
이별	이별	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
여운	여운	NNG	O
을	을	JKO	O
_	_	_	O
남	남기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 노소영 “남편 최태원은 피해자, 이혼 없다”
## <노소영:PER> “남편 <최태원:PER>은 피해자, 이혼 없다”
노소영	노소영	NNP	B-PER
_	_	_	O
“	“	SS	O
남편	남편	NNG	O
_	_	_	O
최태원	최태원	NNP	B-PER
은	은	JX	O
_	_	_	O
피해자	피해자	NNG	O
,	,	SP	O
_	_	_	O
이혼	이혼	NNG	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O

## 5
## 이에 장윤정은 쑥스러운 듯 “앞으로 자주 연락드리겠습니다,
## 이에 <장윤정:PER>은 쑥스러운 듯 “앞으로 자주 연락드리겠습니다,
이	이	NP	O
에	에	JKB	O
_	_	_	O
장윤정	장윤정	NNP	B-PER
은	은	JX	O
_	_	_	O
쑥스러	쑥스럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
“	“	SS	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
연락	연락	NNG	O
드리	드리	VV	O
겠	겠	EP	O
습니다	습니다	EC	O
,	,	SP	O

## 6
## 그러던 중 행동대장 유모 씨(39)가 이 씨에게 조직 내 반대파를 공격하라고 지시했다.
## 그러던 중 행동대장 <유모:PER> 씨(<39:NOH>)가 <이:PER> 씨에게 조직 내 반대파를 공격하라고 지시했다.
그러	그러	VV	O
던	던	ETM	O
_	_	_	O
중	중	NNB	O
_	_	_	O
행동	행동	NNG	O
대장	대장	NNG	O
_	_	_	O
유모	유모	NNG	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
39	39	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
이	이	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
에게	에게	JKB	O
_	_	_	O
조직	조직	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
반대파	반대파	NNG	O
를	를	JKO	O
_	_	_	O
공격하	공격하	VV	O
라고	라고	EC	O
_	_	_	O
지시	지시하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## KBO는 엿가락처럼 늘어지는 경기 시간을 줄이기 위해 올 시즌 5가지 ‘스피드업’ 규정을 마련해 스프링 캠프부터 적용하고 있다.
## <KBO:ORG>는 엿가락처럼 늘어지는 경기 시간을 줄이기 위해 올 시즌 <5가지:NOH> ‘스피드업’ 규정을 마련해 스프링 캠프부터 적용하고 있다.
KBO	KBO	SL	B-ORG
는	는	JX	O
_	_	_	O
엿가락	엿가락	NNG	O
처럼	처럼	JKB	O
_	_	_	O
늘어지	늘어지	VV	O
는	는	ETM	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
줄이	줄이	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
5	5	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
‘	‘	SS	O
스피드	스피드	NNG	O
업	업	XSN	O
’	’	SS	O
_	_	_	O
규정	규정	NNG	O
을	을	JKO	O
_	_	_	O
마련해	마련하+여	VV+EC	O
_	_	_	O
스프링	스프링	NNG	O
_	_	_	O
캠프	캠프	NNG	O
부터	부터	JX	O
_	_	_	O
적용하	적용하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 또한 코웨이가 8월 초 출시한 ‘스스로살균 정수기 IoCare’는 우리 집 물 사용량을 분석해 맞춤 살균 주기를 알려줌에 따라 보다 위생적인 관리가 가능해졌다.
## 또한 <코웨이:ORG>가 <8월:DAT> 초 출시한 ‘<스스로살균 정수기 IoCare:POH>’는 우리 집 물 사용량을 분석해 맞춤 살균 주기를 알려줌에 따라 보다 위생적인 관리가 가능해졌다.
또한	또한	MAG	O
_	_	_	O
코웨이	코웨이	NNP	B-ORG
가	가	JKS	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
초	초	NNB	O
_	_	_	O
출시한	출시하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
스스로	스스로	MAG	B-POH
살균	살균	NNG	I-POH
_	_	_	I-POH
정수기	정수기	NNG	I-POH
_	_	_	I-POH
IoCare	IoCare	SL	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
집	집	NNG	O
_	_	_	O
물	물	NNG	O
_	_	_	O
사용량	사용량	NNG	O
을	을	JKO	O
_	_	_	O
분석해	분석하+여	VV+EC	O
_	_	_	O
맞춤	맞춤	NNG	O
_	_	_	O
살균	살균	NNG	O
_	_	_	O
주	주	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
알려	알리+어	VV+EC	O
줌	주+ㅁ	VX+ETN	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
보다	보다	MAG	O
_	_	_	O
위생적	위생적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
관리	관리	NNG	O
가	가	JKS	O
_	_	_	O
가능해	가능하	VA	O
졌	여+지+었	EC+VX+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 게다가 찰리(4승5패, 평균자책점 5.74)와 이재학(1승2패, 3.69)의 부진, 마무리 김진성(종아리 부상)과 셋업맨 원종현(대장암)의 이탈은 전혀 예상하지 못한 일이었다.
## 게다가 <찰리:PER>(<4승:NOH><5패:NOH>, 평균자책점 <5.74:NOH>)와 <이재학:PER>(<1승:NOH><2패:NOH>, <3.69:NOH>)의 부진, 마무리 <김진성:PER>(종아리 부상)과 셋업맨 <원종현:PER>(대장암)의 이탈은 전혀 예상하지 못한 일이었다.
게다가	게다가	MAG	O
_	_	_	O
찰리	찰리	NNP	B-PER
(	(	SS	O
4	4	SN	B-NOH
승	승	NNB	I-NOH
5	5	SN	B-NOH
패	패	NNB	I-NOH
,	,	SP	O
_	_	_	O
평균	평균	NNG	O
자책점	자책점	NNG	O
_	_	_	O
5.74	5.74	SN	B-NOH
)	)	SS	O
와	와	JKB	O
_	_	_	O
이재학	이재학	NNP	B-PER
(	(	SS	O
1	1	SN	B-NOH
승	승	NNB	I-NOH
2	2	SN	B-NOH
패	패	NNB	I-NOH
,	,	SP	O
_	_	_	O
3.69	3.69	SN	B-NOH
)	)	SS	O
의	의	JKG	O
_	_	_	O
부진	부진	NNG	O
,	,	SP	O
_	_	_	O
마무리	마무리	NNG	O
_	_	_	O
김진성	김진성	NNP	B-PER
(	(	SS	O
종아리	종아리	NNG	O
_	_	_	O
부상	부상	NNG	O
)	)	SS	O
과	과	JKB	O
_	_	_	O
셋업맨	셋업맨	NNG	O
_	_	_	O
원종현	원종현	NNP	B-PER
(	(	SS	O
대장암	대장암	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
이탈	이탈	NNG	O
은	은	JX	O
_	_	_	O
전혀	전혀	MAG	O
_	_	_	O
예상하	예상하	VV	O
지	지	EC	O
_	_	_	O
못한	못하+ㄴ	VX+ETM	O
_	_	_	O
일	일	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 대피소는 대체로 금요일과 토요일엔 예약이 꽉 차지만 주중엔 한산하다.
## 대피소는 대체로 <금요일:DAT>과 <토요일:DAT>엔 예약이 꽉 차지만 주중엔 한산하다.
대피소	대피소	NNG	O
는	는	JX	O
_	_	_	O
대체로	대체로	MAG	O
_	_	_	O
금요일	금요일	NNG	B-DAT
과	과	JC	O
_	_	_	O
토요일	토요일	NNG	B-DAT
엔	에+ㄴ	JKB+JX	O
_	_	_	O
예약	예약	NNG	O
이	이	JKS	O
_	_	_	O
꽉	꽉	MAG	O
_	_	_	O
차	차	VV	O
지만	지만	EC	O
_	_	_	O
주	주	NNG	O
중	중	NNB	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
한산하	한산하	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 경기도 양평에서 왔다는 주현성(61)씨도 그중 한 명이었다.
## <경기도 양평:LOC>에서 왔다는 <주현성:PER>(<61:NOH>)씨도 그중 <한 명:NOH>이었다.
경기도	경기도	NNP	B-LOC
_	_	_	I-LOC
양평	양평	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
왔	+았	+EP	O
다는	다는	ETM	O
_	_	_	O
주현성	주현성	NNP	B-PER
(	(	SS	O
61	61	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
도	도	JX	O
_	_	_	O
그중	그중	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 제일병원은 난임, 여성암 등 여성질환을 특화해 매년 2만5000여 명의 외국인 환자를 유치하고 있어 병원을 찾은 환자들을 위해 정기적으로 다양한 이벤트를 개최하고 있다.
## <제일병원:ORG>은 난임, 여성암 등 여성질환을 특화해 매년 <2만5000여 명:NOH>의 외국인 환자를 유치하고 있어 병원을 찾은 환자들을 위해 정기적으로 다양한 이벤트를 개최하고 있다.
제일병원	제일병원	NNP	B-ORG
은	은	JX	O
_	_	_	O
난임	난임	NNG	O
,	,	SP	O
_	_	_	O
여성	여성	NNG	O
암	암	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
여성	여성	NNG	O
질환	질환	NNG	O
을	을	JKO	O
_	_	_	O
특화해	특화하+여	VV+EC	O
_	_	_	O
매년	매년	MAG	O
_	_	_	O
2	2	SN	B-NOH
만	만	NR	I-NOH
5000	5000	SN	I-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
외국인	외국인	NNG	O
_	_	_	O
환자	환자	NNG	O
를	를	JKO	O
_	_	_	O
유치하	유치하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
병원	병원	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
환자	환자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
정기적	정기적	NNG	O
으로	으로	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
이벤트	이벤트	NNG	O
를	를	JKO	O
_	_	_	O
개최하	개최하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 바이올린(김여진), 첼로(백유선), 기타(안형수), 퍼커션(김성광) 로맨틱 앙상블로 꾸민 ‘러브콘서트’는 제일병원에서 치료받고 있는 외국인 환자와 가족, 직원 150여 명을 초청해 1시간30분 동안 다양한 음악을 선물했다.
## 바이올린(<김여진:PER>), 첼로(<백유선:PER>), 기타(<안형수:PER>), 퍼커션(<김성광:PER>) 로맨틱 앙상블로 꾸민 ‘러브콘서트’는 <제일병원:ORG>에서 치료받고 있는 외국인 환자와 가족, 직원 <150여 명:NOH>을 초청해 <1시간30분:DUR> 동안 다양한 음악을 선물했다.
바이올린	바이올린	NNG	O
(	(	SS	O
김여진	김여진	NNP	B-PER
)	)	SS	O
,	,	SP	O
_	_	_	O
첼로	첼로	NNG	O
(	(	SS	O
백유선	백유선	NNP	B-PER
)	)	SS	O
,	,	SP	O
_	_	_	O
기타	기타	NNG	O
(	(	SS	O
안형수	안형수	NNP	B-PER
)	)	SS	O
,	,	SP	O
_	_	_	O
퍼커션	퍼커션	NNG	O
(	(	SS	O
김성광	김성광	NNP	B-PER
)	)	SS	O
_	_	_	O
로맨틱	로맨틱	NNG	O
_	_	_	O
앙상블	앙상블	NNG	O
로	로	JKB	O
_	_	_	O
꾸민	꾸미+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
러브	러브	NNG	O
콘서트	콘서트	NNG	O
’	’	SS	O
는	는	JX	O
_	_	_	O
제일병원	제일병원	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
치료	치료	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
외국인	외국인	NNG	O
_	_	_	O
환자	환자	NNG	O
와	와	JC	O
_	_	_	O
가족	가족	NNG	O
,	,	SP	O
_	_	_	O
직원	직원	NNG	O
_	_	_	O
150	150	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
초청해	초청하+여	VV+EC	O
_	_	_	O
1	1	SN	B-DUR
시간	시간	NNB	I-DUR
30	30	SN	I-DUR
분	분	NNB	I-DUR
_	_	_	O
동안	동안	NNG	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
음악	음악	NNG	O
을	을	JKO	O
_	_	_	O
선물	선물하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

