## 1
## 올해는 허영자 이근배 유자효 강은교 송수권 등 시인들의 초청 강연과 김지혜 성우의 시 낭송 발성 강의, 시낭송 축제 등으로 진행된다.
## 올해는 <허영자:PER> <이근배:PER> <유자효:PER> <강은교:PER> <송수권:PER> 등 시인들의 초청 강연과 <김지혜:PER> 성우의 시 낭송 발성 강의, 시낭송 축제 등으로 진행된다.
올해	올해	NNG	O
는	는	JX	O
_	_	_	O
허영자	허영자	NNP	B-PER
_	_	_	O
이근배	이근배	NNP	B-PER
_	_	_	O
유자효	유자효	NNP	B-PER
_	_	_	O
강은교	강은교	NNP	B-PER
_	_	_	O
송수권	송수권	NNP	B-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
시인	시인	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
초청	초청	NNG	O
_	_	_	O
강연	강연	NNG	O
과	과	JC	O
_	_	_	O
김지혜	김지혜	NNP	B-PER
_	_	_	O
성우	성우	NNG	O
의	의	JKG	O
_	_	_	O
시	시	NNG	O
_	_	_	O
낭송	낭송	NNG	O
_	_	_	O
발성	발성	NNG	O
_	_	_	O
강의	강의	NNG	O
,	,	SP	O
_	_	_	O
시	시	NNG	O
낭송	낭송	NNG	O
_	_	_	O
축제	축제	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
진행된다	진행되+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 앞서 유노윤호는 20일 제대하면서 “(최강)창민은 내게 든든한 멤버이자 지원군이다.
## 앞서 <유노윤호:PER>는 <20일:DAT> 제대하면서 “<(최강)창민:PER>은 내게 든든한 멤버이자 지원군이다.
앞서	앞서	MAG	O
_	_	_	O
유노	유노	NNG	B-PER
윤호	윤호	NNP	I-PER
는	는	JX	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
제대하	제대하	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
(	(	SS	B-PER
최강	최강	NNG	I-PER
)	)	SS	I-PER
창민	창민	NNP	I-PER
은	은	JX	O
_	_	_	O
내게	나+에게	NP+JKB	O
_	_	_	O
든든한	든든하+ㄴ	VA+ETM	O
_	_	_	O
멤버	멤버	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
지원군	지원군	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 공연은 5월 25일까지 계속된다.
## 공연은 <5월 25일:DAT>까지 계속된다.
공연	공연	NNG	O
은	은	JX	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
25	25	SN	I-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
계속된다	계속되+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 영화 '신세계' 이후 박성웅의 이미지는 무겁고 강렬했다.
## 영화 '<신세계:POH>' 이후 <박성웅:PER>의 이미지는 무겁고 강렬했다.
영화	영화	NNG	O
_	_	_	O
'	'	SS	O
신세계	신세계	NNG	B-POH
'	'	SS	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
박성웅	박성웅	NNP	B-PER
의	의	JKG	O
_	_	_	O
이미지	이미지	NNG	O
는	는	JX	O
_	_	_	O
무겁	무겁	VA	O
고	고	EC	O
_	_	_	O
강렬	강렬하	VA	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
