## 1
## 이선희 ‘바람꽃’ 각종 음원차트 상위권 “‘푸른바다의 전설’과 잘 어울려”
## <이선희:PER> ‘<바람꽃:POH>’ 각종 음원차트 상위권 “‘<푸른바다의 전설:POH>’과 잘 어울려”
이선희	이선희	NNP	B-PER
_	_	_	O
‘	‘	SS	O
바람꽃	바람꽃	NNG	B-POH
’	’	SS	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
음원	음원	NNG	O
차트	차트	NNG	O
_	_	_	O
상위권	상위권	NNG	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
푸른	푸르+ㄴ	VA+ETM	B-POH
바다	바다	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
전설	전설	NNG	I-POH
’	’	SS	O
과	과	JKB	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
어울려	어울리+어	VV+EF	O
”	”	SS	O

## 2
## 3루수 황재균의 2루수 보직 변경 또는 플래툰 기용 가능성이 점쳐지는 이유다.
## <3루수:NOH> <황재균:PER>의 <2루수:NOH> 보직 변경 또는 플래툰 기용 가능성이 점쳐지는 이유다.
3	3	SN	B-NOH
루수	루수	NNG	I-NOH
_	_	_	O
황재균	황재균	NNP	B-PER
의	의	JKG	O
_	_	_	O
2	2	SN	B-NOH
루수	루수	NNG	I-NOH
_	_	_	O
보직	보직	NNG	O
_	_	_	O
변경	변경	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
플래툰	플래툰	NNP	O
_	_	_	O
기용	기용	NNG	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
점쳐	점치+어	VV+EC	O
지	지	VX	O
는	는	ETM	O
_	_	_	O
이유	이유+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 탈퇴 후에도 자신의 목소리가 들어간 곡을 그대로 사용하며 무대 위에서 립싱크를 했기 때문.채리나는 4일 자신의 인스타그램 계정에 “인간적으로 디바 노래를 나와서 부를 거면 내 목소리는 좀 빼고 ‘왜불러’를 부르든가 립싱크를 할 거면 돈 들여서 다시 편곡 작업해서 부르든가…불쾌하다…아주”라며 불쾌감을 드러냈다.
## 탈퇴 후에도 자신의 목소리가 들어간 곡을 그대로 사용하며 무대 위에서 립싱크를 했기 때문.<채리나:PER>는 <4일:DAT> 자신의 <인스타그램:POH> 계정에 “인간적으로 <디바:ORG> 노래를 나와서 부를 거면 내 목소리는 좀 빼고 ‘<왜불러:POH>’를 부르든가 립싱크를 할 거면 돈 들여서 다시 편곡 작업해서 부르든가…불쾌하다…아주”라며 불쾌감을 드러냈다.
탈퇴	탈퇴	NNG	O
_	_	_	O
후	후	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
목소리	목소리	NNG	O
가	가	JKS	O
_	_	_	O
들어간	들어가+ㄴ	VV+ETM	O
_	_	_	O
곡	곡	NNG	O
을	을	JKO	O
_	_	_	O
그대로	그대로	MAG	O
_	_	_	O
사용하	사용하	VV	O
며	며	EC	O
_	_	_	O
무대	무대	NNG	O
_	_	_	O
위	위	NNG	O
에서	에서	JKB	O
_	_	_	O
립싱크	립싱크	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
.	.	SF	O
채리나	채리나	NNP	B-PER
는	는	JX	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
인스타그램	인스타그램	NNP	B-POH
_	_	_	O
계정	계정	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
인간적	인간적	NNG	O
으로	으로	JKB	O
_	_	_	O
디바	디바	NNG	B-ORG
_	_	_	O
노래	노래	NNG	O
를	를	JKO	O
_	_	_	O
나	나오	VV	O
와서	아서	EC	O
_	_	_	O
부를	부르+ㄹ	VV+ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
면	면	EC	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
목소리	목소리	NNG	O
는	는	JX	O
_	_	_	O
좀	좀	MAG	O
_	_	_	O
빼	빼	VV	O
고	고	EC	O
_	_	_	O
‘	‘	SS	O
왜불러	왜불러	NNP	B-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
부르	부르	VV	O
든가	든가	EC	O
_	_	_	O
립싱크	립싱크	NNG	O
를	를	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
면	면	EC	O
_	_	_	O
돈	돈	NNG	O
_	_	_	O
들	들이	VV	O
여서	어서	EC	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
편곡	편곡	NNG	O
_	_	_	O
작업해서	작업하+여서	VV+EC	O
_	_	_	O
부르	부르	VV	O
든가	든가	EC	O
…	…	SE	O
불쾌하	불쾌하	VA	O
다	다	EC	O
…	…	SE	O
아주	아주	MAG	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
불쾌감	불쾌감	NNG	O
을	을	JKO	O
_	_	_	O
드러냈	드러내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 세계적인 클래식 음반 레이블 도이체 그라모폰(DG)의 추천 앨범에서 그의 이름은 빠지지 않는다.
## 세계적인 클래식 음반 레이블 <도이체 그라모폰:ORG>(<DG:ORG>)의 추천 앨범에서 그의 이름은 빠지지 않는다.
세계적	세계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
클래식	클래식	NNG	O
_	_	_	O
음반	음반	NNG	O
_	_	_	O
레이블	레이블	NNG	O
_	_	_	O
도이체	도이체	NNP	B-ORG
_	_	_	I-ORG
그라모폰	그라모폰	NNP	I-ORG
(	(	SS	O
DG	DG	SL	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
추천	추천	NNG	O
_	_	_	O
앨범	앨범	NNG	O
에서	에서	JKB	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
이름	이름	NNG	O
은	은	JX	O
_	_	_	O
빠지	빠지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

## 5
## 오바마 “위스키 한잔합시다”… 야당 지도부와 수시로 대화
## <오바마:PER> “위스키 한잔합시다”… 야당 지도부와 수시로 대화
오바마	오바마	NNP	B-PER
_	_	_	O
“	“	SS	O
위스키	위스키	NNG	O
_	_	_	O
한잔합시다	한잔합시다	NNP	O
”	”	SS	O
…	…	SE	O
_	_	_	O
야당	야당	NNG	O
_	_	_	O
지도부	지도부	NNG	O
와	와	JKB	O
_	_	_	O
수시로	수시로	MAG	O
_	_	_	O
대화	대화	NNG	O

## 6
## 청와대 의지를 미리 알고 기업에 간섭했다면 기업은 위축될 수밖에 없었을 거라는 것이다.
## <청와대:ORG> 의지를 미리 알고 기업에 간섭했다면 기업은 위축될 수밖에 없었을 거라는 것이다.
청와대	청와대	NNP	B-ORG
_	_	_	O
의지	의지	NNG	O
를	를	JKO	O
_	_	_	O
미리	미리	MAG	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
기업	기업	NNG	O
에	에	JKB	O
_	_	_	O
간섭	간섭하	VV	O
했	였	EP	O
다면	다면	EC	O
_	_	_	O
기업	기업	NNG	O
은	은	JX	O
_	_	_	O
위축될	위축되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
었	었	EP	O
을	을	ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 괴체는 지난해 10월 벌어진 유로2016 D조 예선 9차전 아일랜드 원정경기에서 사타구니 부상을 당해 전반기까지 결장했다.
## <괴체:PER>는 지난해 <10월:DAT> 벌어진 <유로:POH><2016:DAT> D조 예선 <9차전:NOH> <아일랜드:LOC> 원정경기에서 사타구니 부상을 당해 전반기까지 결장했다.
괴체	괴체	NNP	B-PER
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
벌어진	벌어지+ㄴ	VV+ETM	O
_	_	_	O
유로	유로	NNG	B-POH
2016	2016	SN	B-DAT
_	_	_	O
D	D	SL	O
조	조	NNG	O
_	_	_	O
예선	예선	NNG	O
_	_	_	O
9	9	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	I-NOH
_	_	_	O
아일랜드	아일랜드	NNP	B-LOC
_	_	_	O
원정	원정	NNG	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
사타구니	사타구니	NNG	O
_	_	_	O
부상	부상	NNG	O
을	을	JKO	O
_	_	_	O
당해	당하+여	VV+EC	O
_	_	_	O
전반기	전반기	NNG	O
까지	까지	JX	O
_	_	_	O
결장	결장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## FT는 “올해에도 관행(ritual)대로 다가올 한 해를 전망했다”며 문답 형식으로 새해 이슈를 분석했다.
## <FT:ORG>는 “올해에도 관행(ritual)대로 다가올 한 해를 전망했다”며 문답 형식으로 새해 이슈를 분석했다.
FT	FT	SL	B-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
올해	올해	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
관행	관행	NNG	O
(	(	SS	O
ritual	ritual	SL	O
)	)	SS	O
대로	대로	JX	O
_	_	_	O
다가올	다가오+ㄹ	VV+ETM	O
_	_	_	O
한	한	MM	O
_	_	_	O
해	해	NNB	O
를	를	JKO	O
_	_	_	O
전망	전망하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
문답	문답	NNG	O
_	_	_	O
형식	형식	NNG	O
으로	으로	JKB	O
_	_	_	O
새해	새해	NNG	O
_	_	_	O
이슈	이슈	NNG	O
를	를	JKO	O
_	_	_	O
분석	분석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 일본의 주간지나 TV에서는 언제나 집중 공격할 ‘악인’을 필요로 하는데 국내에서 그 대상을 상실한 상황에서 때마침 강력한 반일인사로서 한국의 박근혜 대통령이 포착되었다.
## <일본:ORG>의 주간지나 TV에서는 언제나 집중 공격할 ‘악인’을 필요로 하는데 국내에서 그 대상을 상실한 상황에서 때마침 강력한 반일인사로서 <한국:ORG>의 <박근혜:PER> 대통령이 포착되었다.
일본	일본	NNP	B-ORG
의	의	JKG	O
_	_	_	O
주간지	주간지	NNG	O
나	나	JC	O
_	_	_	O
TV	TV	SL	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
언제나	언제나	MAG	O
_	_	_	O
집중	집중	NNG	O
_	_	_	O
공격할	공격하+ㄹ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
악인	악인	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
필요	필요	NNG	O
로	로	JKB	O
_	_	_	O
하	하	VV	O
는데	는데	EC	O
_	_	_	O
국내	국내	NNG	O
에서	에서	JKB	O
_	_	_	O
그	그	MM	O
_	_	_	O
대상	대상	NNG	O
을	을	JKO	O
_	_	_	O
상실한	상실하+ㄴ	VV+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
때마침	때마침	MAG	O
_	_	_	O
강력한	강력하+ㄴ	VA+ETM	O
_	_	_	O
반일	반일	NNG	O
인사	인사	NNG	O
로서	로서	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
포착되	포착되	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 박수홍의 어머니는 시작에 앞서 "우리 아들 착하다"고 했지만, 그간 젠틀했던 이미지와 달리 하루 종일 TV 앞에 있거나 굿나잇 인사를 한 뒤 클럽 갈 준비를 하는 모습이 공개돼 어머니에게 큰 충격을 안겼다.
## <박수홍:PER>의 어머니는 시작에 앞서 "우리 아들 착하다"고 했지만, 그간 젠틀했던 이미지와 달리 하루 종일 TV 앞에 있거나 굿나잇 인사를 한 뒤 클럽 갈 준비를 하는 모습이 공개돼 어머니에게 큰 충격을 안겼다.
박수홍	박수홍	NNP	B-PER
의	의	JKG	O
_	_	_	O
어머니	어머니	NNG	O
는	는	JX	O
_	_	_	O
시작	시작	NNG	O
에	에	JKB	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
"	"	SS	O
우리	우리	NP	O
_	_	_	O
아들	아들	NNG	O
_	_	_	O
착하	착하	VA	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
그간	그간	NNG	O
_	_	_	O
젠틀	젠틀+하	NNP+VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
이미지	이미지	NNG	O
와	와	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
하루	하루	NNG	O
_	_	_	O
종일	종일	NNG	O
_	_	_	O
TV	TV	SL	O
_	_	_	O
앞	앞	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
거나	거나	EC	O
_	_	_	O
굿	굿	NNG	O
나잇	나잇	NNG	O
_	_	_	O
인사	인사	NNG	O
를	를	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
클럽	클럽	NNG	O
_	_	_	O
갈	가+ㄹ	VV+ETM	O
_	_	_	O
준비	준비	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
공개돼	공개되+어	VV+EC	O
_	_	_	O
어머니	어머니	NNG	O
에게	에게	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
충격	충격	NNG	O
을	을	JKO	O
_	_	_	O
안	안기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 묶어놓거나 가두어 키우는 경우에는 매일 30분 이상 운동을 시켜줘 스트레스를 받지 않는다.
## 묶어놓거나 가두어 키우는 경우에는 매일 <30분:DUR> 이상 운동을 시켜줘 스트레스를 받지 않는다.
묶	묶	VV	O
어	어	EC	O
놓	놓	VX	O
거나	거나	EC	O
_	_	_	O
가두	가두	VV	O
어	어	EC	O
_	_	_	O
키우	키우	VV	O
는	는	ETM	O
_	_	_	O
경우	경우	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
매일	매일	MAG	O
_	_	_	O
30	30	SN	B-DUR
분	분	NNB	I-DUR
_	_	_	O
이상	이상	NNG	O
_	_	_	O
운동	운동	NNG	O
을	을	JKO	O
_	_	_	O
시켜	시키+어	VV+EC	O
줘	주+어	VX+EC	O
_	_	_	O
스트레스	스트레스	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

## 12
## 에너지관리공단은 타이어의 회전 저항이 10% 개선될 때 연비가 약 1.74%가 향상된다고 설명한다.
## <에너지관리공단:ORG>은 타이어의 회전 저항이 <10%:PNT> 개선될 때 연비가 약 <1.74%:PNT>가 향상된다고 설명한다.
에너지	에너지	NNG	B-ORG
관리	관리	NNG	I-ORG
공단	공단	NNG	I-ORG
은	은	JX	O
_	_	_	O
타이어	타이어	NNG	O
의	의	JKG	O
_	_	_	O
회전	회전	NNG	O
_	_	_	O
저항	저항	NNG	O
이	이	JKS	O
_	_	_	O
10	10	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
개선될	개선되+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
연비	연비	NNG	O
가	가	JKS	O
_	_	_	O
약	약	MM	O
_	_	_	O
1.74	1.74	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
향상된다고	향상되+ㄴ다고	VV+EC	O
_	_	_	O
설명한다	설명하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 지난 7일에는 김기춘 전 대통령 비서실장(78)과 조윤선 전 문화체육관광부 장관(51) 김상률 전 청와대 교육문화수석(57), 김소영 전 청와대 문화체육비서관(50) 등 4인이 재판에 넘겨졌다.
## 지난 <7일:DAT>에는 <김기춘:PER> 전 대통령 비서실장(<78:NOH>)과 <조윤선:PER> 전 <문화체육관광부:ORG> 장관(<51:NOH>) <김상률:PER> 전 <청와대:ORG> 교육문화수석(<57:NOH>), <김소영:PER> 전 <청와대:ORG> 문화체육비서관(50) 등 <4인:NOH>이 재판에 넘겨졌다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
김기춘	김기춘	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
비서실	비서실	NNG	O
장	장	XSN	O
(	(	SS	O
78	78	SN	B-NOH
)	)	SS	O
과	과	JKB	O
_	_	_	O
조윤선	조윤선	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
문화	문화	NNG	B-ORG
체육	체육	NNG	I-ORG
관광부	관광부	NNG	I-ORG
_	_	_	O
장관	장관	NNG	O
(	(	SS	O
51	51	SN	B-NOH
)	)	SS	O
_	_	_	O
김상률	김상률	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
교육	교육	NNG	O
문화	문화	NNG	O
수석	수석	NNG	O
(	(	SS	O
57	57	SN	B-NOH
)	)	SS	O
,	,	SP	O
