## 1
## [오늘의 JTBC] 사드 한반도 배치를 둘러싼 ‘썰전’
## [<오늘의 JTBC:POH>] <사드:POH> <한반도:LOC> 배치를 둘러싼 ‘<썰전:POH>’
[	[	SS	O
오늘	오늘	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
JTBC	JTBC	SL	I-POH
]	]	SS	O
_	_	_	O
사드	사드	NNP	B-POH
_	_	_	O
한반도	한반도	NNP	B-LOC
_	_	_	O
배치	배치	NNG	O
를	를	JKO	O
_	_	_	O
둘러싼	둘러싸+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
썰	썰	NNG	B-POH
전	전	NNP	I-POH
’	’	SS	O

## 2
## 대우 윤원석사장
## <대우:ORG> <윤원석:PER>사장
대우	대우	NNP	B-ORG
_	_	_	O
윤원석	윤원석	NNP	B-PER
사장	사장	NNG	O

## 3
## 이는 작년 말에 전망한 주택가격 상승률(2%)을 1%P 상향 조정한 것이다.
## 이는 작년 말에 전망한 주택가격 상승률(<2%:PNT>)을 <1%P:NOH> 상향 조정한 것이다.
이	이	NP	O
는	는	JX	O
_	_	_	O
작년	작년	NNG	O
_	_	_	O
말	말	NNB	O
에	에	JKB	O
_	_	_	O
전망한	전망하+ㄴ	VV+ETM	O
_	_	_	O
주택	주택	NNG	O
가격	가격	NNG	O
_	_	_	O
상승	상승	NNG	O
률	률	XSN	O
(	(	SS	O
2	2	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
을	을	JKO	O
_	_	_	O
1	1	SN	B-NOH
%	%	SW	I-NOH
P	P	SL	I-NOH
_	_	_	O
상향	상향	NNG	O
_	_	_	O
조정한	조정하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘슈퍼스타K’ 출신 가수 김현지 포함 3명, 렌트한 차량 안에서 숨진 채 발견…동반 자살?김현지 사망오디션 프로그램 ‘슈퍼스타K1’과 ‘보이스코리아2’ 출신 가수 김현지 씨(30·여)가 30대 2명과 함께 숨진 채 발견됐다.
## ‘<슈퍼스타K:POH>’ 출신 가수 <김현지:PER> 포함 <3명:NOH>, 렌트한 차량 안에서 숨진 채 발견…동반 자살?<김현지:PER> 사망오디션 프로그램 ‘<슈퍼스타K1:POH>’과 ‘<보이스코리아2:POH>’ 출신 가수 <김현지:PER> 씨(<30:NOH>·여)가 <30대:NOH> <2명:NOH>과 함께 숨진 채 발견됐다.
‘	‘	SS	O
슈퍼스타	슈퍼스타	NNG	B-POH
K	K	SL	I-POH
’	’	SS	O
_	_	_	O
출신	출신	NNG	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
김현지	김현지	NNP	B-PER
_	_	_	O
포함	포함	NNG	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
렌트	렌트	NNG	O
한	하+ㄴ	XSV+ETM	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
안	안	NNG	O
에서	에서	JKB	O
_	_	_	O
숨진	숨지+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
발견	발견	NNG	O
…	…	SE	O
동반	동반	NNG	O
_	_	_	O
자살	자살	NNG	O
?	?	SF	O
김현지	김현지	NNP	B-PER
_	_	_	O
사망	사망	NNG	O
오디션	오디션	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
_	_	_	O
‘	‘	SS	O
슈퍼스타	슈퍼스타	NNG	B-POH
K	K	SL	I-POH
1	1	SN	I-POH
’	’	SS	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
보이스	보이스	NNP	B-POH
코리아	코리아	NNP	I-POH
2	2	SN	I-POH
’	’	SS	O
