## 1
## 올해 2월 허용된 크라우드펀딩은 주로 스타트업 기업들이 소셜네트워크서비스(SNS)나 인터넷을 통해 다수의 투자자로부터 자금을 모으는 방식이다.
## 올해 <2월:DAT> 허용된 크라우드펀딩은 주로 스타트업 기업들이 소셜네트워크서비스(SNS)나 인터넷을 통해 다수의 투자자로부터 자금을 모으는 방식이다.
올해	올해	NNG	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
허용된	허용되+ㄴ	VV+ETM	O
_	_	_	O
크라우드	크라우드	NNG	O
펀딩	펀딩	NNG	O
은	은	JX	O
_	_	_	O
주로	주로	MAG	O
_	_	_	O
스타트	스타트	NNG	O
업	업	NNG	O
_	_	_	O
기업	기업	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
소셜	소셜	NNG	O
네트워크	네트워크	NNG	O
서비스	서비스	NNG	O
(	(	SS	O
SNS	SNS	SL	O
)	)	SS	O
나	나	JC	O
_	_	_	O
인터넷	인터넷	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
다수	다수	NNG	O
의	의	JKG	O
_	_	_	O
투자자	투자자	NNG	O
로부터	로부터	JKB	O
_	_	_	O
자금	자금	NNG	O
을	을	JKO	O
_	_	_	O
모으	모으	VV	O
는	는	ETM	O
_	_	_	O
방식	방식	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 휴대용 게임기로서는 아주 좋은 성능이며, 거치형 게임기로도 어느정도 쓸 만한 기기를 계획하고 있다면, 테그라 X1은 적절한 선택일 수도 있겠다.
## 휴대용 게임기로서는 아주 좋은 성능이며, 거치형 게임기로도 어느정도 쓸 만한 기기를 계획하고 있다면, <테그라 X1:POH>은 적절한 선택일 수도 있겠다.
휴대용	휴대용	NNG	O
_	_	_	O
게임기	게임기	NNG	O
로서	로서	JKB	O
는	는	JX	O
_	_	_	O
아주	아주	MAG	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
성능	성능	NNG	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
거치	거치	NNG	O
형	형	XSN	O
_	_	_	O
게임기	게임기	NNG	O
로	로	JKB	O
도	도	JX	O
_	_	_	O
어느	어느	MM	O
정도	정도	NNG	O
_	_	_	O
쓸	쓰+ㄹ	VV+ETM	O
_	_	_	O
만한	만하+ㄴ	VX+ETM	O
_	_	_	O
기기	기기	NNG	O
를	를	JKO	O
_	_	_	O
계획하	계획하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다면	다면	EC	O
,	,	SP	O
_	_	_	O
테	터+이	NNB+VCP	B-POH
그라	그라	EC	I-POH
_	_	_	I-POH
X	X	SL	I-POH
1	1	SN	I-POH
은	은	JX	O
_	_	_	O
적절한	적절하+ㄴ	VA+ETM	O
_	_	_	O
선택	선택	NNG	O
일	이+ㄹ	VCP+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
겠	겠	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 1일 서울 강남구 대치동에 위치한 특검사무실에는 휴일에도 수사관 등 대부분이 출근했다.
## <1일:DAT> <서울:LOC> <강남구:LOC> <대치동:LOC>에 위치한 특검사무실에는 휴일에도 수사관 등 대부분이 출근했다.
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
강남구	강남구	NNP	B-LOC
_	_	_	O
대치동	대치동	NNP	B-LOC
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
특검	특검	NNG	O
사무실	사무실	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
휴일	휴일	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
수사관	수사관	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
대부분	대부분	NNG	O
이	이	JKS	O
_	_	_	O
출근	출근하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 올 초 ‘윈저 W 아이스(알코올 도수 35도)’를 시장에 내놓은 디아지오는 최근 ‘’를 출시하며 박차를 가하고 있다.
## 올 초 ‘<윈저 W 아이스:POH>(알코올 도수 <35도:NOH>)’를 시장에 내놓은 <디아지오:ORG>는 최근 ‘’를 출시하며 박차를 가하고 있다.
올	올	NNG	O
_	_	_	O
초	초	NNB	O
_	_	_	O
‘	‘	SS	O
윈저	윈저	NNP	B-POH
_	_	_	I-POH
W	W	SL	I-POH
_	_	_	I-POH
아이스	아이스	NNG	I-POH
(	(	SS	O
알코올	알코올	NNG	O
_	_	_	O
도수	도수	NNG	O
_	_	_	O
35	35	SN	B-NOH
도	도	NNB	I-NOH
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
시장	시장	NNG	O
에	에	JKB	O
_	_	_	O
내놓	내놓	VV	O
은	은	ETM	O
_	_	_	O
디아	디아	NNG	B-ORG
지오	지오	NNG	I-ORG
는	는	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
‘	‘	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
출시하	출시하	VV	O
며	며	EC	O
_	_	_	O
박차	박차	NNG	O
를	를	JKO	O
_	_	_	O
가하	가하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 샤오미 차량용 충전기는 중국 현지에서 지난해 11월에 출시됐죠.
## <샤오미:ORG> 차량용 충전기는 <중국:LOC> 현지에서 지난해 <11월:DAT>에 출시됐죠.
샤오미	샤오미	NNG	B-ORG
_	_	_	O
차량	차량	NNG	O
용	용	XSN	O
_	_	_	O
충전기	충전기	NNG	O
는	는	JX	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
현지	현지	NNG	O
에서	에서	JKB	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
_	_	_	O
출시	출시되	VV	O
됐	었	EP	O
죠	죠	EF	O
.	.	SF	O

## 6
## 극 중 엉터리 영어를 구사하고, 막춤 추는 것도 꺼리지 않던 그의 연기 변신은 970만 관객을 동원했다.
