## 1
## 하지만 최근 재입원했을 때 같은 방을 이용했는데 17만 원을 냈다.
## 하지만 최근 재입원했을 때 같은 방을 이용했는데 <17만 원:MNY>을 냈다.
하지만	하지만	MAJ	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
재	재	XPN	O
입원	입원	NNG	O
했	하+였	VV+EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
방	방	NNG	O
을	을	JKO	O
_	_	_	O
이용	이용하	VV	O
했	였	EP	O
는데	는데	EC	O
_	_	_	O
17	17	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
냈	내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 2
## ㈜더블피쉬커뮤니케이션즈에 정책자금을 투자한 농업정책보험금융원의 지원으로 2016년 상하이 국제식품박람회에 참석한 ㈜더블피쉬커뮤니케이션즈 이기환 대표는 지난 5월 6일 상하이 엑스포센터에서 상해희연식품유한공사의 장장원대표와 전략적 업무 제휴에 관한 협약을 체결하고, 한국 편이식품의 중국 진출을 위해 양사가 최선의 노력을 다하기로 합의하였다.
## <㈜더블피쉬커뮤니케이션즈:ORG>에 정책자금을 투자한 <농업정책보험금융원:ORG>의 지원으로 <2016년:DAT> <상하이 국제식품박람회:POH>에 참석한 <㈜더블피쉬커뮤니케이션즈:ORG> <이기환:PER> 대표는 지난 <5월 6일:DAT> <상하이 엑스포센터:LOC>에서 <상해희연식품유한공사:ORG>의 <장장원:PER>대표와 전략적 업무 제휴에 관한 협약을 체결하고, <한국:LOC> 편이식품의 <중국:LOC> 진출을 위해 <양:NOH>사가 최선의 노력을 다하기로 합의하였다.
㈜	㈜	SW	B-ORG
더블	더블	NNG	I-ORG
피쉬	피쉬	NNG	I-ORG
커뮤니케이션즈	커뮤니케이션즈	NNP	I-ORG
에	에	JKB	O
_	_	_	O
정책	정책	NNG	O
자금	자금	NNG	O
을	을	JKO	O
_	_	_	O
투자한	투자하+ㄴ	VV+ETM	O
_	_	_	O
농업	농업	NNG	B-ORG
정책	정책	NNG	I-ORG
보험	보험	NNG	I-ORG
금융	금융	NNG	I-ORG
원	원	XSN	I-ORG
의	의	JKG	O
_	_	_	O
지원	지원	NNG	O
으로	으로	JKB	O
_	_	_	O
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
상하이	상하이	NNP	B-POH
_	_	_	I-POH
국제	국제	NNG	I-POH
식품	식품	NNG	I-POH
박람회	박람회	NNG	I-POH
에	에	JKB	O
_	_	_	O
참석한	참석하+ㄴ	VV+ETM	O
_	_	_	O
㈜	㈜	SW	B-ORG
더블	더블	NNG	I-ORG
피쉬	피쉬	NNG	I-ORG
커뮤니케이션즈	커뮤니케이션즈	NNP	I-ORG
_	_	_	O
이기환	이기환	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
6	6	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
상하이	상하이	NNP	B-LOC
_	_	_	I-LOC
엑스포	엑스포	NNG	I-LOC
센터	센터	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
상해	상해	NNP	B-ORG
희연	희연	NNP	I-ORG
식품	식품	NNG	I-ORG
유한	유한	NNG	I-ORG
공사	공사	NNG	I-ORG
의	의	JKG	O
_	_	_	O
장장원	장장원	NNP	B-PER
대표	대표	NNG	O
와	와	JC	O
_	_	_	O
전략적	전략적	NNG	O
_	_	_	O
업무	업무	NNG	O
_	_	_	O
제휴	제휴	NNG	O
에	에	JKB	O
_	_	_	O
관한	관하+ㄴ	VV+ETM	O
_	_	_	O
협약	협약	NNG	O
을	을	JKO	O
_	_	_	O
체결하	체결하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
편이	편이	NNG	O
식품	식품	NNG	O
의	의	JKG	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
진출	진출	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
양	양	MM	B-NOH
사	사	NNG	O
가	가	JKS	O
_	_	_	O
최선	최선	NNG	O
의	의	JKG	O
_	_	_	O
노력	노력	NNG	O
을	을	JKO	O
_	_	_	O
다하	다하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
합의하	합의하	VV	O
였	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 미단시티지주협의회는 “부정적인 여론으로 매입사들도 금전적 손해와 투자자 유치에 어려움을 겪고있다”고 주장했다.
## <미단시티지주협의회:ORG>는 “부정적인 여론으로 매입사들도 금전적 손해와 투자자 유치에 어려움을 겪고있다”고 주장했다.
미단	미단	NNP	B-ORG
시티	시티	NNG	I-ORG
지주	지주	NNG	I-ORG
협의회	협의회	NNG	I-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
부정적	부정적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
여론	여론	NNG	O
으로	으로	JKB	O
_	_	_	O
매입	매입	NNG	O
사	사	XSN	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
