## 1
## 2012년 내무 장관이던 나예프 빈 압둘아지즈 왕자를 향해 “벌레에 먹혀 죽을 것이고 무덤 속에서도 지옥의 고통을 맛볼 것”이라고 했 다.
## <2012년:DAT> 내무 장관이던 <나예프 빈 압둘아지즈:PER> 왕자를 향해 “벌레에 먹혀 죽을 것이고 무덤 속에서도 지옥의 고통을 맛볼 것”이라고 했 다.
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
내무	내무	NNG	O
_	_	_	O
장관	장관	NNG	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
나예프	나예프	NNP	B-PER
_	_	_	I-PER
빈	빈	NNP	I-PER
_	_	_	I-PER
압둘아지즈	압둘아지즈	NNP	I-PER
_	_	_	O
왕자	왕자	NNG	O
를	를	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
“	“	SS	O
벌레	벌레	NNG	O
에	에	JKB	O
_	_	_	O
먹혀	먹히+어	VV+EC	O
_	_	_	O
죽	죽	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
무덤	무덤	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
지옥	지옥	NNG	O
의	의	JKG	O
_	_	_	O
고통	고통	NNG	O
을	을	JKO	O
_	_	_	O
맛볼	맛보+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
했	+였	+EP	O
_	_	_	O
다	다	MAG	O
.	.	SF	O

## 2
## 백종원, 정윤호, 조윤우가 출연하는 SBS플러스 웹드라마 '당신을 주문합니다'의 대본리딩 현장이 공개돼 화제다.
## <백종원:PER>, <정윤호:PER>, <조윤우:PER>가 출연하는 <SBS플러스:POH> 웹드라마 '<당신을 주문합니다:POH>'의 대본리딩 현장이 공개돼 화제다.
백종원	백종원	NNP	B-PER
,	,	SP	O
_	_	_	O
정윤호	정윤호	NNP	B-PER
,	,	SP	O
_	_	_	O
조윤우	조윤우	NNP	B-PER
가	가	JKS	O
_	_	_	O
출연하	출연하	VV	O
는	는	ETM	O
_	_	_	O
SBS	SBS	SL	B-POH
플러스	플러스	NNG	I-POH
_	_	_	O
웹	웹	NNG	O
드라마	드라마	NNG	O
_	_	_	O
'	'	SS	O
당신	당신	NP	B-POH
을	을	JKO	I-POH
_	_	_	I-POH
주문합니다	주문하+ㅂ니다	VV+EF	I-POH
'	'	SS	O
의	의	JKG	O
_	_	_	O
대본	대본	NNG	O
리딩	리딩	NNG	O
_	_	_	O
현장	현장	NNG	O
이	이	JKS	O
_	_	_	O
공개돼	공개되+어	VV+EC	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 오승환은 지난 4일 경찰야구단과의 WBC 공식 평가전에 등판, 1이닝을 삼자범퇴로 막았다.
## <오승환:PER>은 지난 <4일:DAT> <경찰야구단:ORG>과의 <WBC:POH> 공식 평가전에 등판, <1이닝:NOH>을 삼자범퇴로 막았다.
오승환	오승환	NNP	B-PER
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
경찰	경찰	NNG	B-ORG
야구단	야구단	NNG	I-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
WBC	WBC	SL	B-POH
_	_	_	O
공식	공식	NNG	O
_	_	_	O
평가전	평가전	NNG	O
에	에	JKB	O
_	_	_	O
등판	등판	NNG	O
,	,	SP	O
_	_	_	O
1	1	SN	B-NOH
이닝	이닝	NNG	I-NOH
을	을	JKO	O
_	_	_	O
삼자범퇴	삼자범퇴	NNG	O
로	로	JKB	O
_	_	_	O
막	막	VV	O
았	았	EP	O
