## 1
## 2012년 런던 올림픽 동메달리스트를 상대로 한 시원한 한판이었다.
## <2012년:DAT> <런던 올림픽:POH> 동메달리스트를 상대로 한 시원한 한판이었다.
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
런던	런던	NNP	B-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
동	동	NNG	O
메달리스트	메달리스트	NNG	O
를	를	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
시원한	시원하+ㄴ	VA+ETM	O
_	_	_	O
한판	한판	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 6대 제임스 본드인 크레이그는 지금까지 ‘007 카지노 로얄’ ‘007 퀀텀 오브 솔러스’ ‘007 스카이폴’에 이어 곧 개봉될 ‘007 스펙터’에도 주연을 맡았다.
## <6대:NOH> <제임스 본드:PER>인 <크레이그:PER>는 지금까지 ‘<007 카지노 로얄:POH>’ ‘<007 퀀텀 오브 솔러스:POH>’ ‘<007 스카이폴:POH>’에 이어 곧 개봉될 ‘<007 스펙터:POH>’에도 주연을 맡았다.
6	6	SN	B-NOH
대	대	NNG	I-NOH
_	_	_	O
제임스	제임스	NNP	B-PER
_	_	_	I-PER
본드	본드	NNP	I-PER
인	이+ㄴ	VCP+ETM	O
_	_	_	O
크레이그	크레이그	NNP	B-PER
는	는	JX	O
_	_	_	O
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
‘	‘	SS	O
007	007	SN	B-POH
_	_	_	I-POH
카지노	카지노	NNG	I-POH
_	_	_	I-POH
로얄	로얄	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
007	007	SN	B-POH
_	_	_	I-POH
퀀텀	퀀텀	NNP	I-POH
_	_	_	I-POH
오브	오브	NNG	I-POH
_	_	_	I-POH
솔	솔	NNG	I-POH
러스	러스	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
007	007	SN	B-POH
_	_	_	I-POH
스카이	스카이	NNG	I-POH
폴	폴	NNP	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
곧	곧	MAG	O
_	_	_	O
개봉될	개봉되+ㄹ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
007	007	SN	B-POH
_	_	_	I-POH
스펙터	스펙터	NNP	I-POH
’	’	SS	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
주연	주연	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 안병훈(26·CJ대한통운)은 1~3라운드에서 보기를 단 1개만 했다.
## <안병훈:PER>(<26:NOH>·<CJ대한통운:ORG>)은 <1:NOH>~<3라운드:NOH>에서 보기를 단 <1개:POH>만 했다.
안병훈	안병훈	NNP	B-PER
(	(	SS	O
26	26	SN	B-NOH
·	·	SP	O
CJ	CJ	SL	B-ORG
대한통운	대한통운	NNP	I-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
~	~	SO	O
3	3	SN	B-NOH
라운드	라운드	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
보	보	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
단	단	MM	O
_	_	_	O
1	1	SN	B-POH
개	개	NNB	I-POH
만	만	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘집밥 백선생’ 측에 따르면 해당 영상에서 윤상은 앞치마를 두르고 주방에서 ‘닭다리 스테이크’ 만들기에 도전했다.
