## 1
## 10년 전 출범 때와 달리 요즘은 SNS가 비슷한 역할을 한다.
## <10년:NOH> 전 출범 때와 달리 요즘은 SNS가 비슷한 역할을 한다.
10	10	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
_	_	_	O
출범	출범	NNG	O
_	_	_	O
때	때	NNG	O
와	와	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
요즘	요즘	NNG	O
은	은	JX	O
_	_	_	O
SNS	SNS	SL	O
가	가	JKS	O
_	_	_	O
비슷한	비슷하+ㄴ	VA+ETM	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## [함께 읽는 동아일보/우도형]유능 사원 아끼는 근무제
## [<함께 읽는 동아일보:POH>/<우도형:PER>]유능 사원 아끼는 근무제
[	[	SS	O
함께	함께	MAG	B-POH
_	_	_	I-POH
읽	읽	VV	I-POH
는	는	ETM	I-POH
_	_	_	I-POH
동아일보	동아일보	NNP	I-POH
/	/	SP	O
우도형	우도형	NNP	B-PER
]	]	SS	O
유능	유능	NNG	O
_	_	_	O
사원	사원	NNG	O
_	_	_	O
아끼	아끼	VV	O
는	는	ETM	O
_	_	_	O
근무	근무	NNG	O
제	제	XSN	O

## 3
## 당정은 21일 국회에서 연말정산 관련 긴급당정협의를 갖고 “이번 연말정산이 완료되는 대로 3월 말까지 그 결과를 면밀히 분석하여 소득구간 간 세 부담 증감 및 형평 등을 고려하여 세 부담이 적정화 되도록 구체적인 보완대책을 마련하기로 했다”고 합의 내용을 발표했다.
## 당정은 <21일:DAT> 국회에서 연말<정산:LOC> 관련 긴급당정협의를 갖고 “이번 연말<정산:LOC>이 완료되는 대로 <3월:DAT> 말까지 그 결과를 면밀히 분석하여 소득구간 간 세 부담 증감 및 형평 등을 고려하여 세 부담이 적정화 되도록 구체적인 보완대책을 마련하기로 했다”고 합의 내용을 발표했다.
당정	당정	NNG	O
은	은	JX	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
국회	국회	NNG	O
에서	에서	JKB	O
_	_	_	O
연말	연말	NNG	O
정산	정산	NNG	B-LOC
_	_	_	O
관련	관련	NNG	O
_	_	_	O
긴급	긴급	NNG	O
당정	당정	NNG	O
협의	협의	NNG	O
를	를	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
연말정산	연말정산	NNG	B-LOC
이	이	JKS	O
_	_	_	O
완료되	완료되	VV	O
는	는	ETM	O
_	_	_	O
대로	대로	NNB	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
말	말	NNB	O
까지	까지	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
면밀히	면밀히	MAG	O
_	_	_	O
분석하	분석하	VV	O
여	여	EC	O
_	_	_	O
소득	소득	NNG	O
구간	구간	NNG	O
_	_	_	O
간	가+ㄴ	VV+ETM	O
_	_	_	O
세	세	NNG	O
_	_	_	O
부담	부담	NNG	O
_	_	_	O
증감	증감	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
형평	형평	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
고려하	고려하	VV	O
여	여	EC	O
_	_	_	O
세	세	NNG	O
_	_	_	O
부담	부담	NNG	O
이	이	JKS	O
_	_	_	O
적정	적정	NNG	O
화	화	XSN	O
_	_	_	O
되도록	되도록	MAG	O
_	_	_	O
구체적	구체적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
보완	보완	NNG	O
대책	대책	NNG	O
을	을	JKO	O
_	_	_	O
마련하	마련하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
합의	합의	NNG	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 새누리당은 보완대책과 관련한 소득세법 개정안을 4월 국회에서 처리하고, 연말정산 귀속분에 대해서도 소급적용 하는 방안을 야당과 협의해 입법조치를 추진할 방침이다.
## <새누리당:ORG>은 보완대책과 관련한 소득세법 개정안을 <4월:DAT> 국회에서 처리하고, 연말정산 귀속분에 대해서도 소급적용 하는 방안을 야당과 협의해 입법조치를 추진할 방침이다.
새누리당	새누리당	NNP	B-ORG
은	은	JX	O
_	_	_	O
보완	보완	NNG	O
대책	대책	NNG	O
과	과	JKB	O
_	_	_	O
관련한	관련하+ㄴ	VV+ETM	O
_	_	_	O
소득세법	소득세법	NNG	O
_	_	_	O
개정안	개정안	NNG	O
을	을	JKO	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
국회	국회	NNG	O
에서	에서	JKB	O
_	_	_	O
처리하	처리하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
연말	연말	NNG	O
정산	정산	NNG	O
_	_	_	O
귀속	귀속	NNG	O
분	분	XSN	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
도	도	JX	O
_	_	_	O
소급	소급	NNG	O
적용	적용	NNG	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
방안	방안	NNG	O
을	을	JKO	O
_	_	_	O
야당	야당	NNG	O
과	과	JKB	O
_	_	_	O
협의해	협의하+여	VV+EC	O
_	_	_	O
입법	입법	NNG	O
조치	조치	NNG	O
를	를	JKO	O
_	_	_	O
추진할	추진하+ㄹ	VV+ETM	O
_	_	_	O
방침	방침	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 당정이 추진하기로 한 구체적인 보완대책은 총 다섯 가지다.
## 당정이 추진하기로 한 구체적인 보완대책은 총 <다섯 가지:NOH>다.
당정	당정	NNG	O
이	이	JKS	O
_	_	_	O
추진하	추진하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
구체적	구체적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
보완	보완	NNG	O
대책	대책	NNG	O
은	은	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
다섯	다섯	NR	B-NOH
_	_	_	I-NOH
가지	가지+이	NNB+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 6
## 첫째, 종전 다자녀 추가 공제, 6세 이하 자녀 양육비 소득공제가 이번에 자녀세액 공제로 전환됨에 따라서 다자녀 가구의 경우 세 부담이 일부 증가될 수 있다는 점을 감안해서 자녀세액 공제 1인당 15만 원, 3인 이상 20만 원의 수준을 상향조정하기로 한다.
## 첫째, 종전 다자녀 추가 공제, <6세:NOH> 이하 자녀 양육비 소득공제가 이번에 자녀세액 공제로 전환됨에 따라서 다자녀 가구의 경우 세 부담이 일부 증가될 수 있다는 점을 감안해서 자녀세액 공제 <1인:NOH>당 <15만 원:MNY>, <3인:NOH> 이상 <20만 원:MNY>의 수준을 상향조정하기로 한다.
첫째	첫째	NR	O
,	,	SP	O
_	_	_	O
종전	종전	NNG	O
_	_	_	O
다자녀	다자녀	NNG	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
공제	공제	NNG	O
,	,	SP	O
_	_	_	O
6	6	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
이하	이하	NNG	O
_	_	_	O
자녀	자녀	NNG	O
_	_	_	O
양육비	양육비	NNG	O
_	_	_	O
소득	소득	NNG	O
공제	공제	NNG	O
가	가	JKS	O
_	_	_	O
이번	이번	NNG	O
에	에	JKB	O
_	_	_	O
자녀	자녀	NNG	O
세액	세액	NNG	O
_	_	_	O
공제	공제	NNG	O
로	로	JKB	O
_	_	_	O
전환됨	전환되+ㅁ	VV+ETN	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라서	아서	EC	O
_	_	_	O
다자녀	다자녀	NNG	O
_	_	_	O
가구	가구	NNG	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
세	세	NNG	O
_	_	_	O
부담	부담	NNG	O
이	이	JKS	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
증가될	증가되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
을	을	JKO	O
_	_	_	O
감안해서	감안하+여서	VV+EC	O
_	_	_	O
자녀	자녀	NNG	O
세액	세액	NNG	O
_	_	_	O
공제	공제	NNG	O
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
당	당	XSN	O
_	_	_	O
15	15	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
20	20	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
수준	수준	NNG	O
을	을	JKO	O
_	_	_	O
상향	상향	NNG	O
조정하	조정하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 둘째, 종전 출생 입양 공제 100만 원이 자녀 세액공제로 통함 됨에 따라서 폐지키로 한 자녀출생 입양에 대한 세액공제를 신설한다.
## 둘째, 종전 출생 입양 공제 <100만 원:MNY>이 자녀 세액공제로 통함 됨에 따라서 폐지키로 한 자녀출생 입양에 대한 세액공제를 신설한다.
둘째	둘째	NR	O
,	,	SP	O
_	_	_	O
종전	종전	NNG	O
_	_	_	O
출생	출생	NNG	O
_	_	_	O
입양	입양	NNG	O
_	_	_	O
공제	공제	NNG	O
_	_	_	O
100	100	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
이	이	JKS	O
_	_	_	O
자녀	자녀	NNG	O
