## 1
## 특히 5·6·7차 앗피고원 골프장, 카루이자와 72 골프장, 북해도 니세코 골프 3색 라운드로 다양한 코스에서 아마추어 대회도 예정되어 있다.
## 특히 <5:NOH>·<6:NOH>·<7차:NOH> <앗피고원 골프장:LOC>, <카루이자와 72 골프장:LOC>, <북해도 니세코 골프 3색 라운드:LOC>로 다양한 코스에서 아마추어 대회도 예정되어 있다.
특히	특히	MAG	O
_	_	_	O
5	5	SN	B-NOH
·	·	SP	O
6	6	SN	B-NOH
·	·	SP	O
7	7	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
앗	앗	VV	B-LOC
피고	피고	NNG	I-LOC
원	원	NNB	I-LOC
_	_	_	I-LOC
골프장	골프장	NNG	I-LOC
,	,	SP	O
_	_	_	O
카루이자와	카루이자와	NNP	B-LOC
_	_	_	I-LOC
72	72	SN	I-LOC
_	_	_	I-LOC
골프장	골프장	NNG	I-LOC
,	,	SP	O
_	_	_	O
북해도	북해도	NNP	B-LOC
_	_	_	I-LOC
니세코	니세코	NNP	I-LOC
_	_	_	I-LOC
골프	골프	NNG	I-LOC
_	_	_	I-LOC
3	3	SN	I-LOC
색	색	NNG	I-LOC
_	_	_	I-LOC
라운드	라운드	NNG	I-LOC
로	로	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
코스	코스	NNG	O
에서	에서	JKB	O
_	_	_	O
아마추어	아마추어	NNG	O
_	_	_	O
대회	대회	NNG	O
도	도	JX	O
_	_	_	O
예정되	예정되	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 2
## ‘생활자금 자동인출’ 특약에 가입할 경우 고객이 지정한 은퇴 시점부터 20년 동안 생활자금을 매년 지급받는다.
## ‘생활자금 자동인출’ 특약에 가입할 경우 고객이 지정한 은퇴 시점부터 <20년:DUR> 동안 생활자금을 매년 지급받는다.
‘	‘	SS	O
생활	생활	NNG	O
자금	자금	NNG	O
_	_	_	O
자동	자동	NNG	O
인출	인출	NNG	O
’	’	SS	O
_	_	_	O
특약	특약	NNG	O
에	에	JKB	O
_	_	_	O
가입할	가입하+ㄹ	VV+ETM	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
고객	고객	NNG	O
이	이	JKS	O
_	_	_	O
지정한	지정하+ㄴ	VV+ETM	O
_	_	_	O
은퇴	은퇴	NNG	O
_	_	_	O
시점	시점	NNG	O
부터	부터	JX	O
_	_	_	O
20	20	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
동안	동안	NNG	O
_	_	_	O
생활	생활	NNG	O
자금	자금	NNG	O
을	을	JKO	O
_	_	_	O
매년	매년	MAG	O
_	_	_	O
지급	지급	NNG	O
받	받	XSV	O
는다	는다	EF	O
.	.	SF	O

## 3
## 강 대사는 그동안 수사 조작설을 주장해 말레이시아 정부의 거센 항의를 받아 왔다.
## <강:PER> 대사는 그동안 수사 조작설을 주장해 <말레이시아:ORG> 정부의 거센 항의를 받아 왔다.
강	강	NNP	B-PER
_	_	_	O
대사	대사	NNG	O
는	는	JX	O
_	_	_	O
그동안	그동안	NNG	O
_	_	_	O
수사	수사	NNG	O
_	_	_	O
조작	조작	NNG	O
설	설	XSN	O
을	을	JKO	O
_	_	_	O
주장해	주장하+여	VV+EC	O
_	_	_	O
말레이시아	말레이시아	NNP	B-ORG
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
거센	거세+ㄴ	VA+ETM	O
_	_	_	O
항의	항의	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
