## 1
## 그의 자서전(『절망은 나를 단련시키고 희망은 나를 움직인다』)에는 ‘돌아서는 사람들’ 편이 나온다.
## 그의 자서전(『<절망은 나를 단련시키고 희망은 나를 움직인다:POH>』)에는 ‘<돌아서는 사람들:POH>’ 편이 나온다.
그	그	NP	O
의	의	JKG	O
_	_	_	O
자서전	자서전	NNG	O
(	(	SS	O
『	『	SS	O
절망	절망	NNG	B-POH
은	은	JX	I-POH
_	_	_	I-POH
나	나	NP	I-POH
를	를	JKO	I-POH
_	_	_	I-POH
단련	단련	NNG	I-POH
시키	시키	XSV	I-POH
고	고	EC	I-POH
_	_	_	I-POH
희망	희망	NNG	I-POH
은	은	JX	I-POH
_	_	_	I-POH
나	나	NP	I-POH
를	를	JKO	I-POH
_	_	_	I-POH
움직인다	움직이+ㄴ다	VV+EF	I-POH
』	』	SS	O
)	)	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
돌아서	돌아서	VV	B-POH
는	는	ETM	I-POH
_	_	_	I-POH
사람	사람	NNG	I-POH
들	들	XSN	I-POH
’	’	SS	O
_	_	_	O
편	편	NNB	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 그러나 서울북부지법은 이날 학교 공금을 변호사 보수 등에 쓴 혐의로 심 총장에게 징역 1년을 선고하고 법정구속했다.
## 그러나 <서울북부지법:ORG>은 이날 학교 공금을 변호사 보수 등에 쓴 혐의로 <심:PER> 총장에게 징역 <1년:DUR>을 선고하고 법정구속했다.
그러나	그러나	MAJ	O
_	_	_	O
서울북부지법	서울북부지법	NNP	B-ORG
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
학교	학교	NNG	O
_	_	_	O
공금	공금	NNG	O
을	을	JKO	O
_	_	_	O
변호사	변호사	NNG	O
_	_	_	O
보수	보수	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
쓴	쓰+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
심	심	NNP	B-PER
_	_	_	O
총장	총장	NNG	O
에게	에게	JKB	O
_	_	_	O
징역	징역	NNG	O
_	_	_	O
1	1	SN	B-DUR
년	년	NNB	I-DUR
을	을	JKO	O
_	_	_	O
선고하	선고하	VV	O
고	고	EC	O
_	_	_	O
법정	법정	NNG	O
구속	구속하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## (서울=뉴스1)
## (<서울:LOC>=<뉴스1:ORG>)
(	(	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴스	뉴스	NNG	B-ORG
1	1	SN	I-ORG
)	)	SS	O

## 4
## 권오중, 김원이 전 서울시 정무수석도 시차를 두고 안 도지사 쪽에 가담했다.
## <권오중:PER>, <김원이:PER> 전 <서울시:ORG> 정무수석도 시차를 두고 <안:PER> 도지사 쪽에 가담했다.
권오중	권오중	NNP	B-PER
,	,	SP	O
_	_	_	O
김원	김원	NNP	B-PER
이	이	JKS	I-PER
_	_	_	O
전	전	MM	O
_	_	_	O
서울시	서울시	NNP	B-ORG
_	_	_	O
정무	정무	NNG	O
수석	수석	NNG	O
도	도	JX	O
_	_	_	O
시차	시차	NNG	O
를	를	JKO	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
안	안	NNP	B-PER
_	_	_	O
도지사	도지사	NNG	O
_	_	_	O
쪽	쪽	NNB	O
에	에	JKB	O
_	_	_	O
가담	가담하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 하지만 올 시즌에는 12경기에서 4승 5패, 평균자책점 5.74로 부진했다.
## 하지만 올 시즌에는 <12경기:NOH>에서 <4승:NOH> <5패:NOH>, 평균자책점 <5.74:NOH>로 부진했다.
하지만	하지만	MAJ	O
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
12	12	SN	B-NOH
경기	경기	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
4	4	SN	B-NOH
승	승	NNB	I-NOH
_	_	_	O
5	5	SN	B-NOH
패	패	NNB	I-NOH
,	,	SP	O
_	_	_	O
평균	평균	NNG	O
자책점	자책점	NNG	O
_	_	_	O
5.74	5.74	SN	B-NOH
로	로	JKB	O
_	_	_	O
부진	부진하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 봉태규 하시시박, 웨딩사진 예행연습? '파격 커플 화보'
## <봉태규:PER> <하시시박:PER>, 웨딩사진 예행연습? '파격 커플 화보'
