## 1
## 소속사 관계자는 “최근 발표한 ‘같은 시간 속의 너’는 발매 직후부터 현재까지 음원 차트 1위를 놓치지 않으며 순수 감성 아티스트의 면모를 제대로 과시하고 있는 나얼과 김준수의 만남에 어떠한 색깔의 곡이 탄생했을지 기대해도 좋을 것”이라고 밝혔다.
## 소속사 관계자는 “최근 발표한 ‘<같은 시간 속의 너:POH>’는 발매 직후부터 현재까지 음원 차트 <1위:NOH>를 놓치지 않으며 순수 감성 아티스트의 면모를 제대로 과시하고 있는 <나얼:PER>과 <김준수:PER>의 만남에 어떠한 색깔의 곡이 탄생했을지 기대해도 좋을 것”이라고 밝혔다.
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
최근	최근	NNG	O
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
같	같	VA	B-POH
은	은	ETM	I-POH
_	_	_	I-POH
시간	시간	NNG	I-POH
_	_	_	I-POH
속	속	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
너	너	NP	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
발매	발매	NNG	O
_	_	_	O
직후	직후	NNG	O
부터	부터	JX	O
_	_	_	O
현재	현재	NNG	O
까지	까지	JX	O
_	_	_	O
음원	음원	NNG	O
_	_	_	O
차트	차트	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
놓치	놓치	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으며	으며	EC	O
_	_	_	O
순수	순수	NNG	O
_	_	_	O
감성	감성	NNG	O
_	_	_	O
아티스트	아티스트	NNG	O
의	의	JKG	O
_	_	_	O
면모	면모	NNG	O
를	를	JKO	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
과시하	과시하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
나얼	나얼	NNP	B-PER
과	과	JC	O
_	_	_	O
김준수	김준수	NNP	B-PER
의	의	JKG	O
_	_	_	O
만남	만남	NNG	O
에	에	JKB	O
_	_	_	O
어떠한	어떠하+ㄴ	VA+ETM	O
_	_	_	O
색깔	색깔	NNG	O
의	의	JKG	O
_	_	_	O
곡	곡	NNG	O
이	이	JKS	O
_	_	_	O
탄생	탄생하	VV	O
했	였	EP	O
을지	을지	EC	O
_	_	_	O
기대해도	기대하+여도	VV+EC	O
_	_	_	O
좋	좋	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 지난해 말 기준으로 한진해운의 부채비율은 847.8%, 현대상선은 2006.5%다.
## 지난해 말 기준으로 <한진해운:ORG>의 부채비율은 <847.8%:PNT>, <현대상선:ORG>은 <2006.5%:PNT>다.
지난해	지난해	NNG	O
_	_	_	O
말	말	NNB	O
_	_	_	O
기준	기준	NNG	O
으로	으로	JKB	O
_	_	_	O
한진해운	한진해운	NNP	B-ORG
의	의	JKG	O
_	_	_	O
부채	부채	NNG	O
비율	비율	NNG	O
은	은	JX	O
_	_	_	O
847.8	847.8	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
현대상선	현대상선	NNP	B-ORG
은	은	JX	O
_	_	_	O
2006.5	2006.5	SN	B-PNT
%	%+이	SW+VCP	I-PNT
다	다	EF	O
.	.	SF	O

## 3
## KT는 경기혁신센터를 지원하며 스타트업들의 해외 진출을 돕고 있다.
## <KT:ORG>는 <경기혁신센터:ORG>를 지원하며 스타트업들의 해외 진출을 돕고 있다.
KT	KT	SL	B-ORG
는	는	JX	O
_	_	_	O
경기	경기	NNG	B-ORG
혁신	혁신	NNG	I-ORG
센터	센터	NNG	I-ORG
를	를	JKO	O
_	_	_	O
지원하	지원하	VV	O
며	며	EC	O
_	_	_	O
스타트	스타트	NNG	O
업	업	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
해외	해외	NNG	O
_	_	_	O
진출	진출	NNG	O
을	을	JKO	O
_	_	_	O
돕	돕	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## “SNS 통해 美유권자들에 클린턴 음해 선전 펼쳐라”
## “SNS 통해 <美:LOC>유권자들에 <클린턴:PER> 음해 선전 펼쳐라”
“	“	SS	O
SNS	SNS	SL	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
美	美	SH	B-LOC
유권자	유권자	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
클린턴	클린턴	NNP	B-PER
_	_	_	O
음해	음해	NNG	O
_	_	_	O
선전	선전	NNG	O
_	_	_	O
펼쳐라	펼치+어라	VV+EF	O
”	”	SS	O

## 5
## 김 이사장 역시 이런 일의 중요성을 절감해 왔던 터다.
## <김:PER> 이사장 역시 이런 일의 중요성을 절감해 왔던 터다.
김	김	NNP	B-PER
_	_	_	O
이사장	이사장	NNG	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
일	일	NNG	O
의	의	JKG	O
_	_	_	O
중요성	중요성	NNG	O
을	을	JKO	O
_	_	_	O
절감해	절감하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
던	던	ETM	O
_	_	_	O
터	터+이	NNB+VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 실제로 P2P 업체에서 제공하는 부동산 담보 대출 투자 상품의 경우, 채권 순위가 은행에 밀리는 경우가 대부분이다.
## 실제로 <P2P:POH> 업체에서 제공하는 부동산 담보 대출 투자 상품의 경우, 채권 순위가 은행에 밀리는 경우가 대부분이다.
실제로	실제로	MAG	O
_	_	_	O
P	P	SL	B-POH
2	2	SN	I-POH
P	P	SL	I-POH
_	_	_	O
업체	업체	NNG	O
에서	에서	JKB	O
_	_	_	O
제공하	제공하	VV	O
는	는	ETM	O
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
담보	담보	NNG	O
_	_	_	O
대출	대출	NNG	O
_	_	_	O
투자	투자	NNG	O
_	_	_	O
상품	상품	NNG	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
,	,	SP	O
_	_	_	O
채권	채권	NNG	O
_	_	_	O
순위	순위	NNG	O
가	가	JKS	O
_	_	_	O
은행	은행	NNG	O
에	에	JKB	O
_	_	_	O
밀리	밀리	VV	O
는	는	ETM	O
_	_	_	O
경우	경우	NNG	O
가	가	JKS	O
_	_	_	O
대부분	대부분	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 1월에도 나쁜 뉴스가 이어졌다.
## <1월:DAT>에도 나쁜 뉴스가 이어졌다.
1	1	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
도	도	JX	O
_	_	_	O
나쁜	나쁘+ㄴ	VA+ETM	O
_	_	_	O
뉴스	뉴스	NNG	O
가	가	JKS	O
_	_	_	O
이어	이어지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## "수리취는 한 해에 세 번 수확해요. 음력 5월 5일인 단오에 첫 수확을 하고, 그로부터 45일 뒤에 또 한번 하죠. 마지막 수확시기는 추석 바로 전이에요." 수확한 수리취는 직접 삶는다.
## "수리취는 <한 해:NOH>에 <세 번:NOH> 수확해요. 음력 <5월 5일:DAT>인 <단오:DAT>에 <첫:NOH> 수확을 하고, 그로부터 <45일:NOH> 뒤에 또 <한번:NOH> 하죠. 마지막 수확시기는 <추석:DAT> 바로 전이에요." 수확한 수리취는 직접 삶는다.
"	"	SS	O
수리취	수리취	NNG	O
는	는	JX	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
해	해	NNB	I-NOH
에	에	JKB	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
수확해요	수확하+여요	VV+EF	O
.	.	SF	O
_	_	_	O
음력	음력	NNG	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
일	일	NNB	I-DAT
인	이+ㄴ	VCP+ETM	O
_	_	_	O
단오	단오	NNG	B-DAT
에	에	JKB	O
_	_	_	O
첫	첫	MM	B-NOH
_	_	_	O
수확	수확	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
그	그	NP	O
로부터	로부터	JKB	O
_	_	_	O
45	45	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	O
뒤	뒤	NNG	O
에	에	JKB	O
_	_	_	O
또	또	MAG	O
_	_	_	O
한	한	MM	B-NOH
번	번	NNB	I-NOH
_	_	_	O
하	하	VV	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
수확	수확	NNG	O
시기	시기	NNG	O
는	는	JX	O
_	_	_	O
추석	추석	NNG	B-DAT
_	_	_	O
바로	바로	MAG	O
_	_	_	O
전	전	NNG	O
이	이	VCP	O
에요	에요	EF	O
.	.	SF	O
"	"	SS	O
_	_	_	O
수확한	수확하+ㄴ	VV+ETM	O
_	_	_	O
수리취	수리취	NNG	O
는	는	JX	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
삶	삶	VV	O
는다	는다	EF	O
.	.	SF	O

## 9
## 동문회에 별로 참석하지 않았던 2012년 대선 전후와는 확연히 달라졌다는 것이다.
## 동문회에 별로 참석하지 않았던 <2012년:DAT> 대선 전후와는 확연히 달라졌다는 것이다.
동문회	동문회	NNG	O
에	에	JKB	O
_	_	_	O
별로	별로	MAG	O
_	_	_	O
참석하	참석하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
대선	대선	NNG	O
_	_	_	O
전후	전후	NNG	O
와	와	JKB	O
는	는	JX	O
_	_	_	O
확연히	확연히	MAG	O
_	_	_	O
달라	달라지	VV	O
졌	었	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
