## 1
## [분양하이라이트] 강원도 최대 규모 아파트…87%가 중소형
## [분양하이라이트] <강원도:LOC> 최대 규모 아파트…<87%:PNT>가 중소형
[	[	SS	O
분양	분양	NNG	O
하이라이트	하이라이트	NNG	O
]	]	SS	O
_	_	_	O
강원도	강원도	NNP	B-LOC
_	_	_	O
최대	최대	NNG	O
_	_	_	O
규모	규모	NNG	O
_	_	_	O
아파트	아파트	NNG	O
…	…	SE	O
87	87	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
중소형	중소형	NNG	O

## 2
## 국내 브랜드로는 처음으로 독일 피부 과학연구소 더마테스트의 무자극 인증을 획득하고 화장품 안전성 연구소의 피부 자극/멜라닌 색소 테스트를 통과하며, 대표 물티슈로 국내 시장을 리드해가고 있다.
## 국내 브랜드로는 처음으로 <독일 피부 과학연구소:ORG> <더마테스트:ORG>의 무자극 인증을 획득하고 화장품 안전성 연구소의 피부 자극/멜라닌 색소 테스트를 통과하며, 대표 물티슈로 국내 시장을 리드해가고 있다.
국내	국내	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
독일	독일	NNP	B-ORG
_	_	_	I-ORG
피부	피부	NNG	I-ORG
_	_	_	I-ORG
과학	과학	NNG	I-ORG
연구소	연구소	NNG	I-ORG
_	_	_	O
더마테스트	더마테스트	NNG	B-ORG
의	의	JKG	O
_	_	_	O
무	무	XPN	O
자극	자극	NNG	O
_	_	_	O
인증	인증	NNG	O
을	을	JKO	O
_	_	_	O
획득하	획득하	VV	O
고	고	EC	O
_	_	_	O
화장품	화장품	NNG	O
_	_	_	O
안전성	안전성	NNG	O
_	_	_	O
연구소	연구소	NNG	O
의	의	JKG	O
_	_	_	O
피부	피부	NNG	O
_	_	_	O
자극	자극	NNG	O
/	/	SP	O
멜라닌	멜라닌	NNG	O
_	_	_	O
색소	색소	NNG	O
_	_	_	O
테스트	테스트	NNG	O
를	를	JKO	O
_	_	_	O
통과하	통과하	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
물티슈	물티슈	NNG	O
로	로	JKB	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
리드해	리드하+여	VV+EC	O
가	가	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 후보작 머문 「아버지…」 34% 감소
## 후보작 머문 「아버지…」 <34%:PNT> 감소
후보작	후보작	NNG	O
_	_	_	O
머문	머물+ㄴ	VV+ETM	O
_	_	_	O
「	「	SS	O
아버지	아버지	NNG	O
…	…	SE	O
」	」	SS	O
_	_	_	O
34	34	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
감소	감소	NNG	O

## 4
## 정부가 적조 방제작업에 나섰지만 경남 과 전남, 경북 등 인근 해역으로 확산될 가능성이 크다.
## 정부가 적조 방제작업에 나섰지만 <경남:LOC> 과 <전남:LOC>, <경북:LOC> 등 인근 해역으로 확산될 가능성이 크다.
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
적조	적조	NNG	O
_	_	_	O
방제	방제	NNG	O
작업	작업	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
지만	지만	EC	O
_	_	_	O
경남	경남	NNP	B-LOC
_	_	_	O
과	과	JC	O
_	_	_	O
전남	전남	NNP	B-LOC
,	,	SP	O
_	_	_	O
경북	경북	NNP	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
인근	인근	NNG	O
