## 1
## 김 팀장은 “20대의 1개 연령의 평균 경제활동인구 수가 약 40만명인 것을 고려하면 약 19% 내외의 취업희망자만이 이 부문에 들어갈 수 있다”면서 “많은 청년들이 졸업과 취업을 유예하면서 공무원, 공공기관, 대기업 입사시험 준비에 매달리는 것도 이 때문”이라고 진단했다.
## <김:PER> 팀장은 “<20대:NOH>의 <1개:NOH> 연령의 평균 경제활동인구 수가 약 <40만명:NOH>인 것을 고려하면 약 <19%:PNT> 내외의 취업희망자만이 이 부문에 들어갈 수 있다”면서 “많은 청년들이 졸업과 취업을 유예하면서 공무원, 공공기관, 대기업 입사시험 준비에 매달리는 것도 이 때문”이라고 진단했다.
김	김	NNP	B-PER
_	_	_	O
팀장	팀장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
의	의	JKG	O
_	_	_	O
1	1	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
연령	연령	NNG	O
의	의	JKG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
경제	경제	NNG	O
활동	활동	NNG	O
인구	인구	NNG	O
_	_	_	O
수	수	NNG	O
가	가	JKS	O
_	_	_	O
약	약	MM	O
_	_	_	O
40	40	SN	B-NOH
만	만	NR	I-NOH
명	명	NNB	I-NOH
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
고려하	고려하	VV	O
면	면	EC	O
_	_	_	O
약	약	MM	O
_	_	_	O
19	19	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
내외	내외	NNG	O
의	의	JKG	O
_	_	_	O
취업	취업	NNG	O
희망자	희망자	NNG	O
만	만	JX	O
이	이	JKS	O
_	_	_	O
이	이	MM	O
_	_	_	O
부문	부문	NNG	O
에	에	JKB	O
_	_	_	O
들어갈	들어가+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
청년	청년	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
졸업	졸업	NNG	O
과	과	JC	O
_	_	_	O
취업	취업	NNG	O
을	을	JKO	O
_	_	_	O
유예하	유예하	VV	O
면서	면서	EC	O
_	_	_	O
공무원	공무원	NNG	O
,	,	SP	O
_	_	_	O
공공	공공	NNG	O
기관	기관	NNG	O
,	,	SP	O
_	_	_	O
대기업	대기업	NNG	O
_	_	_	O
입사	입사	NNG	O
시험	시험	NNG	O
_	_	_	O
준비	준비	NNG	O
에	에	JKB	O
_	_	_	O
매달리	매달리	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
때문	때문	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
진단	진단하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## SSRIs의 효과는 분명하지만, 전문의와 예상되는 효과와 부작용에 대한 상담 이후 투약을 결정하여야 한다.
## <SSRIs:POH>의 효과는 분명하지만, 전문의와 예상되는 효과와 부작용에 대한 상담 이후 투약을 결정하여야 한다.
SSRIs	SSRIs	SL	B-POH
의	의	JKG	O
_	_	_	O
효과	효과	NNG	O
는	는	JX	O
_	_	_	O
분명하	분명하	VA	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
전문의	전문의	NNG	O
와	와	JKB	O
_	_	_	O
예상되	예상되	VV	O
는	는	ETM	O
_	_	_	O
효과	효과	NNG	O
와	와	JC	O
_	_	_	O
부작용	부작용	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
상담	상담	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
투약	투약	NNG	O
을	을	JKO	O
_	_	_	O
결정하	결정하	VV	O
여야	여야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 3
## 마리텔 박지우, 미모의 아내와 커플댄스 선보여… '유쾌'
## <마리텔:POH> <박지우:PER>, 미모의 아내와 커플댄스 선보여… '유쾌'
마리	마리	NNB	B-POH
텔	텔	NNG	I-POH
_	_	_	O
박지우	박지우	NNP	B-PER
,	,	SP	O
_	_	_	O
미모	미모	NNG	O
의	의	JKG	O
_	_	_	O
아내	아내	NNG	O
와	와	JC	O
_	_	_	O
커플	커플	NNG	O
댄스	댄스	NNG	O
_	_	_	O
선보	선보이	VV	O
여	어	EC	O
…	…	SE	O
_	_	_	O
'	'	SS	O
유쾌	유쾌	NNG	O
'	'	SS	O

## 4
## 이 신문이 안보법 성립 전인 2014년 5월 실시한 조사에선 찬성이 47%로 반대(34%)를 크게 웃돌았다.
## 이 신문이 안보법 성립 전인 <2014년 5월:DAT> 실시한 조사에선 찬성이 <47%:PNT>로 반대(<34%:PNT>)를 크게 웃돌았다.
이	이	MM	O
_	_	_	O
신문	신문	NNG	O
이	이	JKS	O
_	_	_	O
안보	안보	NNG	O
법	법	NNG	O
_	_	_	O
성립	성립	NNG	O
_	_	_	O
전	전	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
실시한	실시하+ㄴ	VV+ETM	O
_	_	_	O
조사	조사	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
찬성	찬성	NNG	O
이	이	JKS	O
_	_	_	O
47	47	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
반대	반대	NNG	O
(	(	SS	O
34	34	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
를	를	JKO	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
웃돌	웃돌	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 지난달 26일 미국 시카고의 ‘네이비 피어 컨벤션센터’에서 열린 시상식에서 한국맥도날드의 최현정 메뉴팀장과 김수미 부동산개발팀 시니어 컨설턴트는 각각 검은색, 흰색 옷을 입고 화려한 조명 아래 주인공으로 섰다.
## 지난달 <26일:DAT> <미국:LOC> <시카고:LOC>의 ‘<네이비 피어 컨벤션센터:LOC>’에서 열린 시상식에서 <한국맥도날드:ORG>의 <최현정:PER> 메뉴팀장과 <김수미:PER> 부동산개발팀 시니어 컨설턴트는 각각 검은색, 흰색 옷을 입고 화려한 조명 아래 주인공으로 섰다.
지난달	지난달	NNG	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
시카고	시카고	NNP	B-LOC
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
네이비	네이비	NNG	B-LOC
_	_	_	I-LOC
피	피	VV	I-LOC
어	어	EC	I-LOC
_	_	_	I-LOC
컨벤션	컨벤션	NNG	I-LOC
센터	센터	NNG	I-LOC
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
시상식	시상식	NNG	O
에서	에서	JKB	O
_	_	_	O
한국	한국	NNP	B-ORG
맥도날드	맥도날드	NNP	I-ORG
의	의	JKG	O
_	_	_	O
최현정	최현정	NNP	B-PER
_	_	_	O
메뉴	메뉴	NNG	O
팀장	팀장	NNG	O
과	과	JC	O
_	_	_	O
김수미	김수미	NNP	B-PER
_	_	_	O
부동산	부동산	NNG	O
개발	개발	NNG	O
팀	팀	NNG	O
_	_	_	O
시니어	시니어	NNG	O
_	_	_	O
컨설턴트	컨설턴트	NNG	O
는	는	JX	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
검은색	검은색	NNG	O
,	,	SP	O
_	_	_	O
흰색	흰색	NNG	O
_	_	_	O
옷	옷	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
화려한	화려하+ㄴ	VA+ETM	O
_	_	_	O
조명	조명	NNG	O
_	_	_	O
아래	아래	NNG	O
_	_	_	O
주인공	주인공	NNG	O
으로	으로	JKB	O
_	_	_	O
섰	서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 박근혜 대통령이 최순실씨 문제로 두 번째 대국민 사과를 했다.
## <박근혜:PER> 대통령이 <최순실:PER>씨 문제로 두 번째 대국민 사과를 했다.
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
최순실	최순실	NNP	B-PER
씨	씨	NNB	O
_	_	_	O
문제	문제	NNG	O
로	로	JKB	O
_	_	_	O
두	두	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
대	대	XPN	O
국민	국민	NNG	O
_	_	_	O
사과	사과	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 박 대통령은 4일 청와대 춘추관에서 발표한 대국민 담화에서 “이번 최순실씨 사건으로 이루 말할 수 없는 큰 실망과 염려를 끼쳐 드린 점 다시 한번 진심으로 사과드린다”며 “이 모든 사태는 저의 잘못이고 저의 불찰로 일어난 일”이라고 말했다.
## <박:PER> 대통령은 <4일:DAT> <청와대 춘추관:LOC>에서 발표한 대국민 담화에서 “이번 <최순실:PER>씨 사건으로 이루 말할 수 없는 큰 실망과 염려를 끼쳐 드린 점 다시 <한번:NOH> 진심으로 사과드린다”며 “이 모든 사태는 저의 잘못이고 저의 불찰로 일어난 일”이라고 말했다.
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
청와대	청와대	NNP	B-LOC
_	_	_	I-LOC
춘추관	춘추관	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
대	대	XPN	O
국민	국민	NNG	O
_	_	_	O
담화	담화	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
최순실	최순실	NNP	B-PER
씨	씨	NNB	O
_	_	_	O
사건	사건	NNG	O
으로	으로	JKB	O
_	_	_	O
이루	이루	MAG	O
_	_	_	O
말할	말하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
실망	실망	NNG	O
과	과	JC	O
_	_	_	O
염려	염려	NNG	O
를	를	JKO	O
_	_	_	O
끼쳐	끼치+어	VV+EC	O
_	_	_	O
드린	드리+ㄴ	VX+ETM	O
_	_	_	O
점	점	NNB	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
한	한	MM	B-NOH
번	번	NNB	I-NOH
_	_	_	O
진심	진심	NNG	O
으로	으로	JKB	O
_	_	_	O
사과드린다	사과드리+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
이	이	MM	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
사태	사태	NNG	O
는	는	JX	O
_	_	_	O
저	저	NP	O
의	의	JKG	O
_	_	_	O
잘못	잘못	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
저	저	NP	O
의	의	JKG	O
_	_	_	O
불찰	불찰	NNG	O
로	로	JKB	O
_	_	_	O
일어난	일어나+ㄴ	VV+ETM	O
_	_	_	O
일	일	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 더욱이 전북에는 지난해 제주에서 맹활약한 측면 공격수 로페즈(브라질)가 버티고 있다.
## 더욱이 <전북:ORG>에는 지난해 <제주:ORG>에서 맹활약한 측면 공격수 <로페즈:PER>(<브라질:LOC>)가 버티고 있다.
더욱이	더욱이	MAG	O
_	_	_	O
전북	전북	NNP	B-ORG
에	에	JKB	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
제주	제주	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
맹활약한	맹활약하+ㄴ	VV+ETM	O
_	_	_	O
측면	측면	NNG	O
_	_	_	O
공격수	공격수	NNG	O
_	_	_	O
로페즈	로페즈	NNP	B-PER
(	(	SS	O
브라질	브라질	NNP	B-LOC
)	)	SS	O
가	가	JKS	O
_	_	_	O
버티	버티	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 이제는 4선발을 써야 한다.
## 이제는 <4선발:NOH>을 써야 한다.
이제	이제	NNG	O
는	는	JX	O
_	_	_	O
4	4	SN	B-NOH
선발	선발	NNG	I-NOH
을	을	JKO	O
_	_	_	O
써야	+어야	+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 10
## A팀이 올해 홈 3연전(원정 1경기)을 치르면, 다음해에는 원정 3연전(홈 1경기)을 가져가는 식이다.
## <A팀:ORG>이 올해 홈 <3연전:NOH>(원정 <1경기:NOH>)을 치르면, 다음해에는 원정 <3연전:NOH>(홈 <1경기:NOH>)을 가져가는 식이다.
A	A	SL	B-ORG
팀	팀	NNG	I-ORG
이	이	JKS	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
홈	홈	NNG	O
_	_	_	O
3	3	SN	B-NOH
연전	연전	NNG	I-NOH
(	(	SS	O
원정	원정	NNG	O
_	_	_	O
1	1	SN	B-NOH
경기	경기	NNG	I-NOH
)	)	SS	O
을	을	JKO	O
_	_	_	O
치르	치르	VV	O
면	면	EC	O
,	,	SP	O
_	_	_	O
다음	다음	NNG	O
해	해	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
원정	원정	NNG	O
_	_	_	O
3	3	SN	B-NOH
연전	연전	NNG	I-NOH
(	(	SS	O
홈	홈	NNG	O
_	_	_	O
1	1	SN	B-NOH
경기	경기	NNG	I-NOH
)	)	SS	O
을	을	JKO	O
_	_	_	O
가져가	가져가	VV	O
는	는	ETM	O
_	_	_	O
식	식	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

