## 1
## 한국의 경우 북한과 달리 국방백서를 통해 인건비·유지비·무기체계 비용을 공개하고 개별 사업별 구체적인 규모도 드러낸다.
## <한국:ORG>의 경우 <북한:ORG>과 달리 <국방백서:POH>를 통해 인건비·유지비·무기체계 비용을 공개하고 개별 사업별 구체적인 규모도 드러낸다.
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
북한	북한	NNP	B-ORG
과	과	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
국방백서	국방백서	NNG	B-POH
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
인건비	인건비	NNG	O
·	·	SP	O
유지비	유지비	NNG	O
·	·	SP	O
무기	무기	NNG	O
체계	체계	NNG	O
_	_	_	O
비용	비용	NNG	O
을	을	JKO	O
_	_	_	O
공개하	공개하	VV	O
고	고	EC	O
_	_	_	O
개별	개별	NNG	O
_	_	_	O
사업	사업	NNG	O
별	별	XSN	O
_	_	_	O
구체적	구체적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
규모	규모	NNG	O
도	도	JX	O
_	_	_	O
드러낸다	드러내+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 배우 탕웨이의 무대 난입이 새삼 화제다.
## 배우 <탕웨이:PER>의 무대 난입이 새삼 화제다.
배우	배우	NNG	O
_	_	_	O
탕	탕	XSN	B-PER
웨이	웨이	NNG	I-PER
의	의	JKG	O
_	_	_	O
무대	무대	NNG	O
_	_	_	O
난입	난입	NNG	O
이	이	JKS	O
_	_	_	O
새삼	새삼	MAG	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 앞서 지난달 방송된 SBS '한밤의 TV 연예'에서는 탕웨이의 서울 나들이 소식을 전했다.
## 앞서 지난달 방송된 <SBS:ORG> '<한밤의 TV 연예:POH>'에서는 <탕웨이:PER>의 <서울:LOC> 나들이 소식을 전했다.
앞서	앞서+어	VV+EC	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-ORG
_	_	_	O
'	'	SS	O
한밤	한밤	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
TV	TV	SL	I-POH
_	_	_	I-POH
연예	연예	NNG	I-POH
'	'	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
탕	탕	XSN	B-PER
웨이	웨이	NNG	I-PER
의	의	JKG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
나들이	나들이	NNG	O
_	_	_	O
소식	소식	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 당시 탕웨이는 서울의 한 파티장에 모습을 드러내 이목을 집중시킨 바 있다.
## 당시 <탕웨이:PER>는 <서울:LOC>의 <한:NOH> 파티장에 모습을 드러내 이목을 집중시킨 바 있다.
당시	당시	NNG	O
_	_	_	O
탕	탕	MAG	B-PER
웨이	웨이	NNG	I-PER
는	는	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
파티	파티	NNG	O
장	장	XSN	O
에	에	JKB	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
드러내	드러내+어	VV+EC	O
_	_	_	O
이목	이목	NNG	O
을	을	JKO	O
_	_	_	O
집중	집중	NNG	O
시킨	시키+ㄴ	XSV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 내가 캠프를 해야 하는 이유에 대해 잘 좀 써달라고 가족에게 부탁했답니다.
## 내가 캠프를 해야 하는 이유에 대해 잘 좀 써달라고 <가족:POH>에게 부탁했답니다.
내	내	NP	O
가	가	JKS	O
_	_	_	O
캠프	캠프	NNG	O
를	를	JKO	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
이유	이유	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
좀	좀	MAG	O
_	_	_	O
써	+어	+EC	O
달	달	VX	O
라고	라고	EC	O
_	_	_	O
가족	가족	NNG	B-POH
에게	에게	JKB	O
_	_	_	O
부탁	부탁하	VV	O
했	였	EP	O
답니다	답니다	EF	O
.	.	SF	O

## 6
