## 1
## [오늘의 데이터 뉴스] 대포통장 명의자 20대가 가장 많군요
## [<오늘의 데이터 뉴스:POH>] 대포통장 명의자 <20대:NOH>가 가장 많군요
[	[	SS	O
오늘	오늘	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
데이터	데이터	NNG	I-POH
_	_	_	I-POH
뉴스	뉴스	NNG	I-POH
]	]	SS	O
_	_	_	O
대포	대포	NNG	O
통장	통장	NNG	O
_	_	_	O
명의자	명의자	NNG	O
_	_	_	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
가	가	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
군	군	EC	O
요	요	JX	O

## 2
## 당초 시장의 기대치였던 5000만 대에도 못 미쳤다.
## 당초 시장의 기대치였던 <5000만 대:NOH>에도 못 미쳤다.
당초	당초	NNG	O
_	_	_	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
기대치	기대치+이	NNG+VCP	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
5000	5000	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
대	대	NNB	I-NOH
에	에	JKB	O
도	도	JX	O
_	_	_	O
못	못	MAG	O
_	_	_	O
미	미치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 최 감독 4골·서 감독 3골 예고올 시즌 첫 슈퍼매치부터 후끈 수원삼성과 FC서울이 올 시즌 첫 ‘슈퍼매치’에서 화력대결을 선언했다.
## <최:PER> 감독 <4골:NOH>·<서:PER> 감독 <3골:NOH> 예고올 시즌 첫 슈퍼매치부터 후끈 <수원삼성:ORG>과 <FC서울:ORG>이 올 시즌 첫 ‘슈퍼매치’에서 화력대결을 선언했다.
최	최	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
_	_	_	O
4	4	SN	B-NOH
골	골	NNG	I-NOH
·	·	SP	O
서	서	NNG	B-PER
_	_	_	O
감독	감독	NNG	O
_	_	_	O
3	3	SN	B-NOH
골	골	NNG	I-NOH
_	_	_	O
예고	예고	NNG	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
슈퍼	슈퍼	NNG	O
매치	매치	NNG	O
부터	부터	JX	O
_	_	_	O
후끈	후끈	MAG	O
_	_	_	O
수원	수원	NNP	B-ORG
삼성	삼성	NNP	I-ORG
과	과	JC	O
_	_	_	O
FC	FC	SL	B-ORG
서울	서울	NNP	I-ORG
이	이	JKS	O
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
‘	‘	SS	O
슈퍼	슈퍼	NNG	O
매치	매치	NNG	O
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
화력	화력	NNG	O
대결	대결	NNG	O
을	을	JKO	O
_	_	_	O
선언	선언하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 차유람 이지성, 결혼식 7개월 전에 혼인신고… “축복해주시길 바란다”당구선수 차유람이 ‘속도위반’ 논란에 공식입장을 밝혔다.
## <차유람:PER> <이지성:PER>, 결혼식 <7개월:NOH> 전에 혼인신고… “축복해주시길 바란다”당구선수 <차유람:PER>이 ‘속도위반’ 논란에 공식입장을 밝혔다.
차	차	NNB	B-PER
유람	유람	NNG	I-PER
_	_	_	O
이지성	이지성	NNP	B-PER
,	,	SP	O
_	_	_	O
결혼식	결혼식	NNG	O
_	_	_	O
7	7	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
혼인	혼인	NNG	O
신고	신고	NNG	O
…	…	SE	O
_	_	_	O
“	“	SS	O
