## 1
## 백완희 인생이모작지원센터는 “신원 조회와 체계적인 교육을 거친 주례 전문인을 부천예식업협회 등을 통해 각 예식장에 소개하는 체계를 갖추게 될 것”이라고 설명했다.
## <백완희 인생이모작지원센터:ORG>는 “신원 조회와 체계적인 교육을 거친 주례 전문인을 <부천예식업협회:ORG> 등을 통해 각 예식장에 소개하는 체계를 갖추게 될 것”이라고 설명했다.
백	백	NNG	B-ORG
완희	완희	NNP	I-ORG
_	_	_	I-ORG
인생	인생	NNG	I-ORG
이모작	이모작	NNG	I-ORG
지원	지원	NNG	I-ORG
센터	센터	NNG	I-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
신원	신원	NNG	O
_	_	_	O
조회	조회	NNG	O
와	와	JC	O
_	_	_	O
체계적	체계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
거친	거치+ㄴ	VV+ETM	O
_	_	_	O
주례	주례	NNG	O
_	_	_	O
전문	전문	NNG	O
인	인	XSN	O
을	을	JKO	O
_	_	_	O
부천	부천	NNP	B-ORG
예식	예식	NNG	I-ORG
업	업	XSN	I-ORG
협회	협회	NNG	I-ORG
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
각	각	MM	O
_	_	_	O
예식장	예식장	NNG	O
에	에	JKB	O
_	_	_	O
소개하	소개하	VV	O
는	는	ETM	O
_	_	_	O
체계	체계	NNG	O
를	를	JKO	O
_	_	_	O
갖추	갖추	VV	O
게	게	EC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 금융위는 예금자보호법 시행령 개정을 통해 ‘영업인가 취소일로부터 7일 이내’라는 조항을 넣기로 했다.
## <금융위:ORG>는 <예금자보호법 시행령:POH> 개정을 통해 ‘영업인가 취소일로부터 <7일:DUR> 이내’라는 조항을 넣기로 했다.
금융	금융	NNG	B-ORG
위	위	NNG	I-ORG
는	는	JX	O
_	_	_	O
예금자	예금자	NNG	B-POH
보호	보호	NNG	I-POH
법	법	NNG	I-POH
_	_	_	I-POH
시행령	시행령	NNG	I-POH
_	_	_	O
개정	개정	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
영업	영업	NNG	O
인가	인가	NNG	O
_	_	_	O
취소	취소	NNG	O
일	일	XSN	O
로부터	로부터	JKB	O
_	_	_	O
7	7	SN	B-DUR
일	일	NNB	I-DUR
_	_	_	O
이내	이내	NNG	O
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
조항	조항	NNG	O
을	을	JKO	O
_	_	_	O
넣	넣	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이처럼 전신 어느 곳에나 증상이 발생할 수 있는 혈관의 염증성질환인 베체트병은 면역체계의 기능 이상으로 인해 발생하는 자가면역질환이다.
## 이처럼 전신 어느 곳에나 증상이 발생할 수 있는 혈관의 염증성질환인 <베체트병:POH>은 면역체계의 기능 이상으로 인해 발생하는 자가면역질환이다.
이	이	NP	O
처럼	처럼	JKB	O
_	_	_	O
전신	전신	NNG	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
곳	곳	NNG	O
에	에	JKB	O
나	나	JX	O
_	_	_	O
증상	증상	NNG	O
이	이	JKS	O
_	_	_	O
발생할	발생하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
혈관	혈관	NNG	O
의	의	JKG	O
_	_	_	O
염증	염증	NNG	O
성	성	XSN	O
질환	질환	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
베체트병	베체트병	NNG	B-POH
은	은	JX	O
_	_	_	O
면역	면역	NNG	O
체계	체계	NNG	O
의	의	JKG	O
_	_	_	O
기능	기능	NNG	O
_	_	_	O
이상	이상	NNG	O
으로	으로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
발생하	발생하	VV	O
는	는	ETM	O
_	_	_	O
자가	자가	NNG	O
면역	면역	NNG	O
질환	질환	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 이렇게 한국통신으로부터 제공받은 통신설비를 데이콤은 자체 통신망을 구축하는데 이용하기도 하고 데이터전용회선 서비스를 제공하는데 재이용하기도 한다.
## 이렇게 <한국통신:ORG>으로부터 제공받은 통신설비를 <데이콤:ORG>은 자체 통신망을 구축하는데 이용하기도 하고 데이터전용회선 서비스를 제공하는데 재이용하기도 한다.
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
통신	통신	NNG	I-ORG
으로부터	으로부터	JKB	O
_	_	_	O
제공	제공	NNG	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
통신	통신	NNG	O
설비	설비	NNG	O
를	를	JKO	O
_	_	_	O
데이콤	데이콤	NNP	B-ORG
은	은	JX	O
_	_	_	O
자체	자체	NNG	O
_	_	_	O
통신망	통신망	NNG	O
을	을	JKO	O
_	_	_	O
구축하	구축하	VV	O
는	는	ETM	O
데	데	NNB	O
_	_	_	O
이용하	이용하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
고	고	EC	O
_	_	_	O
데이터	데이터	NNG	O
전용	전용	NNG	O
회선	회선	NNG	O
_	_	_	O
서비스	서비스	NNG	O
를	를	JKO	O
_	_	_	O
제공하	제공하	VV	O
는데	는데	EC	O
_	_	_	O
재	재	XPN	O
이용하	이용하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 5
## 리디아고 선수를 통해 글로벌 골퍼들에게 가누다
## <리디아고:PER> 선수를 통해 글로벌 골퍼들에게 가누다
리디아	리디아	NNP	B-PER
고	고	JKQ	I-PER
_	_	_	O
선수	선수	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
골퍼	골퍼	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
가누	가누	VV	O
다	다	EF	O

## 6
## 이상문 역시 경기력을 빠르게 찾아가고 있어 주목할 필요가 있다.
## <이상문:PER> 역시 경기력을 빠르게 찾아가고 있어 주목할 필요가 있다.
이상문	이상문	NNP	B-PER
_	_	_	O
역시	역시	MAG	O
_	_	_	O
경기력	경기력	NNG	O
을	을	JKO	O
_	_	_	O
빠르	빠르	VA	O
게	게	EC	O
_	_	_	O
찾아가	찾아가	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
주목할	주목하+ㄹ	VV+ETM	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 뷰티스트림즈는 디올·로레알·랑콤·입생로랑·맥·아모레퍼시픽 등 국내외 브랜드 컨설팅을 하고 있다.
## <뷰티스트림즈:ORG>는 <디올:ORG>·<로레알:ORG>·<랑콤:ORG>·<입생로랑:ORG>·<맥:ORG>·<아모레퍼시픽:ORG> 등 국내외 브랜드 컨설팅을 하고 있다.
뷰티	뷰티	NNG	B-ORG
스트림	스트림	NNG	I-ORG
즈	즈	NP	I-ORG
는	는	JX	O
_	_	_	O
디올	디올	NNP	B-ORG
·	·	SP	O
로레알	로레알	NNP	B-ORG
·	·	SP	O
랑콤	랑콤	NNP	B-ORG
·	·	SP	O
입생	입생	NNP	B-ORG
로랑	로랑	NNP	I-ORG
·	·	SP	O
맥	맥	NNG	B-ORG
·	·	SP	O
아모레퍼시픽	아모레퍼시픽	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
국내외	국내외	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
컨설팅	컨설팅	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 진선미 더불어민주당 의원도 10일 “급증하는 ‘몰카 범죄’에 대응하기 위해 관련 법을 제정하겠다”고 밝혔다.
## <진선미:PER> <더불어민주당:ORG> 의원도 <10일:DAT> “급증하는 ‘몰카 범죄’에 대응하기 위해 관련 법을 제정하겠다”고 밝혔다.
진선미	진선미	NNP	B-PER
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
의원	의원	NNG	O
도	도	JX	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
급증하	급증하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
몰카	몰카	NNG	O
_	_	_	O
범죄	범죄	NNG	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
대응하	대응하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
법	법	NNG	O
을	을	JKO	O
_	_	_	O
제정하	제정하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 강용석, 디스패치 보도 해명 “두 사진 속 인물은 강용석 아니다”
## <강용석:PER>, <디스패치:ORG> 보도 해명 “<두 사진:NOH> 속 인물은 <강용석:PER> 아니다”
강용석	강용석	NNP	B-PER
,	,	SP	O
_	_	_	O
디스	디스	NNG	B-ORG
패치	패치	NNG	I-ORG
_	_	_	O
보도	보도	NNG	O
_	_	_	O
해명	해명	NNG	O
_	_	_	O
“	“	SS	O
두	두	MM	B-NOH
_	_	_	I-NOH
사진	사진	NNG	I-NOH
_	_	_	O
속	속	NNG	O
_	_	_	O
인물	인물	NNG	O
은	은	JX	O
_	_	_	O
강용석	강용석	NNP	B-PER
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O

## 10
## 박씨는 작년 12월24일 서울 영등포 사창가에서 필로폰을 투약한 혐의로 구속돼 지난 3월 치료감호 선고를 받고 9개월동안 수감됐었다.
## <박:PER>씨는 작년 <12월24일:DAT> <서울:LOC> <영등포:LOC> 사창가에서 필로폰을 투약한 혐의로 구속돼 지난 <3월:DAT> 치료감호 선고를 받고 <9개월:DUR>동안 수감됐었다.
박	박	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
작년	작년	NNG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
24	24	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
영등포	영등포	NNP	B-LOC
_	_	_	O
사창가	사창가	NNG	O
에서	에서	JKB	O
_	_	_	O
필로폰	필로폰	NNG	O
을	을	JKO	O
_	_	_	O
투약한	투약하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
구속돼	구속되+어	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
치료	치료	NNG	O
감호	감호	NNG	O
_	_	_	O
선고	선고	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
9	9	SN	B-DUR
개월	개월	NNB	I-DUR
동안	동안	NNG	O
_	_	_	O
수감	수감되	VV	O
됐었	었었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이 민어를 그대로 서울로 옮겨와 셰프들의 손에 맡겼다.
## 이 민어를 그대로 <서울:LOC>로 옮겨와 셰프들의 손에 맡겼다.
이	이	MM	O
_	_	_	O
민어	민어	NNG	O
를	를	JKO	O
_	_	_	O
그대로	그대로	MAG	O
