## 1
## 반면 정기섭 개성공단기업협회 회장은 70% 서기실 상납은 “불가능한 얘기”라며 “상당 부분은 실제로 근로자들에게 쓰였을 것”이라고 주장했다.
## 반면 <정기섭:PER> <개성공단기업협회:ORG> 회장은 <70%:PNT> 서기실 상납은 “불가능한 얘기”라며 “상당 부분은 실제로 근로자들에게 쓰였을 것”이라고 주장했다.
반면	반면	NNG	O
_	_	_	O
정기섭	정기섭	NNP	B-PER
_	_	_	O
개성	개성	NNP	B-ORG
공단	공단	NNG	I-ORG
기업	기업	NNG	I-ORG
협회	협회	NNG	I-ORG
_	_	_	O
회장	회장	NNG	O
은	은	JX	O
_	_	_	O
70	70	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
서기	서기	NNG	O
실	실	XSN	O
_	_	_	O
상납	상납	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
불가능한	불가능하+ㄴ	VA+ETM	O
_	_	_	O
얘기	얘기	NNG	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
상당	상당	NNG	O
_	_	_	O
부분	부분	NNG	O
은	은	JX	O
_	_	_	O
실제로	실제로	MAG	O
_	_	_	O
근로자	근로자	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
쓰	쓰이	VV	O
였	었	EP	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## GS칼텍스, 동호인 대상 ‘배구클리닉’ 운영 GS칼텍스 배구단이 15일부터 장충체육관 보조체육관에서 서울지역 배구 붐 조성과 저변 확대를 위해 배구 동호인을 대상으로 배구클리닉을 운영한다.
## <GS칼텍스:ORG>, 동호인 대상 ‘배구클리닉’ 운영 <GS칼텍스:ORG> 배구단이 <15일:DAT>부터 <장충체육관:LOC> 보조체육관에서 <서울:LOC>지역 배구 붐 조성과 저변 확대를 위해 배구 동호인을 대상으로 배구클리닉을 운영한다.
GS	GS	SL	B-ORG
칼텍스	칼텍스	NNP	I-ORG
,	,	SP	O
_	_	_	O
동호인	동호인	NNG	O
_	_	_	O
대상	대상	NNG	O
_	_	_	O
‘	‘	SS	O
배구	배구	NNG	O
클리닉	클리닉	NNG	O
’	’	SS	O
_	_	_	O
운영	운영	NNG	O
_	_	_	O
GS	GS	SL	B-ORG
칼텍스	칼텍스	NNP	I-ORG
_	_	_	O
배구	배구	NNG	O
단	단	XSN	O
이	이	JKS	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
장충체육관	장충체육관	NNP	B-LOC
_	_	_	O
보조	보조	NNG	O
체육관	체육관	NNG	O
에서	에서	JKB	O
_	_	_	O
서울	서울	NNP	B-LOC
지역	지역	NNG	O
_	_	_	O
배구	배구	NNG	O
_	_	_	O
붐	붐	NNG	O
_	_	_	O
조성	조성	NNG	O
과	과	JC	O
_	_	_	O
저변	저변	NNG	O
_	_	_	O
확대	확대	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
배구	배구	NNG	O
_	_	_	O
동호인	동호인	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
배구	배구	NNG	O
클리닉	클리닉	NNG	O
을	을	JKO	O
_	_	_	O
운영한다	운영하+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 또 여성의 대학진학률은 꾸준히 오르고 있지만 공학계열 여학생 비율은 지난해 기준으로 17%로 여전히 저조하다.
## 또 여성의 대학진학률은 꾸준히 오르고 있지만 공학계열 여학생 비율은 지난해 기준으로 <17%:PNT>로 여전히 저조하다.
또	또	MAG	O
_	_	_	O
여성	여성	NNG	O
의	의	JKG	O
_	_	_	O
대학	대학	NNG	O
진학률	진학률	NNG	O
은	은	JX	O
_	_	_	O
꾸준히	꾸준히	MAG	O
_	_	_	O
오르	오르	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
_	_	_	O
공학	공학	NNG	O
계열	계열	NNG	O
_	_	_	O
여학생	여학생	NNG	O
_	_	_	O
비율	비율	NNG	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
기준	기준	NNG	O
으로	으로	JKB	O
_	_	_	O
17	17	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
여전히	여전히	MAG	O
_	_	_	O
저조하	저조하	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 차이나데일리 등 중국 언론들은 7일(현지 시간) “올해 3분기(7∼9월) 중국 스마트폰 시장 점유율에서 엄청난 변화가 목격됐다”며 “중국 스마트폰 시장 점유율에서 오포, 비보가 화웨이와 샤오미를 제치고 1, 2위를 차지했다”고 보도했다.
## <차이나데일리:POH> 등 <중국:ORG> 언론들은 <7일:DAT>(현지 시간) “올해 <3분기:NOH>(<7:DAT>∼<9월:DAT>) <중국:ORG> 스마트폰 시장 점유율에서 엄청난 변화가 목격됐다”며 “<중국:ORG> 스마트폰 시장 점유율에서 <오포:ORG>, <비보:ORG>가 <화웨이:ORG>와 <샤오미:ORG>를 제치고 <1:NOH>, <2위:NOH>를 차지했다”고 보도했다.
차이나데일리	차이나데일리	NNP	B-POH
_	_	_	O
등	등	NNB	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
언론	언론	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
_	_	_	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
“	“	SS	O
올해	올해	NNG	O
_	_	_	O
3	3	SN	B-NOH
분기	분기	NNG	I-NOH
(	(	SS	O
7	7	SN	B-DAT
∼	∼	SO	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
)	)	SS	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
점유율	점유율	NNG	O
에서	에서	JKB	O
_	_	_	O
엄청난	엄청나+ㄴ	VA+ETM	O
_	_	_	O
변화	변화	NNG	O
가	가	JKS	O
_	_	_	O
목격	목격되	VV	O
됐	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
중국	중국	NNP	B-ORG
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
점유율	점유율	NNG	O
에서	에서	JKB	O
_	_	_	O
오포	오포	NNG	B-ORG
,	,	SP	O
_	_	_	O
비보	비보	NNG	B-ORG
가	가	JKS	O
_	_	_	O
화웨이	화웨이	NNP	B-ORG
와	와	JC	O
_	_	_	O
샤오미	샤오미	NNG	B-ORG
를	를	JKO	O
_	_	_	O
제치	제치	VV	O
고	고	EC	O
_	_	_	O
1	1	SN	B-NOH
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## ‘BBK 의혹’ 김경준, 미국행 비행기…취재진 질문에 ‘묵묵부답’
## ‘<BBK:ORG> 의혹’ <김경준:PER>, <미국:LOC>행 비행기…취재진 질문에 ‘묵묵부답’
‘	‘	SS	O
BBK	BBK	SL	B-ORG
_	_	_	O
의혹	의혹	NNG	O
’	’	SS	O
_	_	_	O
김경준	김경준	NNP	B-PER
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-LOC
행	행	XSN	O
_	_	_	O
비행기	비행기	NNG	O
…	…	SE	O
취재진	취재진	NNG	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
묵묵부답	묵묵부답	NNG	O
’	’	SS	O

## 6
## ‘무한도전’ 하시마섬, 일본 관광안내원 조선인 강제 징용 사실 알리지 않아…12일 방송된 MBC 무한도전은 '배달의 무도' 특집으로 꾸며졌다.
## ‘<무한도전:POH>’ <하시마섬:LOC>, <일본:ORG> 관광안내원 <조선:ORG>인 강제 징용 사실 알리지 않아…<12일:DAT> 방송된 <MBC:ORG> <무한도전:POH>은 '<배달의 무도:POH>' 특집으로 꾸며졌다.
‘	‘	SS	O
무한도전	무한도전	NNP	B-POH
’	’	SS	O
_	_	_	O
하	하	XSA	B-LOC
시마	시마	NNG	I-LOC
섬	섬	NNG	I-LOC
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
관광	관광	NNG	O
안내원	안내원	NNG	O
_	_	_	O
조선	조선	NNP	B-ORG
인	인	XSN	O
_	_	_	O
강제	강제	NNG	O
_	_	_	O
징용	징용	NNG	O
_	_	_	O
사실	사실	MAG	O
_	_	_	O
알리	알리	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
…	…	SE	O
12	12	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-ORG
_	_	_	O
무한도전	무한도전	NNP	B-POH
은	은	JX	O
_	_	_	O
'	'	SS	O
배달	배달	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
무도	무도	NNG	I-POH
'	'	SS	O
_	_	_	O
특집	특집	NNG	O
으로	으로	JKB	O
_	_	_	O
꾸며	꾸미+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
