## 1
## 한때 33점차까지 벌어져 추격이 어려워보였다.
## 한때 <33점:NOH>차까지 벌어져 추격이 어려워보였다.
한때	한때	NNG	O
_	_	_	O
33	33	SN	B-NOH
점	점	NNB	I-NOH
차	차	NNG	O
까지	까지	JX	O
_	_	_	O
벌어져	벌어지+어	VV+EC	O
_	_	_	O
추격	추격	NNG	O
이	이	JKS	O
_	_	_	O
어려	어렵	VA	O
워	어	EC	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 청와대 관계자도 “민정수석은 국감에 출석하지 않은 관례를 따른다는 게 청와대의 입장”이라고 못 박았다.
## <청와대:ORG> 관계자도 “민정수석은 국감에 출석하지 않은 관례를 따른다는 게 <청와대:ORG>의 입장”이라고 못 박았다.
청와대	청와대	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
도	도	JX	O
_	_	_	O
“	“	SS	O
민정	민정	NNG	O
수석	수석	NNG	O
은	은	JX	O
_	_	_	O
국감	국감	NNG	O
에	에	JKB	O
_	_	_	O
출석하	출석하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
관례	관례	NNG	O
를	를	JKO	O
_	_	_	O
따른다는	따르+ㄴ다는	VV+ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
청와대	청와대	NNP	B-ORG
의	의	JKG	O
_	_	_	O
입장	입장	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
못	못	MAG	O
_	_	_	O
박	박	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 연구진은 2013년 연간 가처분소득이 중위소득(2026만 원)의 50∼150%에 속하는 가구를 ‘소득중산층’, 순자산가치(총자산―부채)가 중위자산(7546만 원)의 50∼150%인 가구를 ‘자산중산층’으로 각각 분류했다.
## 연구진은 <2013년:DAT> 연간 가처분소득이 중위소득(<2026만 원:MNY>)의 <50∼150%:PNT>에 속하는 가구를 ‘소득중산층’, 순자산가치(총자산―부채)가 중위자산(<7546만 원:MNY>)의 <50∼150%:PNT>인 가구를 ‘자산중산층’으로 각각 분류했다.
