## 1
## AOA '사뿐사뿐', 일본에서 반응이…'제 2의 카라'
## <AOA:ORG> '사뿐사뿐', <일본:ORG>에서 반응이…'<제 2:NOH>의 <카라:ORG>'
AOA	AOA	SL	B-ORG
_	_	_	O
'	'	SS	O
사뿐사뿐	사뿐사뿐	MAG	O
'	'	SS	O
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
반응	반응	NNG	O
이	이	JKS	O
…	…	SE	O
'	'	SS	O
제	제	XPN	B-NOH
_	_	_	I-NOH
2	2	SN	I-NOH
의	의	JKG	O
_	_	_	O
카라	카라	NNP	B-ORG
'	'	SS	O

## 2
## ‘상상고양이’ 조혜정, 과거 父 조재현 “연기로 승부하는 딸이 됐으면 한다”
## ‘<상상고양이:POH>’ <조혜정:PER>, 과거 父 <조재현:PER> “<연기:LOC>로 승부하는 딸이 됐으면 한다”
‘	‘	SS	O
상상	상상	NNG	B-POH
고양이	고양이	NNG	I-POH
’	’	SS	O
_	_	_	O
조혜정	조혜정	NNP	B-PER
,	,	SP	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
父	父	SH	O
_	_	_	O
조재현	조재현	NNP	B-PER
_	_	_	O
“	“	SS	O
연기	연기	NNG	B-LOC
로	로	JKB	O
_	_	_	O
승부	승부	NNG	O
하	하	XSV	O
는	는	ETM	O
_	_	_	O
딸	딸	NNG	O
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
으면	으면	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O

## 3
## 그런데 ‘꿈’이라는 단어 때문에 한자음을 빌려 꿈 몽(夢), 마을 촌(村)으로 표기함으로써 오늘의 몽촌이 됐다.
## 그런데 ‘꿈’이라는 단어 때문에 한자음을 빌려 꿈 몽(夢), 마을 촌(村)으로 표기함으로써 오늘의 <몽촌:LOC>이 됐다.
그런데	그런데	MAJ	O
_	_	_	O
‘	‘	SS	O
꿈	꿈	NNG	O
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
단어	단어	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
한자음	한자음	NNG	O
을	을	JKO	O
_	_	_	O
빌려	빌리+어	VV+EC	O
_	_	_	O
꿈	꿈	NNG	O
_	_	_	O
몽	몽	NNP	O
(	(	SS	O
夢	夢	SH	O
)	)	SS	O
,	,	SP	O
_	_	_	O
마을	마을	NNG	O
_	_	_	O
촌	촌	NNB	O
(	(	SS	O
村	村	SH	O
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
표기함	표기하+ㅁ	VV+ETN	O
으로써	으로써	JKB	O
_	_	_	O
오늘	오늘	NNG	O
의	의	JKG	O
_	_	_	O
몽촌	몽촌	NNP	B-LOC
이	이	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 올여름 인도 남부에서는 섭씨 50도를 오르내리는 폭염이 계속돼 사망자가 2000명이 넘었다.
## 올여름 <인도:LOC> 남부에서는 <섭씨 50도:NOH>를 오르내리는 폭염이 계속돼 사망자가 <2000명:NOH>이 넘었다.
올여름	올여름	NNG	O
_	_	_	O
인도	인도	NNP	B-LOC
_	_	_	O
남부	남부	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
섭씨	섭씨	NNG	B-NOH
_	_	_	I-NOH
50	50	SN	I-NOH
도	도	NNB	I-NOH
를	를	JKO	O
_	_	_	O
오르내리	오르내리	VV	O
는	는	ETM	O
_	_	_	O
폭염	폭염	NNG	O
이	이	JKS	O
_	_	_	O
계속돼	계속되+어	VV+EC	O
_	_	_	O
사망자	사망자	NNG	O
가	가	JKS	O
_	_	_	O
2000	2000	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
넘	넘	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이날은 낮 최고 기온이 33도까지 올라 폭염주의보가 발효됐다.
## 이날은 낮 최고 기온이 <33도:NOH>까지 올라 폭염주의보가 발효됐다.
이날	이날	NNG	O
은	은	JX	O
_	_	_	O
낮	낮	NNG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
기온	기온	NNG	O
이	이	JKS	O
_	_	_	O
33	33	SN	B-NOH
도	도	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
올	오르	VV	O
라	아	EC	O
_	_	_	O
폭염	폭염	NNG	O
주의보	주의보	NNG	O
가	가	JKS	O
_	_	_	O
발효	발효되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이날 유력 대선주자인 유승민 의원은 “정 이사장은 경제와 교육 쪽에 경륜이나 지혜가 많은 분”이라며 “바른정당에 오시면 경선에 참여하시든 아니면 또 어떻게 하시든 우리 당 입장에서는 좋다”고 러브콜을 보내기도 했다.
## 이날 유력 대선주자인 <유승민:PER> 의원은 “<정:PER> 이사장은 경제와 교육 쪽에 경륜이나 지혜가 많은 분”이라며 “<바른정당:ORG>에 오시면 경선에 참여하시든 아니면 또 어떻게 하시든 우리 당 입장에서는 좋다”고 러브콜을 보내기도 했다.
이날	이날	NNG	O
_	_	_	O
유력	유력	NNG	O
_	_	_	O
대선	대선	NNG	O
주자	주자	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
유승민	유승민	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
정	정	MAG	B-PER
_	_	_	O
이사장	이사장	NNG	O
은	은	JX	O
_	_	_	O
경제	경제	NNG	O
와	와	JC	O
_	_	_	O
교육	교육	NNG	O
_	_	_	O
쪽	쪽	NNB	O
에	에	JKB	O
_	_	_	O
경륜	경륜	NNG	O
이나	이나	JC	O
_	_	_	O
지혜	지혜	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
분	분	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
바른	바르+ㄴ	VA+ETM	B-ORG
정당	정당	NNG	I-ORG
에	에	JKB	O
_	_	_	O
오	오	VV	O
시	시	EP	O
면	면	EC	O
_	_	_	O
경선	경선	NNG	O
에	에	JKB	O
_	_	_	O
참여하	참여하	VV	O
시	시	EP	O
든	든	EC	O
_	_	_	O
아니	아니	VCN	O
면	면	EC	O
_	_	_	O
또	또	MAG	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
하	하	VV	O
시	시	EP	O
든	든	EC	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
당	당	NNG	O
_	_	_	O
입장	입장	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
좋	좋	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
러브콜	러브콜	NNG	O
을	을	JKO	O
_	_	_	O
보내	보내	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 또한 이정재 전지현 하정우 오달수 조진웅에, 특별출연이지만 비중이 상당한 조승우까지 스타들이 한데 모여 빚어내는 연기 앙상블에 관객들은 후한 평가를 내리고 있다.
## 또한 <이정재:PER> <전지현:PER> <하정우:PER> <오달수:PER> <조진웅:PER>에, 특별출연이지만 비중이 상당한 <조승우:PER>까지 스타들이 한데 모여 빚어내는 연기 앙상블에 관객들은 후한 평가를 내리고 있다.
또한	또한	MAG	O
_	_	_	O
이정재	이정재	NNP	B-PER
_	_	_	O
전지현	전지현	NNP	B-PER
_	_	_	O
하정우	하정우	NNP	B-PER
_	_	_	O
오달수	오달수	NNP	B-PER
_	_	_	O
조진웅	조진웅	NNP	B-PER
에	에	JKB	O
,	,	SP	O
_	_	_	O
특별	특별	NNG	O
출연	출연	NNG	O
이	이	VCP	O
지만	지만	EC	O
_	_	_	O
비중	비중	NNG	O
이	이	JKS	O
_	_	_	O
상당한	상당하+ㄴ	VA+ETM	O
_	_	_	O
조승우	조승우	NNP	B-PER
까지	까지	JX	O
_	_	_	O
스타	스타	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
한데	한데	NNG	O
_	_	_	O
모	모이	VV	O
여	어	EC	O
_	_	_	O
빚어내	빚어내	VV	O
는	는	ETM	O
_	_	_	O
연기	연기	NNG	O
_	_	_	O
앙상블	앙상블	NNG	O
에	에	JKB	O
_	_	_	O
관객	관객	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
후한	후한	NNP	O
_	_	_	O
평가	평가	NNG	O
를	를	JKO	O
_	_	_	O
내리	내리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 또 50대에 자녀 대학 등록비와 결혼자금 같은 지출이 많다 보니 미처 부채를 줄이지 못한 채 은퇴를 맞이하게 됐다.
## 또 <50대:NOH>에 자녀 대학 등록비와 결혼자금 같은 지출이 많다 보니 미처 부채를 줄이지 못한 채 은퇴를 맞이하게 됐다.
또	또	MAG	O
_	_	_	O
50	50	SN	B-NOH
대	대	NNB	I-NOH
에	에	JKB	O
_	_	_	O
자녀	자녀	NNG	O
_	_	_	O
대학	대학	NNG	O
_	_	_	O
등록비	등록비	NNG	O
와	와	JKB	O
_	_	_	O
결혼	결혼	NNG	O
자금	자금	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
지출	지출	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
다	다	EC	O
_	_	_	O
보	보	VX	O
니	니	EC	O
_	_	_	O
미처	미처	MAG	O
_	_	_	O
부채	부채	NNG	O
를	를	JKO	O
_	_	_	O
줄이	줄이	VV	O
지	지	EC	O
_	_	_	O
못한	못하+ㄴ	VX+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
은퇴	은퇴	NNG	O
를	를	JKO	O
_	_	_	O
맞이하	맞이하	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 김군은 “책을 읽으면서 새로운 지식을 하나씩 알아가는 과정이 너무 재미있고 흥미로웠다”며 “중학교 때 공부는 많이 안 했지만 몇 시간이고 앉아서 책을 읽곤 했다”고 말했다.
## <김:PER>군은 “책을 읽으면서 새로운 지식을 <하나:NOH>씩 알아가는 과정이 너무 재미있고 흥미로웠다”며 “중학교 때 공부는 많이 안 했지만 몇 시간이고 앉아서 책을 읽곤 했다”고 말했다.
김	김	NNP	B-PER
군	군	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
책	책	NNG	O
을	을	JKO	O
_	_	_	O
읽	읽	VV	O
으면서	으면서	EC	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
지식	지식	NNG	O
을	을	JKO	O
_	_	_	O
하나	하나	NR	B-NOH
씩	씩	XSN	O
_	_	_	O
알	알	VV	O
아	아	EC	O
가	가	VX	O
는	는	ETM	O
_	_	_	O
과정	과정	NNG	O
이	이	JKS	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
재미있	재미있	VA	O
고	고	EC	O
_	_	_	O
흥미로	흥미롭	VA	O
웠	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
중학교	중학교	NNG	O
_	_	_	O
때	때	NNG	O
_	_	_	O
공부	공부	NNG	O
는	는	JX	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
안	안	MAG	O
_	_	_	O
했	+였	+EP	O
지만	지만	EC	O
_	_	_	O
몇	몇	MM	O
_	_	_	O
시간	시간	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
앉	앉	VV	O
아서	아서	EC	O
_	_	_	O
책	책	NNG	O
을	을	JKO	O
_	_	_	O
읽	읽	VV	O
곤	곤	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 김군은 중학교까지 성적은 괜찮았지만 공부에 대해 그리 진지하게 생각하지는 않았다.
## <김:PER>군은 중학교까지 성적은 괜찮았지만 공부에 대해 그리 진지하게 생각하지는 않았다.
김	김	NNP	B-PER
군	군	NNB	O
은	은	JX	O
_	_	_	O
중학교	중학교	NNG	O
까지	까지	JX	O
_	_	_	O
성적	성적	NNG	O
은	은	JX	O
_	_	_	O
괜찮	괜찮	VA	O
았	았	EP	O
지만	지만	EC	O
_	_	_	O
공부	공부	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
그리	그리	MAG	O
_	_	_	O
진지하	진지하	VA	O
게	게	EC	O
_	_	_	O
생각하	생각하	VV	O
지	지	EC	O
는	는	JX	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 다만 내가 늙어갈 뿐이다’라고 하더라”고 받아 쳐 화제가 되기도 하는 등, 신정환의 이름은 꾸준히 ‘라디오스타’에 등장하고 있다.
## 다만 내가 늙어갈 뿐이다’라고 하더라”고 받아 쳐 화제가 되기도 하는 등, <신정환:PER>의 이름은 꾸준히 ‘<라디오스타:POH>’에 등장하고 있다.
다만	다만	MAG	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
늙	늙	VV	O
어	어	EC	O
갈	가+ㄹ	VX+ETM	O
_	_	_	O
뿐	뿐	NNB	O
이	이	VCP	O
다	다	EF	O
’	’	SS	O
라고	라고	JKQ	O
_	_	_	O
하	하	VV	O
더라	더라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
쳐	치+어	VV+EC	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
,	,	SP	O
_	_	_	O
신정환	신정환	NNP	B-PER
의	의	JKG	O
_	_	_	O
이름	이름	NNG	O
은	은	JX	O
_	_	_	O
꾸준히	꾸준히	MAG	O
_	_	_	O
‘	‘	SS	O
라디오스타	라디오스타	NNP	B-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
등장하	등장하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 아울러 신정환은 ‘라디오스타’ 500회 특집 때는 ‘라스는 항상 그 자리에 있다.
## 아울러 <신정환:PER>은 ‘<라디오스타:POH>’ <500회:NOH> 특집 때는 ‘라스는 항상 그 자리에 있다.
아울러	아울러	MAG	O
_	_	_	O
신정환	신정환	NNP	B-PER
은	은	JX	O
_	_	_	O
‘	‘	SS	O
라디오스타	라디오스타	NNP	B-POH
’	’	SS	O
_	_	_	O
500	500	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
특집	특집	NNG	O
_	_	_	O
때	때	NNG	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
라스	라스	NNG	O
는	는	JX	O
_	_	_	O
항상	항상	MAG	O
_	_	_	O
그	그	MM	O
_	_	_	O
자리	자리	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 이런 행보의 행간에는 ‘문재인 대세론’이 있다는 게 중론이다.
## 이런 행보의 행간에는 ‘<문재인:PER> 대세론’이 있다는 게 중론이다.
이런	이런	MM	O
_	_	_	O
행보	행보	NNG	O
의	의	JKG	O
_	_	_	O
행간	행간	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
문재인	문재인	NNP	B-PER
_	_	_	O
대세	대세	NNG	O
론	론	XSN	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
중론	중론	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 어머니에 따르면, 당시 리처 씨는 가족에게 줄 크리스마스 선물을 준비하고 있었다.
## 어머니에 따르면, 당시 <리처:PER> 씨는 가족에게 줄 크리스마스 선물을 준비하고 있었다.
어머니	어머니	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
,	,	SP	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
리처	리처	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
가족	가족	NNG	O
에게	에게	JKB	O
_	_	_	O
줄	주+ㄹ	VV+ETM	O
_	_	_	O
크리스마스	크리스마스	NNG	O
_	_	_	O
선물	선물	NNG	O
을	을	JKO	O
_	_	_	O
준비하	준비하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

