## 1
## 특히 30∼40대에는 당뇨병이 찾아와도 경각심이 부족해, 발병사실을 모르는 경우가 다반사다.
## 특히 <30:NOH>∼<40대:NOH>에는 당뇨병이 찾아와도 경각심이 부족해, 발병사실을 모르는 경우가 다반사다.
특히	특히	MAG	O
_	_	_	O
30	30	SN	B-NOH
∼	∼	SO	O
40	40	SN	B-NOH
대	대	NNB	I-NOH
에	에	JKB	O
는	는	JX	O
_	_	_	O
당뇨병	당뇨병	NNG	O
이	이	JKS	O
_	_	_	O
찾아	찾아오	VV	O
와도	아도	EC	O
_	_	_	O
경각심	경각심	NNG	O
이	이	JKS	O
_	_	_	O
부족해	부족하+여	VA+EC	O
,	,	SP	O
_	_	_	O
발병	발병	NNG	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
모르	모르	VV	O
는	는	ETM	O
_	_	_	O
경우	경우	NNG	O
가	가	JKS	O
_	_	_	O
다반사	다반사+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 최대 7명까지 머물 수 있는 게스트룸은 일반인도 이용할 수 있다.
## 최대 <7명:NOH>까지 머물 수 있는 게스트룸은 일반인도 이용할 수 있다.
최대	최대	NNG	O
_	_	_	O
7	7	SN	B-NOH
명	명	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
머물	머물+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
게스트	게스트	NNG	O
룸	룸	NNG	O
은	은	JX	O
_	_	_	O
일반인	일반인	NNG	O
도	도	JX	O
_	_	_	O
이용할	이용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 이 자금은 박 대표의 개인회사인 파고다타워종로의 건물 신축 자금으로 사용된 것으로 조사됐다.
## 이 자금은 <박:PER> 대표의 개인회사인 <파고다타워종로:ORG>의 건물 신축 자금으로 사용된 것으로 조사됐다.
이	이	MM	O
_	_	_	O
자금	자금	NNG	O
은	은	JX	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
의	의	JKG	O
_	_	_	O
개인	개인	NNG	O
회사	회사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
파고다	파고다	NNP	B-ORG
타워	타워	NNG	I-ORG
종로	종로	NNP	I-ORG
의	의	JKG	O
_	_	_	O
건물	건물	NNG	O
_	_	_	O
신축	신축	NNG	O
_	_	_	O
자금	자금	NNG	O
으로	으로	JKB	O
_	_	_	O
사용된	사용되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
조사	조사되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 재판에 넘겨진 박대표는 앞선 1심과 2심에서 횡령 혐의만 유죄로 인정받아 징역 1년6월에 집행유예 2년을 선고받았다.
## 재판에 넘겨진 <박:PER>대표는 앞선 <1심:NOH>과 <2심:NOH>에서 횡령 혐의만 유죄로 인정받아 징역 <1년6월:DUR>에 집행유예 <2년:DUR>을 선고받았다.
재판	재판	NNG	O
에	에	JKB	O
_	_	_	O
넘겨	넘기+어	VV+EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
박	박	NNP	B-PER
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
앞선	앞서+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-NOH
심	심	NNG	I-NOH
과	과	JC	O
_	_	_	O
2	2	SN	B-NOH
심	심	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
횡령	횡령	NNG	O
_	_	_	O
혐의	혐의	NNG	O
만	만	JX	O
_	_	_	O
유죄	유죄	NNG	O
로	로	JKB	O
_	_	_	O
인정받	인정받	VV	O
아	아	EC	O
_	_	_	O
징역	징역	NNG	O
_	_	_	O
1	1	SN	B-DUR
년	년	NNB	I-DUR
6	6	SN	I-DUR
월	월	NNB	I-DUR
에	에	JKB	O
_	_	_	O
집행	집행	NNG	O
유예	유예	NNG	O
_	_	_	O
2	2	SN	B-DUR
년	년	NNB	I-DUR
을	을	JKO	O
_	_	_	O
선고	선고	NNG	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 하지만 배우로서 매력적 연기를 선보였던 전작 ‘맨 오브 라만차’ ‘지킬 앤 하이드’와 비교했을 때 조승우만의 매력이 크게 빛나진 않아 아쉬웠다.
## 하지만 배우로서 매력적 <연기:LOC>를 선보였던 전작 ‘<맨 오브 라만차:POH>’ ‘<지킬 앤 하이드:POH>’와 비교했을 때 <조승우:PER>만의 매력이 크게 빛나진 않아 아쉬웠다.
하지만	하지만	MAJ	O
_	_	_	O
배우	배우	NNG	O
로서	로서	JKB	O
_	_	_	O
매력적	매력적	NNG	O
_	_	_	O
연기	연기	NNG	B-LOC
를	를	JKO	O
_	_	_	O
선보	선보이	VV	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
전작	전작	NNG	O
_	_	_	O
‘	‘	SS	O
맨	맨	MM	B-POH
_	_	_	I-POH
오브	오브	NNG	I-POH
_	_	_	I-POH
라만차	라만차	NNP	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
지킬	지킬	NNP	B-POH
_	_	_	I-POH
앤	앤	NNP	I-POH
_	_	_	I-POH
하이드	하이드	NNP	I-POH
’	’	SS	O
와	와	JKB	O
_	_	_	O
비교	비교하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
조승우	조승우	NNP	B-PER
만	만	JX	O
의	의	JKG	O
_	_	_	O
매력	매력	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
빛나	빛나	VV	O
진	지+ㄴ	EC+JX	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
아쉬	아쉽	VA	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 결국 이총리에 대한 정권차원의 필요성은 없어진 것이다.
## 결국 <이:PER>총리에 대한 정권차원의 필요성은 없어진 것이다.
결국	결국	NNG	O
_	_	_	O
이	이	NNP	B-PER
총리	총리	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
정권	정권	NNG	O
차원	차원	NNG	O
의	의	JKG	O
_	_	_	O
필요성	필요성	NNG	O
은	은	JX	O
_	_	_	O
없어진	없어지+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 기아차는 KX3를 통해 성장 잠재력이 큰 중국 소형 SUV 시장을 선점하며, 스포티지·스포티지R과 함께 SUV 라인업을 완성하고, KX3를 연평균7만대 이상을 판매한다는 목표를 세웠다.
## <기아차:ORG>는 <KX3:POH>를 통해 성장 잠재력이 큰 <중국:LOC> 소형 SUV 시장을 선점하며, 스포티지·스포티지R과 함께 SUV 라인업을 완성하고, <KX3:POH>를 연평균<7만대:NOH> 이상을 판매한다는 목표를 세웠다.
기아차	기아차	NNP	B-ORG
는	는	JX	O
_	_	_	O
KX	KX	SL	B-POH
3	3	SN	I-POH
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
성장	성장	NNG	O
_	_	_	O
잠재력	잠재력	NNG	O
이	이	JKS	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
소형	소형	NNG	O
_	_	_	O
SUV	SUV	SL	O
_	_	_	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
선점하	선점하	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
스포티지	스포티지	NNG	O
·	·	SP	O
스포티지	스포티지	NNG	O
R	R	SL	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
SUV	SUV	SL	O
_	_	_	O
라인업	라인업	NNG	O
을	을	JKO	O
_	_	_	O
완성하	완성하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
KX	KX	SL	B-POH
3	3	SN	I-POH
를	를	JKO	O
_	_	_	O
연평균	연평균	NNG	O
7	7	SN	B-NOH
만	만	NR	I-NOH
대	대	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
을	을	JKO	O
_	_	_	O
판매한다는	판매하+ㄴ다는	VV+ETM	O
_	_	_	O
목표	목표	NNG	O
를	를	JKO	O
_	_	_	O
세	세우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 한편 KX3는 지난 2월 27일부터 장쑤(江蘇)성 옌청(鹽城)시에 위치한 둥펑위에다기아 3공장에서 양산을 시작했으며, 국내 도입 여부에 대해선 알려진 바가 없다.
## 한편 <KX3:POH>는 지난 <2월 27일:DAT>부터 <장쑤(江蘇)성:LOC> <옌청(鹽城)시:LOC>에 위치한 <둥펑위:LOC>에다<기아 3공장:LOC>에서 양산을 시작했으며, 국내 도입 여부에 대해선 알려진 바가 없다.
한편	한편	MAG	O
_	_	_	O
KX	KX	SL	B-POH
3	3	SN	I-POH
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
27	27	SN	I-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
장쑤	장쑤	NNG	B-LOC
(	(	SS	I-LOC
江蘇	江蘇	SH	I-LOC
)	)	SS	I-LOC
성	성	NNG	I-LOC
_	_	_	O
옌청	옌청	NNP	B-LOC
(	(	SS	I-LOC
鹽城	鹽城	SH	I-LOC
)	)	SS	I-LOC
시	시	NNG	I-LOC
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
둥펑	둥펑	NNP	B-LOC
위	위	NNG	I-LOC
에	에	JKB	O
다	다	NNG	O
기아	기아	NNP	B-LOC
_	_	_	I-LOC
3	3	SN	I-LOC
공장	공장	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
양산	양산	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작하	VV	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
도입	도입	NNG	O
_	_	_	O
여부	여부	NNG	O
에	에	JKB	O
_	_	_	O
대해선	대하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
알려진	알려지+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 약 1만5000㎡ 규모의 공원에는 한국을 비롯해 중국ㆍ프랑스ㆍ네덜란드ㆍ독일ㆍ영국ㆍ미국ㆍ일본 등 8개국이 원산지인 50여 종의 모란 2700그루가 심어져 있다.
## 약 <1만5000㎡:NOH> 규모의 공원에는 <한국:ORG>을 비롯해 <중국:ORG>ㆍ<프랑스:ORG>ㆍ<네덜란드:ORG>ㆍ<독일:ORG>ㆍ<영국:ORG>ㆍ<미국:ORG>ㆍ<일본:ORG> 등 <8개국:NOH>이 원산지인 <50여 종:NOH>의 모란 <2700그루:NOH>가 심어져 있다.
약	약	MM	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
5000	5000	SN	I-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
공원	공원	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
중국	중국	NNP	B-ORG
ㆍ	ㆍ	SP	O
프랑스	프랑스	NNP	B-ORG
ㆍ	ㆍ	SP	O
네덜란드	네덜란드	NNP	B-ORG
ㆍ	ㆍ	SP	O
독일	독일	NNP	B-ORG
ㆍ	ㆍ	SP	O
영국	영국	NNP	B-ORG
ㆍ	ㆍ	SP	O
미국	미국	NNP	B-ORG
ㆍ	ㆍ	SP	O
일본	일본	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
8	8	SN	B-NOH
개국	개국	NNB	I-NOH
이	이	JKS	O
_	_	_	O
원산지	원산지	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
50	50	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
종	종	NNG	I-NOH
의	의	JKG	O
_	_	_	O
모란	모란	NNG	O
_	_	_	O
2700	2700	SN	B-NOH
그루	그루	NNB	I-NOH
가	가	JKS	O
_	_	_	O
심	심	VV	O
어	어	EC	O
져	지+어	VX+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 장가문, VINCENT, 사랑하는 친구들 모두 감사합니다.
## <장가문:PER>, <VINCENT:ORG>, 사랑하는 친구들 모두 감사합니다.
장	장	XPN	B-PER
가문	가문	NNG	I-PER
,	,	SP	O
_	_	_	O
VINCENT	VINCENT	SL	B-ORG
,	,	SP	O
_	_	_	O
사랑하	사랑하	VV	O
는	는	ETM	O
_	_	_	O
친구	친구	NNG	O
들	들	XSN	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
감사합니다	감사하+ㅂ니다	VV+EF	O
.	.	SF	O

## 11
## 5월 11일 오후 1시 반에 벌어진 일이다.
## <5월 11일:DAT> <오후 1시 반:TIM>에 벌어진 일이다.
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
11	11	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
1	1	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
반	반	NNG	I-TIM
에	에	JKB	O
_	_	_	O
벌어진	벌어지+ㄴ	VV+ETM	O
_	_	_	O
일	일	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 아이티출동 미 항모/「인천함」 화제/상륙 기념… 헬기20대 탑재
## <아이티:LOC>출동 <미:ORG> 항모/「<인천함:POH>」 화제/상륙 기념… 헬기<20대:NOH> 탑재
아이티	아이티	NNP	B-LOC
출동	출동	NNG	O
_	_	_	O
미	미	NNP	B-ORG
_	_	_	O
항모	항모	NNG	O
/	/	SP	O
「	「	SS	O
인천함	인천하+ㅁ	VV+ETN	B-POH
」	」	SS	O
_	_	_	O
화제	화제	NNG	O
/	/	SP	O
상륙	상륙	NNG	O
_	_	_	O
기념	기념	NNG	O
…	…	SE	O
_	_	_	O
헬기	헬기	NNG	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
탑재	탑재	NNG	O

## 13
## “엄청나게 큰 것들과 싸우며 버텨내야 했던” 시간은 그에게도 20대의 소중한 추억이 되고 있을까. “20대의 시간을 헛되이 쓰지 않고 여러분과 좋은 시간을 많이 만들었다.
## “엄청나게 큰 것들과 싸우며 버텨내야 했던” 시간은 그에게도 <20대:NOH>의 소중한 추억이 되고 있을까. “<20대:NOH>의 시간을 헛되이 쓰지 않고 여러분과 좋은 시간을 많이 만들었다.
“	“	SS	O
엄청나	엄청나	VA	O
게	게	EC	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
것	것	NNB	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
싸우	싸우	VV	O
며	며	EC	O
_	_	_	O
버텨	버티+어	VV+EC	O
내야	내+어야	VX+EC	O
_	_	_	O
했	+였	+EP	O
던	던	ETM	O
”	”	SS	O
_	_	_	O
시간	시간	NNG	O
은	은	JX	O
_	_	_	O
그	그	NP	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
의	의	JKG	O
_	_	_	O
소중한	소중하+ㄴ	VA+ETM	O
_	_	_	O
추억	추억	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
을까	을까	EF	O
.	.	SF	O
_	_	_	O
“	“	SS	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
의	의	JKG	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
헛되이	헛되이	MAG	O
_	_	_	O
쓰	쓰	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
여러분	여러분	NP	O
과	과	JKB	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
만들	만들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 재능 기부 모임인 ‘행울림’이나 예술과 과학의 만남을 추구하는 ‘아티언스’의 일원으로 고교생과 공무원 등을 상대로 ‘과학과 사진’, ‘사진 잘 찍는 법’ 등을 강의한다.
## 재능 기부 모임인 ‘<행울림:ORG>’이나 예술과 과학의 만남을 추구하는 ‘<아티언스:ORG>’의 일원으로 고교생과 공무원 등을 상대로 ‘과학과 사진’, ‘사진 잘 찍는 법’ 등을 강의한다.
재능	재능	NNG	O
_	_	_	O
기부	기부	NNG	O
_	_	_	O
모임	모임	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
행	행	XSN	B-ORG
울림	울림	NNG	I-ORG
’	’	SS	O
이나	이나	JC	O
_	_	_	O
예술	예술	NNG	O
과	과	JC	O
_	_	_	O
과학	과학	NNG	O
의	의	JKG	O
_	_	_	O
만남	만남	NNG	O
을	을	JKO	O
_	_	_	O
추구하	추구하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
아티	아티	NNP	B-ORG
언스	언스	NNP	I-ORG
’	’	SS	O
의	의	JKG	O
_	_	_	O
일원	일원	NNG	O
으로	으로	JKB	O
_	_	_	O
고교생	고교생	NNG	O
과	과	JC	O
_	_	_	O
공무원	공무원	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
‘	‘	SS	O
과학	과학	NNG	O
과	과	JC	O
_	_	_	O
사진	사진	NNG	O
’	’	SS	O
,	,	SP	O
_	_	_	O
