## 1
## 바로 카멜로드 피노누아이다.
## 바로 <카멜로드 피노누아:PER>이다.
바로	바로	MAG	O
_	_	_	O
카멜	카멜	NNP	B-PER
로드	로드	NNG	I-PER
_	_	_	I-PER
피노누아	피노누아	NNP	I-PER
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 자세한 내용은 중앙선거여론조사공정심의위원회 홈페이지에서 확인할 수 있다.
## 자세한 내용은 <중앙선거여론조사공정심의위원회:ORG> 홈페이지에서 확인할 수 있다.
자세한	자세하+ㄴ	VA+ETM	O
_	_	_	O
내용	내용	NNG	O
은	은	JX	O
_	_	_	O
중앙	중앙	NNG	B-ORG
선거	선거	NNG	I-ORG
여론조사	여론조사	NNG	I-ORG
공정	공정	NNG	I-ORG
심의	심의	NNG	I-ORG
위원회	위원회	NNG	I-ORG
_	_	_	O
홈페이지	홈페이지	NNG	O
에서	에서	JKB	O
_	_	_	O
확인할	확인하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 수강 후 절차에 따라 공경매마이스터 멤버증서가 수여되고, 국가등록자격인 임대관리사 자격증을 얻게 된다.
## 수강 후 절차에 따라 <공경매마이스터:POH> 멤버증서가 수여되고, 국가등록자격인 임대관리사 자격증을 얻게 된다.
수강	수강	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
절차	절차	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
공경매	공경매	NNG	B-POH
마이스터	마이스터	NNG	I-POH
_	_	_	O
멤버	멤버	NNG	O
증서	증서	NNG	O
가	가	JKS	O
_	_	_	O
수여되	수여되	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
국가	국가	NNG	O
등록	등록	NNG	O
자	자	XSN	O
격	격	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
임대	임대	NNG	O
관리	관리	NNG	O
사	사	NNG	O
_	_	_	O
자격증	자격증	NNG	O
을	을	JKO	O
_	_	_	O
얻	얻	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 노무현 정부 당시 외교부 장관을 지냈던 송민순 북한대학원대학교 총장은 ‘빙하는 움직인다’라는 회고록을 통해 지난 2007년 당시 노무현 정부가 유엔 총회에서 북한의 의견을 묻고 북한인권결의안을 기권했다고 주장해 진실공방이 벌어졌다.
## 노무현 정부 당시 <외교부:ORG> 장관을 지냈던 <송민순:PER> <북한대학원대학교:ORG> 총장은 ‘<빙하는 움직인다:POH>’라는 회고록을 통해 지난 <2007년:DAT> 당시 노무현 정부가 <유엔:ORG> 총회에서 <북한:ORG>의 의견을 묻고 <북한:ORG>인권결의안을 기권했다고 주장해 진실공방이 벌어졌다.
노무현	노무현	NNP	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
외교부	외교부	NNG	B-ORG
_	_	_	O
장관	장관	NNG	O
을	을	JKO	O
_	_	_	O
지냈	지내+었	VV+EP	O
던	던	ETM	O
_	_	_	O
송민순	송민순	NNP	B-PER
_	_	_	O
북한	북한	NNP	B-ORG
대학원	대학원	NNG	I-ORG
대학교	대학교	NNG	I-ORG
_	_	_	O
총장	총장	NNG	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
빙하	빙하	NNG	B-POH
는	는	JX	I-POH
_	_	_	I-POH
움직인다	움직이+ㄴ다	VV+EF	I-POH
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
회고록	회고록	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2007	2007	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
당시	당시	NNG	O
_	_	_	O
노무현	노무현	NNP	O
_	_	_	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
유엔	유엔	NNP	B-ORG
_	_	_	O
총회	총회	NNG	O
에서	에서	JKB	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
의견	의견	NNG	O
을	을	JKO	O
_	_	_	O
묻	묻	VV	O
고	고	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
인권	인권	NNG	O
결의안	결의안	NNG	O
을	을	JKO	O
_	_	_	O
기권	기권하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
주장해	주장하+여	VV+EC	O
_	_	_	O
진실	진실	NNG	O
공방	공방	NNG	O
이	이	JKS	O
_	_	_	O
벌어	벌어지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이 의원은 '무한도전' 속 직장인들의 에피소드를 그린 '무한상사' 특집이 근로기준법을 위반했다고 꼬집었다.
## <이:PER> 의원은 '<무한도전:POH>' 속 직장인들의 에피소드를 그린 '<무한상사:POH>' 특집이 근로기준법을 위반했다고 꼬집었다.
이	이	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
'	'	SS	O
무한도전	무한도전	NNP	B-POH
'	'	SS	O
_	_	_	O
속	속	NNG	O
_	_	_	O
직장인	직장인	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
에피소드	에피소드	NNG	O
를	를	JKO	O
_	_	_	O
그린	그리+ㄴ	VV+ETM	O
_	_	_	O
'	'	SS	O
무한	무한	NNG	B-POH
상사	상사	NNG	I-POH
'	'	SS	O
_	_	_	O
특집	특집	NNG	O
이	이	JKS	O
_	_	_	O
근로	근로	NNG	O
기준	기준	NNG	O
법	법	NNG	O
을	을	JKO	O
_	_	_	O
위반	위반하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
꼬집	꼬집	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 강남차병원 산부인과 김수현 교수가 임산부들이 임신 중 경험할 수 있는 몸의 변화와 이에 따른 관리법, 자연주의 출산에 대한 전반적인 내용과 자연주의 출산을 위한 조건 등을 알려줄 예정이다.
## <강남차병원:ORG> 산부인과 <김수현:PER> 교수가 임산부들이 임신 중 경험할 수 있는 몸의 변화와 이에 따른 관리법, 자연주의 출산에 대한 전반적인 내용과 자연주의 출산을 위한 조건 등을 알려줄 예정이다.
강남	강남	NNP	B-ORG
차	차	NNP	I-ORG
병원	병원	NNG	I-ORG
_	_	_	O
산부인과	산부인과	NNG	O
_	_	_	O
김수현	김수현	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
가	가	JKS	O
_	_	_	O
임산부	임산부	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
임신	임신	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
경험할	경험하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
몸	몸	NNG	O
의	의	JKG	O
_	_	_	O
변화	변화	NNG	O
와	와	JC	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
관리법	관리법	NNG	O
,	,	SP	O
_	_	_	O
자연주의	자연주의	NNG	O
_	_	_	O
출산	출산	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
전반적	전반적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
내용	내용	NNG	O
과	과	JC	O
_	_	_	O
자연주의	자연주의	NNG	O
_	_	_	O
출산	출산	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
조건	조건	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
알려	알리+어	VV+EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
