## 1
## 장기이식 수술은 서울아산병원이 세계를 이끄는 분야다.
## 장기이식 수술은 <서울아산병원:ORG>이 세계를 이끄는 분야다.
장기	장기	NNG	O
이식	이식	NNG	O
_	_	_	O
수술	수술	NNG	O
은	은	JX	O
_	_	_	O
서울아산병원	서울아산병원	NNP	B-ORG
이	이	JKS	O
_	_	_	O
세계	세계	NNG	O
를	를	JKO	O
_	_	_	O
이끄	이끌	VV	O
는	는	ETM	O
_	_	_	O
분야	분야+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 새누리당도 한 언론 조사에 따르면 65명 의원들 중에서 31명이 탄핵 찬성한다고 했습니다.
## <새누리당:ORG>도 한 언론 조사에 따르면 <65명:NOH> 의원들 중에서 <31명:NOH>이 탄핵 찬성한다고 했습니다.
새누리당	새누리당	NNP	B-ORG
도	도	JX	O
_	_	_	O
한	한	MM	O
_	_	_	O
언론	언론	NNG	O
_	_	_	O
조사	조사	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
65	65	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
의원	의원	NNG	O
들	들	XSN	O
_	_	_	O
중	중	NNB	O
에서	에서	JKB	O
_	_	_	O
31	31	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
탄핵	탄핵	NNG	O
_	_	_	O
찬성한다고	찬성하+ㄴ다고	VV+EC	O
_	_	_	O
했	+였	+EP	O
습니다	습니다	EF	O
.	.	SF	O

## 3
## 상인·선교사·탐험가 등 서구의 방문자들이 보기에 동아시아는 물산이 풍부하고 문화와 관습이 세련된 고장이었다.
## 상인·선교사·탐험가 등 서구의 방문자들이 보기에 <동아시아:LOC>는 물산이 풍부하고 문화와 관습이 세련된 고장이었다.
상인	상인	NNG	O
·	·	SP	O
선교사	선교사	NNG	O
·	·	SP	O
탐험가	탐험가	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
서구	서구	NNP	O
의	의	JKG	O
_	_	_	O
방문자	방문자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
보	보	VV	O
기	기	ETN	O
에	에	JKB	O
_	_	_	O
동아시아	동아시아	NNP	B-LOC
는	는	JX	O
_	_	_	O
물산	물산	NNG	O
이	이	JKS	O
_	_	_	O
풍부하	풍부하	VA	O
고	고	EC	O
_	_	_	O
문화	문화	NNG	O
와	와	JC	O
_	_	_	O
관습	관습	NNG	O
이	이	JKS	O
_	_	_	O
세련된	세련되+ㄴ	VA+ETM	O
_	_	_	O
고장	고장	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 한편 말레이시아 퇴역군인 단체 회원들이 10일 쿠알라룸푸르 북한 대사관 앞에서 평양에 억류돼있는 말레이시아 국민의 조속하고 안전한 귀국을 촉구하는 시위를 벌였다.
## 한편 <말레이시아:LOC> 퇴역군인 단체 회원들이 <10일:DAT> <쿠알라룸푸르:LOC> <북한 대사관:ORG> 앞에서 <평양:LOC>에 억류돼있는 <말레이시아:LOC> 국민의 조속하고 안전한 귀국을 촉구하는 시위를 벌였다.
한편	한편	MAG	O
_	_	_	O
말레이시아	말레이시아	NNP	B-LOC
_	_	_	O
퇴역	퇴역	NNG	O
군인	군인	NNG	O
_	_	_	O
단체	단체	NNG	O
_	_	_	O
회원	회원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
쿠알라룸푸르	쿠알라룸푸르	NNP	B-LOC
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	I-ORG
대사관	대사관	NNG	I-ORG
_	_	_	O
앞	앞	NNG	O
에서	에서	JKB	O
_	_	_	O
평양	평양	NNP	B-LOC
에	에	JKB	O
_	_	_	O
억류돼	억류되+어	VV+EC	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
말레이시아	말레이시아	NNP	B-LOC
_	_	_	O
국민	국민	NNG	O
의	의	JKG	O
_	_	_	O
조속하	조속하	VA	O
고	고	EC	O
_	_	_	O
안전한	안전하+ㄴ	VA+ETM	O
_	_	_	O
귀국	귀국	NNG	O
을	을	JKO	O
_	_	_	O
촉구하	촉구하	VV	O
는	는	ETM	O
_	_	_	O
시위	시위	NNG	O
를	를	JKO	O
_	_	_	O
벌	벌이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 강력한 우승후보 마카우는 개인 사정으로 17일 입국할 예정이다.
## 강력한 우승후보 <마카우:PER>는 개인 사정으로 <17일:DAT> 입국할 예정이다.
강력한	강력하+ㄴ	VA+ETM	O
_	_	_	O
우승	우승	NNG	O
후보	후보	NNG	O
_	_	_	O
마카우	마카우	NNP	B-PER
는	는	JX	O
_	_	_	O
개인	개인	NNG	O
_	_	_	O
사정	사정	NNG	O
으로	으로	JKB	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
입국할	입국하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 건설업계 한 관계자는 “부산의 부동산시장이 계속 호황을 보이고 있는 데다 해운대 엘시티를 비롯해 주요 지역에 분양이 예정돼 있는 만큼 가을에도 경쟁률이 높을 것으로 예상된다”고 말했다.
## 건설업계 한 관계자는 “<부산:LOC>의 부동산시장이 계속 호황을 보이고 있는 데다 <해운대 엘시티:LOC>를 비롯해 주요 지역에 분양이 예정돼 있는 만큼 가을에도 경쟁률이 높을 것으로 예상된다”고 말했다.
건설업	건설업	NNG	O
계	계	XSN	O
_	_	_	O
한	한	MM	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
부산	부산	NNP	B-LOC
의	의	JKG	O
_	_	_	O
부동산	부동산	NNG	O
시장	시장	NNG	O
이	이	JKS	O
_	_	_	O
계속	계속	MAG	O
_	_	_	O
호황	호황	NNG	O
을	을	JKO	O
_	_	_	O
보이	보이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
다	다	JX	O
_	_	_	O
해운대	해운대	NNP	B-LOC
_	_	_	I-LOC
엘시티	엘시티	NNP	I-LOC
를	를	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
분양	분양	NNG	O
이	이	JKS	O
_	_	_	O
예정돼	예정되+어	VV+EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
가을	가을	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
경쟁률	경쟁률	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
예상된다	예상되+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 그는 “5년 전 일본 투어 여행을 왔는데 온천과 음식이 마음에 들어 다시 방문했고 짐을 잃어버려 못 나가고 있는 상황”이라고 말했다.
## 그는 “<5년:NOH> 전 <일본:LOC> 투어 여행을 왔는데 온천과 음식이 마음에 들어 다시 방문했고 짐을 잃어버려 못 나가고 있는 상황”이라고 말했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
5	5	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	O
투어	투어	NNG	O
_	_	_	O
여행	여행	NNG	O
을	을	JKO	O
_	_	_	O
왔	+았	+EP	O
는데	는데	EC	O
_	_	_	O
온천	온천	NNG	O
과	과	JC	O
_	_	_	O
음식	음식	NNG	O
이	이	JKS	O
_	_	_	O
마음	마음	NNG	O
에	에	JKB	O
_	_	_	O
들	들	VV	O
어	어	EC	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
방문	방문하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
짐	짐	NNG	O
을	을	JKO	O
_	_	_	O
잃어버려	잃어버리+어	VV+EC	O
_	_	_	O
못	못	MAG	O
_	_	_	O
나가	나가	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 브레댄코 베이커리창업 및 특수상권 개발 문의는 전화(02-532-6419)로 확인할 수 있다.
## <브레댄코:PER> 베이커리창업 및 특수상권 개발 문의는 전화(<02-532-6419:POH>)로 확인할 수 있다.
브레댄코	브레댄코	NNG	B-PER
_	_	_	O
베이커리	베이커리	NNG	O
창업	창업	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
특수	특수	NNG	O
상권	상권	NNG	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
문의	문의	NNG	O
는	는	JX	O
_	_	_	O
전화	전화	NNG	O
(	(	SS	O
02	02	SN	B-POH
-	-	SO	I-POH
532	532	SN	I-POH
-	-	SO	I-POH
6419	6419	SN	I-POH
)	)	SS	O
로	로	JKB	O
_	_	_	O
확인할	확인하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 이맹희 사망, 故이병철 삼성그룹 창업주의 장남으로 알려진 그는 누구?
## <이맹희:PER> 사망, 故<이병철:PER> <삼성그룹:ORG> 창업주의 장남으로 알려진 그는 누구?
이맹희	이맹희	NNP	B-PER
_	_	_	O
사망	사망	NNG	O
,	,	SP	O
_	_	_	O
故	故	SH	O
이병철	이병철	NNP	B-PER
_	_	_	O
삼성그룹	삼성그룹	NNP	B-ORG
_	_	_	O
창업주	창업주	NNG	O
의	의	JKG	O
_	_	_	O
장남	장남	NNG	O
으로	으로	JKB	O
_	_	_	O
알려진	알려지+ㄴ	VV+ETM	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
누구	누구	NP	O
?	?	SF	O

## 10
## 새누리당은 14일 고용노동부와의 당정협의, 16일 정책의원총회를 거쳐 당정 의견을 마지막으로 수렴한 뒤 17일경 당 소속 의원 전원 명의로 당론 발의할 예정이다.
## <새누리당:ORG>은 <14일:DAT> <고용노동부:ORG>와의 당정협의, <16일:DAT> 정책의원총회를 거쳐 당정 의견을 마지막으로 수렴한 뒤 <17일:DAT>경 당 소속 의원 전원 명의로 당론 발의할 예정이다.
새누리당	새누리당	NNP	B-ORG
은	은	JX	O
_	_	_	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
고용	고용	NNG	B-ORG
노동부	노동부	NNG	I-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
당정	당정	NNG	O
협의	협의	NNG	O
,	,	SP	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
정책	정책	NNG	O
의원총회	의원총회	NNG	O
를	를	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
당정	당정	NNG	O
_	_	_	O
의견	의견	NNG	O
을	을	JKO	O
_	_	_	O
마지막	마지막	NNG	O
으로	으로	JKB	O
_	_	_	O
수렴한	수렴하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
경	경	XSN	O
_	_	_	O
당	당	NNG	O
_	_	_	O
소속	소속	NNG	O
_	_	_	O
의원	의원	NNG	O
_	_	_	O
전원	전원	NNG	O
_	_	_	O
명의	명의	NNG	O
로	로	JKB	O
_	_	_	O
당론	당론	NNG	O
_	_	_	O
