## 1
## 협력업체 등에서 공급받은 부품을 조립해 전투기를 만드는 조립공장(항공기동)은 길이 180m, 폭 120m 규모다.
## 협력업체 등에서 공급받은 부품을 조립해 전투기를 만드는 조립공장(항공기동)은 길이 <180m:NOH>, 폭 <120m:NOH> 규모다.
협력	협력	NNG	O
업체	업체	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
공급	공급	NNG	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
부품	부품	NNG	O
을	을	JKO	O
_	_	_	O
조립해	조립하+여	VV+EC	O
_	_	_	O
전투기	전투기	NNG	O
를	를	JKO	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
_	_	_	O
조립	조립	NNG	O
공장	공장	NNG	O
(	(	SS	O
항공기	항공기	NNG	O
동	동	NNG	O
)	)	SS	O
은	은	JX	O
_	_	_	O
길	길	NNG	O
이	이	JKS	O
_	_	_	O
180	180	SN	B-NOH
m	m	SL	I-NOH
,	,	SP	O
_	_	_	O
폭	폭	NNG	O
_	_	_	O
120	120	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
규모	규모+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 이를 위해 저탄소 에너지 기술에 매년 4조∼6조 원을 투자할 방침이다.
## 이를 위해 저탄소 에너지 기술에 매년 <4조:MNY>∼<6조 원:MNY>을 투자할 방침이다.
이	이	NP	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
저탄소	저탄소	NNG	O
_	_	_	O
에너지	에너지	NNG	O
_	_	_	O
기술	기술	NNG	O
에	에	JKB	O
_	_	_	O
매년	매년	MAG	O
_	_	_	O
4	4	SN	B-MNY
조	조	NNG	I-MNY
∼	∼	SO	O
6	6	SN	B-MNY
조	조	NNG	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
투자할	투자하+ㄹ	VV+ETM	O
_	_	_	O
방침	방침	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 넓은 개방감을 통해 답답함 없는 실내 공간을 연출했고, 다양하게 변형 가능한 2열 좌석도 갖췄다.
## 넓은 개방감을 통해 답답함 없는 실내 공간을 연출했고, 다양하게 변형 가능한 <2열:NOH> 좌석도 갖췄다.
넓	넓	VA	O
은	은	ETM	O
_	_	_	O
개방	개방	NNG	O
감	감	XSN	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
답답함	답답하+ㅁ	VA+ETN	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
실내	실내	NNG	O
_	_	_	O
공간	공간	NNG	O
을	을	JKO	O
_	_	_	O
연출	연출하	VV	O
했	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
다양하	다양하	VA	O
게	게	EC	O
_	_	_	O
변형	변형	NNG	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
2	2	SN	B-NOH
열	열	NNG	I-NOH
_	_	_	O
좌석	좌석	NNG	O
도	도	JX	O
_	_	_	O
갖	갖추	VV	O
췄	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 하지만 강산도 바뀐다는 10년 이상의 세월이 흐른 사건을 수사하다 보니 자주 벽에 부딪힌다.
## 하지만 강산도 바뀐다는 <10년:NOH> 이상의 세월이 흐른 사건을 수사하다 보니 자주 벽에 부딪힌다.
하지만	하지만	MAJ	O
_	_	_	O
강산	강산	NNG	O
도	도	JX	O
_	_	_	O
바뀐다는	바뀌+ㄴ다는	VV+ETM	O
_	_	_	O
10	10	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
의	의	JKG	O
_	_	_	O
세월	세월	NNG	O
이	이	JKS	O
_	_	_	O
흐른	흐르+ㄴ	VV+ETM	O
_	_	_	O
사건	사건	NNG	O
을	을	JKO	O
_	_	_	O
수사하	수사하	VV	O
다	다	EC	O
_	_	_	O
보	보	VX	O
니	니	EC	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
벽	벽	NNG	O
에	에	JKB	O
_	_	_	O
부딪힌다	부딪히+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 혹은 하지 않겠다는 결심을 할 수 있는데 굳이 12월과 1월을 기다리고 있다는 데에 생각이 미쳤다.
## 혹은 하지 않겠다는 결심을 할 수 있는데 굳이 <12월:DAT>과 <1월:DAT>을 기다리고 있다는 데에 생각이 미쳤다.
혹은	혹은	MAG	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
결심	결심	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는데	는데	EC	O
_	_	_	O
굳이	굳이	MAG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
과	과	JC	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
을	을	JKO	O
_	_	_	O
기다리	기다리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
데	데	NNB	O
에	에	JKB	O
_	_	_	O
생각	생각	NNG	O
이	이	JKS	O
_	_	_	O
미	미치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 그리스 신전을 연상케 하는 기둥들이 줄지어 선 회랑 형태로 돼있다.
## <그리스:LOC> 신전을 연상케 하는 기둥들이 줄지어 선 회랑 형태로 돼있다.
그리스	그리스	NNP	B-LOC
_	_	_	O
신전	신전	NNG	O
을	을	JKO	O
_	_	_	O
연상	연상하	VV	O
케	게	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
기둥	기둥	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
줄지	줄짓	VV	O
어	어	EC	O
_	_	_	O
선	서+ㄴ	VV+ETM	O
_	_	_	O
회랑	회랑	NNG	O
_	_	_	O
형태	형태	NNG	O
로	로	JKB	O
_	_	_	O
돼	되+어	VV+EC	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 황정음은 2월 5일 서울 강남구 청담동에 있는 박술녀한복을 찾아 한복 촬영을 진행하기도 했다.
## <황정음:PER>은 <2월 5일:DAT> <서울 강남구 청담동:LOC>에 있는 <박술녀한복:ORG>을 찾아 한복 촬영을 진행하기도 했다.
황정	황정	NNG	B-PER
음	음	NNG	I-PER
은	은	JX	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
강남구	강남구	NNP	I-LOC
_	_	_	I-LOC
청담동	청담동	NNP	I-LOC
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
박술녀	박술녀	NNP	B-ORG
한복	한복	NNG	I-ORG
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
아	아	EC	O
_	_	_	O
한복	한복	NNG	O
_	_	_	O
촬영	촬영	NNG	O
을	을	JKO	O
_	_	_	O
진행하	진행하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 8
## '인기가요' 유승옥, 딱 붙는 원피스에 몸매 드러나자…男心 '철렁'‘인기가요’ 유승옥이 니엘의 ‘못된 여자’ 무대에 등장해 화제다.
## '<인기가요:POH>' <유승옥:PER>, 딱 붙는 원피스에 몸매 드러나자…男心 '철렁'‘<인기가요:POH>’ <유승옥:PER>이 <니엘:PER>의 ‘<못된 여자:POH>’ 무대에 등장해 화제다.
'	'	SS	O
인기	인기	NNG	B-POH
가요	가요	NNG	I-POH
'	'	SS	O
_	_	_	O
유승옥	유승옥	NNP	B-PER
,	,	SP	O
_	_	_	O
딱	딱	MAG	O
_	_	_	O
붙	붙	VV	O
는	는	ETM	O
_	_	_	O
원피스	원피스	NNG	O
에	에	JKB	O
_	_	_	O
몸매	몸매	NNG	O
_	_	_	O
드러나	드러나	VV	O
자	자	EC	O
…	…	SE	O
男心	男心	SH	O
_	_	_	O
'	'	SS	O
철렁	철렁	MAG	O
'	'	SS	O
‘	‘	SS	O
인기	인기	NNG	B-POH
가요	가요	NNG	I-POH
’	’	SS	O
_	_	_	O
유승옥	유승옥	NNP	B-PER
이	이	JKS	O
_	_	_	O
니엘	니엘	NNP	B-PER
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
못된	못되+ㄴ	VA+ETM	B-POH
_	_	_	I-POH
여자	여자	NNG	I-POH
’	’	SS	O
_	_	_	O
무대	무대	NNG	O
에	에	JKB	O
_	_	_	O
등장해	등장하+여	VV+EC	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 다만 박 대통령이 정치권에서 결정한 일정에 따라 물러나는 것은 정치적 결단이다.
## 다만 <박:PER> 대통령이 정치권에서 결정한 일정에 따라 물러나는 것은 정치적 결단이다.
다만	다만	MAG	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
정치권	정치권	NNG	O
에서	에서	JKB	O
_	_	_	O
결정한	결정하+ㄴ	VV+ETM	O
_	_	_	O
일정	일정	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
물러나	물러나	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
정치적	정치적	NNG	O
_	_	_	O
결단	결단	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 오로지 저 문재인의 정권교체가 두려워서 정권연장을 획책하는 것이라 생각한다”면서 “전 두렵지 않다.
## 오로지 저 <문재인:PER>의 정권교체가 두려워서 정권연장을 획책하는 것이라 생각한다”면서 “전 두렵지 않다.
오로지	오로지	MAG	O
_	_	_	O
저	저	NP	O
_	_	_	O
문재인	문재인	NNP	B-PER
의	의	JKG	O
_	_	_	O
정권	정권	NNG	O
교체	교체	NNG	O
가	가	JKS	O
_	_	_	O
두려	두렵	VA	O
워서	어서	EC	O
_	_	_	O
정권	정권	NNG	O
연장	연장	NNG	O
을	을	JKO	O
_	_	_	O
획책하	획책하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
전	전	NNP	O
_	_	_	O
두렵	두렵	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 송승헌과 유역비는 중국 베스트셀러 ‘제3종의 애정’을 원작으로 한 영화 ‘제3의 사랑’(감독 이재한)의 주인공으로 인연을 맺은 후 연인으로 발전했다.
## <송승헌:PER>과 <유역비:PER>는 <중국:LOC> 베스트셀러 ‘<제3종의 애정:POH>’을 원작으로 한 영화 ‘<제3의 사랑:POH>’(감독 <이재한:PER>)의 주인공으로 인연을 맺은 후 연인으로 발전했다.
송승헌	송승헌	NNP	B-PER
과	과	JC	O
_	_	_	O
유역	유역	NNG	B-PER
비	빌	VV	I-PER
는	는	ETM	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
베스트셀러	베스트셀러	NNG	O
_	_	_	O
‘	‘	SS	O
제	제	XPN	B-POH
3	3	SN	I-POH
종	종	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
애정	애정	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
원작	원작	NNG	O
으로	으로	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
제	제	XPN	B-POH
3	3	SN	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
사랑	사랑	NNG	I-POH
’	’	SS	O
(	(	SS	O
감독	감독	NNG	O
_	_	_	O
이재한	이재한	NNP	B-PER
)	)	SS	O
의	의	JKG	O
_	_	_	O
주인공	주인공	NNG	O
으로	으로	JKB	O
_	_	_	O
인연	인연	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
은	은	ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
연인	연인	NNG	O
으로	으로	JKB	O
_	_	_	O
발전	발전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

