## 1
## 국가대표 수비수 김기희(27)는 지난 2월 전북 현대에서 상하이 선화로 이적했다.
## 국가대표 수비수 <김기희:PER>(<27:NOH>)는 지난 <2월:DAT> <전북 현대:ORG>에서 <상하이 선화:ORG>로 이적했다.
국가	국가	NNG	O
대표	대표	NNG	O
_	_	_	O
수비수	수비수	NNG	O
_	_	_	O
김기희	김기희	NNP	B-PER
(	(	SS	O
27	27	SN	B-NOH
)	)	SS	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
전북	전북	NNP	B-ORG
_	_	_	I-ORG
현대	현대	NNP	I-ORG
에서	에서	JKB	O
_	_	_	O
상하이	상하이	NNP	B-ORG
_	_	_	I-ORG
선화	선화	NNG	I-ORG
로	로	JKB	O
_	_	_	O
이적	이적하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 교보생명이 내놓은 ‘나를 담은 가족사랑 (무)교보New종신보험’이 대표적이다.
## <교보생명:ORG>이 내놓은 ‘<나를 담은 가족사랑 (무)교보New종신보험:POH>’이 대표적이다.
교보생명	교보생명	NNP	B-ORG
이	이	JKS	O
_	_	_	O
내놓	내놓	VV	O
은	은	ETM	O
_	_	_	O
‘	‘	SS	O
나	나	NP	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
담	담	VV	I-POH
은	은	ETM	I-POH
_	_	_	I-POH
가족	가족	NNG	I-POH
사랑	사랑	NNG	I-POH
_	_	_	I-POH
(	(	SS	I-POH
무	무	NNG	I-POH
)	)	SS	I-POH
교보	교보	NNP	I-POH
New	New	SL	I-POH
종신	종신	NNG	I-POH
보험	보험	NNG	I-POH
’	’	SS	O
이	이	JKS	O
_	_	_	O
대표적	대표적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 한국산 자기부상열차가 세계적인 휴양도시인 미국 마이애미비치를 달리게 될까.
## 한국산 자기부상열차가 세계적인 휴양도시인 <미국:LOC> <마이애미비치:LOC>를 달리게 될까.
한국	한국	NNP	O
산	산	XSN	O
_	_	_	O
자기	자기	NNG	O
부상	부상	NNG	O
열차	열차	NNG	O
가	가	JKS	O
_	_	_	O
세계적	세계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
휴양	휴양	NNG	O
도시	도시	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
마이애미비치	마이애미비치	NNP	B-LOC
를	를	JKO	O
_	_	_	O
달리	달리	VV	O
게	게	EC	O
_	_	_	O
될까	되+ㄹ까	VV+EF	O
.	.	SF	O

## 4
## 대표적인 분야가 배송이죠. 오프라인 매장에서는 구매 즉시 물건을 받아볼 수 있지만 온라인에서는 주문 버튼을 누른 뒤 물건이 내게 도착할 때까지 최소 3시간에서 늦게는 1~3일이 걸립니다.
## 대표적인 분야가 배송이죠. 오프라인 매장에서는 구매 즉시 물건을 받아볼 수 있지만 온라인에서는 주문 버튼을 누른 뒤 물건이 내게 도착할 때까지 최소 <3시간:DUR>에서 늦게는 <1:NOH>~<3일:NOH>이 걸립니다.
대표적	대표적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
분야	분야	NNG	O
가	가	JKS	O
_	_	_	O
배송	배송	NNG	O
이	이	VCP	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
오프라인	오프라인	NNG	O
_	_	_	O
매장	매장	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
구매	구매	NNG	O
_	_	_	O
즉시	즉시	NNG	O
_	_	_	O
물건	물건	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
볼	보+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
_	_	_	O
온라인	온라인	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
주문	주문	NNG	O
_	_	_	O
버튼	버튼	NNG	O
을	을	JKO	O
_	_	_	O
누른	누르+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
물건	물건	NNG	O
이	이	JKS	O
_	_	_	O
내게	나+에게	NP+JKB	O
_	_	_	O
도착할	도착하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
까지	까지	JX	O
_	_	_	O
최소	최소	NNG	O
_	_	_	O
3	3	SN	B-DUR
시간	시간	NNB	I-DUR
에서	에서	JKB	O
_	_	_	O
늦	늦	VA	O
게	게	EC	O
는	는	JX	O
_	_	_	O
1	1	SN	B-NOH
~	~	SO	O
3	3	SN	B-NOH
일	일	NNB	I-NOH
이	이	JKS	O
_	_	_	O
걸립니다	걸리+ㅂ니다	VV+EF	O
.	.	SF	O

## 5
## 지난 9일 대구시 달서구 성당동 한우외식전문업체인 ㈜가야축산(K&U한우) 본점 사무실. 김창일(41) 대표가 ‘가야축산’이라고 적힌 푸른색 점퍼들을 정리하고 있었다.
## 지난 <9일:DAT> <대구시:LOC> <달서구:LOC> <성당동:LOC> 한우외식전문업체인 <㈜가야축산:ORG>(<K&U한우:ORG>) 본점 사무실. <김창일:PER>(<41:NOH>) 대표가 ‘<가야축산:ORG>’이라고 적힌 푸른색 점퍼들을 정리하고 있었다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
대구시	대구시	NNP	B-LOC
_	_	_	O
달서구	달서구	NNP	B-LOC
_	_	_	O
성당동	성당동	NNP	B-LOC
_	_	_	O
한	한	NNP	O
우외식	우외식	NNP	O
전문	전문	NNG	O
업체	업체	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
㈜	㈜	SW	B-ORG
가야	가야	NNP	I-ORG
축산	축산	NNG	I-ORG
(	(	SS	O
K	K	SL	B-ORG
&	&	SW	I-ORG
U	U	SL	I-ORG
한우	한우	NNG	I-ORG
)	)	SS	O
_	_	_	O
본점	본점	NNG	O
_	_	_	O
사무실	사무실	NNG	O
.	.	SF	O
_	_	_	O
김창일	김창일	NNP	B-PER
(	(	SS	O
41	41	SN	B-NOH
)	)	SS	O
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
가야	가야	NNP	B-ORG
축산	축산	NNG	I-ORG
’	’	SS	O
이라고	이라고	JKQ	O
_	_	_	O
적힌	적히+ㄴ	VV+ETM	O
_	_	_	O
푸른색	푸른색	NNG	O
_	_	_	O
점퍼	점퍼	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
정리하	정리하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 국내 첫 메르스 감염자가 사흘간 입원했던 병원에서 또다시 추가 감염자 2명이 발생하여 국내 메르스 환자가 12명으로 늘었다.
## 국내 첫 <메르스:POH> 감염자가 사흘간 입원했던 병원에서 또다시 추가 감염자 <2명:NOH>이 발생하여 국내 <메르스:POH> 환자가 <12명:NOH>으로 늘었다.
국내	국내	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
감염자	감염자	NNG	O
가	가	JKS	O
_	_	_	O
사흘	사흘	NNG	O
간	간	XSN	O
_	_	_	O
입원	입원하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
병원	병원	NNG	O
에서	에서	JKB	O
_	_	_	O
또다시	또다시	MAG	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
감염자	감염자	NNG	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
발생하	발생하	VV	O
여	여	EC	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
환자	환자	NNG	O
가	가	JKS	O
_	_	_	O
12	12	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
늘	늘	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 30일 보건복지부는 전날 오후 늦게 79살과 49살의 여성 등 2명의 메르스 감염 의심자에 대해 유전자 검사를 실시한 결과 모두 양상 판정이 나왔다고 밝혔다.
## <30일:DAT> <보건복지부:ORG>는 전날 오후 늦게 <79살:NOH>과 <49살:NOH>의 여성 등 <2명:NOH>의 <메르스:POH> 감염 의심자에 대해 유전자 검사를 실시한 결과 모두 양상 판정이 나왔다고 밝혔다.
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
보건복지부	보건복지부	NNG	B-ORG
는	는	JX	O
_	_	_	O
전날	전날	NNG	O
_	_	_	O
오후	오후	NNG	O
_	_	_	O
늦	늦	VA	O
게	게	EC	O
_	_	_	O
79	79	SN	B-NOH
살	살	NNB	I-NOH
과	과	JC	O
_	_	_	O
49	49	SN	B-NOH
살	살	NNB	I-NOH
의	의	JKG	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
감염	감염	NNG	O
_	_	_	O
의심	의심	NNG	O
자	자	XSN	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
유전자	유전자	NNG	O
_	_	_	O
검사	검사	NNG	O
를	를	JKO	O
_	_	_	O
실시한	실시하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
양상	양상	NNG	O
_	_	_	O
판정	판정	NNG	O
이	이	JKS	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 29일 첫 감염자와 같은 병동에 입원해있던 환자들 가운데 고열 등 의심증상을 보인 6명의 유전자 검사를 실시한 결과 79살과 49살의 여성 환자 2명이 메르스 양성 판정을 받은 것.첫 감염자와 다른 병실에 있던 입원자들의 추가 감염이 속출하면서 전염성이 강한 공기를 통한 전염이 일어났을 가능성을 배제할 수 없게 됐다.
## <29일:DAT> 첫 감염자와 같은 병동에 입원해있던 환자들 가운데 고열 등 의심증상을 보인 <6명:NOH>의 유전자 검사를 실시한 결과 <79살:NOH>과 <49살:NOH>의 여성 환자 <2명:NOH>이 <메르스:POH> 양성 판정을 받은 것.첫 감염자와 다른 병실에 있던 입원자들의 추가 감염이 속출하면서 전염성이 강한 공기를 통한 전염이 일어났을 가능성을 배제할 수 없게 됐다.
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
첫	첫	MM	O
_	_	_	O
감염자	감염자	NNG	O
와	와	JC	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
병동	병동	NNG	O
에	에	JKB	O
_	_	_	O
입원해	입원하+여	VV+EC	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
환자	환자	NNG	O
들	들	XSN	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
고열	고열	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
의심	의심	NNG	O
증상	증상	NNG	O
을	을	JKO	O
_	_	_	O
보인	보이+ㄴ	VV+ETM	O
_	_	_	O
6	6	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
유전자	유전자	NNG	O
_	_	_	O
검사	검사	NNG	O
를	를	JKO	O
_	_	_	O
실시한	실시하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
79	79	SN	B-NOH
살	살	NNB	I-NOH
과	과	JC	O
_	_	_	O
49	49	SN	B-NOH
살	살	NNB	I-NOH
의	의	JKG	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
환자	환자	NNG	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
양성	양성	NNG	O
_	_	_	O
판정	판정	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
첫	첫	MM	O
_	_	_	O
감염자	감염자	NNG	O
와	와	JC	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
병실	병실	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
던	던	ETM	O
_	_	_	O
입원	입원	NNG	O
자	자	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
감염	감염	NNG	O
이	이	JKS	O
_	_	_	O
속출하	속출하	VV	O
면서	면서	EC	O
_	_	_	O
전염성	전염성	NNG	O
이	이	JKS	O
_	_	_	O
강한	강하+ㄴ	VA+ETM	O
_	_	_	O
공기	공기	NNG	O
를	를	JKO	O
_	_	_	O
통한	통하+ㄴ	VV+ETM	O
_	_	_	O
전염	전염	NNG	O
이	이	JKS	O
_	_	_	O
일어났	일어나+았	VV+EP	O
을	을	ETM	O
_	_	_	O
가능성	가능성	NNG	O
을	을	JKO	O
_	_	_	O
배제할	배제하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## KMAC(한국능률협회컨설팅)는 19일 ‘2015 한국의 경영대상’을 수상한 34개사를 발표했다.
## <KMAC:ORG>(<한국능률협회컨설팅:ORG>)는 <19일:DAT> ‘<2015 한국의 경영대상:POH>’을 수상한 <34개사:NOH>를 발표했다.
KMAC	KMAC	SL	B-ORG
(	(	SS	O
한국능률협회	한국능률협회	NNP	B-ORG
컨설팅	컨설팅	NNG	I-ORG
)	)	SS	O
는	는	JX	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
2015	2015	SN	B-POH
_	_	_	I-POH
한국	한국	NNP	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
경영	경영	NNG	I-POH
대상	대상	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
수상한	수상하+ㄴ	VV+ETM	O
_	_	_	O
34	34	SN	B-NOH
개	개	NNB	I-NOH
사	사	NNG	I-NOH
를	를	JKO	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 표 의원은 특히 “일베(일간베스트) 친구들, 괜찮으니 계속 전화와 문자 달라”며 “대신 약한 사람, 동물 괴롭히고 조롱하고 비하하고 혐오발언이나 사진 영상 올리지 말아달라. 가끔 여러분 집중공격 받다보니 정마저 들려 한다”고 적어 눈길을 끌었다.
## <표:PER> 의원은 특히 “<일베:POH>(<일간베스트:POH>) 친구들, 괜찮으니 계속 전화와 문자 달라”며 “대신 약한 사람, 동물 괴롭히고 조롱하고 비하하고 혐오발언이나 사진 영상 올리지 말아달라. 가끔 여러분 집중공격 받다보니 정마저 들려 한다”고 적어 눈길을 끌었다.
표	표	NNG	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
“	“	SS	O
일베	일베	NNG	B-POH
(	(	SS	O
일간	일간	NNG	B-POH
베스트	베스트	NNG	I-POH
)	)	SS	O
_	_	_	O
친구	친구	NNG	O
들	들	XSN	O
,	,	SP	O
_	_	_	O
괜찮	괜찮	VA	O
으니	으니	EC	O
_	_	_	O
계속	계속	MAG	O
_	_	_	O
전화	전화	NNG	O
와	와	JC	O
_	_	_	O
문자	문자	NNG	O
_	_	_	O
달	달	VV	O
라	라	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
대신	대신	NNG	O
_	_	_	O
약한	약하+ㄴ	VA+ETM	O
_	_	_	O
사람	사람	NNG	O
,	,	SP	O
_	_	_	O
동물	동물	NNG	O
_	_	_	O
괴롭히	괴롭히	VV	O
고	고	EC	O
_	_	_	O
조롱하	조롱하	VV	O
고	고	EC	O
_	_	_	O
비하하	비하하	VV	O
고	고	EC	O
_	_	_	O
혐오	혐오	NNG	O
발언	발언	NNG	O
이나	이나	JC	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
영상	영상	NNG	O
_	_	_	O
올리	올리	VV	O
지	지	EC	O
_	_	_	O
말	말	VX	O
아	아	EC	O
달	달	VX	O
라	라	EF	O
.	.	SF	O
_	_	_	O
가끔	가끔	MAG	O
_	_	_	O
여러분	여러분	NP	O
_	_	_	O
집중	집중	NNG	O
공격	공격	NNG	O
_	_	_	O
받	받	VV	O
다	다	EC	O
보	보	VX	O
니	니	EC	O
_	_	_	O
정	정	NNG	O
마저	마저	JX	O
_	_	_	O
들	들	VV	O
려	려	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
적	적	VV	O
어	어	EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 개통 앞둔 대구 모노레일, 무료 시승 해보세요
## 개통 앞둔 <대구:LOC> 모노레일, 무료 시승 해보세요
개통	개통	NNG	O
_	_	_	O
앞둔	앞두+ㄴ	VV+ETM	O
_	_	_	O
대구	대구	NNP	B-LOC
_	_	_	O
모노레일	모노레일	NNG	O
,	,	SP	O
_	_	_	O
무료	무료	NNG	O
_	_	_	O
시승	시승	NNG	O
_	_	_	O
해	하+여	VV+EC	O
보	보	VX	O
세요	세요	EF	O

## 12
## 최순실 씨(61·구속 기소)의 측근 고영태 씨(41·전 더블루케이 이사)와 고 씨의 지인들이 미르·K스포츠재단 이권에 개입하려 하고, 자신들의 이익을 위해 국정 농단 사건의 폭로를 기획한 정황이 드러났다.
## <최순실:PER> 씨(<61:NOH>·구속 기소)의 측근 <고영태:PER> 씨(<41:NOH>·전 <더블루케이:ORG> 이사)와 <고:PER> 씨의 지인들이 <미르:ORG>·<K스포츠재단:ORG> 이권에 개입하려 하고, 자신들의 이익을 위해 <국정 농단 사건:POH>의 폭로를 기획한 정황이 드러났다.
최순실	최순실	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
61	61	SN	B-NOH
·	·	SP	O
구속	구속	NNG	O
_	_	_	O
기소	기소	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
측근	측근	NNG	O
_	_	_	O
고영태	고영태	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
41	41	SN	B-NOH
·	·	SP	O
전	전	MM	O
_	_	_	O
더블루	더블루	NNP	B-ORG
케이	케이	NNG	I-ORG
_	_	_	O
이사	이사	NNG	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
고	고	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
지인	지인	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
미르	미르	NNP	B-ORG
·	·	SP	O
K	K	SL	B-ORG
스포츠	스포츠	NNG	I-ORG
재단	재단	NNG	I-ORG
_	_	_	O
이권	이권	NNG	O
에	에	JKB	O
_	_	_	O
개입하	개입하	VV	O
려	려	EC	O
_	_	_	O
하	하	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
자신	자신	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
이익	이익	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
국정	국정	NNG	B-POH
_	_	_	I-POH
농단	농단	NNG	I-POH
_	_	_	I-POH
사건	사건	NNG	I-POH
의	의	JKG	O
_	_	_	O
폭로	폭로	NNG	O
를	를	JKO	O
_	_	_	O
기획한	기획하+ㄴ	VV+ETM	O
_	_	_	O
정황	정황	NNG	O
이	이	JKS	O
_	_	_	O
드러났	드러나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 또 네이버 지식인에서 다른 사람의 고민에 진심으로 함께 고민하는 모습이 인상적이다.
## 또 <네이버:ORG> 지식인에서 다른 사람의 고민에 진심으로 함께 고민하는 모습이 인상적이다.
또	또	MAG	O
_	_	_	O
네이버	네이버	NNP	B-ORG
_	_	_	O
지식인	지식인	NNG	O
에서	에서	JKB	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
사람	사람	NNG	O
의	의	JKG	O
_	_	_	O
고민	고민	NNG	O
에	에	JKB	O
_	_	_	O
진심	진심	NNG	O
으로	으로	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
고민하	고민하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
인상적	인상적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 소장에 따르면 이들은 “폴크스바겐그룹 등은 광고에서 ‘클린 디젤’이라는 슬로건을 통해 환경을 보호하면서도 휘발유 차량보다 연비가 2배 가량 좋다는 등 해당 차량을 광고했다”며 “이같은 기망행위가 없었다면 배출가스 허용기준을 준수하지 못하는 차량을 구입하지 않았을 것”이라고 주장했다.
## 소장에 따르면 이들은 “<폴크스바겐그룹:ORG> 등은 광고에서 ‘클린 디젤’이라는 슬로건을 통해 환경을 보호하면서도 휘발유 차량보다 연비가 <2배:PNT> 가량 좋다는 등 해당 차량을 광고했다”며 “이같은 기망행위가 없었다면 배출가스 허용기준을 준수하지 못하는 차량을 구입하지 않았을 것”이라고 주장했다.
소장	소장	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
폴크스바겐	폴크스바겐	NNP	B-ORG
그룹	그룹	NNG	I-ORG
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
광고	광고	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
클린	클린	NNG	O
_	_	_	O
디젤	디젤	NNP	O
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
슬로건	슬로건	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
환경	환경	NNG	O
을	을	JKO	O
_	_	_	O
보호하	보호하	VV	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
휘발유	휘발유	NNG	O
_	_	_	O
차량	차량	NNG	O
보다	보다	JKB	O
_	_	_	O
연비	연비	NNG	O
가	가	JKS	O
_	_	_	O
2	2	SN	B-PNT
배	배	NNG	I-PNT
_	_	_	O
가량	가량	XSN	O
_	_	_	O
좋	좋	VA	O
다는	다는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
해당	해당	NNG	O
_	_	_	O
차량	차량	NNG	O
을	을	JKO	O
_	_	_	O
광고	광고하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
이	이	NP	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
기망	기망	NNG	O
행위	행위	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다면	다면	EC	O
_	_	_	O
배출	배출	NNG	O
가스	가스	NNG	O
_	_	_	O
허용	허용	NNG	O
기준	기준	NNG	O
을	을	JKO	O
_	_	_	O
준수하	준수하	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
는	는	ETM	O
_	_	_	O
차량	차량	NNG	O
을	을	JKO	O
_	_	_	O
구입하	구입하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이어 “민법 110조에 따라 해당차량 매매계약은 무효가 됐으므로 지불한 차량 값을 돌려달라”며 “해당차량을 구입한 시점부터 연 5% 비율의 이자도 함께 반환하라”고 주장했다.
## 이어 “<민법 110조:POH>에 따라 해당차량 매매계약은 무효가 됐으므로 지불한 차량 값을 돌려달라”며 “해당차량을 구입한 시점부터 연 <5%:PNT> 비율의 이자도 함께 반환하라”고 주장했다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
민법	민법	NNG	B-POH
_	_	_	I-POH
110	110	SN	I-POH
조	조	NNB	I-POH
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
해당	해당	NNG	O
차량	차량	NNG	O
_	_	_	O
매매	매매	NNG	O
계약	계약	NNG	O
은	은	JX	O
_	_	_	O
무효	무효	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
으므로	으므로	EC	O
_	_	_	O
지불한	지불하+ㄴ	VV+ETM	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
값	값	NNG	O
을	을	JKO	O
_	_	_	O
돌려	돌리+어	VV+EC	O
달	달	VX	O
라	라	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
해당	해당	NNG	O
차량	차량	NNG	O
을	을	JKO	O
_	_	_	O
