## 1
## 9일 KBS 측에 따르면 김수현과 공효진, 차태현, 아이유가 ‘프로듀사’에 출연한다.
## <9일:DAT> <KBS:ORG> 측에 따르면 <김수현:PER>과 <공효진:PER>, <차태현:PER>, <아이유:PER>가 ‘<프로듀사:POH>’에 출연한다.
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
KBS	KBS	SL	B-ORG
_	_	_	O
측	측	NNB	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
김수현	김수현	NNP	B-PER
과	과	JC	O
_	_	_	O
공효진	공효진	NNP	B-PER
,	,	SP	O
_	_	_	O
차태현	차태현	NNP	B-PER
,	,	SP	O
_	_	_	O
아이유	아이유	NNP	B-PER
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
프로듀사	프로듀사	NNP	B-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연한다	출연하+ㄴ다	VV+EF	O
.	.	SF	O

## 2
## 이 중 조형대학은 1단계에서 수능 80%와 학생부 20%로 모집인원의 400%를 선발한다.
## 이 중 조형대학은 <1단계:NOH>에서 수능 <80%:PNT>와 <학생:POH>부 <20%:PNT>로 모집인원의 <400%:PNT>를 선발한다.
이	이	MM	O
_	_	_	O
중	중	NNB	O
_	_	_	O
조형	조형	NNG	O
대학	대학	NNG	O
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
단계	단계	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
수능	수능	NNG	O
_	_	_	O
80	80	SN	B-PNT
%	%	SW	I-PNT
와	와	JC	O
_	_	_	O
학생부	학생부	NNG	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
모집	모집	NNG	O
인원	인원	NNG	O
의	의	JKG	O
_	_	_	O
400	400	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
선발한다	선발하+ㄴ다	VV+EF	O
.	.	SF	O

## 3
