## 1
## 지금까지 유럽은 부채 위기에서 시작해 난민사태까지, 여러 문제를 해결하는 데 효율적이지 못했다.
## 지금까지 <유럽:ORG>은 부채 위기에서 시작해 난민사태까지, 여러 문제를 해결하는 데 효율적이지 못했다.
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
유럽	유럽	NNP	B-ORG
은	은	JX	O
_	_	_	O
부채	부채	NNG	O
_	_	_	O
위기	위기	NNG	O
에서	에서	JKB	O
_	_	_	O
시작해	시작하+여	VV+EC	O
_	_	_	O
난민	난민	NNG	O
사태	사태	NNG	O
까지	까지	JX	O
,	,	SP	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
해결하	해결하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
효율적	효율적	NNG	O
이	이	VCP	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 한·일 관계 타개로 가든, 관리로 가든 두 가지가 서로에 필요할 듯싶다.
## <한:ORG>·<일:ORG> 관계 타개로 가든, 관리로 가든 <두 가지:NOH>가 서로에 필요할 듯싶다.
한	한	NNP	B-ORG
·	·	SP	O
일	일	NNP	B-ORG
_	_	_	O
관계	관계	NNG	O
_	_	_	O
타개	타개	NNG	O
로	로	JKB	O
_	_	_	O
가	가	VV	O
든	든	EC	O
,	,	SP	O
_	_	_	O
관리	관리	NNG	O
로	로	JKB	O
_	_	_	O
가	가	VV	O
든	든	EC	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
가지	가지	NNB	I-NOH
가	가	JKS	O
_	_	_	O
서로	서로	NNG	O
에	에	JKB	O
_	_	_	O
필요할	필요하+ㄹ	VA+ETM	O
_	_	_	O
듯싶	듯싶	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 반면 현대제철의 마지막 키커 김정미는 라이벌이자 친구인 전민경을 완전히 속이며 그물을 갈랐다.
## 반면 <현대제철:ORG>의 마지막 키커 <김정미:PER>는 라이벌이자 친구인 <전민경:PER>을 완전히 속이며 그물을 갈랐다.
반면	반면	NNG	O
_	_	_	O
현대제철	현대제철	NNP	B-ORG
의	의	JKG	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
키커	키커	NNG	O
_	_	_	O
김정미	김정미	NNP	B-PER
는	는	JX	O
_	_	_	O
라이벌	라이벌	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
친구	친구	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
전민경	전민경	NNP	B-PER
을	을	JKO	O
_	_	_	O
완전히	완전히	MAG	O
_	_	_	O
속이	속이	VV	O
며	며	EC	O
_	_	_	O
그물	그물	NNG	O
을	을	JKO	O
_	_	_	O
갈	가르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 야쿠르트 사회공헌 활동의 중심에는 전 직원이 입사와 동시에 가입하는 ‘사랑의 손길펴기회’가 있다.
## <야쿠르트:ORG> 사회공헌 활동의 중심에는 전 직원이 입사와 동시에 가입하는 ‘사랑의 손길펴기회’가 있다.
야쿠르트	야쿠르트	NNG	B-ORG
_	_	_	O
사회	사회	NNG	O
공헌	공헌	NNG	O
_	_	_	O
활동	활동	NNG	O
의	의	JKG	O
_	_	_	O
중심	중심	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
전	전	MM	O
_	_	_	O
직원	직원	NNG	O
이	이	JKS	O
_	_	_	O
입사	입사	NNG	O
와	와	JC	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
가입하	가입하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
사랑	사랑	NNG	O
의	의	JKG	O
_	_	_	O
손길	손길	NNG	O
펴기	펴기	NNG	O
회	회	XSN	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 비교적 침착한 모습으로 첫 재판에 임한 최순실 씨. 검찰의 기소 혐의를 모두 부인해 향후 치열한 법리 대결을 예고했다.
## 비교적 침착한 모습으로 첫 재판에 임한 <최순실:PER> 씨. 검찰의 기소 혐의를 모두 부인해 향후 치열한 법리 대결을 예고했다.
비교적	비교적	NNG	O
_	_	_	O
