## 1
## 1960년대, 내가 호텔 사업을 처음 시작할 때는 침대를 차별화 요소로 내세우는 호텔이 많지 않았다.
## <1960년대:DUR>, 내가 호텔 사업을 처음 시작할 때는 침대를 차별화 요소로 내세우는 호텔이 많지 않았다.
1960	1960	SN	B-DUR
년대	년대	NNB	I-DUR
,	,	SP	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
호텔	호텔	NNG	O
_	_	_	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
시작할	시작하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
는	는	JX	O
_	_	_	O
침대	침대	NNG	O
를	를	JKO	O
_	_	_	O
차별화	차별화	NNG	O
_	_	_	O
요소	요소	NNG	O
로	로	JKB	O
_	_	_	O
내세우	내세우	VV	O
는	는	ETM	O
_	_	_	O
호텔	호텔	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 공자 역시 이렇게 말했다.
## <공자:PER> 역시 이렇게 말했다.
공자	공자	NNP	B-PER
_	_	_	O
역시	역시	MAG	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 그런포스 올림픽은 2년 전에 참가 종목과 경기 규칙을 공지하고 1년 반 전에 선수를 선발한다.
## <그런포스 올림픽:POH>은 <2년 전:DAT>에 참가 종목과 경기 규칙을 공지하고 <1년 반:DAT> 전에 선수를 선발한다.
그런	그런	MM	B-POH
포스	포스	NNG	I-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
은	은	JX	O
_	_	_	O
2	2	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
전	전	NNG	I-DAT
에	에	JKB	O
_	_	_	O
참가	참가	NNG	O
_	_	_	O
종목	종목	NNG	O
과	과	JKB	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
규칙	규칙	NNG	O
을	을	JKO	O
_	_	_	O
공지하	공지하	VV	O
고	고	EC	O
_	_	_	O
1	1	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
반	반	NNG	I-DAT
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
선수	선수	NNG	O
를	를	JKO	O
_	_	_	O
선발한다	선발하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 출산 후 체중이 20kg이나 늘었던 30대 출연자가 돼지고기 위주의 식단으로 체중 감량에 성공한 비법을 소개하고, 자궁암 판정을 받았던 50대 출연자는 건강을 찾아준 잉어 식이요법을 공개한다.
## 출산 후 체중이 <20kg:NOH>이나 늘었던 <30대:NOH> 출연자가 돼지고기 위주의 식단으로 체중 감량에 성공한 비법을 소개하고, 자궁암 판정을 받았던 <50대:NOH> 출연자는 건강을 찾아준 잉어 식이요법을 공개한다.
출산	출산	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
체중	체중	NNG	O
이	이	JKS	O
_	_	_	O
20	20	SN	B-NOH
kg	kg	SL	I-NOH
이나	이나	JX	O
_	_	_	O
늘	늘	VV	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
30	30	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
출연자	출연자	NNG	O
가	가	JKS	O
_	_	_	O
돼지고기	돼지고기	NNG	O
_	_	_	O
위주	위주	NNG	O
의	의	JKG	O
_	_	_	O
식단	식단	NNG	O
으로	으로	JKB	O
_	_	_	O
체중	체중	NNG	O
_	_	_	O
감량	감량	NNG	O
에	에	JKB	O
_	_	_	O
성공한	성공하+ㄴ	VV+ETM	O
_	_	_	O
비법	비법	NNG	O
을	을	JKO	O
_	_	_	O
소개하	소개하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
자궁암	자궁암	NNG	O
_	_	_	O
판정	판정	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
50	50	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
출연자	출연자	NNG	O
는	는	JX	O
_	_	_	O
건강	건강	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
아	아	EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
잉어	잉어	NNG	O
_	_	_	O
식이	식이	NNG	O
요법	요법	NNG	O
을	을	JKO	O
_	_	_	O
공개한다	공개하+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 자유한국당은 조건부 해체가 필요하다고 봤고, 바른정당은 공개질의에 답변하지 않았다.
## <자유한국당:ORG>은 조건부 해체가 필요하다고 봤고, <바른정당:ORG>은 공개질의에 답변하지 않았다.
자유	자유	NNG	B-ORG
한국	한국	NNP	I-ORG
당	당	XSN	I-ORG
은	은	JX	O
_	_	_	O
조건부	조건부	NNG	O
_	_	_	O
해체	해체	NNG	O
가	가	JKS	O
_	_	_	O
필요하	필요하	VA	O
다고	다고	EC	O
_	_	_	O
봤	+았	+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
바른	바르+ㄴ	VA+ETM	B-ORG
정당	정당	NNG	I-ORG
은	은	JX	O
_	_	_	O
공개	공개	NNG	O
질의	질의	NNG	O
에	에	JKB	O
_	_	_	O
답변하	답변하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 정 사장은 전년 대비 순부채 규모를 반으로 줄인 것을 몸에 빗대어 “올해 우리는 지방을 줄이고 근육을 키워냈다”고 설명했다.
## <정:PER> 사장은 전년 대비 순부채 규모를 반으로 줄인 것을 몸에 빗대어 “올해 우리는 지방을 줄이고 근육을 키워냈다”고 설명했다.
정	정	NNP	B-PER
_	_	_	O
사장	사장	NNG	O
은	은	JX	O
_	_	_	O
전년	전년	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
순	순	NNG	O
부채	부채	NNG	O
_	_	_	O
규모	규모	NNG	O
를	를	JKO	O
_	_	_	O
반	반	NNG	O
으로	으로	JKB	O
_	_	_	O
줄인	줄이+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
몸	몸	NNG	O
에	에	JKB	O
_	_	_	O
빗대	빗대	VV	O
어	어	EC	O
_	_	_	O
“	“	SS	O
올해	올해	NNG	O
_	_	_	O
우리	우리	NP	O
는	는	JX	O
_	_	_	O
지방	지방	NNG	O
을	을	JKO	O
_	_	_	O
줄이	줄이	VV	O
고	고	EC	O
_	_	_	O
근육	근육	NNG	O
을	을	JKO	O
_	_	_	O
키	키우	VV	O
워	어	EC	O
냈	내+었	VX+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 유산균 전문 제조업체인 (주)CTC바이오가 사단법인 위스타트와 손 잡고 국내 저소득층 어린이의 건강증진에 나섰다.
## 유산균 전문 제조업체인 (<주)CTC바이오가 사단법인 위스타트:POH>와 손 잡고 국내 저소득층 어린이의 건강증진에 나섰다.
유산균	유산균	NNG	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
제조	제조	NNG	O
업체	업체	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
(	(	SS	O
주	주	NNG	B-POH
)	)	SS	I-POH
CTC	CTC	SL	I-POH
바이오	바이오	NNG	I-POH
가	가	JKS	I-POH
_	_	_	I-POH
사단	사단	NNG	I-POH
법인	법인	NNG	I-POH
_	_	_	I-POH
