## 1
## 윤현숙, ‘애플힙’ 비결은 ‘30분 스트레칭’
## <윤현숙:PER>, ‘애플힙’ 비결은 ‘<30분:DUR> 스트레칭’
윤현숙	윤현숙	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
애플	애플	NNP	O
힙	힙	NNG	O
’	’	SS	O
_	_	_	O
비결	비결	NNG	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
30	30	SN	B-DUR
분	분	NNB	I-DUR
_	_	_	O
스트레칭	스트레칭	NNG	O
’	’	SS	O

## 2
## 올 시즌 개막전 장소 역시 공교롭게도 악몽의 땅 잠실이다.
## 올 시즌 개막전 장소 역시 공교롭게도 악몽의 땅 <잠실:LOC>이다.
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
개막	개막	NNG	O
전	전	XSN	O
_	_	_	O
장소	장소	NNG	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
공교롭	공교롭	VA	O
게	게	EC	O
도	도	JX	O
_	_	_	O
악몽	악몽	NNG	O
의	의	JKG	O
_	_	_	O
땅	땅	NNG	O
_	_	_	O
잠실	잠실	NNP	B-LOC
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 전 기자에게 “시골에서 사는 거 적응이 될까, 아이들 교육이 문제 아닐까”라고 물으니 전 기자는 “요즘은 인터넷에 발달해서 학습 정보를 구하기 쉽고, 스마트폰이나 TV를 안 보니 오히려 책을 더 많이 읽게 돼서 교육적으로도 문제가 없다고 해요”라더군요.
## <전:PER> 기자에게 “시골에서 사는 거 적응이 될까, 아이들 교육이 문제 아닐까”라고 물으니 전 기자는 “요즘은 인터넷에 발달해서 학습 정보를 구하기 쉽고, 스마트폰이나 TV를 안 보니 오히려 책을 더 많이 읽게 돼서 교육적으로도 문제가 없다고 해요”라더군요.
전	전	NNG	B-PER
_	_	_	O
기자	기자	NNG	O
에게	에게	JKB	O
_	_	_	O
“	“	SS	O
시골	시골	NNG	O
에서	에서	JKB	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
거	거	NNB	O
_	_	_	O
적응	적응	NNG	O
이	이	JKC	O
_	_	_	O
될까	되+ㄹ까	VV+EC	O
,	,	SP	O
_	_	_	O
아이	아이	NNG	O
들	들	XSN	O
_	_	_	O
교육	교육	NNG	O
이	이	JKS	O
_	_	_	O
문제	문제	NNG	O
_	_	_	O
아닐까	아니+ㄹ까	VCN+EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
물	묻	VV	O
으니	으니	EC	O
_	_	_	O
전	전	NNG	O
_	_	_	O
기자	기자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
요즘	요즘	NNG	O
은	은	JX	O
_	_	_	O
인터넷	인터넷	NNG	O
에	에	JKB	O
_	_	_	O
발달해서	발달하+여서	VV+EC	O
_	_	_	O
학습	학습	NNG	O
_	_	_	O
정보	정보	NNG	O
를	를	JKO	O
_	_	_	O
구하	구하	VV	O
기	기	ETN	O
_	_	_	O
쉽	쉽	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
이나	이나	JC	O
_	_	_	O
TV	TV	SL	O
를	를	JKO	O
_	_	_	O
안	안	MAG	O
_	_	_	O
보	보	VV	O
니	니	EC	O
_	_	_	O
오히려	오히려	MAG	O
_	_	_	O
책	책	NNG	O
을	을	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
읽	읽	VV	O
게	게	EC	O
_	_	_	O
돼서	되+어서	VV+EC	O
_	_	_	O
교육적	교육적	NNG	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다고	다고	EC	O
_	_	_	O
해요	하+여요	VV+EF	O
”	”	SS	O
라더군요	라더군요	EF	O
.	.	SF	O

## 4
## 지방의 한 차장검사는 “특검에서 K스포츠재단이 롯데측에 70억원을 돌려준 경위와 수사정보 유출 및 비리 묵인 가능성 등 제기된 의혹 전반을 수사할 필요가 있다”고 말했다.
## 지방의 한 차장검사는 “특검에서 <K스포츠재단:ORG>이 <롯데:ORG>측에 <70억원:MNY>을 돌려준 경위와 수사정보 유출 및 비리 묵인 가능성 등 제기된 의혹 전반을 수사할 필요가 있다”고 말했다.
지방	지방	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
차장	차장	NNG	O
검사	검사	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
특검	특검	NNG	O
에서	에서	JKB	O
_	_	_	O
K	K	SL	B-ORG
스포츠	스포츠	NNG	I-ORG
재단	재단	NNG	I-ORG
이	이	JKS	O
_	_	_	O
롯데	롯데	NNP	B-ORG
측	측	NNB	O
에	에	JKB	O
_	_	_	O
70	70	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
돌려준	돌려주+ㄴ	VV+ETM	O
_	_	_	O
경위	경위	NNG	O
와	와	JC	O
_	_	_	O
수사	수사	NNG	O
정보	정보	NNG	O
_	_	_	O
유출	유출	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
비리	비리	NNG	O
_	_	_	O
묵인	묵인	NNG	O
_	_	_	O
가능성	가능성	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
제기된	제기되+ㄴ	VV+ETM	O
_	_	_	O
의혹	의혹	NNG	O
_	_	_	O
전반	전반	NNG	O
을	을	JKO	O
_	_	_	O
수사할	수사하+ㄹ	VV+ETM	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이에 대해 당시 수사를 지휘했던 검찰 관계자는 “당시 롯데 계열사의 법인계좌를 포괄적으로 추적하지 않아 70억원의 존재를 몰랐다”며 “정상적인 법인 기부금으로 나간 것이기 때문에 우리가 추적하고 있던 ‘뇌물’과는 성격이 다른 돈이었다”고 해명했다.
## 이에 대해 당시 수사를 지휘했던 검찰 관계자는 “당시 <롯데:ORG> 계열사의 법인계좌를 포괄적으로 추적하지 않아 <70억원:MNY>의 존재를 몰랐다”며 “정상적인 법인 기부금으로 나간 것이기 때문에 <우리:ORG>가 추적하고 있던 ‘뇌물’과는 성격이 다른 돈이었다”고 해명했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
수사	수사	NNG	O
를	를	JKO	O
_	_	_	O
지휘	지휘하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
당시	당시	NNG	O
_	_	_	O
롯데	롯데	NNP	B-ORG
_	_	_	O
계열사	계열사	NNG	O
의	의	JKG	O
_	_	_	O
법인	법인	NNG	O
계좌	계좌	NNG	O
를	를	JKO	O
_	_	_	O
포괄적	포괄적	NNG	O
으로	으로	JKB	O
_	_	_	O
추적하	추적하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
70	70	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
존재	존재	NNG	O
를	를	JKO	O
_	_	_	O
몰	모르	VV	O
랐	았	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
정상적	정상적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
법인	법인	NNG	O
_	_	_	O
기부금	기부금	NNG	O
으로	으로	JKB	O
_	_	_	O
나간	나가+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
우리	우리	NP	B-ORG
가	가	JKS	O
_	_	_	O
추적하	추적하	VV	O
고	고	EC	O
_	_	_	O
있	있	VA	O
던	던	ETM	O
_	_	_	O
‘	‘	SS	O
뇌물	뇌물	NNG	O
’	’	SS	O
과	과	JKB	O
는	는	JX	O
_	_	_	O
성격	성격	NNG	O
이	이	JKS	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
돈	돈	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
해명	해명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 특히 연간 2만 건에 달하는 병원 밖 심정지의 약 10∼40%가 유전성 질환에 의한 부정맥에 해당하는 것으로 여겨지고 있으며, 유전성 부정맥은 청장년층 돌연사의 가장 중요한 원인으로 알려져 있다.
## 특히 연간 <2만 건:POH>에 달하는 병원 밖 심정지의 약 <10:PNT>∼<40%:PNT>가 유전성 질환에 의한 부정맥에 해당하는 것으로 여겨지고 있으며, 유전성 부정맥은 청장년층 돌연사의 가장 중요한 원인으로 알려져 있다.
특히	특히	MAG	O
_	_	_	O
연간	연간	NNG	O
_	_	_	O
2	2	SN	B-POH
만	만	NR	I-POH
_	_	_	I-POH
건	건	NNB	I-POH
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
병원	병원	NNG	O
_	_	_	O
밖	밖	NNG	O
_	_	_	O
심정지	심정지	NNG	O
의	의	JKG	O
_	_	_	O
약	약	MM	O
_	_	_	O
10	10	SN	B-PNT
∼	∼	SO	O
40	40	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
유전성	유전성	NNG	O
_	_	_	O
질환	질환	NNG	O
에	에	JKB	O
_	_	_	O
의한	의하+ㄴ	VV+ETM	O
_	_	_	O
부정맥	부정맥	NNG	O
에	에	JKB	O
_	_	_	O
해당하	해당하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
여겨	여기+어	VV+EC	O
지	지	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
유전성	유전성	NNG	O
_	_	_	O
부정맥	부정맥	NNG	O
은	은	JX	O
_	_	_	O
청장년층	청장년층	NNG	O
_	_	_	O
돌연사	돌연사	NNG	O
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
중요한	중요하+ㄴ	VA+ETM	O
_	_	_	O
원인	원인	NNG	O
으로	으로	JKB	O
_	_	_	O
알려져	알려지+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 지난 23일 진행된 3번째 대통령선거 후보자 TV토론회에서 안 후보는 문재인 더불어민주당 후보를 상대로 ‘갑철수’, ‘MB아바타’ 등 그간 제기됐던 네거티브 공세를 반박하는 것에 주력했다.
## 지난 <23일:DAT> 진행된 <3번째:NOH> 대통령선거 후보자 TV토론회에서 <안:PER> 후보는 <문재인:PER> <더불어민주당:ORG> 후보를 상대로 ‘<갑철수:PER>’, ‘<MB아바타:PER>’ 등 그간 제기됐던 네거티브 공세를 반박하는 것에 주력했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
진행된	진행되+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
대통령	대통령	NNG	O
선거	선거	NNG	O
_	_	_	O
후보	후보	NNG	O
자	자	XSN	O
_	_	_	O
TV	TV	SL	O
토론회	토론회	NNG	O
에서	에서	JKB	O
_	_	_	O
안	안	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
문재인	문재인	NNP	B-PER
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
후보	후보	NNG	O
를	를	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
‘	‘	SS	O
갑철	갑철	NNP	B-PER
수	수	NNG	I-PER
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
MB	MB	SL	B-PER
아바타	아바타	NNG	I-PER
’	’	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
그간	그간	NNG	O
_	_	_	O
제기	제기되	VV	O
됐	었	EP	O
던	던	ETM	O
_	_	_	O
네거티브	네거티브	NNG	O
_	_	_	O
공세	공세	NNG	O
를	를	JKO	O
_	_	_	O
반박하	반박하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
주력	주력하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 정우성·황정민·주지훈·곽도원, '아수라' 출연 확정…"이건 꼭 봐야해"
## <정우성:PER>·<황정민:PER>·<주지훈:PER>·<곽도원:PER>, '<아수라:POH>' 출연 확정…"이건 꼭 봐야해"
정우성	정우성	NNP	B-PER
·	·	SP	O
황정민	황정민	NNP	B-PER
·	·	SP	O
주지훈	주지훈	NNP	B-PER
·	·	SP	O
곽도원	곽도원	NNP	B-PER
,	,	SP	O
_	_	_	O
'	'	SS	O
아수라	아수라	NNG	B-POH
'	'	SS	O
_	_	_	O
출연	출연	NNG	O
_	_	_	O
확정	확정	NNG	O
…	…	SE	O
"	"	SS	O
이건	이것+ㄴ	NP+JX	O
_	_	_	O
꼭	꼭	MAG	O
_	_	_	O
봐야	보+아야	VV+EC	O
해	하+여	VX+EF	O
"	"	SS	O

## 9
## 손흥민은 이날 리그 6~8호골이자 시즌 12~14호골을 터트려 단숨에 자신의 한 시즌 최다
## <손흥민:PER>은 이날 리그 <6:NOH>~<8호:NOH>골이자 시즌 <12:NOH>~<14호:NOH>골을 터트려 단숨에 자신의 <한 시즌:NOH> 최다
손흥민	손흥민	NNP	B-PER
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
리그	리그	NNG	O
_	_	_	O
6	6	SN	B-NOH
~	~	SO	O
8	8	SN	B-NOH
호	호	NNB	I-NOH
골	골	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
12	12	SN	B-NOH
~	~	SO	O
14	14	SN	B-NOH
호	호	NNB	I-NOH
골	골	NNG	O
을	을	JKO	O
_	_	_	O
터트려	터트리+어	VV+EC	O
_	_	_	O
단숨에	단숨에	MAG	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
시즌	시즌	NNG	I-NOH
_	_	_	O
최다	최다	NNG	O

## 10
## SK하이닉스는 지난해 8월 반도체공장 ‘M14’를 준공한데 이어 두 개의 반도체 공장을 추가로 짓는 데 총 46조 원을 투자하겠다고 밝혔다.
## <SK하이닉스:ORG>는 지난해 <8월:DAT> 반도체공장 ‘<M14:POH>’를 준공한데 이어 두 개의 반도체 공장을 추가로 짓는 데 총 <46조 원:MNY>을 투자하겠다고 밝혔다.
SK	SK	SL	B-ORG
하이닉스	하이닉스	NNP	I-ORG
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
반도체	반도체	NNG	O
공장	공장	NNG	O
_	_	_	O
‘	‘	SS	O
M	M	SL	B-POH
14	14	SN	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
준공한	준공하+ㄴ	VV+ETM	O
데	데	NNB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
두	두	MM	O
_	_	_	O
개	개	NNB	O
의	의	JKG	O
_	_	_	O
반도체	반도체	NNG	O
_	_	_	O
공장	공장	NNG	O
을	을	JKO	O
_	_	_	O
추가	추가	NNG	O
로	로	JKB	O
_	_	_	O
짓	짓	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
총	총	XPN	O
_	_	_	O
46	46	SN	B-MNY
조	조	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
투자하	투자하	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 아울러 15홈런, 58타점, 60득점, 2루타 24개, 3루타 2개, 5도루, 출루율 0.355, 장타율 0.461의 호성적을 거두고 있다.
## 아울러 <15홈런:NOH>, <58타점:NOH>, <60득점:NOH>, <2루타:NOH> <24개:NOH>, <3루타:NOH> <2개:NOH>, <5도루:NOH>, 출루율 <0.355:PNT>, 장타율 <0.461:PNT>의 호성적을 거두고 있다.
아울러	아울러	MAG	O
_	_	_	O
15	15	SN	B-NOH
홈런	홈런	NNG	I-NOH
,	,	SP	O
_	_	_	O
58	58	SN	B-NOH
타점	타점	NNG	I-NOH
,	,	SP	O
_	_	_	O
60	60	SN	B-NOH
득점	득점	NNG	I-NOH
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
루	루	NNG	I-NOH
타	타	NNG	I-NOH
_	_	_	O
24	24	SN	B-NOH
개	개	NNB	I-NOH
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
루	루	NNG	I-NOH
타	타	NNG	I-NOH
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
,	,	SP	O
_	_	_	O
5	5	SN	B-NOH
도루	도루	NNG	I-NOH
,	,	SP	O
_	_	_	O
출루	출루	NNG	O
율	율	XSN	O
_	_	_	O
0.355	0.355	SN	B-PNT
,	,	SP	O
_	_	_	O
장타율	장타율	NNG	O
_	_	_	O
0.461	0.461	SN	B-PNT
의	의	JKG	O
_	_	_	O
호성적	호성적	NNG	O
을	을	JKO	O
_	_	_	O
거두	거두	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 7타 적은 3언더파 68타로 선두에 나섰다.
## 7타 적은 <3언더파:NOH> <68타:NOH>로 선두에 나섰다.
7	7	SN	O
타	타	NNG	O
_	_	_	O
적	적	VA	O
은	은	ETM	O
_	_	_	O
3	3	SN	B-NOH
언더파	언더파	NNG	I-NOH
_	_	_	O
68	68	SN	B-NOH
타	타	NNG	I-NOH
로	로	JKB	O
_	_	_	O
선두	선두	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 현재 위례신도시는 북서쪽은 서울 송파구, 북동쪽과 남쪽은 경기 하남시와 성남시로 각각 행정구역이 나뉘어 있다.
## 현재 <위례신도시:LOC>는 북서쪽은 <서울:LOC> <송파구:LOC>, 북동쪽과 남쪽은 <경기:LOC> <하남시:LOC>와 <성남시:LOC>로 각각 행정구역이 나뉘어 있다.
현재	현재	MAG	O
_	_	_	O
위례	위례	NNP	B-LOC
신도시	신도시	NNG	I-LOC
는	는	JX	O
_	_	_	O
북서쪽	북서쪽	NNG	O
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
송파구	송파구	NNP	B-LOC
,	,	SP	O
_	_	_	O
북동쪽	북동쪽	NNG	O
과	과	JC	O
_	_	_	O
남쪽	남쪽	NNG	O
은	은	JX	O
_	_	_	O
경기	경기	NNP	B-LOC
_	_	_	O
하남시	하남시	NNP	B-LOC
와	와	JC	O
_	_	_	O
성남시	성남시	NNP	B-LOC
로	로	JKB	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
행정	행정	NNG	O
구역	구역	NNG	O
이	이	JKS	O
_	_	_	O
나뉘	나뉘	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 14
## 기탄은 성애에게 “그 동안 고마웠어. 넌 진짜 멋진 요원이 될거야. 기대할게”라며 축하와 함께 서운함을 드러냈다.
## <기탄:PER>은 <성애:PER>에게 “그 동안 고마웠어. 넌 진짜 멋진 요원이 될거야. 기대할게”라며 축하와 함께 서운함을 드러냈다.
기탄	기탄	NNG	B-PER
은	은	JX	O
_	_	_	O
성애	성애	NNG	B-PER
에게	에게	JKB	O
_	_	_	O
“	“	SS	O
그	그	MM	O
_	_	_	O
동안	동안	NNG	O
_	_	_	O
고마	고맙	VA	O
웠	었	EP	O
어	어	EF	O
.	.	SF	O
_	_	_	O
넌	너+ㄴ	NP+JX	O
_	_	_	O
진짜	진짜	MAG	O
_	_	_	O
멋진	멋지+ㄴ	VA+ETM	O
_	_	_	O
요원	요원	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
거	것+이	NNB+VCP	O
야	야	EF	O
.	.	SF	O
_	_	_	O
기대할게	기대하+ㄹ게	VV+EF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
축하	축하	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
서운함	서운하+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
