## 1
## 인천 국제공항은 주차요금체계상 대형차 기준 장기주차장 이용 시 일주일 기준 약 67.3 달러(7만 6000원)의 비용이 청구된다.
## <인천 국제공항:LOC>은 주차요금체계상 대형차 기준 장기주차장 이용 시 <일주일:DUR> 기준 약 <67.3 달러:MNY>(<7만 6000원:MNY>)의 비용이 청구된다.
인천	인천	NNP	B-LOC
_	_	_	I-LOC
국제공항	국제공항	NNG	I-LOC
은	은	JX	O
_	_	_	O
주차	주차	NNG	O
요금	요금	NNG	O
체계	체계	NNG	O
상	상	XSN	O
_	_	_	O
대형차	대형차	NNG	O
_	_	_	O
기준	기준	NNG	O
_	_	_	O
장기	장기	NNG	O
주차장	주차장	NNG	O
_	_	_	O
이용	이용	NNG	O
_	_	_	O
시	시	NNB	O
_	_	_	O
일주일	일주일	NNG	B-DUR
_	_	_	O
기준	기준	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
67.3	67.3	SN	B-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
7	7	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
6000	6000	SN	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
의	의	JKG	O
_	_	_	O
비용	비용	NNG	O
이	이	JKS	O
_	_	_	O
청구	청구	NNG	O
된다	되+ㄴ다	XSV+EF	O
.	.	SF	O

## 2
## 모비스를 잡고 선두권 경쟁에 뛰어들겠다는 야심을 품고 있었던 KCC(24승17패)는 이날 패배로 목표달성에 실패했다.
## <모비스:ORG>를 잡고 선두권 경쟁에 뛰어들겠다는 야심을 품고 있었던 <KCC:ORG>(<24승:NOH><17패:NOH>)는 이날 패배로 목표달성에 실패했다.
모비스	모비스	NNP	B-ORG
를	를	JKO	O
_	_	_	O
잡	잡	VV	O
고	고	EC	O
_	_	_	O
선두권	선두권	NNG	O
_	_	_	O
경쟁	경쟁	NNG	O
에	에	JKB	O
_	_	_	O
뛰어들	뛰어들	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
야심	야심	NNG	O
을	을	JKO	O
_	_	_	O
품	품	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
KCC	KCC	SL	B-ORG
(	(	SS	O
24	24	SN	B-NOH
승	승	NNB	I-NOH
17	17	SN	B-NOH
패	패	NNB	I-NOH
)	)	SS	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
패배	패배	NNG	O
로	로	JKB	O
_	_	_	O
목표	목표	NNG	O
달성	달성	NNG	O
에	에	JKB	O
_	_	_	O
실패	실패하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 계림 리조트에서는 아름다운 자연 속에서 편안한 휴식은 물론 다양한 문화를 즐길 수 있다.
## <계림 리조트:LOC>에서는 아름다운 자연 속에서 편안한 휴식은 물론 다양한 문화를 즐길 수 있다.
계림	계림	NNP	B-LOC
_	_	_	I-LOC
리조트	리조트	NNG	I-LOC
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
아름다	아름답	VA	O
운	ㄴ	ETM	O
_	_	_	O
자연	자연	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
_	_	_	O
편안한	편안하+ㄴ	VA+ETM	O
_	_	_	O
휴식	휴식	NNG	O
은	은	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
문화	문화	NNG	O
를	를	JKO	O
_	_	_	O
즐길	즐기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 이천 원적산은 산수유 마을 이어져… 괴산 충청도양반길 출렁다리 아찔
## <이천:LOC> <원적산:LOC>은 산수유 마을 이어져… <괴산:LOC> <충청도양반길:LOC> 출렁다리 아찔
이	이	NR	B-LOC
천	천	NR	I-LOC
_	_	_	O
원적산	원적산	NNP	B-LOC
은	은	JX	O
_	_	_	O
산수유	산수유	NNG	O
_	_	_	O
마을	마을	NNG	O
_	_	_	O
이어져	이어지+어	VV+EC	O
…	…	SE	O
_	_	_	O
괴산	괴산	NNP	B-LOC
_	_	_	O
충청도	충청도	NNP	B-LOC
양반	양반	NNG	I-LOC
길	길	NNG	I-LOC
_	_	_	O
출렁다리	출렁다리	NNG	O
_	_	_	O
아찔	아찔	NNG	O

## 5
## 일본은 한국이 중국으로 기울고 있다고 비판하며 미·일 동맹의 끈을 조이고 있고, 중국은 이를 틈타 한국을 끌어들이려 하며, 미국은 한국을 서서히 압박하고 있다.
## <일본:ORG>은 <한국:ORG>이 <중국:ORG>으로 기울고 있다고 비판하며 <미:ORG>·<일:ORG> 동맹의 끈을 조이고 있고, <중국:ORG>은 이를 틈타 <한국:ORG>을 끌어들이려 하며, <미국:ORG>은 <한국:ORG>을 서서히 압박하고 있다.
일본	일본	NNP	B-ORG
은	은	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
중국	중국	NNP	B-ORG
으로	으로	JKB	O
_	_	_	O
기울	기울	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다고	다고	EC	O
_	_	_	O
비판하	비판하	VV	O
며	며	EC	O
_	_	_	O
미	미	NNP	B-ORG
·	·	SP	O
일	일	NNP	B-ORG
_	_	_	O
동맹	동맹	NNG	O
의	의	JKG	O
_	_	_	O
끈	끈	NNG	O
을	을	JKO	O
_	_	_	O
조이	조이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
중국	중국	NNP	B-ORG
은	은	JX	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
틈타	틈타+아	VV+EC	O
_	_	_	O
한국	한국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
끌어들이	끌어들이	VV	O
려	려	EC	O
_	_	_	O
하	하	VX	O
며	며	EC	O
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-ORG
은	은	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
서서히	서서히	MAG	O
_	_	_	O
압박하	압박하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 여전히 일본시장에서는 하락세가 멈추지않는 반면, 한국시장에서도 상승세에 제동이 걸리지 않는다는 것.
## 여전히 <일본:LOC>시장에서는 하락세가 멈추지않는 반면, <한국:LOC>시장에서도 상승세에 제동이 걸리지 않는다는 것.
여전히	여전히	MAG	O
_	_	_	O
일본	일본	NNP	B-LOC
시장	시장	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
하락세	하락세	NNG	O
가	가	JKS	O
_	_	_	O
멈추	멈추	VV	O
지	지	EC	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
반면	반면	NNG	O
,	,	SP	O
_	_	_	O
한국	한국	NNP	B-LOC
시장	시장	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
상승세	상승세	NNG	O
에	에	JKB	O
_	_	_	O
제동	제동	NNG	O
이	이	JKS	O
_	_	_	O
걸리	걸리	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다는	는다는	ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O

## 7
## 2002년 국내 최초로 인공관절 수술용 로봇인 로보닥을 도입해 끊임없는 연구 및 투자로 지난해 11월 세계 최초로 초정밀 로봇 인공관절 수술 1만 명 돌파라는 신기록을 세웠다.
## <2002년:DAT> 국내 최초로 인공관절 수술용 로봇인 <로보닥:POH>을 도입해 끊임없는 연구 및 투자로 지난해 <11월:DAT> 세계 최초로 초정밀 로봇 인공관절 수술 <1만 명:NOH> 돌파라는 신기록을 세웠다.
2002	2002	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
국내	국내	NNG	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
인공	인공	NNG	O
관절	관절	NNG	O
_	_	_	O
수술	수술	NNG	O
용	용	XSN	O
_	_	_	O
로봇	로봇	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
로보	로보	NNP	B-POH
닥	닥	NNG	I-POH
을	을	JKO	O
_	_	_	O
도입해	도입하+여	VV+EC	O
_	_	_	O
끊임없	끊임없	VA	O
는	는	ETM	O
_	_	_	O
연구	연구	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
투자	투자	NNG	O
로	로	JKB	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
초	초	XPN	O
정밀	정밀	NNG	O
_	_	_	O
로봇	로봇	NNG	O
_	_	_	O
인공관절	인공관절	NNG	O
_	_	_	O
수술	수술	NNG	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
_	_	_	O
돌파	돌파+이	NNG+VCP	O
라는	라는	ETM	O
_	_	_	O
신기록	신기록	NNG	O
을	을	JKO	O
_	_	_	O
세	세우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 한국도 미국만 믿을 것이 아니라 중국이 아무리 반대해도 사드를 서둘러 도입하는 자구책을 강구해야 한다.
## <한국:ORG>도 <미국:ORG>만 믿을 것이 아니라 <중국:ORG>이 아무리 반대해도 <사드:POH>를 서둘러 도입하는 자구책을 강구해야 한다.
한국	한국	NNP	B-ORG
도	도	JX	O
_	_	_	O
미국	미국	NNP	B-ORG
만	만	JX	O
_	_	_	O
믿	믿	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
아무리	아무리	MAG	O
_	_	_	O
