## 1
## 그러나 코웨이 측의 해명에도 불구하고 소셜미디어에 게시된 사과문에는 코웨이의 늑장대응을 비판하는 댓글로 채워지고 있다.
## 그러나 <코웨이:ORG> 측의 해명에도 불구하고 소셜미디어에 게시된 사과문에는 <코웨이:ORG>의 늑장대응을 비판하는 댓글로 채워지고 있다.
그러나	그러나	MAJ	O
_	_	_	O
코웨이	코웨이	NNP	B-ORG
_	_	_	O
측	측	NNB	O
의	의	JKG	O
_	_	_	O
해명	해명	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
불구하	불구하	VV	O
고	고	EC	O
_	_	_	O
소셜	소셜	NNG	O
미디어	미디어	NNG	O
에	에	JKB	O
_	_	_	O
게시된	게시되+ㄴ	VV+ETM	O
_	_	_	O
사과문	사과문	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
코웨이	코웨이	NNP	B-ORG
의	의	JKG	O
_	_	_	O
늑장	늑장	NNG	O
대응	대응	NNG	O
을	을	JKO	O
_	_	_	O
비판하	비판하	VV	O
는	는	ETM	O
_	_	_	O
댓글	댓글	NNG	O
로	로	JKB	O
_	_	_	O
채	채우	VV	O
워	어	EC	O
지	지	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 2
## 코웨이측 사과문에 진정성이 없다는 의견도 보인다.
## <코웨이:ORG>측 사과문에 진정성이 없다는 의견도 보인다.
코웨이	코웨이	NNP	B-ORG
측	측	NNB	O
_	_	_	O
사과문	사과문	NNG	O
에	에	JKB	O
_	_	_	O
진정	진정	NNG	O
성	성	XSN	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
의견	의견	NNG	O
도	도	JX	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 섐블리가 차량 트렁크에 불을 내는 장면은 인근 감시카메라에 고스란히 포착됐다.
## <섐블리:PER>가 차량 트렁크에 불을 내는 장면은 인근 감시카메라에 고스란히 포착됐다.
섐블리	섐블리	NNG	B-PER
가	가	JKS	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
트렁크	트렁크	NNG	O
에	에	JKB	O
_	_	_	O
불	불	NNG	O
을	을	JKO	O
_	_	_	O
내	내	VV	O
는	는	ETM	O
_	_	_	O
장면	장면	NNG	O
은	은	JX	O
_	_	_	O
인근	인근	NNG	O
_	_	_	O
감시	감시	NNG	O
카메라	카메라	NNG	O
에	에	JKB	O
_	_	_	O
고스란히	고스란히	MAG	O
_	_	_	O
포착	포착되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 엄마를 위해 아들이 특별한 이벤트를 준비하는데, 바로 아빠 조관우의 콘서트에서 펼쳐진다.
## 엄마를 위해 아들이 특별한 이벤트를 준비하는데, 바로 아빠 <조관우의:PER> 콘서트에서 펼쳐진다.
엄마	엄마	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
아들	아들	NNG	O
이	이	JKS	O
_	_	_	O
특별한	특별하+ㄴ	VA+ETM	O
_	_	_	O
이벤트	이벤트	NNG	O
를	를	JKO	O
_	_	_	O
준비하	준비하	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
아빠	아빠	NNG	O
_	_	_	O
조관우	조관우	NNP	B-PER
의	의	JKG	I-PER
_	_	_	O
콘서트	콘서트	NNG	O
에서	에서	JKB	O
_	_	_	O
펼쳐진다	펼쳐지+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 프로스포츠 7개 단체, 27일 마케팅 워크숍
## 프로스포츠 <7개:NOH> 단체, <27일:DAT> 마케팅 워크숍
프로	프로	NNG	O
스포츠	스포츠	NNG	O
_	_	_	O
7	7	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
단체	단체	NNG	O
,	,	SP	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
마케팅	마케팅	NNG	O
_	_	_	O
워크숍	워크숍	NNG	O

## 6
## 팬들에겐 트레이 힐만 감독 이하 선수단과 악수를 하고, 하이파이브를 할 기회다.
## 팬들에겐 <트레이 힐만:PER> 감독 이하 선수단과 악수를 하고, 하이파이브를 할 기회다.
팬	팬	NNG	O
들	들	XSN	O
에겐	에게+ㄴ	JKB+JX	O
_	_	_	O
트레이	트레이	NNP	B-PER
_	_	_	I-PER
힐	힐	NNG	I-PER
만	만	JX	I-PER
_	_	_	O
감독	감독	NNG	O
_	_	_	O
이하	이하	NNG	O
_	_	_	O
선수단	선수단	NNG	O
과	과	JKB	O
_	_	_	O
악수	악수	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
하이파이브	하이파이브	NNG	O
를	를	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
기회	기회+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 해군사관학교는 28일 본고사 성적 60%, 내신성적 40%의 비율로 수능시험성적 반영없이 신입생을 선발하는 것을 골자로 하는 95학년도 신입생모집 요강을 확정, 발표했다.
## <해군사관학교:ORG>는 <28일:DAT> 본고사 성적 <60%:PNT>, 내신성적 <40%:PNT>의 비율로 수능시험성적 반영없이 신입생을 선발하는 것을 골자로 하는 <95학년도:DUR> 신입생모집 요강을 확정, 발표했다.
해군	해군	NNG	B-ORG
사관	사관	NNG	I-ORG
학교	학교	NNG	I-ORG
는	는	JX	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
본고사	본고사	NNG	O
_	_	_	O
성적	성적	NNG	O
_	_	_	O
60	60	SN	B-PNT
