## 1
## 지난해 성(性)차별로 인해 국가인권위원회에 접수된 진정이 전년에 비해 3배 이상 증가한 것으로 나타났다.
## 지난해 성(性)차별로 인해 <국가인권위원회:ORG>에 접수된 진정이 전년에 비해 <3배:PNT> 이상 증가한 것으로 나타났다.
지난해	지난해	NNG	O
_	_	_	O
성	성	NNG	O
(	(	SS	O
性	性	SH	O
)	)	SS	O
차별	차별	NNG	O
로	로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
국가	국가	NNG	B-ORG
인권	인권	NNG	I-ORG
위원회	위원회	NNG	I-ORG
에	에	JKB	O
_	_	_	O
접수된	접수되+ㄴ	VV+ETM	O
_	_	_	O
진정	진정	NNG	O
이	이	JKC	O
_	_	_	O
전년	전년	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
3	3	SN	B-PNT
배	배	NNG	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
증가한	증가하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 2
## '밤을 걷는 선비' 이준기의 해외 팬들은 방송 전부터 지하철에 광고를 게재하며 든든한 지원군임을 자처했다.
## '<밤을 걷는 선비:POH>' <이준기:PER>의 해외 팬들은 방송 전부터 지하철에 광고를 게재하며 든든한 지원군임을 자처했다.
'	'	SS	O
밤	밤	NNG	B-POH
을	을	JKO	I-POH
_	_	_	I-POH
걷	걷	VV	I-POH
는	는	ETM	I-POH
_	_	_	I-POH
선비	선비	NNG	I-POH
'	'	SS	O
_	_	_	O
이준기	이준기	NNP	B-PER
의	의	JKG	O
_	_	_	O
해외	해외	NNG	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
지하철	지하철	NNG	O
에	에	JKB	O
_	_	_	O
광고	광고	NNG	O
를	를	JKO	O
_	_	_	O
게재하	게재하	VV	O
며	며	EC	O
_	_	_	O
든든한	든든하+ㄴ	VA+ETM	O
_	_	_	O
지원군	지원군	NNG	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
자처	자처하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 코카콜라, 독일 루프트한자 등 대형 신규 광고주의 영입도 이어갔다.
## <코카콜라:ORG>, <독일 루프트한자:ORG> 등 대형 신규 광고주의 영입도 이어갔다.
코카콜라	코카콜라	NNP	B-ORG
,	,	SP	O
_	_	_	O
독일	독일	NNP	B-ORG
_	_	_	I-ORG
루프트한자	루프트한자	NNP	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
광고주	광고주	NNG	O
의	의	JKG	O
_	_	_	O
영입	영입	NNG	O
도	도	JX	O
_	_	_	O
이	잇	VV	O
어	어+가	EC+VX	O
갔	았	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 미국과 독일 등의 스포츠 선진국들은 이미 오래 전부터 하나의 체육단체 아래서 시너지 효과를 누려왔다.
## <미국:ORG>과 <독일:ORG> 등의 스포츠 선진국들은 이미 오래 전부터 <하나:NOH>의 체육단체 아래서 시너지 효과를 누려왔다.
미국	미국	NNP	B-ORG
과	과	JC	O
_	_	_	O
독일	독일	NNP	B-ORG
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
선진국	선진국	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
오래	오래	MAG	O
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
체육	체육	NNG	O
단체	단체	NNG	O
_	_	_	O
아래	아래	NNG	O
서	서	JKB	O
_	_	_	O
시너지	시너지	NNG	O
_	_	_	O
효과	효과	NNG	O
를	를	JKO	O
_	_	_	O
누려	누리+어+오	VV+EC+VX	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 4, 남한은 이미 상당수 강한 군대와 경찰력을 창설하였음.
## <4:NOH>, <남한:ORG>은 이미 상당수 강한 군대와 경찰력을 창설하였음.
4	4	SN	B-NOH
,	,	SP	O
_	_	_	O
남한	남한	NNP	B-ORG
은	은	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
상당수	상당수	NNG	O
_	_	_	O
강한	강하+ㄴ	VA+ETM	O
_	_	_	O
군대	군대	NNG	O
와	와	JC	O
_	_	_	O
경찰력	경찰력	NNG	O
을	을	JKO	O
_	_	_	O
창설하	창설하	VV	O
였	였	EP	O
음	음	ETN	O
.	.	SF	O

## 6
## 손 의장은 이날 전북도의회 기자회견에서 ‘안 전 대표와 경쟁에서 이길 가능성이 있느냐’는 질문에 “지금 누구를 이기겠다고 말하는 것은 좀 뭐하겠지만 경선이라는 공정한 과정을 거치면 자신 있다”고 말했다.
## <손:PER> 의장은 이날 <전북도의회:ORG> 기자회견에서 ‘<안:PER> 전 대표와 경쟁에서 이길 가능성이 있느냐’는 질문에 “지금 누구를 이기겠다고 말하는 것은 좀 뭐하겠지만 경선이라는 공정한 과정을 거치면 자신 있다”고 말했다.
손	손	NNG	B-PER
_	_	_	O
의장	의장	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
전북	전북	NNP	B-ORG
도의회	도의회	NNG	I-ORG
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
안	안	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
와	와	JKB	O
_	_	_	O
경쟁	경쟁	NNG	O
에서	에서	JKB	O
_	_	_	O
이길	이기+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
느냐	느냐	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
“	“	SS	O
지금	지금	MAG	O
_	_	_	O
누구	누구	NP	O
를	를	JKO	O
_	_	_	O
이기	이기	VV	O
겠	겠	EP	O
다	다	EC	O
고	고	JKQ	O
_	_	_	O
말하	말하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
좀	좀	MAG	O
_	_	_	O
뭐	뭐	NP	O
하	하	VV	O
겠	겠	EP	O
지만	지만	EC	O
_	_	_	O
경선	경선	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
공정한	공정하+ㄴ	VA+ETM	O
_	_	_	O
과정	과정	NNG	O
을	을	JKO	O
_	_	_	O
거치	거치	VV	O
면	면	EC	O
_	_	_	O
자신	자신	NNG	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 세금을 감면받기 위해 한국 국적을 회복하려는 것 아니냐는 의혹에 대해선 “가장 억울한 부분 중 하나”라고 호소했다.
## 세금을 감면받기 위해 <한국:ORG> 국적을 회복하려는 것 아니냐는 의혹에 대해선 “가장 억울한 부분 중 <하나:NOH>”라고 호소했다.
세금	세금	NNG	O
을	을	JKO	O
_	_	_	O
감면	감면	NNG	O
받	받	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
