## 1
## 새누리당 중앙당 부대변인으로 구성된 부대변인단은 5, 6일 제주를 찾아 ‘여름휴가 제주에서 보내기’ 캠페인을 펼쳤다.
## <새누리당:ORG> <중앙당:ORG> 부대변인으로 구성된 부대변인단은 <5:DAT>, <6일:DAT> <제주:LOC>를 찾아 ‘여름휴가 <제주:LOC>에서 보내기’ 캠페인을 펼쳤다.
새누리당	새누리당	NNP	B-ORG
_	_	_	O
중앙당	중앙당	NNG	B-ORG
_	_	_	O
부	부	XPN	O
대변인	대변인	NNG	O
으로	으로	JKB	O
_	_	_	O
구성된	구성되+ㄴ	VV+ETM	O
_	_	_	O
부	부	XPN	O
대변인	대변인	NNG	O
단	단	XSN	O
은	은	JX	O
_	_	_	O
5	5	SN	B-DAT
,	,	SP	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
제주	제주	NNP	B-LOC
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
아	아	EC	O
_	_	_	O
‘	‘	SS	O
여름휴가	여름휴가	NNG	O
_	_	_	O
제주	제주	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
보내	보내	VV	O
기	기	ETN	O
’	’	SS	O
_	_	_	O
캠페인	캠페인	NNG	O
을	을	JKO	O
_	_	_	O
펼	펼치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 지난달 23일 대주주인 산업은행과 정부가 ‘대우조선 정상화 계획’이라며 내놓은 이 방안에 대해 사흘 전만 해도 “국민 노후자금의 손실을 감내하는 선택이 될 수 있다”며 반대했던 국민연금이 손을 든 것이다.
## 지난달 <23일:DAT> 대주주인 <산업은행:ORG>과 정부가 ‘<대우조선:ORG> 정상화 계획’이라며 내놓은 이 방안에 대해 사흘 전만 해도 “국민 노후자금의 손실을 감내하는 선택이 될 수 있다”며 반대했던 <국민연금:ORG>이 손을 든 것이다.
지난달	지난달	NNG	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
대주주	대주주	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
산업은행	산업은행	NNP	B-ORG
과	과	JC	O
_	_	_	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
대우조선	대우조선	NNP	B-ORG
_	_	_	O
정상화	정상화	NNG	O
_	_	_	O
계획	계획	NNG	O
’	’	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
내놓	내놓	VV	O
은	은	ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
방안	방안	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
사흘	사흘	NNG	O
_	_	_	O
전	전	NNG	O
만	만	JX	O
_	_	_	O
해도	하+여도	VV+EC	O
_	_	_	O
“	“	SS	O
국민	국민	NNG	O
_	_	_	O
노후	노후	NNG	O
자금	자금	NNG	O
의	의	JKG	O
_	_	_	O
손실	손실	NNG	O
을	을	JKO	O
_	_	_	O
감내하	감내하	VV	O
는	는	ETM	O
_	_	_	O
선택	선택	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
반대	반대하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
국민	국민	NNG	B-ORG
연금	연금	NNG	I-ORG
이	이	JKS	O
_	_	_	O
손	손	NNG	O
을	을	JKO	O
_	_	_	O
든	들+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## ”“(창민) 그렇지. 내가 딱 도재기야.”- ‘옴므’가 같은 작품에 출연을 하는 것만으로도 화제가 되고 있다.
## ”“(<창민:PER>) 그렇지. 내가 딱 도재기야.”- ‘<옴므:ORG>’가 같은 작품에 출연을 하는 것만으로도 화제가 되고 있다.
”	”	SS	O
“	“	SS	O
(	(	SS	O
창민	창민	NNP	B-PER
)	)	SS	O
_	_	_	O
그렇	그렇	VA	O
지	지	EF	O
.	.	SF	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
딱	딱	MAG	O
_	_	_	O
도재기	도재기	NNP	O
야	야	JX	O
.	.	SF	O
”	”	SS	O
-	-	SO	O
_	_	_	O
‘	‘	SS	O
옴므	옴므	NNP	B-ORG
’	’	SS	O
가	가	JKS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
작품	작품	NNG	O
에	에	JKB	O
_	_	_	O
출연	출연	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
만	만	JX	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 4
## 공항에는 약 400여 팬들이 몰렸고, EXID의 현지 일정마다 택시나 오토바이로 뒤쫓으며 환호를 보냈다.
## 공항에는 약 <400여 팬:NOH>들이 몰렸고, <EXID:ORG>의 현지 일정마다 택시나 오토바이로 뒤쫓으며 환호를 보냈다.
공항	공항	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
400	400	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
팬	팬	NNG	I-NOH
들	들	XSN	O
이	이	JKS	O
_	_	_	O
몰	몰리	VV	O
렸	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
EXID	EXID	SL	B-ORG
의	의	JKG	O
_	_	_	O
현지	현지	NNG	O
_	_	_	O
일정	일정	NNG	O
마다	마다	JX	O
_	_	_	O
택시	택시	NNG	O
나	나	JC	O
_	_	_	O
오토바이	오토바이	NNG	O
로	로	JKB	O
_	_	_	O
뒤쫓	뒤쫓	VV	O
으며	으며	EC	O
_	_	_	O
환호	환호	NNG	O
를	를	JKO	O
_	_	_	O
보냈	보내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 경찰에게 할 때는 113이다.
## 경찰에게 할 때는 <113:POH>이다.
경찰	경찰	NNG	O
에게	에게	JKB	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
