## 1
## 360도 영상, 홀로그램 … 베니스서 디지털 캔버스 펼친다
## <360도:NOH> 영상, 홀로그램 … <베니스:LOC>서 디지털 캔버스 펼친다
360	360	SN	B-NOH
도	도	NNB	I-NOH
_	_	_	O
영상	영상	NNG	O
,	,	SP	O
_	_	_	O
홀로그램	홀로그램	NNG	O
_	_	_	O
…	…	SE	O
_	_	_	O
베니스	베니스	NNP	B-LOC
서	서	JKB	O
_	_	_	O
디지털	디지털	NNG	O
_	_	_	O
캔버스	캔버스	NNG	O
_	_	_	O
펼친다	펼치+ㄴ다	VV+EF	O

## 2
## 이들은 나라 시대인 8세기경 히라가타 시로 옮겨오는데 단순히 거처를 옮기는 차원이 아니라 아예 도지사 자격으로 지역을 다스리며 도시를 이루고 살게 된 것이다.
## 이들은 나라 시대인 <8세기:DUR>경 <히라가타:LOC> 시로 옮겨오는데 단순히 거처를 옮기는 차원이 아니라 아예 도지사 자격으로 지역을 다스리며 도시를 이루고 살게 된 것이다.
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
나라	나라	NNG	O
_	_	_	O
시대	시대	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
8	8	SN	B-DUR
세기	세기	NNG	I-DUR
경	경	XSN	O
_	_	_	O
히라가	히라가	NNP	B-LOC
타	타	VV	I-LOC
_	_	_	O
시	시	NNG	O
로	로	JKB	O
_	_	_	O
옮겨	옮기+어	VV+EC	O
오	오	VX	O
는데	는데	EC	O
_	_	_	O
단순히	단순히	MAG	O
_	_	_	O
거처	거처	NNG	O
를	를	JKO	O
_	_	_	O
옮기	옮기	VV	O
는	는	ETM	O
_	_	_	O
차원	차원	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
아예	아예	MAG	O
_	_	_	O
도지사	도지사	NNG	O
_	_	_	O
자격	자격	NNG	O
으로	으로	JKB	O
_	_	_	O
지역	지역	NNG	O
을	을	JKO	O
_	_	_	O
다스리	다스리	VV	O
며	며	EC	O
_	_	_	O
도시	도시	NNG	O
를	를	JKO	O
_	_	_	O
이루	이루	VV	O
고	고	EC	O
_	_	_	O
살	살	VV	O
게	게	EC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 우리나라도 지난해 NEAT 타워와 부산국제금융센터(63층·289m) 등 초고층 건축물 2개 동이 새로 지어지면서 초고층 건축물(50층 이상, 50층 이상 기준)이 모두 89개 동으로 늘어났다.
## 우리나라도 지난해 <NEAT 타워:LOC>와 <부산국제금융센터:LOC>(<63층:NOH>·<289m:NOH>) 등 초고층 건축물 <2개:NOH> 동이 새로 지어지면서 초고층 건축물(<50층:NOH> 이상, <50층:NOH> 이상 기준)이 모두 <89개:NOH> 동으로 늘어났다.
우리나라	우리나라	NNG	O
도	도	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
NEAT	NEAT	SL	B-LOC
_	_	_	I-LOC
타워	타워	NNG	I-LOC
와	와	JC	O
_	_	_	O
부산	부산	NNP	B-LOC
국제금융센터	국제금융센터	NNP	I-LOC
(	(	SS	O
63	63	SN	B-NOH
층	층	NNG	I-NOH
·	·	SP	O
289	289	SN	B-NOH
m	m	SL	I-NOH
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
초고층	초고층	NNG	O
_	_	_	O
건축물	건축물	NNG	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
동	동	NNB	O
이	이	JKS	O
_	_	_	O
새로	새로	MAG	O
_	_	_	O
지	짓	VV	O
어	어	EC	O
지	지	VX	O
면서	면서	EC	O
_	_	_	O
초고층	초고층	NNG	O
_	_	_	O
건축물	건축물	NNG	O
(	(	SS	O
50	50	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
이상	이상	NNG	O
,	,	SP	O
_	_	_	O
50	50	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
기준	기준	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
89	89	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
동	동	NNG	O
으로	으로	JKB	O
_	_	_	O
늘어났	늘어나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 베를루스코니 총리가 소유하고 있는 언론왕국인 페닌베스트 그룹은 공식적으로 텔레피우의 지분 10%를 보유하고 있는 것으로 알려져 있으나 밀라노 사정검사들은 실제로는 TV사 주식소유에 대한 관련볍규를 위반, 그보다 더많은 지분을 갖고 있는 것으로 보고 있다.
## <베를루스코니:PER> 총리가 소유하고 있는 언론왕국인 <페닌베스트 그룹:ORG>은 공식적으로 <텔레피우:ORG>의 지분 <10%:PNT>를 보유하고 있는 것으로 알려져 있으나 <밀라노:ORG> 사정검사들은 실제로는 TV사 주식소유에 대한 관련볍규를 위반, 그보다 더많은 지분을 갖고 있는 것으로 보고 있다.
베를루스코니	베를루스코니	NNP	B-PER
_	_	_	O
총리	총리	NNG	O
가	가	JKS	O
_	_	_	O
소유하	소유하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
언론	언론	NNG	O
왕국	왕국	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
페	페	NNG	B-ORG
닌	닌	NNP	I-ORG
베스트	베스트	NNG	I-ORG
_	_	_	I-ORG
그룹	그룹	NNG	I-ORG
은	은	JX	O
_	_	_	O
공식적	공식적	NNG	O
으로	으로	JKB	O
_	_	_	O
텔레	텔레	NNG	B-ORG
피우	피우	NNG	I-ORG
의	의	JKG	O
_	_	_	O
지분	지분	NNG	O
_	_	_	O
10	10	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
보유하	보유하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려져	알려지+어	VV+EC	O
_	_	_	O
있	있	VX	O
으나	으나	EC	O
_	_	_	O
밀라노	밀라노	NNP	B-ORG
_	_	_	O
사정	사정	NNG	O
검사	검사	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
실제로	실제로	MAG	O
는	는	JX	O
_	_	_	O
TV	TV	SL	O
사	사	NNG	O
_	_	_	O
주식	주식	NNG	O
소유	소유	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
관련볍규	관련볍규	NNG	O
를	를	JKO	O
_	_	_	O
위반	위반	NNG	O
,	,	SP	O
_	_	_	O
그	그	NP	O
보다	보다	JKB	O
_	_	_	O
더	더	MAG	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
지분	지분	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 조사기간은 11월 29일~12월 14일이며 대상은 20·30대 미혼남녀 606명(남 282명, 여 324명)이다.
## 조사기간은 <11월 29일~12월 14일:DUR>이며 대상은 <20:NOH>·<30대:NOH> 미혼남녀 <606명:NOH>(남 <282명:NOH>, 여 <324명:NOH>)이다.
조사	조사	NNG	O
기간	기간	NNG	O
은	은	JX	O
_	_	_	O
11	11	SN	B-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
29	29	SN	I-DUR
일	일	NNB	I-DUR
~	~	SO	I-DUR
12	12	SN	I-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
14	14	SN	I-DUR
일	일	NNB	I-DUR
이	이	VCP	O
며	며	EC	O
_	_	_	O
대상	대상	NNG	O
은	은	JX	O
_	_	_	O
20	20	SN	B-NOH
·	·	SP	O
30	30	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
미혼	미혼	NNG	O
남녀	남녀	NNG	O
_	_	_	O
606	606	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
남	남	NNG	O
_	_	_	O
282	282	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
여	여	NNG	O
_	_	_	O
324	324	SN	B-NOH
명	명	NNB	I-NOH
)	)	SS	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 그루지야, 아제르바이잔, 몰도바등 구소련내 분쟁을 피해 이주한 사람도 1백만명 이상이다.
## <그루지야:ORG>, <아제르바이잔:ORG>, <몰도바:ORG>등 <구소련:ORG>내 분쟁을 피해 이주한 사람도 <1백만명:NOH> 이상이다.
그루지야	그루지야	NNP	B-ORG
,	,	SP	O
_	_	_	O
아제르바이잔	아제르바이잔	NNP	B-ORG
,	,	SP	O
_	_	_	O
몰도바	몰도바	NNP	B-ORG
등	등	NNB	O
_	_	_	O
구소련	구소련	NNP	B-ORG
내	내	NNB	O
_	_	_	O
분쟁	분쟁	NNG	O
을	을	JKO	O
_	_	_	O
피해	피하+여	VV+EC	O
_	_	_	O
이주한	이주하+ㄴ	VV+ETM	O
_	_	_	O
사람	사람	NNG	O
도	도	JX	O
_	_	_	O
1	1	SN	B-NOH
백만	백만	NR	I-NOH
명	명	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

