## 1
## 특히 이선규와 곽동혁의 합류로 누리는 ‘베테랑 효과’가 기대 이상이라는 평가다.
## 특히 <이선규:PER>와 <곽동혁:PER>의 합류로 누리는 ‘베테랑 효과’가 기대 <이상이:PER>라는 평가다.
특히	특히	MAG	O
_	_	_	O
이선규	이선규	NNP	B-PER
와	와	JC	O
_	_	_	O
곽동혁	곽동혁	NNP	B-PER
의	의	JKG	O
_	_	_	O
합류	합류	NNG	O
로	로	JKB	O
_	_	_	O
누리	누리	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
베테랑	베테랑	NNG	O
_	_	_	O
효과	효과	NNG	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
기대	기대	NNG	O
_	_	_	O
이상	이상	NNG	B-PER
이	이	VCP	I-PER
라는	라는	ETM	O
_	_	_	O
평가	평가+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 덕장인 강성형 감독의 리더십도 선수들의 동기부여 측면에서 효과가 크다는 평가. KB손해보험 구단관계자는 “이선규와 곽동혁 둘 다 우승을 경험해본 선수다”며 “그 경험을 토대로 선수단의 분위기를 끌어올리고 있다.
## 덕장인 <강성형:PER> 감독의 리더십도 선수들의 동기부여 측면에서 효과가 크다는 평가. <KB손해보험:ORG> 구단관계자는 “<이선규:PER>와 <곽동혁:PER> 둘 다 우승을 경험해본 선수다”며 “그 경험을 토대로 선수단의 분위기를 끌어올리고 있다.
덕장	덕장	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
강성형	강성형	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
리더십	리더십	NNG	O
도	도	JX	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
동기	동기	NNG	O
부여	부여	NNG	O
_	_	_	O
측면	측면	NNG	O
에서	에서	JKB	O
_	_	_	O
효과	효과	NNG	O
가	가	JKS	O
_	_	_	O
크	크	VA	O
다는	다는	ETM	O
_	_	_	O
평가	평가	NNG	O
.	.	SF	O
_	_	_	O
KB	KB	SL	B-ORG
손해보험	손해보험	NNG	I-ORG
_	_	_	O
구단	구단	NNG	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
이선규	이선규	NNP	B-PER
와	와	JC	O
_	_	_	O
곽동혁	곽동혁	NNP	B-PER
_	_	_	O
둘	둘	NR	O
_	_	_	O
다	다	MAG	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
경험해	경험하+여	VV+EC	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
선수	선수+이	NNG+VCP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
그	그	MM	O
_	_	_	O
경험	경험	NNG	O
을	을	JKO	O
_	_	_	O
토대	토대	NNG	O
로	로	JKB	O
_	_	_	O
선수단	선수단	NNG	O
의	의	JKG	O
_	_	_	O
분위기	분위기	NNG	O
를	를	JKO	O
_	_	_	O
끌어올리	끌어올리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 비틀스 드러머 링고 스타, 11월 첫 내한공연
## <비틀스:ORG> 드러머 <링고 스타:PER>, <11월:DAT> 첫 내한공연
비틀스	비틀스	NNP	B-ORG
_	_	_	O
드러머	드러머	NNG	O
_	_	_	O
링고	링고	NNP	B-PER
_	_	_	I-PER
스타	스타	NNG	I-PER
,	,	SP	O
_	_	_	O
11	11	SN	B-DAT
