## 1
## 차세대 친환경연료로 각광받고 있는 수소전지 연구자가 대나무 박사가 된 이유는 뭘까? 박 교수는 2000년 고향 지인들에게서 대나무에 무늬를 입히는 기술을 개발해 달라는 부탁을 받았다.
## 차세대 친환경연료로 각광받고 있는 수소전지 연구자가 대나무 박사가 된 이유는 뭘까? <박:PER> 교수는 <2000년:DAT> 고향 지인들에게서 대나무에 무늬를 입히는 기술을 개발해 달라는 부탁을 받았다.
차세대	차세대	NNG	O
_	_	_	O
친환경	친환경	NNG	O
연료	연료	NNG	O
로	로	JKB	O
_	_	_	O
각광	각광	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
수소	수소	NNG	O
전지	전지	NNG	O
_	_	_	O
연구자	연구자	NNG	O
가	가	JKS	O
_	_	_	O
대나무	대나무	NNG	O
_	_	_	O
박사	박사	NNG	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
이유	이유	NNG	O
는	는	JX	O
_	_	_	O
뭘까	뭐+이+ㄹ까	NP+VCP+EF	O
?	?	SF	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
2000	2000	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
고향	고향	NNG	O
_	_	_	O
지인	지인	NNG	O
들	들	XSN	O
에게서	에게서	JKB	O
_	_	_	O
대나무	대나무	NNG	O
에	에	JKB	O
_	_	_	O
무늬	무늬	NNG	O
를	를	JKO	O
_	_	_	O
입히	입히	VV	O
는	는	ETM	O
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
개발해	개발하+여	VV+EC	O
_	_	_	O
달	달	VX	O
라는	라는	ETM	O
_	_	_	O
부탁	부탁	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 성사돼도 2016년이후에나 가능
## 성사돼도 <2016년:DAT>이후에나 가능
성사돼	성사되+어	VV+EC	O
도	도	JX	O
_	_	_	O
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
이후	이후	NNG	O
에	에	JKB	O
나	나	JX	O
_	_	_	O
가능	가능	NNG	O

## 3
## 전용식 보험연구원 연구위원은 “중국 모기업의 사업 리스크가 한국의 보험회사로 전이돼서는 안 된다”며 “자칫 국내 보험 계약자가 피해를 입지 않도록 국내 기업을 인수하려는 중국 금융회사에 대해 면밀한 감독을 해야 한다”고 말했다.
## <전용식:PER> 보험연구원 연구위원은 “<중국:ORG> 모기업의 사업 리스크가 <한국:ORG>의 보험회사로 전이돼서는 안 된다”며 “자칫 국내 보험 계약자가 피해를 입지 않도록 국내 기업을 인수하려는 <중국:ORG> 금융회사에 대해 면밀한 감독을 해야 한다”고 말했다.
전용식	전용식	NNP	B-PER
_	_	_	O
보험	보험	NNG	O
연구원	연구원	NNG	O
_	_	_	O
연구	연구	NNG	O
위원	위원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
중국	중국	NNP	B-ORG
_	_	_	O
모	모	NNG	O
기업	기업	NNG	O
의	의	JKG	O
_	_	_	O
사업	사업	NNG	O
_	_	_	O
리스크	리스크	NNG	O
가	가	JKS	O
_	_	_	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
보험	보험	NNG	O
회사	회사	NNG	O
로	로	JKB	O
_	_	_	O
전	전	NNG	O
이	이	JKS	O
돼서	되+어서	VV+EC	O
는	는	JX	O
_	_	_	O
안	안	MAG	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
자칫	자칫	MAG	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
보험	보험	NNG	O
_	_	_	O
계약자	계약자	NNG	O
가	가	JKS	O
_	_	_	O
피해	피해	NNG	O
를	를	JKO	O
_	_	_	O
입	입	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
도록	도록	EC	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
기업	기업	NNG	O
을	을	JKO	O
_	_	_	O
인수하	인수하	VV	O
려는	려는	ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
금융	금융	NNG	O
회사	회사	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
면밀한	면밀하+ㄴ	VA+ETM	O
_	_	_	O
감독	감독	NNG	O
을	을	JKO	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 커피포트 하나를 만들더라도 ‘물 끓이는 기능’ 이외에는 그 어느 것도 넣지 않되 가격을 파격적으로 낮췄다.
## 커피포트 <하나:NOH>를 만들더라도 ‘물 끓이는 기능’ 이외에는 그 어느 것도 넣지 않되 가격을 파격적으로 낮췄다.
커피포트	커피포트	NNG	O
_	_	_	O
하나	하나	NR	B-NOH
를	를	JKO	O
_	_	_	O
만들	만들	VV	O
더라도	더라도	EC	O
_	_	_	O
‘	‘	SS	O
물	물	NNG	O
_	_	_	O
끓이	끓이	VV	O
는	는	ETM	O
_	_	_	O
기능	기능	NNG	O
’	’	SS	O
_	_	_	O
이외	이외	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
넣	넣	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
되	되	EC	O
_	_	_	O
가격	가격	NNG	O
을	을	JKO	O
_	_	_	O
파격적	파격적	NNG	O
으로	으로	JKB	O
_	_	_	O
낮	낮추	VV	O
췄	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## [알립니다]12월 1일 ‘명사특강’에 초대합니다
## [알립니다]<12월 1일:DAT> ‘명사특강’에 초대합니다
[	[	SS	O
알립니다	알리+ㅂ니다	VV+EF	O
]	]	SS	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
1	1	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
명사	명사	NNG	O
특강	특강	NNG	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
초대합니다	초대하+ㅂ니다	VV+EF	O

## 6
## 꿈에 그리던 미국 ‘빅리그’에 진출했지만 성적 부진에 허덕이다
## 꿈에 그리던 <미국:ORG> ‘<빅리그:POH>’에 진출했지만 성적 부진에 허덕이다
꿈	꿈	NNG	O
에	에	JKB	O
_	_	_	O
그리	그리	VV	O
던	던	ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
‘	‘	SS	O
빅	빅	NNG	B-POH
리그	리그	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
진출	진출하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
성적	성적	NNG	O
_	_	_	O
부진	부진	NNG	O
에	에	JKB	O
_	_	_	O
허덕이	허덕이	VV	O
다	다	EF	O

## 7
## 중국인의 뉴욕 네일숍에서 일했다.
## 중국인의 <뉴욕:LOC> 네일숍에서 일했다.
중국인	중국인	NNG	O
의	의	JKG	O
_	_	_	O
뉴욕	뉴욕	NNP	B-LOC
_	_	_	O
네일숍	네일숍	NNG	O
에서	에서	JKB	O
_	_	_	O
일	일하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 주가가 1년 새 176% 급등했다.
## 주가가 <1년:NOH> 새 <176%:PNT> 급등했다.
주가	주가	NNG	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
새	새	NNG	O
_	_	_	O
176	176	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
급등	급등하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 경기 후 행사장을 찾은 슈틸리케 감독은 팬들에게 감사인사를 전하는 한편 더 열성적인 성원을 부탁했다.
