## 1
## 그러나 김한솔로 의심되는 남성이 내국인 입국 게이트에서 나오자 약간의 소동이 있었다고 더스타는 전했다.
## 그러나 <김한솔:PER>로 의심되는 남성이 내국인 입국 게이트에서 나오자 약간의 소동이 있었다고 <더스타:POH>는 전했다.
그러나	그러나	MAJ	O
_	_	_	O
김한솔	김한솔	NNP	B-PER
로	로	JKB	O
_	_	_	O
의심되	의심되	VV	O
는	는	ETM	O
_	_	_	O
남성	남성	NNG	O
이	이	JKS	O
_	_	_	O
내국인	내국인	NNG	O
_	_	_	O
입국	입국	NNG	O
_	_	_	O
게이트	게이트	NNG	O
에서	에서	JKB	O
_	_	_	O
나오	나오	VV	O
자	자	EC	O
_	_	_	O
약간	약간	NNG	O
의	의	JKG	O
_	_	_	O
소동	소동	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다고	다고	EC	O
_	_	_	O
더	더	MAG	B-POH
스타	스타	NNG	I-POH
는	는	JX	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 자연주의 출산 에세이 『모든 출산은 기적입니다』가 출간됐다.
## 자연주의 출산 에세이 『<모든 출산은 기적입니다:POH>』가 출간됐다.
자연주의	자연주의	NNG	O
_	_	_	O
출산	출산	NNG	O
_	_	_	O
에세이	에세이	NNG	O
_	_	_	O
『	『	SS	O
모든	모든	MM	B-POH
_	_	_	I-POH
출산	출산	NNG	I-POH
은	은	JX	I-POH
_	_	_	I-POH
기적	기적	NNG	I-POH
입니다	이+ㅂ니다	VCP+EF	I-POH
』	』	SS	O
가	가	JKS	O
_	_	_	O
출간	출간되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## [Culture diary] 편지를 통해 드러나는 15년전 사건의 진실
## [<Culture diary:POH>] 편지를 통해 드러나는 <15년:NOH>전 사건의 진실
[	[	SS	O
Culture	Culture	SL	B-POH
_	_	_	I-POH
diary	diary	SL	I-POH
]	]	SS	O
_	_	_	O
편지	편지	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
드러나	드러나	VV	O
는	는	ETM	O
_	_	_	O
15	15	SN	B-NOH
년	년	NNB	I-NOH
전	전	NNG	O
_	_	_	O
사건	사건	NNG	O
의	의	JKG	O
_	_	_	O
진실	진실	NNG	O

## 4
## 대전 대덕경찰서가 대전 지역 경찰서 가운데 처음으로 다문화 주제의 인권영화를 자체 제작해 이주 여성 및 관내 거주 외국인들의 범죄 예방 교육에 활용하고 있다.
## <대전:LOC> <대덕경찰서:ORG>가 <대전:LOC> 지역 경찰서 가운데 처음으로 다문화 주제의 인권영화를 자체 제작해 이주 여성 및 관내 거주 외국인들의 범죄 예방 교육에 활용하고 있다.
대전	대전	NNP	B-LOC
_	_	_	O
대덕	대덕	NNP	B-ORG
경찰서	경찰서	NNG	I-ORG
가	가	JKS	O
_	_	_	O
대전	대전	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
_	_	_	O
경찰서	경찰서	NNG	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
다	다	XPN	O
문화	문화	NNG	O
_	_	_	O
주제	주제	NNG	O
의	의	JKG	O
_	_	_	O
인권	인권	NNG	O
영화	영화	NNG	O
를	를	JKO	O
_	_	_	O
자체	자체	NNG	O
_	_	_	O
제작해	제작하+여	VV+EC	O
_	_	_	O
이주	이주	NNG	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
관내	관내	NNG	O
_	_	_	O
거주	거주	NNG	O
_	_	_	O
외국인	외국인	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
범죄	범죄	NNG	O
_	_	_	O
예방	예방	NNG	O
_	_	_	O
교육	교육	NNG	O
에	에	JKB	O
_	_	_	O
활용하	활용하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 옥시는 처벌을 피하기 위해 2011년 말 기존 법인을 청산하고 새 법인을 설립했는가 하면, 유해성 여부 실험을 자사 측에 유리하게 꾸미기 위해 교수들에게 돈을 줬다는 정황도 나왔다.
## <옥시:ORG>는 처벌을 피하기 위해 <2011년:DAT> 말 기존 법인을 청산하고 새 법인을 설립했는가 하면, 유해성 여부 실험을 자사 측에 유리하게 꾸미기 위해 교수들에게 돈을 줬다는 정황도 나왔다.
옥시	옥시	NNP	B-ORG
는	는	JX	O
_	_	_	O
처벌	처벌	NNG	O
을	을	JKO	O
_	_	_	O
피하	피하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
2011	2011	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
말	말	NNG	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
법인	법인	NNG	O
을	을	JKO	O
_	_	_	O
청산하	청산하	VV	O
고	고	EC	O
_	_	_	O
새	새	MM	O
_	_	_	O
법인	법인	NNG	O
을	을	JKO	O
_	_	_	O
설립	설립하	VV	O
했	였	EP	O
는가	는가	EC	O
_	_	_	O
하	하	VV	O
면	면	EC	O
,	,	SP	O
_	_	_	O
유해성	유해성	NNG	O
_	_	_	O
여부	여부	NNG	O
_	_	_	O
실험	실험	NNG	O
을	을	JKO	O
_	_	_	O
자사	자사	NNG	O
_	_	_	O
측	측	NNB	O
에	에	JKB	O
_	_	_	O
유리하	유리하	VA	O
게	게	EC	O
_	_	_	O
꾸미	꾸미	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
교수	교수	NNG	O
