## 1
## 그는 당 대회에 참가한 총 5054명에게 4만 달러씩 들어갔다고 추정했다.
## 그는 당 대회에 참가한 총 <5054명:NOH>에게 <4만 달러:MNY>씩 들어갔다고 추정했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
당	당	NNG	O
_	_	_	O
대회	대회	NNG	O
에	에	JKB	O
_	_	_	O
참가한	참가하+ㄴ	VV+ETM	O
_	_	_	O
총	총	MM	O
_	_	_	O
5054	5054	SN	B-NOH
명	명	NNB	I-NOH
에게	에게	JKB	O
_	_	_	O
4	4	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
씩	씩	XSN	O
_	_	_	O
들어갔	들어가+았	VV+EP	O
다고	다고	EC	O
_	_	_	O
추정	추정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 농심 켈로그 콘푸로스트는 최근 ‘아빠와 함께 나가서 놀자’는 메시지를 담은 광고를 선보였다.
## <농심:ORG> <켈로그 콘푸로스트:POH>는 최근 ‘아빠와 함께 나가서 놀자’는 메시지를 담은 광고를 선보였다.
농심	농심	NNP	B-ORG
_	_	_	O
켈로그	켈로그	NNP	B-POH
_	_	_	I-POH
콘	콘	NNP	I-POH
푸로스트	푸로스트	NNP	I-POH
는	는	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
‘	‘	SS	O
아빠	아빠	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
나가서	나가+아서	VV+EC	O
_	_	_	O
놀	놀	VV	O
자	자	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
메시지	메시지	NNG	O
를	를	JKO	O
_	_	_	O
담	담	VV	O
은	은	ETM	O
_	_	_	O
광고	광고	NNG	O
를	를	JKO	O
_	_	_	O
선보	선보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 정 전 의원은 23일 자신의 트위터를 통해 "250개 투표소에서 각 캠프 투표 참관인들이 결과를 알 수 있어서 예견된 사고였다"고 밝혔다.
## <정:PER> 전 의원은 <23일:DAT> 자신의 <트위터:POH>를 통해 "<250개:NOH> 투표소에서 각 캠프 투표 참관인들이 결과를 알 수 있어서 예견된 사고였다"고 밝혔다.
정	정	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
트위터	트위터	NNP	B-POH
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
"	"	SS	O
250	250	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
투표소	투표소	NNG	O
에서	에서	JKB	O
_	_	_	O
각	각	MM	O
_	_	_	O
캠프	캠프	NNG	O
_	_	_	O
투표	투표	NNG	O
_	_	_	O
참관인	참관인	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
알	알+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
어서	어서	EC	O
_	_	_	O
예견된	예견되+ㄴ	VV+ETM	O
_	_	_	O
사고	사고+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
