## 1
## 한국미술품감정협회에 따르면 인기있는 여인상은 5호 크기가 이미 4억원선에 거래되고 있다.
## <한국미술품감정협회:ORG>에 따르면 인기있는 여인상은 <5호:NOH> 크기가 이미 <4억원:MNY>선에 거래되고 있다.
한국	한국	NNP	B-ORG
미술품	미술품	NNG	I-ORG
감정	감정	NNG	I-ORG
협회	협회	NNG	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
인기	인기	NNG	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
여인상	여인상	NNG	O
은	은	JX	O
_	_	_	O
5	5	SN	B-NOH
호	호	NNB	I-NOH
_	_	_	O
크기	크기	NNG	O
가	가	JKS	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
4	4	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
선	선	NNG	O
에	에	JKB	O
_	_	_	O
거래되	거래되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 2
## 성적으로 왜곡된 인식을 가진 후견인 밑에서 자란 일본인 히데코를 연기한 김민희는 배우가 어디까지 도전할 수 있는지, 그 한계를 스스로 부순다.
## 성적으로 왜곡된 인식을 가진 후견인 밑에서 자란 일본인 <히데코:PER>를 연기한 <김민희:PER>는 배우가 어디까지 도전할 수 있는지, 그 한계를 스스로 부순다.
성적	성적	NNG	O
으로	으로	JKB	O
_	_	_	O
왜곡된	왜곡되+ㄴ	VV+ETM	O
_	_	_	O
인식	인식	NNG	O
을	을	JKO	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
후견인	후견인	NNG	O
_	_	_	O
밑	밑	NNG	O
에서	에서	JKB	O
_	_	_	O
자란	자라+ㄴ	VV+ETM	O
_	_	_	O
일본인	일본인	NNG	O
_	_	_	O
히데코	히데코	NNP	B-PER
를	를	JKO	O
_	_	_	O
연기한	연기하+ㄴ	VV+ETM	O
_	_	_	O
김민희	김민희	NNP	B-PER
는	는	JX	O
_	_	_	O
배우	배우	NNG	O
가	가	JKS	O
_	_	_	O
어디	어디	NP	O
까지	까지	JX	O
_	_	_	O
도전할	도전하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는지	는지	EC	O
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
한계	한계	NNG	O
를	를	JKO	O
_	_	_	O
스스로	스스로	MAG	O
_	_	_	O
부순다	부수+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 경찰이 확인한 결과 신씨는 공무집행방해 등 전과 20범이었다.
## 경찰이 확인한 결과 신씨는 공무집행방해 등 <전과 20범:NOH>이었다.
경찰	경찰	NNG	O
이	이	JKS	O
_	_	_	O
확인한	확인하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
신	신	NNP	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
공무	공무	NNG	O
집행	집행	NNG	O
방해	방해	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
전과	전과	NNG	B-NOH
_	_	_	I-NOH
20	20	SN	I-NOH
범	범	NNB	I-NOH
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 신씨는 경찰에서 "음주단속에 적발돼 면허가 취소된 상태라 경찰에 불만이 많았다"며 "경찰이 전과자를 만드는 것 같아서 화가 나서 그랬다"고 진술했다.
## <신:PER>씨는 경찰에서 "음주단속에 적발돼 면허가 취소된 상태라 경찰에 불만이 많았다"며 "경찰이 전과자를 만드는 것 같아서 화가 나서 그랬다"고 진술했다.
신	신	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
경찰	경찰	NNG	O
에서	에서	JKB	O
_	_	_	O
"	"	SS	O
음주	음주	NNG	O
단속	단속	NNG	O
에	에	JKB	O
_	_	_	O
적발돼	적발되+어	VV+EC	O
_	_	_	O
면허	면허	NNG	O
가	가	JKS	O
_	_	_	O
취소된	취소되+ㄴ	VV+ETM	O
_	_	_	O
상태	상태+이	NNG+VCP	O
라	라	EC	O
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
불만	불만	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
았	았	EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
경찰	경찰	NNG	O
이	이	JKS	O
_	_	_	O
전과자	전과자	NNG	O
를	를	JKO	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
아서	아서	EC	O
_	_	_	O
화	화	NNG	O
가	가	JKS	O
_	_	_	O
나서	나+아서	VV+EC	O
_	_	_	O
그	그렇	VA	O
랬	었	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
진술	진술하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 2013년 당시는 암 환자 30명의 유전체 정보만이 저장된 상황으로 초기 단계였다.
## <2013년:DAT> 당시는 암 환자 <30명:NOH>의 유전체 정보만이 저장된 상황으로 초기 단계였다.
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
당시	당시	NNG	O
는	는	JX	O
_	_	_	O
암	암	NNG	O
_	_	_	O
환자	환자	NNG	O
_	_	_	O
30	30	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
유전체	유전체	NNG	O
_	_	_	O
정보	정보	NNG	O
만	만	JX	O
이	이	JKS	O
_	_	_	O
저장된	저장되+ㄴ	VV+ETM	O
_	_	_	O
상황	상황	NNG	O
으로	으로	JKB	O
_	_	_	O
초기	초기	NNG	O
_	_	_	O
단계	단계+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 우수작으로는 ‘스마일’(김중혁) ‘나를 혐오하게 될 박창수에게’(이기호) ‘부루마블에 평양이 있다면’(윤고은) ‘눈 속의 사람’(조해진) ‘코드번호 1021’(한지수)이 선정됐다.
## 우수작으로는 ‘<스마일:POH>’(<김중혁:PER>) ‘<나를 혐오하게 될 박창수에게:POH>’(<이기호:PER>) ‘<부루마블에 평양이 있다면:POH>’(<윤고은:PER>) ‘<눈 속의 사람:POH>’(<조해진:PER>) ‘<코드번호 1021:POH>’(<한지수:PER>)이 선정됐다.
우수	우수	NNG	O
작	작	XSN	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
스마일	스마일	NNG	B-POH
’	’	SS	O
(	(	SS	O
김중혁	김중혁	NNP	B-PER
)	)	SS	O
_	_	_	O
‘	‘	SS	O
나	나	NP	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
혐오하	혐오하	VV	I-POH
게	게	EC	I-POH
_	_	_	I-POH
될	되+ㄹ	VV+ETM	I-POH
_	_	_	I-POH
박창수	박창수	NNP	I-POH
에게	에게	JKB	I-POH
’	’	SS	O
(	(	SS	O
이기호	이기호	NNP	B-PER
)	)	SS	O
_	_	_	O
‘	‘	SS	O
부루	부루	NNG	B-POH
마블	마블	NNP	I-POH
에	에	JKB	I-POH
_	_	_	I-POH
평양	평양	NNP	I-POH
이	이	JKS	I-POH
_	_	_	I-POH
있	있	VA	I-POH
다면	다면	EF	I-POH
’	’	SS	O
(	(	SS	O
윤	윤	NNP	B-PER
고은	고은	NNP	I-PER
)	)	SS	O
_	_	_	O
‘	‘	SS	O
눈	눈	NNG	B-POH
_	_	_	I-POH
속	속	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
사람	사람	NNG	I-POH
’	’	SS	O
(	(	SS	O
조해진	조해진	NNP	B-PER
)	)	SS	O
_	_	_	O
‘	‘	SS	O
코드	코드	NNG	B-POH
번호	번호	NNG	I-POH
_	_	_	I-POH
1021	1021	SN	I-POH
’	’	SS	O
(	(	SS	O
한	한	NNG	B-PER
지수	지수	NNG	I-PER
)	)	SS	O
이	이	JKS	O
_	_	_	O
선정	선정되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 다섯 살 때 엄마·아빠가 남남으로 갈라선 뒤 나는 쭉 아빠와 살았다.
## <다섯 살:NOH> 때 엄마·아빠가 남남으로 갈라선 뒤 나는 쭉 아빠와 살았다.
다섯	다섯	NR	B-NOH
_	_	_	I-NOH
살	살	NNB	I-NOH
_	_	_	O
때	때	NNG	O
_	_	_	O
엄마	엄마	NNG	O
·	·	SP	O
아빠	아빠	NNG	O
가	가	JKS	O
_	_	_	O
남남	남남	NNG	O
으로	으로	JKB	O
_	_	_	O
갈라선	갈라서+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
나	나	NP	O
는	는	JX	O
_	_	_	O
쭉	쭉	MAG	O
_	_	_	O
아빠	아빠	NNG	O
와	와	JC	O
_	_	_	O
살	살	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 그러면서 “재단법인 미르와 K스포츠 설립, 최씨의 이권 개입에 직간접적으로 도움을 준 대통령의 행위는 기업의 재산권을 침해하였을 뿐만 아니라, 기업경영의 자유를 침해한 것”이라며 “박 대통령의 지시 또는 방치에 따라 직무상 비밀에 해당하는 많은 문건이 최씨에게 유출된 점은 국가공무원법의 비밀엄수의무를 위배했다”고 단언했다.
## 그러면서 “재단법인 <미르:ORG>와 <K스포츠:ORG> 설립, <최:PER>씨의 이권 개입에 직간접적으로 도움을 준 대통령의 행위는 기업의 재산권을 침해하였을 뿐만 아니라, 기업경영의 자유를 침해한 것”이라며 “<박:PER> 대통령의 지시 또는 방치에 따라 직무상 비밀에 해당하는 많은 문건이 <최:PER>씨에게 유출된 점은 국가공무원법의 비밀엄수의무를 위배했다”고 단언했다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
재단	재단	NNG	O
법인	법인	NNG	O
_	_	_	O
미르	미르	NNP	B-ORG
와	와	JC	O
_	_	_	O
K	K	SL	B-ORG
스포츠	스포츠	NNG	I-ORG
_	_	_	O
설립	설립	NNG	O
,	,	SP	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
이권	이권	NNG	O
_	_	_	O
개입	개입	NNG	O
에	에	JKB	O
_	_	_	O
직간접	직간접	NNG	O
적	적	XSN	O
으로	으로	JKB	O
_	_	_	O
도움	도움	NNG	O
을	을	JKO	O
_	_	_	O
준	주+ㄴ	VV+ETM	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
행위	행위	NNG	O
는	는	JX	O
_	_	_	O
기업	기업	NNG	O
의	의	JKG	O
_	_	_	O
재산권	재산권	NNG	O
을	을	JKO	O
_	_	_	O
침해하	침해하	VV	O
였	였	EP	O
을	을	ETM	O
_	_	_	O
뿐	뿐	NNB	O
만	만	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
,	,	SP	O
_	_	_	O
기업	기업	NNG	O
경영	경영	NNG	O
의	의	JKG	O
_	_	_	O
자유	자유	NNG	O
를	를	JKO	O
_	_	_	O
침해한	침해하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
지시	지시	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
방치	방치	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
직무	직무	NNG	O
상	상	XSN	O
_	_	_	O
비밀	비밀	NNG	O
에	에	JKB	O
_	_	_	O
해당하	해당하	VV	O
는	는	ETM	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
문건	문건	NNG	O
이	이	JKS	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
에게	에게	JKB	O
_	_	_	O
