## 1
## 이미 1980년대부터 세계의 공학교육 선진국들은 공학교육인증제도를 실시해오고 있었으며, 이러한 인증제도를 통해 국제적으로 공히 인정할 수 있는 기준을 설정하고 이러한 기준에 부합한다면 국가의 장벽 없이 진학이나 취업이 가능할 수 있도록 ‘어코드’(Accord)라는 협의체를 설립하였다.
## 이미 <1980년대:DUR>부터 세계의 공학교육 선진국들은 공학교육인증제도를 실시해오고 있었으며, 이러한 인증제도를 통해 국제적으로 공히 인정할 수 있는 기준을 설정하고 이러한 기준에 부합한다면 국가의 장벽 없이 진학이나 취업이 가능할 수 있도록 ‘<어코드:POH>’(<Accord:POH>)라는 협의체를 설립하였다.
이미	이미	MAG	O
_	_	_	O
1980	1980	SN	B-DUR
년대	년대	NNB	I-DUR
부터	부터	JX	O
_	_	_	O
세계	세계	NNG	O
의	의	JKG	O
_	_	_	O
공학	공학	NNG	O
교육	교육	NNG	O
_	_	_	O
선진국	선진국	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
공학	공학	NNG	O
교육	교육	NNG	O
인증	인증	NNG	O
제도	제도	NNG	O
를	를	JKO	O
_	_	_	O
실시해	실시하+여	VV+EC	O
오	오	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
인증	인증	NNG	O
제도	제도	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
국제적	국제적	NNG	O
으로	으로	JKB	O
_	_	_	O
공히	공히	MAG	O
_	_	_	O
인정할	인정하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
기준	기준	NNG	O
을	을	JKO	O
_	_	_	O
설정하	설정하	VV	O
고	고	EC	O
_	_	_	O
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
기준	기준	NNG	O
에	에	JKB	O
_	_	_	O
부합한다면	부합하+ㄴ다면	VV+EC	O
_	_	_	O
국가	국가	NNG	O
의	의	JKG	O
_	_	_	O
장벽	장벽	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
진학	진학	NNG	O
이나	이나	JC	O
_	_	_	O
취업	취업	NNG	O
이	이	JKS	O
_	_	_	O
가능할	가능하+ㄹ	VA+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
‘	‘	SS	O
어코드	어코드	NNP	B-POH
’	’	SS	O
(	(	SS	O
Accord	Accord	SL	B-POH
)	)+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
협의	협의	NNG	O
체	체	XSN	O
를	를	JKO	O
_	_	_	O
설립하	설립하	VV	O
였	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 국내에도 삼성, LG, 현대 등 대기업이 개별 연구소를 운영하고 있다.
## 국내에도 <삼성:ORG>, <LG:ORG>, <현대:ORG> 등 대기업이 개별 연구소를 운영하고 있다.
국내	국내	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
삼성	삼성	NNP	B-ORG
,	,	SP	O
_	_	_	O
LG	LG	SL	B-ORG
,	,	SP	O
_	_	_	O
현대	현대	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
대기업	대기업	NNG	O
이	이	JKS	O
_	_	_	O
개별	개별	NNG	O
_	_	_	O
연구소	연구소	NNG	O
를	를	JKO	O
_	_	_	O
운영하	운영하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 4월17일(현지시간) 미 태평양사령부=“칼빈슨함은 서태평양을 통과하고 있다.
## <4월17일:DAT>(현지시간) <미 태평양사령부:ORG>=“<칼빈슨함:POH>은 <서태평양:LOC>을 통과하고 있다.
4	4	SN	B-DAT
월	월	NNB	I-DAT
17	17	SN	I-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
