## 1
## 그러면서 뱃머리에 해당하는 63스퀘어는 재물 기운이, 고물에 해당하는 국회의사당은 권력 기운이 있다고 해석하기도 한다.
## 그러면서 뱃머리에 해당하는 <63스퀘어:LOC>는 재물 기운이, 고물에 해당하는 <국회의사당:LOC>은 권력 기운이 있다고 해석하기도 한다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
뱃머리	뱃머리	NNG	O
에	에	JKB	O
_	_	_	O
해당하	해당하	VV	O
는	는	ETM	O
_	_	_	O
63	63	SN	B-LOC
스퀘어	스퀘어	NNG	I-LOC
는	는	JX	O
_	_	_	O
재물	재물	NNG	O
_	_	_	O
기운	기운	NNG	O
이	이	JKS	O
,	,	SP	O
_	_	_	O
고물	고물	NNG	O
에	에	JKB	O
_	_	_	O
해당하	해당하	VV	O
는	는	ETM	O
_	_	_	O
국회	국회	NNG	B-LOC
의사당	의사당	NNG	I-LOC
은	은	JX	O
_	_	_	O
권력	권력	NNG	O
_	_	_	O
기운	기운	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
해석하	해석하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 2
## 기타자와서점은 113년 동안 한 번도 문을 닫지 않았다.
## 기타자와서점은 <113년 동안:DUR> 한 번도 문을 닫지 않았다.
기타	기타	NNG	O
자	자	XSN	O
와서	와서	NNG	O
점	점	NNG	O
은	은	JX	O
_	_	_	O
113	113	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
동안	동안	NNG	I-DUR
_	_	_	O
한	한	MM	O
_	_	_	O
번	번	NNB	O
도	도	JX	O
_	_	_	O
문	문	NNG	O
을	을	JKO	O
_	_	_	O
닫	닫	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 프리드만은 89년 베를린장벽 붕괴직후를 탈냉전 허니문이라고 불렀다.
## <프리드만:PER>은 <89년:DAT> <베를린장벽:LOC> 붕괴직후를 탈냉전 허니문이라고 불렀다.
프리드만	프리드만	NNP	B-PER
은	은	JX	O
_	_	_	O
89	89	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
베를린	베를린	NNP	B-LOC
장벽	장벽	NNG	I-LOC
_	_	_	O
붕괴	붕괴	NNG	O
직후	직후	NNG	O
를	를	JKO	O
_	_	_	O
탈	탈	XPN	O
냉전	냉전	NNG	O
_	_	_	O
허니문	허니문	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
불	부르	VV	O
렀	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## "앞으로 뉴트리아 사육이 허용될 가능성은."환경부에서는 현재 뉴트리아 사육을 허용하지 않겠다는 입장이다.
## "앞으로 뉴트리아 사육이 허용될 가능성은."<환경부:ORG>에서는 현재 뉴트리아 사육을 허용하지 않겠다는 입장이다.
"	"	SS	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
뉴트리아	뉴트리아	NNG	O
_	_	_	O
사육	사육	NNG	O
이	이	JKS	O
_	_	_	O
허용될	허용되+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
은	은	JX	O
.	.	SF	O
"	"	SS	O
환경부	환경부	NNG	B-ORG
