## 1
## 이어 "기억나는 게 엄기준이 술 먹고 지각을 한 적이 있었다.
## 이어 "기억나는 게 <엄기준:PER>이 술 먹고 지각을 한 적이 있었다.
이어	이어	MAG	O
_	_	_	O
"	"	SS	O
기억나	기억나	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
엄기준	엄기준	NNP	B-PER
이	이	JKS	O
_	_	_	O
술	술	NNG	O
_	_	_	O
먹	먹	VV	O
고	고	EC	O
_	_	_	O
지각	지각	NNG	O
을	을	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 결혼식 사회는 양상국, 축가는 쌍둥이 개그맨 이상호 이상민이 맡고, 유명 비보이 공연도 특별 이벤트로 진행됐다.
## 결혼식 사회는 <양상국:PER>, 축가는 쌍둥이 개그맨 <이상호:PER> <이상민:PER>이 맡고, 유명 비보이 공연도 특별 이벤트로 진행됐다.
결혼식	결혼식	NNG	O
_	_	_	O
사회	사회	NNG	O
는	는	JX	O
_	_	_	O
양상국	양상국	NNP	B-PER
,	,	SP	O
_	_	_	O
축가	축가	VV	O
는	는	ETM	O
_	_	_	O
쌍둥이	쌍둥이	NNG	O
_	_	_	O
개그맨	개그맨	NNG	O
_	_	_	O
이상호	이상호	NNP	B-PER
_	_	_	O
이상민	이상민	NNP	B-PER
이	이	JKS	O
_	_	_	O
맡	맡	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
유명	유명	NNG	O
_	_	_	O
비보이	비보이	NNG	O
_	_	_	O
공연	공연	NNG	O
도	도	JX	O
_	_	_	O
특별	특별	NNG	O
_	_	_	O
이벤트	이벤트	NNG	O
로	로	JKB	O
_	_	_	O
진행	진행되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 바이오더마 마케팅 담당자는 “뜨거운 햇볕과 바캉스 후유증으로 피부가 거칠어지고 생기를 잃었다면 고보습 수분·영양 케어로 피부 기초 체력을 회복하는 것이 중요하다”면서 “아토덤 크림은 얼굴뿐 아니라 바디까지 꼼꼼하게 케어할 수 있는 수분 특효 아이템이다.
## <바이오더마:ORG> 마케팅 담당자는 “뜨거운 햇볕과 바캉스 후유증으로 피부가 거칠어지고 생기를 잃었다면 고보습 수분·영양 케어로 피부 기초 체력을 회복하는 것이 중요하다”면서 “아토덤 크림은 얼굴뿐 아니라 바디까지 꼼꼼하게 케어할 수 있는 수분 특효 아이템이다.
바	바	NNB	B-ORG
이	이	VCP	I-ORG
오	오	EC	I-ORG
더마	더마	EC	I-ORG
_	_	_	O
마케팅	마케팅	NNG	O
_	_	_	O
담당자	담당자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
뜨거	뜨겁	VA	O
운	ㄴ	ETM	O
_	_	_	O
햇볕	햇볕	NNG	O
과	과	JC	O
_	_	_	O
바캉스	바캉스	NNG	O
_	_	_	O
후유증	후유증	NNG	O
으로	으로	JKB	O
_	_	_	O
피부	피부	NNG	O
가	가	JKS	O
_	_	_	O
거칠어지	거칠어지	VV	O
고	고	EC	O
_	_	_	O
생기	생기	NNG	O
를	를	JKO	O
_	_	_	O
잃	잃	VV	O
었	었	EP	O
다면	다면	EC	O
_	_	_	O
고	고	NNP	O
보습	보습	NNG	O
_	_	_	O
수분	수분	NNG	O
·	·	SP	O
영양	영양	NNG	O
_	_	_	O
케어	케어	NNG	O
로	로	JKB	O
_	_	_	O
피부	피부	NNG	O
_	_	_	O
기초	기초	NNG	O
_	_	_	O
체력	체력	NNG	O
을	을	JKO	O
_	_	_	O
회복하	회복하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
중요하	중요하	VA	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
아토	아토	NNP	O
덤	덤	NNG	O
_	_	_	O
크림	크림	NNG	O
은	은	JX	O
_	_	_	O
얼굴	얼굴	NNG	O
뿐	뿐	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
바디	바디	NNG	O
까지	까지	JX	O
_	_	_	O
꼼꼼하	꼼꼼하	VA	O
게	게	EC	O
_	_	_	O
케어	케어	NNG	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
수분	수분	NNG	O
_	_	_	O
특효	특효	NNG	O
_	_	_	O
아이템	아이템	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 에디 세즈윅의 경우 앤디 워홀의 뮤즈로 잘 알려져 있다.
## <에디 세즈윅:PER>의 경우 <앤디 워홀:PER>의 뮤즈로 잘 알려져 있다.
에디	에디	NNP	B-PER
_	_	_	I-PER
세	세	NNB	I-PER
즈윅	즈윅	NNP	I-PER
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
앤디	앤디	NNP	B-PER
_	_	_	I-PER
워홀	워홀	NNP	I-PER
의	의	JKG	O
_	_	_	O
뮤즈	뮤즈	NNP	O
로	로	JKB	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
알려져	알려지+어	VV+EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 이를 두고 팬들 사이에서는, 두 사람이 이 때부터 호감이 있었던 것이 아니냐는 추측을 낳고 있다.
## 이를 두고 팬들 사이에서는, <두 사람:NOH>이 이 때부터 호감이 있었던 것이 아니냐는 추측을 낳고 있다.
이	이	NP	O
를	를	JKO	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
_	_	_	O
사이	사이	NNG	O
에서	에서	JKB	O
는	는	JX	O
,	,	SP	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
이	이	JKS	O
_	_	_	O
이	이	MM	O
_	_	_	O
때	때	NNG	O
부터	부터	JX	O
_	_	_	O
호감	호감	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
냐는	냐는	ETM	O
_	_	_	O
추측	추측	NNG	O
을	을	JKO	O
_	_	_	O
낳	낳	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 한편 카이와 크리스탈의 열애설이 불거지자, SM엔터테이먼트는 1일 “두 사람이 친구로 지내다
## 한편 <카이:PER>와 <크리스탈:PER>의 열애설이 불거지자, <SM엔터테이먼트:ORG>는 <1일:DAT> “<두 사람:NOH>이 친구로 지내다
한편	한편	MAG	O
_	_	_	O
카이	카이	NNG	B-PER
와	와	JC	O
_	_	_	O
크리스탈	크리스탈	NNG	B-PER
의	의	JKG	O
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
이	이	JKS	O
_	_	_	O
불거지	불거지	VV	O
자	자	EC	O
,	,	SP	O
_	_	_	O
SM	SM	SL	B-ORG
엔터테이먼트	엔터테이먼트	NNG	I-ORG
는	는	JX	O
_	_	_	O
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
이	이	JKS	O
_	_	_	O
친구	친구	NNG	O
로	로	JKB	O
_	_	_	O
지내	지내	VV	O
다	다	EF	O

## 7
## 10일 안양FC와 ‘현대오일뱅크 K리그 챌린지 2015’ 14라운드 원정 경기에서 5-1 대승을 거뒀다.
## <10일:DAT> <안양FC:ORG>와 ‘<현대오일뱅크 K리그 챌린지 2015:POH>’ <14라운드:NOH> 원정 경기에서 <5-1:NOH> 대승을 거뒀다.
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
안양	안양	NNP	B-ORG
FC	FC	SL	I-ORG
와	와	JC	O
_	_	_	O
‘	‘	SS	O
현대오일뱅크	현대오일뱅크	NNP	B-POH
_	_	_	I-POH
K	K	SL	I-POH
리그	리그	NNG	I-POH
_	_	_	I-POH
챌린지	챌린지	NNG	I-POH
_	_	_	I-POH
2015	2015	SN	I-POH
’	’	SS	O
_	_	_	O
14	14	SN	B-NOH
라운드	라운드	NNG	I-NOH
_	_	_	O
원정	원정	NNG	O
_	_	_	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
5	5	SN	B-NOH
-	-	SO	I-NOH
1	1	SN	I-NOH
_	_	_	O
대승	대승	NNG	O
을	을	JKO	O
_	_	_	O
거	거두	VV	O
뒀	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이 가운데 중국인 유학생이 2973명으로 가장 많다.
## 이 가운데 중국인 유학생이 <2973명:NOH>으로 가장 많다.
이	이	MM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
중국인	중국인	NNG	O
_	_	_	O
유학생	유학생	NNG	O
이	이	JKS	O
_	_	_	O
2973	2973	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
다	다	EF	O
.	.	SF	O

## 9
## ‘YG 합류 유병재’YG측이 유병재가 새로이 합류했음을 알렸다.
## ‘<YG:ORG> 합류 <유병재:PER>’<YG:ORG>측이 <유병재:PER>가 새로이 합류했음을 알렸다.
‘	‘	SS	O
YG	YG	SL	B-ORG
_	_	_	O
합류	합류	NNG	O
_	_	_	O
유병재	유병재	NNP	B-PER
’	’	SS	O
YG	YG	SL	B-ORG
측	측	NNB	O
이	이	JKS	O
_	_	_	O
유병재	유병재	NNP	B-PER
가	가	JKS	O
_	_	_	O
새로이	새로이	MAG	O
_	_	_	O
합류	합류하	VV	O
했	였	EP	O
음	음	ETN	O
을	을	JKO	O
_	_	_	O
알	알리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 9회는 15일 오후 10시 방송되며 오후 11시10분에는 ‘경찰청사람들2015’가 편성돼 있어, 10회는 연속 방송되지 않고 다음주에 전파를 탈 것으로 보인다.
## <9회:NOH>는 <15일:DAT> <오후 10시:TIM> 방송되며 <오후 11시10분:TIM>에는 ‘<경찰청사람들2015:POH>’가 편성돼 있어, <10회:NOH>는 연속 방송되지 않고 다음주에 전파를 탈 것으로 보인다.
9	9	SN	B-NOH
회	회	NNB	I-NOH
는	는	JX	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
방송되	방송되	VV	O
며	며	EC	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
11	11	SN	I-TIM
시	시	NNB	I-TIM
10	10	SN	I-TIM
분	분	NNB	I-TIM
에	에	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
경찰청	경찰청	NNG	B-POH
사람	사람	NNG	I-POH
들	들	XSN	I-POH
2015	2015	SN	I-POH
’	’	SS	O
가	가	JKS	O
_	_	_	O
편성돼	편성되+어	VV+EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
,	,	SP	O
_	_	_	O
10	10	SN	B-NOH
회	회	NNB	I-NOH
는	는	JX	O
_	_	_	O
연속	연속	NNG	O
_	_	_	O
방송되	방송되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
다음	다음	NNG	O
주	주	NNG	O
에	에	JKB	O
_	_	_	O
전파	전파	NNG	O
를	를	JKO	O
_	_	_	O
탈	타+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 한편 ‘그녀는 예뻤다’는 수-목 오후 10시에 방송한다.
## 한편 ‘<그녀는 예뻤다:POH>’는 <수:DAT>-<목:DAT> <오후 10시:TIM>에 방송한다.
한편	한편	MAG	O
_	_	_	O
‘	‘	SS	O
그녀	그녀	NP	B-POH
는	는	JX	I-POH
_	_	_	I-POH
예	예쁘	VA	I-POH
뻤	었	EP	I-POH
다	다	EF	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
수	수	NNG	B-DAT
-	-	SO	O
목	목	NNG	B-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
에	에	JKB	O
_	_	_	O
방송한다	방송하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 지난해 29억9000여만원보다 37.8% 증가한 것이다.
## 지난해 <29억9000여만원:MNY>보다 <37.8%:PNT> 증가한 것이다.
지난해	지난해	NNG	O
_	_	_	O
29	29	SN	B-MNY
억	억	NR	I-MNY
9000	9000	SN	I-MNY
여	여	XSN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
보다	보다	JKB	O
_	_	_	O
37.8	37.8	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
증가한	증가하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## ‘유전성 대사질환 진단검사’와 ‘전정 유발 근전위 검사’ 등 18개 항목에 건강보험 혜택을 새로 적용하는 등 4대 중증질환(암, 심장, 뇌혈관, 희귀 질환)의 보장성을 높이기 위한 내용도 포함됐다.
## ‘유전성 대사질환 진단검사’와 ‘전정 유발 근전위 검사’ 등 <18개:NOH> 항목에 건강보험 혜택을 새로 적용하는 등 <4대:NOH> 중증질환(암, 심장, 뇌혈관, 희귀 질환)의 보장성을 높이기 위한 내용도 포함됐다.
‘	‘	SS	O
유전성	유전성	NNG	O
_	_	_	O
대사	대사	NNG	O
질환	질환	NNG	O
_	_	_	O
진단	진단	NNG	O
검사	검사	NNG	O
’	’	SS	O
와	와	JC	O
_	_	_	O
‘	‘	SS	O
전정	전정	NNG	O
_	_	_	O
유발	유발	NNG	O
_	_	_	O
근전	근전	NNG	O
위	위	NNB	O
_	_	_	O
검사	검사	NNG	O
’	’	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
18	18	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
항목	항목	NNG	O
에	에	JKB	O
_	_	_	O
건강	건강	NNG	O
보험	보험	NNG	O
_	_	_	O
혜택	혜택	NNG	O
을	을	JKO	O
_	_	_	O
새로	새로	MAG	O
_	_	_	O
적용하	적용하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
중증	중증	NNG	O
질환	질환	NNG	O
(	(	SS	O
암	암	IC	O
,	,	SP	O
_	_	_	O
심장	심장	NNG	O
,	,	SP	O
_	_	_	O
뇌혈관	뇌혈관	NNG	O
,	,	SP	O
_	_	_	O
희귀	희귀	NNG	O
_	_	_	O
질환	질환	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
보장	보장	NNG	O
성	성	XSN	O
을	을	JKO	O
_	_	_	O
높이	높이	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
내용	내용	NNG	O
도	도	JX	O
_	_	_	O
포함	포함되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

