## 1
## 외화주식 결제금액이 2014년 79억2000만 달러에서 지난해 141억 달러로 늘어난 데서 엿볼 수 있다.
## 외화주식 결제금액이 <2014년:DAT> <79억2000만 달러:MNY>에서 지난해 <141억 달러:MNY>로 늘어난 데서 엿볼 수 있다.
외화	외화	NNG	O
주식	주식	NNG	O
_	_	_	O
결제	결제	NNG	O
금액	금액	NNG	O
이	이	JKS	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
79	79	SN	B-MNY
억	억	NR	I-MNY
2000	2000	SN	I-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
에서	에서	JKB	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
141	141	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
로	로	JKB	O
_	_	_	O
늘어난	늘어나+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
서	서	JKB	O
_	_	_	O
엿볼	엿보+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 2
## 3종의 미사일은 모두 미국 본토를 타격할 수 있는 ICBM이다.
## <3종:NOH>의 미사일은 모두 <미국 본토:LOC>를 타격할 수 있는 ICBM이다.
3	3	SN	B-NOH
종	종	NNG	I-NOH
의	의	JKG	O
_	_	_	O
미사일	미사일	NNG	O
은	은	JX	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	I-LOC
본토	본토	NNG	I-LOC
를	를	JKO	O
_	_	_	O
타격할	타격하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
ICBM	ICBM	SL	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 박종원 북티크 대표(33)는 “처음 심야 서점을 기획했을 때 사람이 얼마나 올지 걱정했는데 20명 가까이 모여 놀랐다”며 “동네 서점 지도를 통해 더 다양한 사람이 왔으면 좋겠다”고 했다.
## <박종원:PER> <북티크:LOC> 대표(<33:NOH>)는 “처음 심야 서점을 기획했을 때 사람이 얼마나 올지 걱정했는데 <20명:NOH> 가까이 모여 놀랐다”며 “동네 서점 지도를 통해 더 다양한 사람이 왔으면 좋겠다”고 했다.
박종원	박종원	NNP	B-PER
_	_	_	O
북	북	NNP	B-LOC
티크	티크	NNG	I-LOC
_	_	_	O
대표	대표	NNG	O
(	(	SS	O
33	33	SN	B-NOH
)	)	SS	O
는	는	JX	O
_	_	_	O
“	“	SS	O
처음	처음	NNG	O
_	_	_	O
심야	심야	NNG	O
_	_	_	O
서점	서점	NNG	O
을	을	JKO	O
_	_	_	O
기획	기획하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
얼마나	얼마나	MAG	O
_	_	_	O
올지	오+ㄹ지	VV+EC	O
_	_	_	O
걱정	걱정하	VV	O
했	었	EP	O
는데	는데	EC	O
_	_	_	O
20	20	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
모	모이	VV	O
여	어	EC	O
_	_	_	O
놀랐	놀라+았	VV+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
동네	동네	NNG	O
_	_	_	O
서점	서점	NNG	O
_	_	_	O
지도	지도	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
더	더	MAG	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
왔	+았	+EP	O
으면	으면	EC	O
_	_	_	O
좋	좋	VA	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 그랬더니 객실료가 평균 20달러 뛰었다”고 설명했다.
## 그랬더니 객실료가 평균 <20달러:MNY> 뛰었다”고 설명했다.
그	그러	VV	O
랬	었	EP	O
더니	더니	EC	O
_	_	_	O
객실	객실	NNG	O
료	료	XSN	O
가	가	JKS	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
20	20	SN	B-MNY
달러	달러	NNB	I-MNY
_	_	_	O
뛰	뛰	VV	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 포켓몬고 한국 서비스 소식에 주가가 민감하게 반응하고 있다.
## <포켓몬고:POH> <한국:LOC> 서비스 소식에 주가가 민감하게 반응하고 있다.
포켓몬	포켓몬	NNG	B-POH
고	고	JKQ	I-POH
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
소식	소식	NNG	O
에	에	JKB	O
_	_	_	O
주가	주가	NNG	O
가	가	JKS	O
_	_	_	O
민감하	민감하	VA	O
게	게	EC	O
_	_	_	O
반응하	반응하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 이 총리는 김 대표와 호흡을 맞춘 여당 원내대표 출신답게 과거 정홍원 전 총리 시절보다 정무적 행동반경을 훨씬 넓히고 있다는 평가가 나온다.
## <이:PER> 총리는 <김:PER> 대표와 호흡을 맞춘 여당 원내대표 출신답게 과거 <정홍원:PER> 전 총리 시절보다 정무적 행동반경을 훨씬 넓히고 있다는 평가가 나온다.
이	이	NNP	B-PER
_	_	_	O
총리	총리	NNG	O
는	는	JX	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
와	와	JKB	O
_	_	_	O
호흡	호흡	NNG	O
을	을	JKO	O
_	_	_	O
맞춘	맞추+ㄴ	VV+ETM	O
_	_	_	O
여당	여당	NNG	O
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
_	_	_	O
출신	출신	NNG	O
답	답	XSA	O
게	게	EC	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
정홍원	정홍원	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
총리	총리	NNG	O
_	_	_	O
시절	시절	NNG	O
보다	보다	JKB	O
_	_	_	O
정무	정무	NNG	O
적	적	XSN	O
_	_	_	O
행동반경	행동반경	NNG	O
을	을	JKO	O
_	_	_	O
훨씬	훨씬	MAG	O
_	_	_	O
넓히	넓히	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
평가	평가	NNG	O
가	가	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 천정명은 처음에는 최강희의 이마에 부드럽게, 두 번째는 입술에 조심스레, 세 번째는 얼굴을 감싸고 저돌적인 모습으로 '3단 키스'를 선보여 시청자들의 마음을 흔들고 있다.
## <천정명:PER>은 처음에는 <최강희:PER>의 이마에 부드럽게, <두 번째:NOH>는 입술에 조심스레, <세 번째:NOH>는 얼굴을 감싸고 저돌적인 모습으로 '<3단 키스:NOH>'를 선보여 시청자들의 마음을 흔들고 있다.
천정명	천정명	NNP	B-PER
은	은	JX	O
_	_	_	O
처음	처음	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
최강희	최강희	NNP	B-PER
의	의	JKG	O
_	_	_	O
이마	이마	NNG	O
에	에	JKB	O
_	_	_	O
부드럽	부드럽	VA	O
게	게	EC	O
,	,	SP	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
번째	번째	NNB	I-NOH
는	는	JX	O
_	_	_	O
입술	입술	NNG	O
에	에	JKB	O
_	_	_	O
조심스레	조심스레	MAG	O
,	,	SP	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
번째	번째	NNB	I-NOH
는	는	JX	O
_	_	_	O
얼굴	얼굴	NNG	O
을	을	JKO	O
_	_	_	O
감싸	감싸	VV	O
고	고	EC	O
_	_	_	O
저돌적	저돌적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
모습	모습	NNG	O
으로	으로	JKB	O
_	_	_	O
'	'	SS	O
3	3	SN	B-NOH
단	단	NNG	I-NOH
_	_	_	I-NOH
키스	키스	NNG	I-NOH
'	'	SS	O
를	를	JKO	O
_	_	_	O
선보	선보이	VV	O
여	어	EC	O
_	_	_	O
시청자	시청자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
마음	마음	NNG	O
을	을	JKO	O
_	_	_	O
흔들	흔들	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 소위 ‘탈LG 효과’는 홈런이 가장 나오기 힘든 잠실구장을 홈으로 쓰는 거포 유망주들이 규모가 작은 곳으로 옮기면서 극대화되는 사례가 많다.
## 소위 ‘탈<LG:ORG> 효과’는 홈런이 가장 나오기 힘든 <잠실구장:LOC>을 홈으로 쓰는 거포 유망주들이 규모가 작은 곳으로 옮기면서 극대화되는 사례가 많다.
소위	소위	MAG	O
_	_	_	O
‘	‘	SS	O
탈	탈	XPN	O
LG	LG	SL	B-ORG
_	_	_	O
효과	효과	NNG	O
’	’	SS	O
는	는	JX	O
_	_	_	O
홈런	홈런	NNG	O
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
나오	나오	VV	O
기	기	ETN	O
_	_	_	O
힘든	힘들+ㄴ	VA+ETM	O
_	_	_	O
잠실구장	잠실구장	NNP	B-LOC
을	을	JKO	O
_	_	_	O
홈	홈	NNG	O
으로	으로	JKB	O
_	_	_	O
쓰	쓰	VV	O
는	는	ETM	O
_	_	_	O
거포	거포	NNG	O
_	_	_	O
유망주	유망주	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
규모	규모	NNG	O
가	가	JKS	O
_	_	_	O
작	작	VA	O
은	은	ETM	O
_	_	_	O
곳	곳	NNG	O
으로	으로	JKB	O
_	_	_	O
옮기	옮기	VV	O
면서	면서	EC	O
_	_	_	O
극대화	극대화	NNG	O
되	되	XSV	O
는	는	ETM	O
_	_	_	O
사례	사례	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 원목으로 인테리어를 하고 원피스 만화책과 캐릭터 피규어 등으로 곳곳을 장식해 팬들이 자유롭게 사진을 찍을 수 있도록 했다.
## 원목으로 인테리어를 하고 <원피스:POH> 만화책과 캐릭터 피규어 등으로 곳곳을 장식해 팬들이 자유롭게 사진을 찍을 수 있도록 했다.
원목	원목	NNG	O
으로	으로	JKB	O
_	_	_	O
인테리어	인테리어	NNG	O
를	를	JKO	O
_	_	_	O
하	하	XSV	O
고	고	EC	O
_	_	_	O
원피스	원피스	NNG	B-POH
_	_	_	O
만화책	만화책	NNG	O
과	과	JC	O
_	_	_	O
캐릭터	캐릭터	NNG	O
_	_	_	O
피규어	피규어	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
곳곳	곳곳	NNG	O
을	을	JKO	O
_	_	_	O
장식해	장식하+여	VV+EC	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
자유롭	자유롭	VA	O
게	게	EC	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
찍	찍	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 김소정 입학한 ICU, 2009년 KAIST와 합병…KAIST 문지캠퍼스로 거듭나
## <김소정:PER> 입학한 <ICU:ORG>, <2009년:DAT> <KAIST:ORG>와 합병…<KAIST 문지캠퍼스:LOC>로 거듭나
김소정	김소정	NNP	B-PER
_	_	_	O
입학한	입학하+ㄴ	VV+ETM	O
_	_	_	O
ICU	ICU	SL	B-ORG
