## 1
## 또한 경찰은 송학식품 측이 회사 사무실에 남아 있는 증거를 없애려 한 정황이 포착됐으며, 송학식품측이 이번 사건이 붉어지고 퇴사하려는 직원들에게 경찰 진술을 번복하라고 지시했다고 밝혔다.
## 또한 경찰은 <송학식품:ORG> 측이 회사 사무실에 남아 있는 증거를 없애려 한 정황이 포착됐으며, <송학식품:ORG>측이 이번 사건이 붉어지고 퇴사하려는 직원들에게 경찰 진술을 번복하라고 지시했다고 밝혔다.
또한	또한	MAG	O
_	_	_	O
경찰	경찰	NNG	O
은	은	JX	O
_	_	_	O
송학	송학	NNP	B-ORG
식품	식품	NNG	I-ORG
_	_	_	O
측	측	NNB	O
이	이	JKS	O
_	_	_	O
회사	회사	NNG	O
_	_	_	O
사무실	사무실	NNG	O
에	에	JKB	O
_	_	_	O
남	남	VV	O
아	아	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
증거	증거	NNG	O
를	를	JKO	O
_	_	_	O
없애	없애	VV	O
려	려	EC	O
_	_	_	O
한	한	NNP	O
_	_	_	O
정황	정황	NNG	O
이	이	JKS	O
_	_	_	O
포착	포착되	VV	O
됐	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
송학	송학	NNP	B-ORG
식품	식품	NNG	I-ORG
측	측	NNB	O
이	이	JKS	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
사건	사건	NNG	O
이	이	JKS	O
_	_	_	O
붉어지	붉어지	VV	O
고	고	EC	O
_	_	_	O
퇴사하	퇴사하	VV	O
려는	려는	ETM	O
_	_	_	O
직원	직원	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
경찰	경찰	NNG	O
_	_	_	O
진술	진술	NNG	O
을	을	JKO	O
_	_	_	O
번복하	번복하	VV	O
라고	라고	EC	O
_	_	_	O
지시	지시하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 한편 송학식품은 3년 연속 떡 부문 시장점유율 1위로 연간 매출 규모는 500억 원대인 것으로 알려졌다.
## 한편 <송학식품:ORG>은 <3년:DUR> 연속 떡 부문 시장점유율 <1위:NOH>로 연간 매출 규모는 <500억 원:MNY>대인 것으로 알려졌다.
한편	한편	MAG	O
_	_	_	O
송학	송학	NNP	B-ORG
식품	식품	NNG	I-ORG
은	은	JX	O
_	_	_	O
3	3	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
연속	연속	NNG	O
_	_	_	O
떡	떡	NNG	O
_	_	_	O
부문	부문	NNG	O
_	_	_	O
시장	시장	NNG	O
점유율	점유율	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
연간	연간	NNG	O
_	_	_	O
매출	매출	NNG	O
_	_	_	O
규모	규모	NNG	O
는	는	JX	O
_	_	_	O
500	500	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원대인	원대인	NNP	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 러시아 출신 팝스타 나디아 볼리아노바의 란제리 차림이 포착됐다.
## <러시아:ORG> 출신 팝스타 <나디아 볼리아노바:PER>의 란제리 차림이 포착됐다.
러시아	러시아	NNP	B-ORG
_	_	_	O
출신	출신	NNG	O
_	_	_	O
팝	팝	NNG	O
스타	스타	NNG	O
_	_	_	O
나디아	나디아	NNP	B-PER
_	_	_	I-PER
볼	볼	NNG	I-PER
리	리	NNG	I-PER
아	아	XSN	I-PER
노바	노바	NNG	I-PER
의	의	JKG	O
_	_	_	O
란제리	란제리	NNG	O
_	_	_	O
차림	차림	NNG	O
이	이	JKS	O
_	_	_	O
포착	포착되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 평소 트위터를 통해 소통을 잘 하기로 유명한 이 시장은 황의조의 요청에도 어김없이 응답했다.
## 평소 <트위터:ORG>를 통해 소통을 잘 하기로 유명한 <이:PER> 시장은 황의조의 요청에도 어김없이 응답했다.
평소	평소	NNG	O
_	_	_	O
트위터	트위터	NNP	B-ORG
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
소통	소통	NNG	O
을	을	JKO	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
하	하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
유명한	유명하+ㄴ	VA+ETM	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
시장	시장	NNG	O
은	은	JX	O
_	_	_	O
황의조	황의조	NNP	O
의	의	JKG	O
_	_	_	O
요청	요청	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
