## 1
## 2013년 중국에서 발생한 신종 AI는 A형 H7N9이었다.
## <2013년:DAT> <중국:ORG>에서 발생한 신종 AI는 <A형 H7N9:POH>이었다.
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
중국	중국	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
발생한	발생하+ㄴ	VV+ETM	O
_	_	_	O
신종	신종	NNG	O
_	_	_	O
AI	AI	SL	O
는	는	JX	O
_	_	_	O
A	A	SL	B-POH
형	형	XSN	I-POH
_	_	_	I-POH
H	H	SL	I-POH
7	7	SN	I-POH
N	N	SL	I-POH
9	9	SN	I-POH
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 강 대표는 이날 “55년 역사를 자랑하는 에스콰이아가 법정관리까지 가는 시련을 겪었지만 형지에 인수된 지 1년 만에 영업적자 폭이 크게 줄었다”며 “장 샤를 드 까스텔바쟉 론칭을 발판으로 올해는 흑자 전환 및 매출 1200억 원을 달성하겠다”라고 말했다.
## <강:PER> 대표는 이날 “<55년:NOH> 역사를 자랑하는 <에스콰이아:ORG>가 법정관리까지 가는 시련을 겪었지만 형지에 인수된 지 <1년:NOH> 만에 영업적자 폭이 크게 줄었다”며 “<장 샤를 드 까스텔바쟉:ORG> 론칭을 발판으로 올해는 흑자 전환 및 매출 <1200억 원:MNY>을 달성하겠다”라고 말했다.
강	강	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
“	“	SS	O
55	55	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
역사	역사	NNG	O
를	를	JKO	O
_	_	_	O
자랑하	자랑하	VV	O
는	는	ETM	O
_	_	_	O
에스콰이아	에스콰이아	NNP	B-ORG
가	가	JKS	O
_	_	_	O
법정	법정	NNG	O
관리	관리	NNG	O
까지	까지	JX	O
_	_	_	O
가	가	VV	O
는	는	ETM	O
_	_	_	O
시련	시련	NNG	O
을	을	JKO	O
_	_	_	O
겪	겪	VV	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
형지	형지	NNG	O
에	에	JKB	O
_	_	_	O
인수된	인수되+ㄴ	VV+ETM	O
_	_	_	O
지	지	NNB	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
영업	영업	NNG	O
적자	적자	NNG	O
_	_	_	O
폭	폭	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
줄	줄	VV	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
장	장	NNP	B-ORG
_	_	_	I-ORG
샤를	샤를	NNP	I-ORG
_	_	_	I-ORG
드	드	NNP	I-ORG
_	_	_	I-ORG
까스	까스	NNG	I-ORG
텔	텔	NNG	I-ORG
바	바	NNB	I-ORG
쟉	쟉	NNB	I-ORG
_	_	_	O
론칭	론칭	NNG	O
을	을	JKO	O
_	_	_	O
발판	발판	NNG	O
으로	으로	JKB	O
_	_	_	O
올해	올해	NNG	O
는	는	JX	O
_	_	_	O
흑자	흑자	NNG	O
_	_	_	O
전환	전환	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
매출	매출	NNG	O
_	_	_	O
1200	1200	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
달성하	달성하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 장 총장이 학생들에게 강조하는 건 도전과 창조다.
## <장:PER> 총장이 학생들에게 강조하는 건 도전과 창조다.
