## 1
## 가디언, 르몽드, CNN 등 유수의 언론부터 더버지, 씨넷 등 IT전문지까지 모든 외신이 알파고가 1승을 거둔 것을 전면에 내세웠다.
## <가디언:POH>, <르몽드:POH>, <CNN:POH> 등 유수의 언론부터 <더버지:POH>, <씨넷:POH> 등 IT전문지까지 모든 외신이 <알파고:POH>가 <1승:NOH>을 거둔 것을 전면에 내세웠다.
가디언	가디언	NNP	B-POH
,	,	SP	O
_	_	_	O
르몽드	르몽드	NNP	B-POH
,	,	SP	O
_	_	_	O
CNN	CNN	SL	B-POH
_	_	_	O
등	등	NNB	O
_	_	_	O
유수	유수	NNG	O
의	의	JKG	O
_	_	_	O
언론	언론	NNG	O
부터	부터	JX	O
_	_	_	O
더버	더버	NNP	B-POH
지	지	XSN	I-POH
,	,	SP	O
_	_	_	O
씨넷	씨넷	NNP	B-POH
_	_	_	O
등	등	NNB	O
_	_	_	O
IT	IT	SL	O
전문지	전문지	NNG	O
까지	까지	JX	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
외신	외신	NNG	O
이	이	JKS	O
_	_	_	O
알	알	NNP	B-POH
파고	파고	NNG	I-POH
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
승	승	NNB	I-NOH
을	을	JKO	O
_	_	_	O
거둔	거두+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
전면	전면	NNG	O
에	에	JKB	O
_	_	_	O
내세	내세우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## ‘협녀, 칼의 기억’은 촬영 때부터 전도연과 이병헌의 카리스마 넘치는 액션 연기로 화제를 모았다.
## ‘<협녀, 칼의 기억:POH>’은 촬영 때부터 <전도연:PER>과 <이병헌:PER>의 카리스마 넘치는 액션 연기로 화제를 모았다.
‘	‘	SS	O
협녀	협녀	NNG	B-POH
,	,	SP	I-POH
_	_	_	I-POH
칼	칼	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
기억	기억	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
촬영	촬영	NNG	O
_	_	_	O
때	때	NNG	O
부터	부터	JX	O
_	_	_	O
전도연	전도연	NNP	B-PER
과	과	JC	O
_	_	_	O
이병헌	이병헌	NNP	B-PER
의	의	JKG	O
_	_	_	O
카리스마	카리스마	NNG	O
_	_	_	O
넘치	넘치	VV	O
는	는	ETM	O
_	_	_	O
액션	액션	NNG	O
_	_	_	O
연기	연기	NNG	O
로	로	JKB	O
_	_	_	O
화제	화제	NNG	O
를	를	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 3
## “영등포교도소 철거공사 계약을 따게 해주겠다”고 속여 약 1억을 가로챈 혐의로 1심에서 징역형을 선고받은 홍준표 경남도지사의 처남이 항소심에서도 혐의를 인정하지 않았다.
## “<영등포교도소:LOC> 철거공사 계약을 따게 해주겠다”고 속여 약 <1억:MNY>을 가로챈 혐의로 <1심:NOH>에서 징역형을 선고받은 <홍준표:PER> 경남도지사의 처남이 항소심에서도 혐의를 인정하지 않았다.
“	“	SS	O
영등포교도소	영등포교도소	NNP	B-LOC
_	_	_	O
철거	철거	NNG	O
공사	공사	NNG	O
_	_	_	O
계약	계약	NNG	O
을	을	JKO	O
_	_	_	O
따	따	VV	O
게	게	EC	O
_	_	_	O
해	하+여	VX+EC	O
주	주	VX	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
속	속이	VV	O
여	어	EC	O
_	_	_	O
약	약	MM	O
_	_	_	O
1	1	SN	B-MNY
억	억	NR	I-MNY
을	을	JKO	O
_	_	_	O
가로챈	가로채+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
1	1	SN	B-NOH
심	심	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
징역형	징역형	NNG	O
을	을	JKO	O
_	_	_	O
선고	선고	NNG	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
홍준표	홍준표	NNP	B-PER
_	_	_	O
경남	경남	NNP	O
도지사	도지사	NNG	O
의	의	JKG	O
_	_	_	O
처남	처남	NNG	O
이	이	JKS	O
_	_	_	O
항소심	항소심	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
혐의	혐의	NNG	O
를	를	JKO	O
_	_	_	O
인정하	인정하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 올랑드 대통령 “프랑스는 IS와의 전쟁 中”…미·러 ‘테러리즘과의 전쟁’ 동참 촉구프랑수아 올랑드 프랑스 대통령이 수니파 극단주의 무장조직 IS(이슬람국가)와의 전쟁을 선포하고 테러를 뿌리뽑는데 힘을 모아야 한다고 촉구했다.
## <올랑드:PER> 대통령 “<프랑스:ORG>는 <IS:ORG>와의 전쟁 中”…<미·러:ORG> ‘테러리즘과의 전쟁’ 동참 촉구프랑수아 <올랑드:PER> <프랑스:ORG> 대통령이 <수니파:ORG> 극단주의 무장조직 <IS:ORG>(이슬람국가)와의 전쟁을 선포하고 테러를 뿌리뽑는데 힘을 모아야 한다고 촉구했다.
올랑드	올랑드	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
“	“	SS	O
프랑스	프랑스	NNP	B-ORG
는	는	JX	O
_	_	_	O
IS	IS	SL	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
전쟁	전쟁	NNG	O
_	_	_	O
中	中	SH	O
”	”	SS	O
…	…	SE	O
미	미	NNP	B-ORG
·	·	SP	I-ORG
러	러	NNP	I-ORG
_	_	_	O
‘	‘	SS	O
테러리즘	테러리즘	NNG	O
과	과	JKB	O
의	의	JKG	O
_	_	_	O
전쟁	전쟁	NNG	O
’	’	SS	O
_	_	_	O
동참	동참	NNG	O
_	_	_	O
촉구	촉구	NNG	O
프랑수아	프랑수아	NNP	O
_	_	_	O
올랑드	올랑드	NNP	B-PER
_	_	_	O
프랑스	프랑스	NNP	B-ORG
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
수니파	수니파	NNG	B-ORG
_	_	_	O
극단주의	극단주의	NNG	O
_	_	_	O
무장	무장	NNG	O
조직	조직	NNG	O
_	_	_	O
IS	IS	SL	B-ORG
(	(	SS	O
이슬람	이슬람	NNG	O
국가	국가	NNG	O
)	)	SS	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
전쟁	전쟁	NNG	O
을	을	JKO	O
_	_	_	O
선포하	선포하	VV	O
고	고	EC	O
_	_	_	O
테러	테러	NNG	O
를	를	JKO	O
_	_	_	O
뿌리	뿌리	NNG	O
뽑	뽑	VV	O
는데	는데	EC	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
모	모으	VV	O
아야	아야	EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
촉구	촉구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 올랑드 대통령은 16일(이하 현지시간) 베르사유궁에서 2012년 취임 후 처음으로 상·하원 합동 연설을 가졌다.
## <올랑드:PER> 대통령은 <16일:DAT>(이하 현지시간) <베르사유궁:LOC>에서 <2012년:DAT> 취임 후 처음으로 상·하원 합동 연설을 가졌다.
올랑드	올랑드	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
베르사유	베르사유	NNP	B-LOC
궁	궁	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
취임	취임	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
상	상	NNG	O
·	·	SP	O
하원	하원	NNG	O
_	_	_	O
합동	합동	NNG	O
_	_	_	O
연설	연설	NNG	O
을	을	JKO	O
_	_	_	O
가	가지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 마리너는 오랫동안 카라얀의 차지였던 ‘최다 레코딩’ 기록도 갈아치웠다.
## <마리너:PER>는 오랫동안 <카라얀:PER>의 차지였던 ‘최다 레코딩’ 기록도 갈아치웠다.
마리너	마리너	NNP	B-PER
는	는	JX	O
_	_	_	O
오랫동안	오랫동안	NNG	O
_	_	_	O
카라얀	카라얀	NNP	B-PER
의	의	JKG	O
_	_	_	O
차지	차지+이	NNG+VCP	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
‘	‘	SS	O
최다	최다	NNG	O
_	_	_	O
레코딩	레코딩	NNG	O
’	’	SS	O
_	_	_	O
기록	기록	NNG	O
도	도	JX	O
_	_	_	O
갈	갈	VV	O
아	아	EC	O
치	치우	VX	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 정은우 결별 박한별, 과거 학창시절 인기 어느 정도? ‘얼짱 인증’ 와우!
## <정은우:PER> 결별 <박한별:PER>, 과거 학창시절 인기 어느 정도? ‘얼짱 인증’ 와우!
정은우	정은우	NNP	B-PER
_	_	_	O
결별	결별	NNG	O
_	_	_	O
박한별	박한별	NNP	B-PER
,	,	SP	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
학창	학창	NNG	O
시절	시절	NNG	O
_	_	_	O
인기	인기	NNG	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
정도	정도	NNG	O
?	?	SF	O
_	_	_	O
‘	‘	SS	O
얼짱	얼짱	NNG	O
_	_	_	O
인증	인증	NNG	O
’	’	SS	O
_	_	_	O
와우	와우	IC	O
!	!	SF	O

## 8
## 유승옥 틴탑 뮤비속 농밀한 애정씬…가슴 35, 엉덩이 36.5, 허리는?
## <유승옥:PER> <틴탑:ORG> 뮤비속 농밀한 애정씬…가슴 <35:NOH>, 엉덩이 <36.5:NOH>, 허리는?
유승옥	유승옥	NNP	B-PER
_	_	_	O
틴탑	틴탑	NNP	B-ORG
_	_	_	O
뮤	뮤	NNG	O
비속	비속	NNG	O
_	_	_	O
농밀한	농밀하+ㄴ	VA+ETM	O
_	_	_	O
애정	애정	NNG	O
씬	씬	NNP	O
…	…	SE	O
가슴	가슴	NNG	O
_	_	_	O
35	35	SN	B-NOH
,	,	SP	O
_	_	_	O
엉덩이	엉덩이	NNG	O
_	_	_	O
36.5	36.5	SN	B-NOH
,	,	SP	O
_	_	_	O
허리	허리	NNG	O
는	는	JX	O
?	?	SF	O

## 9
## 2년 전에는 팝아티스트 찰스 장과 함께 ‘골프 와인’으로 알려진 와인 ‘1865’ 한정판을 출시했다.
## <2년:NOH> 전에는 팝아티스트 <찰스 장:PER>과 함께 ‘골프 와인’으로 알려진 와인 ‘<1865:POH>’ 한정판을 출시했다.
2	2	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
팝	팝	NNG	O
아티스트	아티스트	NNG	O
_	_	_	O
찰스	찰스	NNP	B-PER
_	_	_	I-PER
장	장	NNB	I-PER
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
‘	‘	SS	O
골프	골프	NNG	O
_	_	_	O
와인	와인	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
알려진	알려지+ㄴ	VV+ETM	O
_	_	_	O
와인	와인	NNG	O
_	_	_	O
‘	‘	SS	O
1865	1865	SN	B-POH
’	’	SS	O
_	_	_	O
한정판	한정판	NNG	O
을	을	JKO	O
_	_	_	O
출시	출시하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 中, 환율방어 약발 안먹혀… ‘위안화쇼크’ 또 오나
## <中:ORG>, 환율방어 약발 안먹혀… ‘위안화쇼크’ 또 오나
中	中	SH	B-ORG
,	,	SP	O
_	_	_	O
환율	환율	NNG	O
방어	방어	NNG	O
_	_	_	O
약발	약발	NNG	O
_	_	_	O
안	안	MAG	O
먹혀	먹히+어	VV+EC	O
…	…	SE	O
_	_	_	O
‘	‘	SS	O
위안	위안	NNB	O
화	화	XSN	O
쇼크	쇼크	NNG	O
’	’	SS	O
_	_	_	O
또	또	MAG	O
_	_	_	O
오	오	VV	O
나	나	EC	O

## 11
## 이 감독은 당시를 떠올리며 “연이은 패배 속에서 많은 걸 배웠다”고 말했다.
## <이:PER> 감독은 당시를 떠올리며 “연이은 패배 속에서 많은 걸 배웠다”고 말했다.
이	이	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
당시	당시	NNG	O
를	를	JKO	O
_	_	_	O
떠올리	떠올리	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
연이	연잇	VV	O
은	은	ETM	O
_	_	_	O
패배	패배	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
배	배우	VV	O
웠	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 스웨덴의 출산율은 1.88이다.
## <스웨덴:ORG>의 출산율은 <1.88:NOH>이다.
스웨덴	스웨덴	NNP	B-ORG
의	의	JKG	O
_	_	_	O
출산율	출산율	NNG	O
은	은	JX	O
_	_	_	O
1.88	1.88	SN	B-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 이번 조사는 전국 17개 시도의 초등학교 4학년부터 고등학교 2학년까지 5958명을 대상으로 한 결과다.
## 이번 조사는 전국 <17개:NOH> 시도의 초등학교 <4학년:NOH>부터 고등학교 <2학년:NOH>까지 <5958명:NOH>을 대상으로 한 결과다.
이번	이번	NNG	O
_	_	_	O
조사	조사	NNG	O
는	는	JX	O
_	_	_	O
전국	전국	NNG	O
_	_	_	O
17	17	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
시도	시도	NNG	O
의	의	JKG	O
_	_	_	O
초등학교	초등학교	NNG	O
_	_	_	O
4	4	SN	B-NOH
학년	학년	NNG	I-NOH
부터	부터	JX	O
_	_	_	O
고등학교	고등학교	NNG	O
_	_	_	O
2	2	SN	B-NOH
학년	학년	NNG	I-NOH
까지	까지	JX	O
_	_	_	O
5958	5958	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 김 청장은 부상당한 경찰 지원 대책에 대해 “우선 예방이 중요하다”면서 “안전하게 근무할 수 있도록 장비를 더 완벽하게 구비하고 부상 경관들이 치료를 안정적으로 받을 수 있도록 국가가 전폭적으로 도와줘야 한다”고 말했다.
## <김:PER> 청장은 부상당한 경찰 지원 대책에 대해 “우선 예방이 중요하다”면서 “안전하게 근무할 수 있도록 장비를 더 완벽하게 구비하고 부상 경관들이 치료를 안정적으로 받을 수 있도록 국가가 전폭적으로 도와줘야 한다”고 말했다.
김	김	NNP	B-PER
_	_	_	O
청장	청장	NNG	O
은	은	JX	O
_	_	_	O
부상	부상	NNG	O
당한	당하+ㄴ	XSV+ETM	O
_	_	_	O
경찰	경찰	NNG	O
_	_	_	O
지원	지원	NNG	O
_	_	_	O
대책	대책	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
우선	우선	MAG	O
_	_	_	O
예방	예방	NNG	O
이	이	JKS	O
_	_	_	O
중요하	중요하	VA	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
안전하	안전하	VA	O
게	게	EC	O
_	_	_	O
근무할	근무하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
장비	장비	NNG	O
를	를	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
완벽하	완벽하	VA	O
게	게	EC	O
_	_	_	O
구비하	구비하	VV	O
고	고	EC	O
_	_	_	O
부상	부상	NNG	O
_	_	_	O
경관	경관	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
치료	치료	NNG	O
를	를	JKO	O
_	_	_	O
안정적	안정적	NNG	O
으로	으로	JKB	O
_	_	_	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
국가	국가	NNG	O
가	가	JKS	O
_	_	_	O
전폭적	전폭적	NNG	O
으로	으로	JKB	O
_	_	_	O
도와줘야	도와주+어야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

