## 1
## 앞서 최근 미국 몬태나에서는 12세 딸을 성폭행한 남성에게 법원이 60일 징역형을 선고해 논란이 일어난 바 있다.
## 앞서 최근 <미국:LOC> <몬태나:LOC>에서는 <12세:NOH> 딸을 성폭행한 남성에게 법원이 <60일:DAT> 징역형을 선고해 논란이 일어난 바 있다.
앞서	앞서+어	VV+EC	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
몬태나	몬태나	NNP	B-LOC
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
12	12	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
딸	딸	NNG	O
을	을	JKO	O
_	_	_	O
성폭행한	성폭행하+ㄴ	VV+ETM	O
_	_	_	O
남성	남성	NNG	O
에게	에게	JKB	O
_	_	_	O
법원	법원	NNG	O
이	이	JKS	O
_	_	_	O
60	60	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
징역형	징역형	NNG	O
을	을	JKO	O
_	_	_	O
선고해	선고하+여	VV+EC	O
_	_	_	O
논란	논란	NNG	O
이	이	JKS	O
_	_	_	O
일어난	일어나+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 2
## 그린 CEO는 “브랜드가 소비자를 얼마나 잘 이해하는지 보여준 사례”라고 말했다.
## <그린:PER> CEO는 “브랜드가 소비자를 얼마나 잘 이해하는지 보여준 사례”라고 말했다.
그린	그린	NNG	B-PER
_	_	_	O
CEO	CEO	SL	O
는	는	JX	O
_	_	_	O
“	“	SS	O
브랜드	브랜드	NNG	O
가	가	JKS	O
_	_	_	O
소비자	소비자	NNG	O
를	를	JKO	O
_	_	_	O
얼마나	얼마나	MAG	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
이해하	이해하	VV	O
는지	는지	EC	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
사례	사례	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 아기의 옹알이, 아무도 발음할 수 없는 히브리어의 철자 알레프에 관한 전설, 호흡을 지시하는 묵음인 ‘H’의 부침, 혀가 없이 조그만 돌기만으로 말하는 소녀, 11세기 시리아 시인 알 마아리의 편지 ‘용서의 편지’ 등 흔하지 않은 이야기를 다뤘다.
## 아기의 옹알이, 아무도 발음할 수 없는 히브리어의 철자 <알레프:POH>에 관한 전설, 호흡을 지시하는 묵음인 ‘H’의 부침, 혀가 없이 조그만 돌기만으로 말하는 소녀, <11세기:DAT> <시리아:ORG> 시인 <알 마아리:PER>의 편지 ‘<용서의 편지:POH>’ 등 흔하지 않은 이야기를 다뤘다.
아기	아기	NNG	O
의	의	JKG	O
_	_	_	O
옹알이	옹알이	NNG	O
,	,	SP	O
_	_	_	O
아무	아무	NP	O
도	도	JX	O
_	_	_	O
발음할	발음하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
히브리어	히브리어	NNP	O
의	의	JKG	O
_	_	_	O
철자	철자	NNG	O
_	_	_	O
알레프	알레프	NNG	B-POH
에	에	JKB	O
_	_	_	O
관한	관하+ㄴ	VV+ETM	O
_	_	_	O
전설	전설	NNG	O
,	,	SP	O
_	_	_	O
호흡	호흡	NNG	O
을	을	JKO	O
_	_	_	O
지시하	지시하	VV	O
는	는	ETM	O
_	_	_	O
묵음	묵음	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
H	H	SL	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
부침	부치+ㅁ	VV+ETN	O
,	,	SP	O
_	_	_	O
혀	혀	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
이	이	EC	O
_	_	_	O
조그만	조그맣+ㄴ	VA+ETM	O
_	_	_	O
돌기	돌기	NNG	O
만	만	JX	O
으로	으로	JKB	O
_	_	_	O
말하	말하	VV	O
는	는	ETM	O
_	_	_	O
소녀	소녀	NNG	O
,	,	SP	O
_	_	_	O
11	11	SN	B-DAT
세기	세기	NNG	I-DAT
_	_	_	O
시리아	시리아	NNP	B-ORG
_	_	_	O
시인	시인	NNG	O
_	_	_	O
알	알	NNP	B-PER
_	_	_	I-PER
마아리	마아리	NNP	I-PER
의	의	JKG	O
_	_	_	O
편지	편지	NNG	O
_	_	_	O
‘	‘	SS	O
용서	용서	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
편지	편지	NNG	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
흔하	흔하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
다	다루	VV	O
뤘	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 하필 고려시대 양식의 법당을 짓는 이유가 궁금했다.
## 하필 <고려시대:DUR> 양식의 법당을 짓는 이유가 궁금했다.
하필	하필	MAG	O
_	_	_	O
고려	고려	NNP	B-DUR
시대	시대	NNG	I-DUR
_	_	_	O
양식	양식	NNG	O
의	의	JKG	O
_	_	_	O
법당	법당	NNG	O
