## 1
## 지난 8월, 한 광고 대행사로부터 제이트러스트라는 일본계 금융회사의 기업 광고 모델 섭외를 받고 제안에 응했습니다.
## 지난 <8월:DAT>, 한 광고 대행사로부터 <제이트러스트:ORG>라는 <일본:ORG>계 금융회사의 기업 광고 모델 섭외를 받고 제안에 응했습니다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
,	,	SP	O
_	_	_	O
한	한	MM	O
_	_	_	O
광고	광고	NNG	O
_	_	_	O
대행	대행	NNG	O
사	사	XSN	O
로부터	로부터	JKB	O
_	_	_	O
제	제	XPN	B-ORG
이	이	NR	I-ORG
트러스트	트러스트+이	NNG+VCP	I-ORG
라는	라는	ETM	O
_	_	_	O
일본	일본	NNP	B-ORG
계	계	XSN	O
_	_	_	O
금융회사	금융회사	NNG	O
의	의	JKG	O
_	_	_	O
기업	기업	NNG	O
_	_	_	O
광고	광고	NNG	O
_	_	_	O
모델	모델	NNG	O
_	_	_	O
섭외	섭외	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
제안	제안	NNG	O
에	에	JKB	O
_	_	_	O
응	응하	VV	O
했	였	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 2
## 진행을 맡은 박정수 이화여대 행정학과 교수는 “공공기관도 ‘축적의 시간’이 필요하다”며 중장기 전략평가 방안을 화두로 제시했다.
## 진행을 맡은 <박정수:PER> <이화여대 행정학과:ORG> 교수는 “공공기관도 ‘축적의 시간’이 필요하다”며 중장기 전략평가 방안을 화두로 제시했다.
진행	진행	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
은	은	ETM	O
_	_	_	O
박정수	박정수	NNP	B-PER
_	_	_	O
이화여대	이화여대	NNP	B-ORG
_	_	_	I-ORG
행정학	행정학	NNG	I-ORG
과	과	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
공공	공공	NNG	O
기관	기관	NNG	O
도	도	JX	O
_	_	_	O
‘	‘	SS	O
축적	축적	NNG	O
의	의	JKG	O
_	_	_	O
시간	시간	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
필요하	필요하	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
중	중	NNG	O
장기	장기	NNG	O
_	_	_	O
전략	전략	NNG	O
평가	평가	NNG	O
_	_	_	O
방안	방안	NNG	O
을	을	JKO	O
_	_	_	O
화두	화두	NNG	O
