## 1
## 또 27일 한 인터넷 커뮤니티에는 ‘편의점 개진상범 정의구현’이라는 제목의 글이 올라와 해당사건을 소개하기도 했다.
## 또 <27일:DAT> 한 인터넷 커뮤니티에는 ‘편의점 개진상범 정의구현’이라는 제목의 글이 올라와 해당사건을 소개하기도 했다.
또	또	MAG	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
한	한	MM	O
_	_	_	O
인터넷	인터넷	NNG	O
_	_	_	O
커뮤니티	커뮤니티	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
편의점	편의점	NNG	O
_	_	_	O
개진	개진	NNG	O
상	상	XSN	O
범	범	XPN	O
_	_	_	O
정의	정의	NNG	O
구현	구현	NNG	O
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
제목	제목	NNG	O
의	의	JKG	O
_	_	_	O
글	글	NNG	O
이	이	JKS	O
_	_	_	O
올라	올라오	VV	O
와	아	EC	O
_	_	_	O
해당	해당	NNG	O
사건	사건	NNG	O
을	을	JKO	O
_	_	_	O
소개하	소개하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 2
## 동학농민혁명기념재단은 동학농민혁명 기록물을 유네스코 세계기록유산으로 등재하기 위해 2일 오전 서울 용산역 회의실에서 추진위원회를 구성하고 이만열 전 국사편찬위원장을 세계기록유산등재추진위 위원장으로 선출했다.
## <동학농민혁명기념재단:ORG>은 <동학농민혁명:POH> 기록물을 <유네스코:ORG> 세계기록유산으로 등재하기 위해 <2일:DAT> 오전 <서울:LOC> <용산역:LOC> 회의실에서 <추진위원회:ORG>를 구성하고 <이만열:PER> 전 국사편찬위원장을 <세계기록유산등재추진위:ORG> 위원장으로 선출했다.
동학	동학	NNG	B-ORG
농민	농민	NNG	I-ORG
혁명	혁명	NNG	I-ORG
기념	기념	NNG	I-ORG
재단	재단	NNG	I-ORG
은	은	JX	O
_	_	_	O
동학	동학	NNG	B-POH
농민	농민	NNG	I-POH
혁명	혁명	NNG	I-POH
_	_	_	O
기록물	기록물	NNG	O
을	을	JKO	O
_	_	_	O
유네스코	유네스코	NNG	B-ORG
_	_	_	O
세계기록	세계기록	NNG	O
유산	유산	NNG	O
으로	으로	JKB	O
_	_	_	O
등재하	등재하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
용산	용산	NNP	B-LOC
역	역	NNG	I-LOC
_	_	_	O
회의실	회의실	NNG	O
에서	에서	JKB	O
_	_	_	O
추진	추진	NNG	B-ORG
위원회	위원회	NNG	I-ORG
를	를	JKO	O
_	_	_	O
구성하	구성하	VV	O
고	고	EC	O
_	_	_	O
이만열	이만열	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
국사	국사	NNG	O
편찬	편찬	NNG	O
위원장	위원장	NNG	O
을	을	JKO	O
_	_	_	O
세계	세계	NNG	B-ORG
기록	기록	NNG	I-ORG
유산	유산	NNG	I-ORG
등재	등재	NNG	I-ORG
추진	추진	NNG	I-ORG
위	위	NNB	I-ORG
_	_	_	O
위원장	위원장	NNG	O
으로	으로	JKB	O
_	_	_	O
선출	선출하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 어린이대공원 사육사서울 어린이대공원의 사육사가 사자에게 물려 숨지는 사고가 발생했다.
## 어린이대공원 사육사<서울 어린이대공원:ORG>의 사육사가 사자에게 물려 숨지는 사고가 발생했다.
어린이	어린이	NNG	O
대공원	대공원	NNG	O
_	_	_	O
사육	사육	NNG	O
사	사	XSN	O
서울	서울	NNP	B-ORG
_	_	_	I-ORG
어린이	어린이	NNG	I-ORG
대공원	대공원	NNG	I-ORG
