## 1
## ‘#95mph(시속 약 153km).’ 지난해 어깨 수술을 받고 재활 훈련 중인 LA 다저스의 류현진(29)이 지난해 12월 자신의 인스타그램에 롱토스 훈련을 하는 사진과 함께 올린 해시태그다.
## ‘#<95mph:NOH>(시속 약 <153km:NOH>).’ 지난해 어깨 수술을 받고 재활 훈련 중인 <LA 다저스:ORG>의 <류현진:PER>(<29:NOH>)이 지난해 <12월:DAT> 자신의 <인스타그램:POH>에 롱토스 훈련을 하는 사진과 함께 올린 해시태그다.
‘	‘	SS	O
#	#	SW	O
95	95	SN	B-NOH
mph	mph	SL	I-NOH
(	(	SS	O
시속	시속	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
153	153	SN	B-NOH
km	km	SL	I-NOH
)	)	SS	O
.	.	SF	O
’	’	SS	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
어깨	어깨	NNG	O
_	_	_	O
수술	수술	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
재활	재활	NNG	O
_	_	_	O
훈련	훈련	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
LA	LA	SL	B-ORG
_	_	_	I-ORG
다저스	다저스	NNP	I-ORG
의	의	JKG	O
_	_	_	O
류현진	류현진	NNP	B-PER
(	(	SS	O
29	29	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
인스타그램	인스타그램	NNG	B-POH
에	에	JKB	O
_	_	_	O
롱	롱	NNG	O
토스	토스	NNG	O
_	_	_	O
훈련	훈련	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
사진	사진	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
올린	올리+ㄴ	VV+ETM	O
_	_	_	O
해시태그	해시태그	NNG	O
다	다	NNG	O
.	.	SF	O

## 2
## 신인선수는 체력 그리고 체격김 팀장은 “요즘 신인들은 체력적인 면에서 시즌을 못 버틴다”고 말했다.
## 신인선수는 체력 그리고 체격<김:PER> 팀장은 “요즘 신인들은 체력적인 면에서 시즌을 못 버틴다”고 말했다.
신인	신인	NNG	O
선수	선수	NNG	O
는	는	JX	O
_	_	_	O
체력	체력	NNG	O
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
체격	체격	NNG	O
김	김	NNP	B-PER
_	_	_	O
팀장	팀장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
요즘	요즘	NNG	O
_	_	_	O
신인	신인	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
체력	체력	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
면	면	NNG	O
에서	에서	JKB	O
_	_	_	O
시즌	시즌	NNG	O
을	을	JKO	O
_	_	_	O
못	못	MAG	O
_	_	_	O
버틴다	버티+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 올해부터 성인 무대에 도전할 계획인 정윤성은 “2년 안에 세계 랭킹 100위 이내 진입이 목표다.
## 올해부터 성인 무대에 도전할 계획인 <정윤성:PER>은 “<2년:DUR> 안에 세계 랭킹 <100위:NOH> 이내 진입이 목표다.
올해	올해	NNG	O
부터	부터	JX	O
_	_	_	O
성인	성인	NNG	O
_	_	_	O
무대	무대	NNG	O
에	에	JKB	O
_	_	_	O
도전할	도전하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
정윤성	정윤성	NNG	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
2	2	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
안	안	NNG	O
에	에	JKB	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
랭킹	랭킹	NNG	O
_	_	_	O
100	100	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
이내	이내	NNG	O
_	_	_	O
진입	진입	NNG	O
이	이	JKS	O
_	_	_	O
목표	목표+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 중국 최대 부자인 마윈(馬雲) 알리바바 회장이 하룻밤 사이에 14억 달러(1조5321억)의 재산을 날렸다.
## <중국:ORG> 최대 부자인 <마윈:PER>(<馬雲:PER>) <알리바바:PER> 회장이 <하룻밤:DUR> 사이에 <14억 달러:MNY>(<1조5321억:MNY>)의 재산을 날렸다.
중국	중국	NNP	B-ORG
_	_	_	O
최대	최대	NNG	O
_	_	_	O
부자	부자	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
마윈	마윈	NNP	B-PER
(	(	SS	O
馬雲	馬雲	SH	B-PER
)	)	SS	O
_	_	_	O
알리바바	알리바바	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
이	이	JKS	O
_	_	_	O
하룻밤	하룻밤	NNG	B-DUR
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
14	14	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
5321	5321	SN	I-MNY
억	억	NR	I-MNY
)	)	SS	O
의	의	JKG	O
_	_	_	O
재산	재산	NNG	O
을	을	JKO	O
_	_	_	O
날	날리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 42%는 소파를 1년에 2번 이하로 청소한다고 답했다.
