## 1
## ‘UFC서울’ 유승옥, 기억에 남는 악플? “너무 야해서 말하기 곤란” 끝내 눈물
## ‘<UFC:ORG><서울:ORG>’ <유승옥:PER>, 기억에 남는 악플? “너무 야해서 말하기 곤란” 끝내 눈물
‘	‘	SS	O
UFC	UFC	SL	B-ORG
서울	서울	NNP	B-ORG
’	’	SS	O
_	_	_	O
유승옥	유승옥	NNP	B-PER
,	,	SP	O
_	_	_	O
기억	기억	NNG	O
에	에	JKB	O
_	_	_	O
남	남	VV	O
는	는	ETM	O
_	_	_	O
악	악	NNG	O
플	플	NNG	O
?	?	SF	O
_	_	_	O
“	“	SS	O
너무	너무	MAG	O
_	_	_	O
야해서	야하+여서	VA+EC	O
_	_	_	O
말하	말하	VV	O
기	기	ETN	O
_	_	_	O
곤란	곤란	NNG	O
”	”	SS	O
_	_	_	O
끝내	끝내	MAG	O
_	_	_	O
눈물	눈물	NNG	O

## 2
## 우 감독은 “이번 사태가 발생하기 전까지는 '내부자들2'를 같은 배우들을 데리고 다시 한 번 해 볼까
## <우:PER> 감독은 “이번 사태가 발생하기 전까지는 '<내부자들2:POH>'를 같은 배우들을 데리고 다시 <한 번:NOH> 해 볼까
우	우	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
사태	사태	NNG	O
가	가	JKS	O
_	_	_	O
발생하	발생하	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
까지	까지	JX	O
는	는	JX	O
_	_	_	O
'	'	SS	O
내부	내부	NNG	B-POH
자	자	XSN	I-POH
들	들	XSN	I-POH
2	2	SN	I-POH
'	'	SS	O
를	를	JKO	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
배우	배우	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
데리	데리	VV	O
고	고	EC	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
해	하+여	VV+EC	O
_	_	_	O
볼까	보+ㄹ까	VX+EF	O

## 3
## 그때는 이 회장 눈에 차는 중국 기업가가 아직 등장하지 않았던 모양이다.
