## 1
## 2011년 일본 진출 이후 6년 만에 20승 고지에 올랐다.
## <2011년:DAT> <일본:ORG> 진출 이후 <6년 만:NOH>에 <20승:NOH> 고지에 올랐다.
2011	2011	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
진출	진출	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
6	6	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
20	20	SN	B-NOH
승	승	NNB	I-NOH
_	_	_	O
고지	고지	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 최종 라운드의 부담감을 이겨내지 못한 헨더슨 대신 리디아 고와 마지막까지 우승을 다툰 선수는 베테랑 모건 프레슬(37·미국)이었다.
## 최종 라운드의 부담감을 이겨내지 못한 <헨더슨:PER> 대신 <리디아 고:PER>와 마지막까지 우승을 다툰 선수는 베테랑 <모건 프레슬:PER>(<37:NOH>·<미국:ORG>)이었다.
최종	최종	NNG	O
_	_	_	O
라운드	라운드	NNG	O
의	의	JKG	O
_	_	_	O
부담감	부담감	NNG	O
을	을	JKO	O
_	_	_	O
이겨	이기+어	VV+EC	O
내	내	VX	O
지	지	EC	O
_	_	_	O
못한	못하+ㄴ	VX+ETM	O
_	_	_	O
헨더슨	헨더슨	NNP	B-PER
_	_	_	O
대신	대신	NNG	O
_	_	_	O
리디아	리디아	NNP	B-PER
_	_	_	I-PER
고	곱	VA	I-PER
와	아	EC	O
_	_	_	O
마지막	마지막	NNG	O
까지	까지	JX	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
다툰	다투+ㄴ	VV+ETM	O
_	_	_	O
선수	선수	NNG	O
는	는	JX	O
_	_	_	O
베테랑	베테랑	NNG	O
_	_	_	O
모건	모건	NNP	B-PER
_	_	_	I-PER
프레	프레	NNP	I-PER
슬	슬	NNG	I-PER
(	(	SS	O
37	37	SN	B-NOH
·	·	SP	O
미국	미국	NNP	B-ORG
)	)	SS	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 월스트리트저널(WSJ)은 “빈곤과 부패의 악순환 속에 젊은이들의 분노가 높아졌고 급진 이슬람 사상이 퍼져가고 있다”고 진단했다.
## <월스트리트저널:ORG>(<WSJ:ORG>)은 “빈곤과 부패의 악순환 속에 젊은이들의 분노가 높아졌고 급진 <이슬람:ORG> 사상이 퍼져가고 있다”고 진단했다.
월스트리트저널	월스트리트저널	NNP	B-ORG
(	(	SS	O
WSJ	WSJ	SL	B-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
“	“	SS	O
빈곤	빈곤	NNG	O
과	과	JC	O
_	_	_	O
부패	부패	NNG	O
의	의	JKG	O
_	_	_	O
악순환	악순환	NNG	O
_	_	_	O
속	속	NNG	O
에	에	JKB	O
_	_	_	O
젊은이	젊은이	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
분노	분노	NNG	O
가	가	JKS	O
_	_	_	O
높아	높아지	VV	O
졌	었	EP	O
고	고	EC	O
_	_	_	O
급진	급진	NNG	O
_	_	_	O
이슬람	이슬람	NNG	B-ORG
_	_	_	O
사상	사상	NNG	O
이	이	JKS	O
_	_	_	O
퍼져	퍼지+어	VV+EC	O
가	가	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
진단	진단하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 미국이 다른 나라들 간의 외교 협상에서 막후 역할을 했다고 인정한 것은 이례적이다.
