## 1
## 1946년부터 매년 열리는 이 축제를 국내 기업이 후원한 것은 이번이 처음이다.
## <1946년:DAT>부터 매년 열리는 이 축제를 국내 기업이 후원한 것은 이번이 처음이다.
1946	1946	SN	B-DAT
년	년	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
매년	매년	MAG	O
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
축제	축제	NNG	O
를	를	JKO	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
기업	기업	NNG	O
이	이	JKS	O
_	_	_	O
후원한	후원하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
이	이	JKS	O
_	_	_	O
처음	처음	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 최근 10년간 국내 상장사의 외국인 지분 평균은 27% 수준. 삼성전자처럼 투자 가치가 상대적으로 높은 10대 그룹 계열 상장사는 평균 35% 선을 오르내린다.
## 최근 <10년간:DUR> 국내 상장사의 외국인 지분 평균은 <27%:PNT> 수준. <삼성전자:ORG>처럼 투자 가치가 상대적으로 높은 <10대:NOH> 그룹 계열 상장사는 평균 <35%:PNT> 선을 오르내린다.
최근	최근	NNG	O
_	_	_	O
10	10	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
국내	국내	NNG	O
_	_	_	O
상장	상장	NNG	O
사	사	XSN	O
의	의	JKG	O
_	_	_	O
외국인	외국인	NNG	O
_	_	_	O
지분	지분	NNG	O
_	_	_	O
평균	평균	NNG	O
은	은	JX	O
_	_	_	O
27	27	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
수준	수준	NNG	O
.	.	SF	O
_	_	_	O
삼성전자	삼성전자	NNP	B-ORG
처럼	처럼	JKB	O
_	_	_	O
투자	투자	NNG	O
_	_	_	O
가치	가치	NNG	O
가	가	JKS	O
_	_	_	O
상대적	상대적	NNG	O
으로	으로	JKB	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
10	10	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
계열	계열	NNG	O
_	_	_	O
상장	상장	NNG	O
사	사	XSN	O
는	는	JX	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
35	35	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
선	선	NNG	O
을	을	JKO	O
_	_	_	O
