## 1
## 올해 주요 관리 대상사업 281조7천억원 가운데 5월 누계 집행액은 135조3천억원으로 연간 계획 대비 48%가 집행된 것으로 파악됐다.
## 올해 주요 관리 대상사업 <281조7천억원:MNY> 가운데 <5월:DAT> 누계 집행액은 <135조3천억원:MNY>으로 연간 계획 대비 <48%:PNT>가 집행된 것으로 파악됐다.
올해	올해	NNG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
관리	관리	NNG	O
_	_	_	O
대상	대상	NNG	O
사업	사업	NNG	O
_	_	_	O
281	281	SN	B-MNY
조	조	NNG	I-MNY
7	7	SN	I-MNY
천	천	NR	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
누계	누계	NNG	O
_	_	_	O
집행	집행	NNG	O
액	액	XSN	O
은	은	JX	O
_	_	_	O
135	135	SN	B-MNY
조	조	NNG	I-MNY
3	3	SN	I-MNY
천	천	NR	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
연간	연간	NNG	O
_	_	_	O
계획	계획	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
48	48	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
집행된	집행되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
파악	파악되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 하지만 제작사 측은 강동원과 유아인의 출연 확정은 사실이 아니라고 밝혔다.
## 하지만 제작사 측은 <강동원:PER>과 <유아인:PER>의 출연 확정은 사실이 아니라고 밝혔다.
하지만	하지만	MAJ	O
_	_	_	O
제작사	제작사	NNG	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
강동원	강동원	NNP	B-PER
과	과	JC	O
_	_	_	O
유아	유아	NNG	B-PER
인	인	XSN	I-PER
의	의	JKG	O
_	_	_	O
출연	출연	NNG	O
_	_	_	O
확정	확정	NNG	O
은	은	JX	O
_	_	_	O
사실	사실	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
라고	라고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 클라우드 스토리지 서비스를 제공하는 메이크스페이스㈜(대표 정유진)의 ‘오호(Oho)’가 최근 ‘와이크라우드펀딩’을 통해 총 4억5000만원의 투자를 유치했다고 15일 밝혔다.
## <클라우드 스토리지 서비스:POH>를 제공하는 <메이크스페이스㈜:ORG>(대표 <정유진:PER>)의 ‘<오호:POH>(<Oho:POH>)’가 최근 ‘<와이크라우드펀딩:POH>’을 통해 총 <4억5000만원:MNY>의 투자를 유치했다고 <15일:DAT> 밝혔다.
클라우드	클라우드	NNG	B-POH
_	_	_	I-POH
스토리지	스토리지	NNG	I-POH
_	_	_	I-POH
서비스	서비스	NNG	I-POH
를	를	JKO	O
_	_	_	O
제공하	제공하	VV	O
는	는	ETM	O
_	_	_	O
메이크	메이크	NNG	B-ORG
스페이스	스페이스	NNG	I-ORG
㈜	㈜	SW	I-ORG
(	(	SS	O
대표	대표	NNG	O
_	_	_	O
정유진	정유진	NNP	B-PER
)	)	SS	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
오호	오호	IC	B-POH
(	(	SS	O
Oho	Oho	SL	B-POH
)	)	SS	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
‘	‘	SS	O
와이	와이	NNG	B-POH
크라우드	크라우드	NNG	I-POH
펀딩	펀딩	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
총	총	MM	O
_	_	_	O
4	4	SN	B-MNY
억	억	NR	I-MNY
5000	5000	SN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
투자	투자	NNG	O
를	를	JKO	O
_	_	_	O
유치	유치하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 이어 열린 경기에서는 경기고가 장충고를 5-4로 꺾고 성남고와 결승 진출을 다투게 됐다.
## 이어 열린 경기에서는 <경기고:ORG>가 <장충고:ORG>를 <5-4:NOH>로 꺾고 <성남고:ORG>와 결승 진출을 다투게 됐다.
이어	이어	MAG	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
경기	경기	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
경기고	경기고	NNP	B-ORG
가	가	JKS	O
_	_	_	O
장충고	장충고	NNP	B-ORG
를	를	JKO	O
_	_	_	O
5	5	SN	B-NOH
-	-	SO	I-NOH
4	4	SN	I-NOH
로	로	JKB	O
_	_	_	O
꺾	꺾	VV	O
고	고	EC	O
_	_	_	O
성남고	성남고	NNP	B-ORG
와	와	JC	O
_	_	_	O
결승	결승	NNG	O
_	_	_	O
진출	진출	NNG	O
을	을	JKO	O
_	_	_	O
다투	다투	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 둘을 잘 아는 관계자는 "김우빈이 포르쉐를 이용해 신민아의 집을 찾아갔고 차는 집에 두고 몸만 빠져 나왔다"며 "이후 스케줄은 세컨드 카인 벤츠를 이용해 움직였다.
## 둘을 잘 아는 관계자는 "<김우빈:PER>이 <포르쉐:POH>를 이용해 <신민아:PER>의 집을 찾아갔고 차는 집에 두고 몸만 빠져 나왔다"며 "이후 스케줄은 세컨드 카인 <벤츠:POH>를 이용해 움직였다.
둘	둘	NR	O
을	을	JKO	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
아	알	VV	O
는	는	ETM	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
"	"	SS	O
김우빈	김우빈	NNP	B-PER
이	이	JKS	O
_	_	_	O
포르쉐	포르쉐	NNP	B-POH
를	를	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
신민아	신민아	NNP	B-PER
의	의	JKG	O
_	_	_	O
집	집	NNG	O
을	을	JKO	O
_	_	_	O
찾아갔	찾아가+았	VV+EP	O
고	고	EC	O
_	_	_	O
차	차	NNG	O
는	는	JX	O
_	_	_	O
집	집	NNG	O
에	에	JKB	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
몸	몸	NNG	O
만	만	JX	O
_	_	_	O
빠져	빠지+어	VV+EC	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
이후	이후	NNG	O
_	_	_	O
스케줄	스케줄	NNG	O
은	은	JX	O
_	_	_	O
세컨드	세컨드	NNG	O
_	_	_	O
카인	카인	NNP	O
_	_	_	O
벤츠	벤츠	NNP	B-POH
를	를	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
움직	움직이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 여기서 분속 수분이 90%까지 제거되며 비료가 완성된다.
## 여기서 분속 수분이 <90%:PNT>까지 제거되며 비료가 완성된다.
여기	여기	NP	O
서	서	JKB	O
_	_	_	O
분속	분속	NNG	O
_	_	_	O
수분	수분	NNG	O
이	이	JKS	O
_	_	_	O
90	90	SN	B-PNT
