## 1
## 지난해까지는 사람들 앞에서 ‘눈물 젖은 두만강’ 한 자락을 구성지게 뽑아냈지만 최근 건강이 급격히 나빠졌다.
## 지난해까지는 사람들 앞에서 ‘<눈물 젖은 두만강:POH>’ 한 자락을 구성지게 뽑아냈지만 최근 건강이 급격히 나빠졌다.
지난해	지난해	NNG	O
까지	까지	JX	O
는	는	JX	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
_	_	_	O
앞	앞	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
눈물	눈물	NNG	B-POH
_	_	_	I-POH
젖	젖	VV	I-POH
은	은	ETM	I-POH
_	_	_	I-POH
두만강	두만강	NNP	I-POH
’	’	SS	O
_	_	_	O
한	한	MM	O
_	_	_	O
자락	자락	NNG	O
을	을	JKO	O
_	_	_	O
구성지	구성지	VA	O
게	게	EC	O
_	_	_	O
뽑아냈	뽑아내+었	VV+EP	O
지만	지만	EC	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
건강	건강	NNG	O
이	이	JKS	O
_	_	_	O
급격히	급격히	MAG	O
_	_	_	O
나빠	나빠지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 앞서 최민용은 KBS2 '해피투게더3'에 출연해 "19살 길에서 우연히 이상형을 마주쳤는데 6개월 후 별관 대본 리딩실에서 그 사람을 다시 만났다"며 "그때 난 주인공이 아니었고 그분은 여자주인공이었다"고 첫사랑을 언급한 바 있다.
## 앞서 <최민용:PER>은 <KBS2:POH> '<해피투게더3:POH>'에 출연해 "<19살:NOH> 길에서 우연히 이상형을 마주쳤는데 <6개월:NOH> 후 별관 대본 리딩실에서 그 사람을 다시 만났다"며 "그때 난 주인공이 아니었고 그분은 여자주인공이었다"고 첫사랑을 언급한 바 있다.
앞서	앞서	MAG	O
_	_	_	O
최민용	최민용	NNP	B-PER
은	은	JX	O
_	_	_	O
KBS	KBS	SL	B-POH
2	2	SN	I-POH
_	_	_	O
'	'	SS	O
해피투게더	해피투게더	NNP	B-POH
3	3	SN	I-POH
'	'	SS	O
에	에	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
"	"	SS	O
19	19	SN	B-NOH
살	살	NNB	I-NOH
_	_	_	O
길	길	NNG	O
에서	에서	JKB	O
_	_	_	O
우연히	우연히	MAG	O
_	_	_	O
이상형	이상형	NNG	O
을	을	JKO	O
_	_	_	O
마주	마주치	VV	O
쳤	었	EP	O
는데	는데	EC	O
_	_	_	O
6	6	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
후	후	NNG	O
_	_	_	O
별관	별관	NNG	O
_	_	_	O
대본	대본	NNG	O
_	_	_	O
리딩	리딩	NNG	O
실	실	XSN	O
에서	에서	JKB	O
_	_	_	O
그	그	MM	O
_	_	_	O
사람	사람	NNG	O
을	을	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
만났	만나+았	VV+EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
그때	그때	NNG	O
_	_	_	O
난	나+ㄴ	NP+JX	O
_	_	_	O
주인공	주인공	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
고	고	EC	O
_	_	_	O
그분	그분	NP	O
은	은	JX	O
_	_	_	O
여자	여자	NNG	O
주인공	주인공	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
첫사랑	첫사랑	NNG	O
을	을	JKO	O
_	_	_	O
언급한	언급하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 3
## 그러나 여소야대 상황에서 국회가 마비된다면 더민주당에 큰 책임이 돌아간다.
## 그러나 여소야대 상황에서 국회가 마비된다면 <더민주당:ORG>에 큰 책임이 돌아간다.
그러나	그러나	MAJ	O
_	_	_	O
여	여	NNG	O
소	소	NNG	O
야	야	NNG	O
대	대	NNG	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
국회	국회	NNG	O
가	가	JKS	O
_	_	_	O
마비된다면	마비되+ㄴ다면	VV+EC	O
_	_	_	O
더	더	MAG	B-ORG
민주당	민주당	NNP	I-ORG
에	에	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
책임	책임	NNG	O
이	이	JKS	O
_	_	_	O
돌아간다	돌아가+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 법에 따르면 획정위는 총선 6개월 전(10월 13일)까지 획정안을 국회에 제출하도록 돼 있다.
## 법에 따르면 <획정위:ORG>는 총선 <6개월:NOH> 전(<10월 13일:DAT>)까지 획정안을 <국회:ORG>에 제출하도록 돼 있다.
법	법	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
획정	획정	NNG	B-ORG
위	위	NNG	I-ORG
는	는	JX	O
_	_	_	O
총선	총선	NNG	O
_	_	_	O
6	6	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
전	전	NNG	O
(	(	SS	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
13	13	SN	I-DAT
일	일	NNB	I-DAT
)	)	SS	O
까지	까지	JX	O
_	_	_	O
획정	획정	NNG	O
안	안	NNG	O
을	을	JKO	O
_	_	_	O
국회	국회	NNG	B-ORG
에	에	JKB	O
_	_	_	O
제출하	제출하	VV	O
