## 1
## [가치투자 전문가 6명이 말하는 ‘신(新) 가치투자 전략’] 못난이로 오해 받는 미인 찾아 구애하라
## [가치투자 전문가 <6명:NOH>이 말하는 ‘신(新) 가치투자 전략’] 못난이로 오해 받는 미인 찾아 구애하라
[	[	SS	O
가치	가치	NNG	O
투자	투자	NNG	O
_	_	_	O
전문가	전문가	NNG	O
_	_	_	O
6	6	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
말하	말하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
신	신	XPN	O
(	(	SS	O
新	新	SH	O
)	)	SS	O
_	_	_	O
가치	가치	NNG	O
투자	투자	NNG	O
_	_	_	O
전략	전략	NNG	O
’	’	SS	O
]	]	SS	O
_	_	_	O
못난이	못난이	NNG	O
로	로	JKB	O
_	_	_	O
오해	오해	NNG	O
_	_	_	O
받	받	VV	O
는	는	ETM	O
_	_	_	O
미인	미인	NNG	O
_	_	_	O
찾	찾	VV	O
아	아	EC	O
_	_	_	O
구애하	구애하	VV	O
라	라	EC	O

## 2
## 아찔한 순간이었지만 다행히 두 사람은 경미한 타박상만 입은 것으로 알려졌다.
## 아찔한 순간이었지만 다행히 <두 사람:NOH>은 경미한 타박상만 입은 것으로 알려졌다.
아찔한	아찔하+ㄴ	VA+ETM	O
_	_	_	O
순간	순간	NNG	O
이	이	VCP	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
다행히	다행히	MAG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
은	은	JX	O
_	_	_	O
경미한	경미하+ㄴ	VA+ETM	O
_	_	_	O
타박상	타박상	NNG	O
만	만	JX	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이날 사고와 관련해 볼보 대변인 요한 라르손(Johan Larsson)은 “XC60은 볼보의 대표 안전사양인 ‘시티세이프티(City Safety)’는 장착됐지만 보행자추돌방지시스템은 옵션으로 제공하고 있다”며 “영상 속 차량은 이 시스템이 장착돼 있지 않은 것으로 보인다”고 해명했다.
## 이날 사고와 관련해 <볼보:ORG> 대변인 <요한 라르손:PER>(<Johan Larsson:PER>)은 “<XC60:POH>은 <볼보:ORG>의 대표 안전사양인 ‘<시티세이프티:PER>(<City Safety:POH>)’는 장착됐지만 보행자추돌방지시스템은 옵션으로 제공하고 있다”며 “영상 속 차량은 이 시스템이 장착돼 있지 않은 것으로 보인다”고 해명했다.
이날	이날	NNG	O
_	_	_	O
사고	사고	NNG	O
와	와	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
볼보	볼보	NNP	B-ORG
_	_	_	O
대변인	대변인	NNG	O
_	_	_	O
요한	요한	NNP	B-PER
_	_	_	I-PER
라르손	라르손	NNP	I-PER
(	(	SS	O
Johan	Johan	SL	B-PER
_	_	_	I-PER
Larsson	Larsson	SL	I-PER
)	)	SS	O
은	은	JX	O
_	_	_	O
“	“	SS	O
XC	XC	SL	B-POH
60	60	SN	I-POH
은	은	JX	O
_	_	_	O
볼보	볼보	NNP	B-ORG
의	의	JKG	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
안전	안전	NNG	O
사양	사양	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
시티	시티	NNG	B-PER
세이프티	세이프티	NNG	I-PER
(	(	SS	O
City	City	SL	B-POH
_	_	_	I-POH
Safety	Safety	SL	I-POH
)	)	SS	O
’	’	SS	O
는	는	JX	O
_	_	_	O
장착	장착되	VV	O
됐	었	EP	O
지만	지만	EC	O
_	_	_	O
보행자	보행자	NNG	O
추돌	추돌	NNG	O
방지	방지	NNG	O
시스템	시스템	NNG	O
은	은	JX	O
_	_	_	O
옵션	옵션	NNG	O
으로	으로	JKB	O
_	_	_	O
제공하	제공하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
영상	영상	NNG	O
_	_	_	O
속	속	NNG	O
_	_	_	O
차량	차량	NNG	O
은	은	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
시스템	시스템	NNG	O
이	이	JKS	O
_	_	_	O
장착돼	장착되+어	VV+EC	O
_	_	_	O
있	있	VX	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
해명	해명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 지난 2010년 볼보가 세계 최초로 선보인 보행자추돌방지시스템은 저속 주행 시 차량 전방에 보행자가 나타나 사고가 예상되면 운전자에게 경고음과 경고등으로 1차 경고를 보내 브레이크를 밟도록 유도한다.
## 지난 <2010년:DAT> <볼보:ORG>가 세계 최초로 선보인 보행자추돌방지시스템은 저속 주행 시 차량 전방에 보행자가 나타나 사고가 예상되면 운전자에게 경고음과 경고등으로 <1차:NOH> 경고를 보내 브레이크를 밟도록 유도한다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
볼보	볼보	NNP	B-ORG
가	가	JKS	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
보행자	보행자	NNG	O
추돌	추돌	NNG	O
방지	방지	NNG	O
