## 1
## 지난달 북한 금강산 지역에서 열린 남북 이산가족 상봉 행사에 참여한 한국 측 가족 가운데 24%가 일회성 상봉으로 인한 후유증을 겪고 있는 것으로 30일 나타났다.
## 지난달 <북한 금강산:LOC> 지역에서 열린 <남북 이산가족 상봉 행사:POH>에 참여한 <한국:ORG> 측 가족 가운데 <24%:PNT>가 일회성 상봉으로 인한 후유증을 겪고 있는 것으로 <30일:DAT> 나타났다.
지난달	지난달	NNG	O
_	_	_	O
북한	북한	NNP	B-LOC
_	_	_	I-LOC
금강산	금강산	NNP	I-LOC
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
남북	남북	NNP	B-POH
_	_	_	I-POH
이산가족	이산가족	NNG	I-POH
_	_	_	I-POH
상봉	상봉	NNG	I-POH
_	_	_	I-POH
행사	행사	NNG	I-POH
에	에	JKB	O
_	_	_	O
참여한	참여하+ㄴ	VV+ETM	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
측	측	NNB	O
_	_	_	O
가족	가족	NNG	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
24	24	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
일회성	일회성	NNG	O
_	_	_	O
상봉	상봉	NNG	O
으로	으로	JKB	O
_	_	_	O
인한	인하+ㄴ	VV+ETM	O
_	_	_	O
후유증	후유증	NNG	O
을	을	JKO	O
_	_	_	O
겪	겪	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 2
## 이한구 공천관리위원장은 “11일 오전에 3차 경선 지역 및 대상자, 단수추천지역 60여 곳을 발표하겠다”고 10일 예고했다.
## <이한구:PER> 공천관리위원장은 “<11일:DAT> 오전에 <3차:NOH> 경선 지역 및 대상자, 단수추천지역 <60여 곳:NOH>을 발표하겠다”고 <10일:DAT> 예고했다.
이한구	이한구	NNP	B-PER
_	_	_	O
공천	공천	NNG	O
관리	관리	NNG	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
에	에	JKB	O
_	_	_	O
3	3	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
경선	경선	NNG	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
대상자	대상자	NNG	O
,	,	SP	O
_	_	_	O
단수	단수	NNG	O
추천	추천	NNG	O
지역	지역	NNG	O
_	_	_	O
60	60	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
곳	곳	NNG	I-NOH
을	을	JKO	O
_	_	_	O
발표하	발표하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
예고	예고하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 공사 직원은 1800여 명, 협력업체 직원은 3500여 명이다.
## 공사 직원은 <1800여 명:NOH>, 협력업체 직원은 <3500여 명:NOH>이다.
공사	공사	NNG	O
_	_	_	O
직원	직원	NNG	O
은	은	JX	O
_	_	_	O
1800	1800	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
협력	협력	NNG	O
업체	업체	NNG	O
_	_	_	O
직원	직원	NNG	O
은	은	JX	O
_	_	_	O
3500	3500	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 초심으로 돌아가기 위해 브랜드 정체성을 스포츠활동에 집중한 ‘스타일리시 퍼포먼스’로 정의하고, 이와 관계없는 상품라인을 과감히 정리했다.
## 초심으로 돌아가기 위해 브랜드 정체성을 스포츠활동에 집중한 ‘<스타일리시 퍼포먼스:POH>’로 정의하고, 이와 관계없는 상품라인을 과감히 정리했다.
초심	초심	NNG	O
으로	으로	JKB	O
_	_	_	O
돌아가	돌아가	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
정체성	정체성	NNG	O
을	을	JKO	O
_	_	_	O
스포츠	스포츠	NNG	O
활동	활동	NNG	O
에	에	JKB	O
_	_	_	O
집중한	집중하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
스타	스타	NNG	B-POH
일리	일리	NNG	I-POH
시	시	XSN	I-POH
_	_	_	I-POH
퍼포먼스	퍼포먼스	NNG	I-POH
’	’	SS	O
로	로	JKB	O
_	_	_	O
정의하	정의하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
이	이	NP	O
와	와	JKB	O
_	_	_	O
관계없	관계없	VA	O
는	는	ETM	O
_	_	_	O
상품	상품	NNG	O
라인	라인	NNG	O
을	을	JKO	O
_	_	_	O
과감히	과감히	MAG	O
_	_	_	O
정리	정리하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 그런 뒤 전날 밤을 지낸 술집으로 돌아와 수차례 총격을 추가로 가했으며, 차를 훔쳐 공항으로 향했다.벤 벨가셈의 부친은 아들이 처음 경찰에 총을 쏜 뒤 자신에게 전화해 “용서해달라. 내가 경찰을 쐈다”고 말했다고 설명했다.벤 발기셈은 파리 연쇄테러가 발생한 2015년 급진주의 의혹으로 자택 수사 대상에 올랐지만, 결정적인 증거가 발견되지 않았고 고위험군 명단에도 오르지 않았다.(서울=뉴스1)
## 그런 뒤 전날 밤을 지낸 술집으로 돌아와 수차례 총격을 추가로 가했으며, 차를 훔쳐 공항으로 향했다.<벤 벨가셈:PER>의 부친은 아들이 처음 경찰에 총을 쏜 뒤 자신에게 전화해 “용서해달라. 내가 경찰을 쐈다”고 말했다고 설명했다.<벤 발기셈:PER>은 <파리 연쇄테러:POH>가 발생한 <2015년:DAT> 급진주의 의혹으로 자택 수사 대상에 올랐지만, 결정적인 증거가 발견되지 않았고 고위험군 명단에도 오르지 않았다.(<서울:LOC>=<뉴스1:ORG>)
그런	그런	MM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
전날	전날	NNG	O
_	_	_	O
밤	밤	NNG	O
을	을	JKO	O
_	_	_	O
지낸	지내+ㄴ	VV+ETM	O
_	_	_	O
술집	술집	NNG	O
으로	으로	JKB	O
_	_	_	O
돌아	돌아오	VV	O
와	아	EC	O
_	_	_	O
수차례	수차례	NNG	O
_	_	_	O
총격	총격	NNG	O
을	을	JKO	O
_	_	_	O
추가	추가	NNG	O
로	로	JKB	O
_	_	_	O
가	가하	VV	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
차	차	NNG	O
를	를	JKO	O
_	_	_	O
훔쳐	훔치+어	VV+EC	O
_	_	_	O
공항	공항	NNG	O
으로	으로	JKB	O
_	_	_	O
향	향하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O
벤	베+ㄴ	VV+ETM	B-PER
_	_	_	I-PER
벨가셈	벨가셈	NNG	I-PER
의	의	JKG	O
_	_	_	O
부친	부친	NNG	O
은	은	JX	O
_	_	_	O
아들	아들	NNG	O
이	이	JKS	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
총	총	NNG	O
을	을	JKO	O
_	_	_	O
쏜	쏘+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
자신	자신	NNG	O
에게	에게	JKB	O
_	_	_	O
전화	전화	NNG	O
해	해	NNG	O
_	_	_	O
“	“	SS	O
용서해	용서하+여	VV+EC	O
달	달	VX	O
라	라	EF	O
.	.	SF	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
경찰	경찰	NNG	O
을	을	JKO	O
_	_	_	O
쐈	+았	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
벤	베+ㄴ	VV+ETM	B-PER
_	_	_	I-PER
발기	발기	NNG	I-PER
셈	셈	NNG	I-PER
은	은	JX	O
_	_	_	O
파리	파리	NNP	B-POH
_	_	_	I-POH
연쇄	연쇄	NNG	I-POH
테러	테러	NNG	I-POH
가	가	JKS	O
_	_	_	O
발생한	발생하+ㄴ	VV+ETM	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
급진주의	급진주의	NNG	O
_	_	_	O
의혹	의혹	NNG	O
으로	으로	JKB	O
_	_	_	O
자택	자택	NNG	O
_	_	_	O
수사	수사	NNG	O
_	_	_	O
대상	대상	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
결정적	결정적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
증거	증거	NNG	O
가	가	JKS	O
_	_	_	O
발견되	발견되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
고	고	EC	O
_	_	_	O
고	고	XPN	O
위험	위험	NNG	O
군	군	NNG	O
_	_	_	O
명단	명단	NNG	O
에	에	JKB	O
