## 1
## 이날 오후 11시 41분 현재 개표가 90% 완료된 상황에서 고이케 후보는 45.1%의 득표율로 다른 후보들을 크게 앞섰다.
## 이날 <오후 11시 41분:TIM> 현재 개표가 <90%:PNT> 완료된 상황에서 <고이케:PER> 후보는 <45.1%:PNT>의 득표율로 다른 후보들을 크게 앞섰다.
이날	이날	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
11	11	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
41	41	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	O
현재	현재	MAG	O
_	_	_	O
개표	개표	NNG	O
가	가	JKS	O
_	_	_	O
90	90	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
완료된	완료되+ㄴ	VV+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
고이	고이하	VA	B-PER
케	게	EC	I-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
45.1	45.1	SN	B-PNT
%	%	SW	I-PNT
의	의	JKG	O
_	_	_	O
득표율	득표율	NNG	O
로	로	JKB	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
후보	후보	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
앞섰	앞서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 2
## 교통안전지킴이를 자처하고 나선 주인공은 화순경찰서 교통관리계장 주성현 경위(57·사진). 주 경위는 화순군청을 찾아가 2개월 넘게 설득한 끝에 화순군 화순읍 일심리 사거리에 차량영상검지(檢知) 시스템을 설치했다.
## 교통안전지킴이를 자처하고 나선 주인공은 <화순경찰서:ORG> 교통관리계장 <주성현:PER> 경위(<57:NOH>·사진). <주:PER> 경위는 <화순군청:ORG>을 찾아가 <2개월:DUR> 넘게 설득한 끝에 <화순군 화순읍 일심리 사거리:LOC>에 차량영상검지(檢知) 시스템을 설치했다.
교통안전	교통안전	NNG	O
지킴이	지킴이	NNG	O
를	를	JKO	O
_	_	_	O
자처하	자처하	VV	O
고	고	EC	O
_	_	_	O
나선	나서+ㄴ	VV+ETM	O
_	_	_	O
주인공	주인공	NNG	O
은	은	JX	O
_	_	_	O
화순	화순	NNP	B-ORG
경찰서	경찰서	NNG	I-ORG
_	_	_	O
교통	교통	NNG	O
관리	관리	NNG	O
계장	계장	NNG	O
_	_	_	O
주성현	주성현	NNP	B-PER
_	_	_	O
경위	경위	NNG	O
(	(	SS	O
57	57	SN	B-NOH
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
.	.	SF	O
_	_	_	O
주	주	NNP	B-PER
_	_	_	O
경위	경위	NNG	O
는	는	JX	O
_	_	_	O
화순	화순	NNP	B-ORG
군청	군청	NNG	I-ORG
을	을	JKO	O
_	_	_	O
찾아가	찾아가+아	VV+EC	O
_	_	_	O
2	2	SN	B-DUR
개월	개월	NNB	I-DUR
_	_	_	O
넘	넘	VV	O
게	게	EC	O
_	_	_	O
설득한	설득하+ㄴ	VV+ETM	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
화순군	화순군	NNP	B-LOC
_	_	_	I-LOC
화순읍	화순읍	NNP	I-LOC
_	_	_	I-LOC
일	일	NNG	I-LOC
심리	심리	NNG	I-LOC
_	_	_	I-LOC
사거리	사거리	NNG	I-LOC
에	에	JKB	O
_	_	_	O
차량	차량	NNG	O
영상	영상	NNG	O
검지	검지	NNG	O
(	(	SS	O
檢知	檢知	SH	O
)	)	SS	O
_	_	_	O
시스템	시스템	NNG	O
을	을	JKO	O
_	_	_	O
설치	설치하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 가판대는 처참이 부셔졌고 어렵게 마련한 저울마저 압수당했죠. 생계가 막막해진 모하메드는 결국 죽음으로 부당함을 알리는 안타까운 선택을 하고 맙니다.
## 가판대는 처참이 부셔졌고 어렵게 마련한 저울마저 압수당했죠. 생계가 막막해진 <모하메드:PER>는 결국 죽음으로 부당함을 알리는 안타까운 선택을 하고 맙니다.
가판대	가판대	NNG	O
는	는	JX	O
_	_	_	O
처참	처참	NNG	O
이	이	JKS	O
_	_	_	O
부셔	부시+어+지	VA+EC+VX	O
졌	었	EP	O
고	고	EC	O
_	_	_	O
어렵	어렵	VA	O
게	게	EC	O
_	_	_	O
마련한	마련하+ㄴ	VV+ETM	O
_	_	_	O
저울	저울	NNG	O
마저	마저	JX	O
_	_	_	O
압수	압수	NNG	O
당	당하	XSV	O
했	였	EP	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
생계	생계	NNG	O
가	가	JKS	O
_	_	_	O
막막해	막막하+여	VA+EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
모하메드	모하메드	NNP	B-PER
는	는	JX	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
죽음	죽음	NNG	O
으로	으로	JKB	O
_	_	_	O
부당함	부당하+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
알리	알리	VV	O
는	는	ETM	O
_	_	_	O
안타까	안타깝	VA	O
운	ㄴ	ETM	O
_	_	_	O
선택	선택	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
맙니다	말+ㅂ니다	VX+EF	O
.	.	SF	O

## 4
## 모하메드의 분신자살 영상은 페이스 북을 통해 전국으로 퍼져나갔고 이를 지켜본 튀니지 사람들은 부패한 독재정권에 대항해 민주주의를 외치며 거리로 뛰쳐나왔습니다.
## <모하메드:PER>의 분신자살 영상은 <페이스 북:POH>을 통해 전국으로 퍼져나갔고 이를 지켜본 <튀니지:LOC> 사람들은 부패한 독재정권에 대항해 민주주의를 외치며 거리로 뛰쳐나왔습니다.
모하메드	모하메드	NNP	B-PER
의	의	JKG	O
_	_	_	O
분신자살	분신자살	NNG	O
_	_	_	O
영상	영상	NNG	O
은	은	JX	O
_	_	_	O
페이스	페이스	NNG	B-POH
_	_	_	I-POH
북	북	NNG	I-POH
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
전국	전국	NNG	O
으로	으로	JKB	O
_	_	_	O
퍼져	퍼지+어	VV+EC	O
나	나가	VX	O
갔	았	EP	O
고	고	EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
지켜본	지켜보+ㄴ	VV+ETM	O
_	_	_	O
튀니지	튀니지	NNP	B-LOC
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
부패한	부패하+ㄴ	VV+ETM	O
_	_	_	O
독재	독재	NNG	O
정권	정권	NNG	O
에	에	JKB	O
_	_	_	O
대항해	대항하+여	VV+EC	O
_	_	_	O
민주주의	민주주의	NNG	O
를	를	JKO	O
_	_	_	O
외치	외치	VV	O
며	며	EC	O
_	_	_	O
거리	거리	NNG	O
로	로	JKB	O
_	_	_	O
뛰쳐나	뛰쳐나오	VV	O
왔	았	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 5
## 다만 자산 규모가 1000억∼5000억 원인 기존 지주회사에 대해서는 기존의 기준을 적용하되 제외 신청이 있으면 공정거래법상 지주회사에서 즉시 제외되도록 했다.
## 다만 자산 규모가 <1000억:MNY>∼<5000억 원:MNY>인 기존 지주회사에 대해서는 기존의 기준을 적용하되 제외 신청이 있으면 <공정거래법상:POH> 지주회사에서 즉시 제외되도록 했다.
다만	다만	MAG	O
_	_	_	O
자산	자산	NNG	O
_	_	_	O
규모	규모	NNG	O
가	가	JKS	O
_	_	_	O
1000	1000	SN	B-MNY
억	억	NR	I-MNY
∼	∼	SO	O
5000	5000	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원인	원인	NNG	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
지주	지주	NNG	O
회사	회사	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
기존	기존	NNG	O
의	의	JKG	O
_	_	_	O
기준	기준	NNG	O
을	을	JKO	O
_	_	_	O
적용하	적용하	VV	O
되	되	EC	O
_	_	_	O
제외	제외	NNG	O
_	_	_	O
신청	신청	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
으면	으면	EC	O
_	_	_	O
공정거래법	공정거래법	NNG	B-POH
상	상	XSN	I-POH
_	_	_	O
지주회사	지주회사	NNG	O
에서	에서	JKB	O
_	_	_	O
즉시	즉시	NNG	O
_	_	_	O
제외되	제외되	VV	O
도록	도록	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 대한항공 날개 꺾은 현대캐피탈의 목적타 서브 올 시즌 상대전적에서 3전패를 안겼던 대한항공과의 12일 4라운드 맞대결을 앞두고 현대캐피탈은 목적타 서브를 준비했다.
## <대한항공:ORG> 날개 꺾은 <현대캐피탈:ORG>의 목적타 서브 올 시즌 상대전적에서 <3전패:NOH>를 안겼던 <대한항공:ORG>과의 <12일:DAT> <4라운드:NOH> 맞대결을 앞두고 <현대캐피탈:ORG>은 목적타 서브를 준비했다.
대한항공	대한항공	NNP	B-ORG
_	_	_	O
날개	날개	NNG	O
_	_	_	O
꺾	꺾	VV	O
은	은	ETM	O
_	_	_	O
현대캐피탈	현대캐피탈	NNP	B-ORG
의	의	JKG	O
_	_	_	O
목적	목적	NNG	O
타	타	NNG	O
_	_	_	O
서브	서브	NNG	O
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
상대	상대	NNG	O
전적	전적	NNG	O
에서	에서	JKB	O
_	_	_	O
3	3	SN	B-NOH
전패	전패	NNG	I-NOH
를	를	JKO	O
_	_	_	O
안	안기	VV	O
겼	었	EP	O
던	던	ETM	O
_	_	_	O
대한항공	대한항공	NNP	B-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
