## 1
## 이를테면 ‘눈을 감은 지 19분째 깊은 잠에 빠지고, 41분째 코를 골았다’는 식이죠. 이 기기를 통해 스트레스를 받거나 과로 또는 과음을 했을 때 실제로 잠을 설치는지를 확인할 수 있습니다.
## 이를테면 ‘눈을 감은 지 <19분:NOH>째 깊은 잠에 빠지고, <41분:NOH>째 코를 골았다’는 식이죠. 이 기기를 통해 스트레스를 받거나 과로 또는 과음을 했을 때 실제로 잠을 설치는지를 확인할 수 있습니다.
이를테면	이를테면	MAG	O
_	_	_	O
‘	‘	SS	O
눈	눈	NNG	O
을	을	JKO	O
_	_	_	O
감	감	VV	O
은	은	ETM	O
_	_	_	O
지	지	NNB	O
_	_	_	O
19	19	SN	B-NOH
분	분	NNB	I-NOH
째	째	XSN	O
_	_	_	O
깊	깊	VA	O
은	은	ETM	O
_	_	_	O
잠	잠	NNG	O
에	에	JKB	O
_	_	_	O
빠지	빠지	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
41	41	SN	B-NOH
분	분	NNB	I-NOH
째	째	XSN	O
_	_	_	O
코	코	NNG	O
를	를	JKO	O
_	_	_	O
골	골	VV	O
았	았	EP	O
다	다	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
식	식	NNB	O
이	이	VCP	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
이	이	MM	O
_	_	_	O
기기	기기	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
스트레스	스트레스	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
거나	거나	EC	O
_	_	_	O
과로	과로	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
과음	과음	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
실제로	실제로	MAG	O
_	_	_	O
잠	잠	NNG	O
을	을	JKO	O
_	_	_	O
설치	설치	VV	O
는지	는지	EC	O
를	를	JKO	O
_	_	_	O
확인할	확인하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
습니다	습니다	EF	O
.	.	SF	O

## 2
## 150여 개 업체가 참가하는 건축도시 산업페어에서는 건설 현장과 도시에서 활용하는 드론과 주택모형 3차원(3D) 프린팅 등 다양한 볼거리를 제공한다.
## <150여 개:NOH> 업체가 참가하는 건축도시 산업페어에서는 건설 현장과 도시에서 활용하는 드론과 주택모형 <3차원:NOH>(<3D:NOH>) 프린팅 등 다양한 볼거리를 제공한다.
150	150	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
_	_	_	O
업체	업체	NNG	O
가	가	JKS	O
_	_	_	O
참가하	참가하	VV	O
는	는	ETM	O
_	_	_	O
건축	건축	NNG	O
도시	도시	NNG	O
_	_	_	O
산업	산업	NNG	O
페어	페어	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
건설	건설	NNG	O
_	_	_	O
현장	현장	NNG	O
과	과	JC	O
_	_	_	O
도시	도시	NNG	O
에서	에서	JKB	O
_	_	_	O
활용하	활용하	VV	O
는	는	ETM	O
_	_	_	O
드론	드론	NNG	O
과	과	JC	O
_	_	_	O
주택	주택	NNG	O
모형	모형	NNG	O
_	_	_	O
3	3	SN	B-NOH
차원	차원	NNG	I-NOH
(	(	SS	O
3	3	SN	B-NOH
D	D	SL	I-NOH
)	)	SS	O
_	_	_	O
프린팅	프린팅	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
볼거리	볼거리	NNG	O
를	를	JKO	O
_	_	_	O
제공한다	제공하+ㄴ다	VV+EF	O
.	.	SF	O

## 3
## 지난해까지 역대 6강 PO 1차전 승자의 4강 PO 진출 확률은 94.7%였다.
## 지난해까지 역대 <6강:NOH> PO <1차전:NOH> 승자의 <4강:NOH> PO 진출 확률은 <94.7%:PNT>였다.
지난해	지난해	NNG	O
까지	까지	JX	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
6	6	SN	B-NOH
강	강	NNG	I-NOH
_	_	_	O
PO	PO	SL	O
_	_	_	O
1	1	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	I-NOH
_	_	_	O
승자	승자	NNG	O
의	의	JKG	O
_	_	_	O
4	4	SN	B-NOH
강	강	NNG	I-NOH
_	_	_	O
PO	PO	SL	O
_	_	_	O
진출	진출	NNG	O
_	_	_	O
확률	확률	NNG	O
은	은	JX	O
_	_	_	O
94.7	94.7	SN	B-PNT
%	%+이	SW+VCP	I-PNT
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 정부는 지난해 12월 일자리 해외진출 분야 대통령 표창을 최 교수에게 수여했다.
## 정부는 지난해 <12월:DAT> 일자리 해외진출 분야 대통령 표창을 <최:PER> 교수에게 수여했다.
정부	정부	NNG	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
일자리	일자리	NNG	O
_	_	_	O
해외	해외	NNG	O
진출	진출	NNG	O
_	_	_	O
분야	분야	NNG	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
표창	표창	NNG	O
을	을	JKO	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
에게	에게	JKB	O
_	_	_	O
수여	수여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 문 대표를 포함한 지도부는 공개 발언에서 한 전 총리에 대한 언급을 한마디도 하지 않았다.
## <문:PER> 대표를 포함한 지도부는 공개 발언에서 <한:PER> 전 총리에 대한 언급을 한마디도 하지 않았다.
문	문	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
를	를	JKO	O
_	_	_	O
포함한	포함하+ㄴ	VV+ETM	O
_	_	_	O
지도부	지도부	NNG	O
는	는	JX	O
_	_	_	O
공개	공개	NNG	O
_	_	_	O
발언	발언	NNG	O
에서	에서	JKB	O
_	_	_	O
한	한	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
총리	총리	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
언급	언급	NNG	O
을	을	JKO	O
_	_	_	O
한마디	한마디	NNG	O
도	도	JX	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## [커버스토리] 손주 돌보며 자기계발 … 건강·행복 '두 토끼' 잡는다
## [커버스토리] 손주 돌보며 자기계발 … 건강·행복 '<두 토끼:NOH>' 잡는다
[	[	SS	O
커버스토리	커버스토리	NNG	O
]	]	SS	O
_	_	_	O
손주	손주	NNG	O
_	_	_	O
돌보	돌보	VV	O
며	며	EC	O
_	_	_	O
자기	자기	NNG	O
계발	계발	NNG	O
_	_	_	O
…	…	SE	O
_	_	_	O
건강	건강	NNG	O
·	·	SP	O
행복	행복	NNG	O
_	_	_	O
'	'	SS	O
두	두	MM	B-NOH
_	_	_	I-NOH
토끼	토끼	NNG	I-NOH
'	'	SS	O
_	_	_	O
잡	잡	VV	O
는다	는다	EF	O

## 7
## 이 후보자에 대한 인사청문회는 24일 오전 10시 열릴 예정이다.
## <이:PER> 후보자에 대한 인사청문회는 <24일:DAT> <오전 10시:TIM> 열릴 예정이다.
이	이	NNP	B-PER
_	_	_	O
후보자	후보자	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
인사	인사	NNG	O
청문회	청문회	NNG	O
는	는	JX	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
열릴	열리+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 신문은 이날 선양(瀋陽)발 기사에서 북-중 국경 지역 복수의 소식통을 인용해 “북한 난민 유입에 대비해 지린(吉林) 성에서 식량 저장고나 수용시설 확보가 시작됐다는 정보가 있다”고 보도했다.
## 신문은 이날 <선양:LOC>(<瀋陽:LOC>)발 기사에서 <북:ORG>-<중:ORG> 국경 지역 복수의 소식통을 인용해 “<북한:ORG> 난민 유입에 대비해 <지린:LOC>(<吉林:LOC>) 성에서 식량 저장고나 수용시설 확보가 시작됐다는 정보가 있다”고 보도했다.
신문	신문	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
선양	선양	NNP	B-LOC
(	(	SS	O
瀋陽	瀋陽	SH	B-LOC
)	)	SS	O
발	발	XSN	O
_	_	_	O
기사	기사	NNG	O
에서	에서	JKB	O
_	_	_	O
북	북	NNP	B-ORG
-	-	SO	O
중	중	NNP	B-ORG
_	_	_	O
국경	국경	NNG	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
복수	복수	NNG	O
의	의	JKG	O
_	_	_	O
소식통	소식통	NNG	O
을	을	JKO	O
_	_	_	O
인용해	인용하+여	VV+EC	O
_	_	_	O
“	“	SS	O
북한	북한	NNP	B-ORG
_	_	_	O
난민	난민	NNG	O
_	_	_	O
유입	유입	NNG	O
에	에	JKB	O
_	_	_	O
대비해	대비하+여	VV+EC	O
_	_	_	O
지린	지린	NNP	B-LOC
(	(	SS	O
吉林	吉林	SH	B-LOC
)	)	SS	O
_	_	_	O
성	성	NNG	O
에서	에서	JKB	O
_	_	_	O
식량	식량	NNG	O
_	_	_	O
저장고	저장고	NNG	O
나	나	JC	O
_	_	_	O
수용	수용	NNG	O
시설	시설	NNG	O
_	_	_	O
확보	확보	NNG	O
가	가	JKS	O
_	_	_	O
시작	시작되	VV	O
됐	었	EP	O
다는	다는	ETM	O
_	_	_	O
정보	정보	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## ‘아빠는 딸’ 정소민, 윤제민과 父女 호흡… 사고 많고 탈도 많은 딸로 변신?
## ‘<아빠는 딸:POH>’ <정소민:PER>, <윤제민:PER>과 父女 호흡… 사고 많고 탈도 많은 딸로 변신?
‘	‘	SS	O
아빠	아빠	NNG	B-POH
는	는	JX	I-POH
_	_	_	I-POH
딸	딸	NNG	I-POH
’	’	SS	O
_	_	_	O
정소민	정소민	NNP	B-PER
,	,	SP	O
_	_	_	O
윤제민	윤제민	NNP	B-PER
과	과	JC	O
_	_	_	O
父女	父女	SH	O
_	_	_	O
호흡	호흡	NNG	O
…	…	SE	O
_	_	_	O
사고	사고	NNG	O
_	_	_	O
많	많	VA	O
고	고	EC	O
_	_	_	O
탈	탈	NNG	O
도	도	JX	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
딸	딸	NNG	O
로	로	JKB	O
_	_	_	O
변신	변신	NNG	O
?	?	SF	O

## 10
## 현지의 대표팀 관계자는 “소속팀 리그 일정으로 늦게 합류한 기성용(스완지시티)이 출전하지 않아 중앙 플레이가 잘되지 않았다.
## 현지의 대표팀 관계자는 “소속팀 리그 일정으로 늦게 합류한 <기성용:PER>(<스완지시티:ORG>)이 출전하지 않아 중앙 플레이가 잘되지 않았다.
현지	현지	NNG	O
의	의	JKG	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
소속	소속	NNG	O
팀	팀	NNG	O
_	_	_	O
리그	리그	NNG	O
_	_	_	O
일정	일정	NNG	O
으로	으로	JKB	O
_	_	_	O
늦	늦	VA	O
게	게	EC	O
_	_	_	O
합류한	합류하+ㄴ	VV+ETM	O
_	_	_	O
기성용	기성용	NNP	B-PER
(	(	SS	O
스완지시티	스완지시티	NNP	B-ORG
)	)	SS	O
이	이	JKS	O
_	_	_	O
출전하	출전하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
중앙	중앙	NNG	O
_	_	_	O
플레이	플레이	NNG	O
가	가	JKS	O
_	_	_	O
잘되	잘되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## SK이노베이션은 신규 수출처를 확보하고 고정 수출 거래처를 추가하는 등 수출량 유지 및 확대 방안을 강구하고 있다.
## <SK이노베이션:ORG>은 신규 수출처를 확보하고 고정 수출 거래처를 추가하는 등 수출량 유지 및 확대 방안을 강구하고 있다.
SK	SK	SL	B-ORG
이노베이션	이노베이션	NNG	I-ORG
은	은	JX	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
수	수	NNG	O
출처	출처	NNG	O
를	를	JKO	O
_	_	_	O
확보하	확보하	VV	O
고	고	EC	O
_	_	_	O
고정	고정	NNG	O
_	_	_	O
수출	수출	NNG	O
_	_	_	O
거래처	거래처	NNG	O
를	를	JKO	O
_	_	_	O
추가하	추가하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
수출	수출	NNG	O
량	량	NNG	O
_	_	_	O
유지	유지	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
확대	확대	NNG	O
_	_	_	O
방안	방안	NNG	O
을	을	JKO	O
_	_	_	O
강구하	강구하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 기자는 검색을 통해 스미스소니언 자료와 동일한 사진이 2009년 한 중국 웹사이트에 올라온 것을 확인할 수 있었다.
## 기자는 검색을 통해 <스미스소니언:POH> 자료와 동일한 사진이 <2009년:DAT> 한 <중국:ORG> 웹사이트에 올라온 것을 확인할 수 있었다.
기자	기자	NNG	O
는	는	JX	O
_	_	_	O
검색	검색	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
스미스소니언	스미스소니언	NNP	B-POH
_	_	_	O
자료	자료	NNG	O
와	와	JC	O
_	_	_	O
동일한	동일하+ㄴ	VA+ETM	O
_	_	_	O
사진	사진	NNG	O
이	이	JKS	O
_	_	_	O
2009	2009	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
웹사이트	웹사이트	NNG	O
에	에	JKB	O
_	_	_	O
올라온	올라오+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
확인할	확인하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 구미시산악협회는 이를 위해 구미시의 시(市) 승격 40주년(2018년 2월 15일)에 세계최고봉 7곳을 모두 오른다는 계획을 세웠다.
## <구미시산악협회:ORG>는 이를 위해 <구미시:ORG>의 시(市) 승격 <40주년:NOH>(<2018년 2월 15일:DAT>)에 세계최고봉 <7곳:NOH>을 모두 오른다는 계획을 세웠다.
구미시	구미시	NNP	B-ORG
산악	산악	NNG	I-ORG
협회	협회	NNG	I-ORG
는	는	JX	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
구미시	구미시	NNP	B-ORG
의	의	JKG	O
_	_	_	O
시	시	NNG	O
(	(	SS	O
市	市	SH	O
)	)	SS	O
_	_	_	O
승격	승격	NNG	O
_	_	_	O
40	40	SN	B-NOH
주년	주년	NNB	I-NOH
(	(	SS	O
2018	2018	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
2	2	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
15	15	SN	I-DAT
일	일	NNB	I-DAT
)	)	SS	O
에	에	JKB	O
_	_	_	O
세계	세계	NNG	O
최고봉	최고봉	NNG	O
_	_	_	O
7	7	SN	B-NOH
곳	곳	NNG	I-NOH
을	을	JKO	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
오른다는	오르+ㄴ다는	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
세	세우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 스윈턴 등이 참석했다.
## <스윈턴:PER> 등이 참석했다.
스	스	NNG	B-PER
윈턴	윈턴	NNP	I-PER
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이와 관련해 서울시는 노들길 일반 도로화에 따른 주변지역과의 연결체계 구축, 보도·버스정류장 설치 등을 종합적으로 검토해 개선방안을 마련할 계획이다.
## 이와 관련해 <서울시:LOC>는 <노들길:LOC> 일반 도로화에 따른 주변지역과의 연결체계 구축, 보도·버스정류장 설치 등을 종합적으로 검토해 개선방안을 마련할 계획이다.
이	이	NP	O
와	와	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
서울시	서울시	NNP	B-LOC
는	는	JX	O
_	_	_	O
노들	노들	NNP	B-LOC
길	길	NNG	I-LOC
_	_	_	O
일반	일반	NNG	O
_	_	_	O
도로	도로	NNG	O
화	화	XSN	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
주변	주변	NNG	O
지역	지역	NNG	O
과	과	JKB	O
의	의	JKG	O
_	_	_	O
연결	연결	NNG	O
체계	체계	NNG	O
_	_	_	O
구축	구축	NNG	O
,	,	SP	O
_	_	_	O
보도	보도	NNG	O
·	·	SP	O
버스	버스	NNG	O
정류장	정류장	NNG	O
_	_	_	O
설치	설치	NNG	O
_	_	_	O
