## 1
## 한편 진에어는 오는 3월 1일부터 8월 31일까지 6개월 사이 운항하는 항공편을 대상으로 연중 가장 낮은 가격으로 예매를 진행하고 있으며 100원부터 시작하는 '여행 행운백' 역경매 이벤트도 진행중이다.
## 한편 <진에어:ORG>는 오는 <3월 1일부터 8월 31일:DUR>까지 <6개월:NOH> 사이 운항하는 항공편을 대상으로 연중 가장 낮은 가격으로 예매를 진행하고 있으며 <100원:MNY>부터 시작하는 '<여행 행운백:POH>' 역경매 이벤트도 진행중이다.
한편	한편	MAG	O
_	_	_	O
진	진	NNG	B-ORG
에어	에어	NNG	I-ORG
는	는	JX	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
3	3	SN	B-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
1	1	SN	I-DUR
일	일	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
8	8	SN	I-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
31	31	SN	I-DUR
일	일	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
6	6	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
사이	사이	NNG	O
_	_	_	O
운항하	운항하	VV	O
는	는	ETM	O
_	_	_	O
항공편	항공편	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
연중	연중	NNG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
낮	낮	VA	O
은	은	ETM	O
_	_	_	O
가격	가격	NNG	O
으로	으로	JKB	O
_	_	_	O
예매	예매	NNG	O
를	를	JKO	O
_	_	_	O
진행하	진행하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으며	으며	EC	O
_	_	_	O
100	100	SN	B-MNY
원	원	NNB	I-MNY
부터	부터	JX	O
_	_	_	O
시작하	시작하	VV	O
는	는	ETM	O
_	_	_	O
'	'	SS	O
여행	여행	NNG	B-POH
_	_	_	I-POH
행운	행운	NNG	I-POH
백	백	NNG	I-POH
'	'	SS	O
_	_	_	O
역	역	XPN	O
경매	경매	NNG	O
_	_	_	O
이벤트	이벤트	NNG	O
도	도	JX	O
_	_	_	O
진행	진행	NNG	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 2
## 검찰은 최 판사에게 2억여 원이 더 건너갔다는 첩보를 입수하고 추가 수사를 벌이고 있다.
## 검찰은 <최:PER> 판사에게 <2억여 원:MNY>이 더 건너갔다는 첩보를 입수하고 추가 수사를 벌이고 있다.
검찰	검찰	NNG	O
은	은	JX	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
판사	판사	NNG	O
에게	에게	JKB	O
_	_	_	O
2	2	SN	B-MNY
억	억	NR	I-MNY
여	여	XSN	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
이	이	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
건너갔	건너가+았	VV+EP	O
다는	다는	ETM	O
_	_	_	O
첩보	첩보	NNG	O
를	를	JKO	O
_	_	_	O
입수하	입수하	VV	O
고	고	EC	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
수사	수사	NNG	O
를	를	JKO	O
_	_	_	O
벌이	벌이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 3
## 9골을 기록 중인 일본 대표팀 공격수 오카자키 신지를 제치고 분데스리가 아시아 선수 가운데 최다
## <9골:NOH>을 기록 중인 <일본:LOC> 대표팀 공격수 <오카자키 신지:PER>를 제치고 <분데스리:PER>가 <아시아:LOC> 선수 가운데 최다
9	9	SN	B-NOH
골	골	NNG	I-NOH
을	을	JKO	O
_	_	_	O
기록	기록	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
공격수	공격수	NNG	O
_	_	_	O
오카	오카	NNP	B-PER
자키	자키	NNG	I-PER
_	_	_	I-PER
신지	신지	NNP	I-PER
를	를	JKO	O
_	_	_	O
제치	제치	VV	O
고	고	EC	O
_	_	_	O
분데스리가	분데스리가	NNP	O
_	_	_	O
