## 1
## 이날 방송에서 김범은 긴장감 속에서 기지를 발휘하며 종횡무진 활약을 펼쳤다.
## 이날 방송에서 <김범:PER>은 긴장감 속에서 기지를 발휘하며 종횡무진 활약을 펼쳤다.
이날	이날	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
_	_	_	O
김범은	김범은	NNP	O
_	_	_	O
긴장감	긴장감	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
_	_	_	O
기지	기지	NNG	O
를	를	JKO	O
_	_	_	O
발휘하	발휘하	VV	O
며	며	EC	O
_	_	_	O
종횡무진	종횡무진	NNG	O
_	_	_	O
활약	활약	NNG	O
을	을	JKO	O
_	_	_	O
펼	펼치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 한국에서야 당국의 허가를 받지 않은 방북이 불가능하지만 해외에서는 하려고만 하면 방법을 찾을 수 있기 때문이다.
## <한국:ORG>에서야 당국의 허가를 받지 않은 방북이 불가능하지만 해외에서는 하려고만 하면 방법을 찾을 수 있기 때문이다.
한국	한국	NNP	B-ORG
에서	에서	JKB	O
야	야	JX	O
_	_	_	O
당국	당국	NNG	O
의	의	JKG	O
_	_	_	O
허가	허가	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
방북	방북	NNG	O
이	이	JKS	O
_	_	_	O
불가능하	불가능하	VA	O
지만	지만	EC	O
_	_	_	O
해외	해외	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
하	하	VV	O
려고	려고	EC	O
만	만	JX	O
_	_	_	O
하	하	VV	O
면	면	EC	O
_	_	_	O
방법	방법	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 매주 수요일 오후 7시 40분경 추첨이 진행된다.
## 매주 <수요일:DAT> <오후 7시 40분:TIM>경 추첨이 진행된다.
매주	매주	MAG	O
_	_	_	O
수요일	수요일	NNG	B-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
7	7	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
40	40	SN	I-TIM
분	분	NNB	I-TIM
경	경	XSN	O
_	_	_	O
추첨	추첨	NNG	O
이	이	JKS	O
_	_	_	O
진행된다	진행되+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 사진 찍으면 연예 관련 언론들이 엄청나게 대서특필해주고. 그게 혼자 힘으로 되겠나"며 "그때 문화계를 쥐고 있는 것은 최순실과 차은택이었으니, 그 사람들의 도움 없이 됐겠나"라고 말했다.
## 사진 찍으면 연예 관련 언론들이 엄청나게 대서특필해주고. 그게 혼자 힘으로 되겠나"며 "그때 문화계를 쥐고 있는 것은 <최순실:PER>과 <차은택:PER>이었으니, 그 사람들의 도움 없이 됐겠나"라고 말했다.
사진	사진	NNG	O
_	_	_	O
찍	찍	VV	O
으면	으면	EC	O
_	_	_	O
연예	연예	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
언론	언론	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
엄청나	엄청나	VA	O
게	게	EC	O
_	_	_	O
대서특필해	대서특필하+여	VV+EC	O
주	주	VX	O
고	고	EF	O
.	.	SF	O
_	_	_	O
그게	그것+이	NP+JKS	O
_	_	_	O
혼자	혼자	NNG	O
_	_	_	O
힘	힘	NNG	O
으로	으로	JKB	O
_	_	_	O
되	되	VV	O
겠	겠	EP	O
나	나	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
그때	그때	NNG	O
_	_	_	O
문화	문화	NNG	O
계	계	XSN	O
를	를	JKO	O
_	_	_	O
쥐	쥐	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
최순실	최순실	NNP	B-PER
과	과	JC	O
_	_	_	O
차은택	차은택	NNP	B-PER
이	이	VCP	O
었	었	EP	O
으니	으니	EC	O
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
도움	도움	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
됐	+었	+EP	O
겠	겠	EP	O
나	나	EF	O
"	"	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 건설사 브랜드 이름 뒤에 ‘비치’ ‘포레’ ‘에듀’ 등 펫네임(애칭)을 붙인 형태의 아파트 단지가 잇따라 나오고 있다.
## 건설사 브랜드 이름 뒤에 ‘<비치:POH>’ ‘<포레:POH>’ ‘<에듀:POH>’ 등 펫네임(애칭)을 붙인 형태의 아파트 단지가 잇따라 나오고 있다.
건설	건설	NNG	O
사	사	XSN	O
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
이름	이름	NNG	O
_	_	_	O
뒤	뒤	NNG	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
비치	비치	NNG	B-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
포레	포레	NNP	B-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
에듀	에듀	NNP	B-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
펫	펫	NNP	O
네임	네임	NNG	O
(	(	SS	O
애칭	애칭	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
붙인	붙이+ㄴ	VV+ETM	O
_	_	_	O
형태	형태	NNG	O
의	의	JKG	O
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
단지	단지	NNG	O
가	가	JKS	O
_	_	_	O
잇따	잇따르	VV	O
라	아	EC	O
_	_	_	O
나오	나오	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 류수영 박하선, 열애 인정… “결혼? 사실무근”
## <류수영:PER> <박하선:PER>, 열애 인정… “결혼? 사실무근”
류수영	류수영	NNG	B-PER
_	_	_	O
