## 1
## [책의 향기]죽음·진실 파헤친 책 주목… 한국문학의 힘 돋보여
## [<책의 향기:POH>]죽음·진실 파헤친 책 주목… <한국:ORG>문학의 힘 돋보여
[	[	SS	O
책	책	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
향기	향기	NNG	I-POH
]	]	SS	O
죽음	죽음	NNG	O
·	·	SP	O
진실	진실	NNG	O
_	_	_	O
파헤친	파헤치+ㄴ	VV+ETM	O
_	_	_	O
책	책	NNG	O
_	_	_	O
주목	주목	NNG	O
…	…	SE	O
_	_	_	O
한국	한국	NNP	B-ORG
문학	문학	NNG	O
의	의	JKG	O
_	_	_	O
힘	힘	NNG	O
_	_	_	O
돋보	돋보이	VV	O
여	어	EC	O

## 2
## 기프트카 주인공으로 선정되면 현대차의 포터와 스타렉스, 기아차의 봉고와 레이 등 창업계획에 가장 적합한 차종을 지원받는다.
## 기프트카 주인공으로 선정되면 <현대차:ORG>의 <포터:POH>와 <스타렉스:POH>, <기아차:ORG>의 <봉고:POH>와 <레이:POH> 등 창업계획에 가장 적합한 차종을 지원받는다.
기프트	기프트	NNG	O
카	카	NNG	O
_	_	_	O
주인공	주인공	NNG	O
으로	으로	JKB	O
_	_	_	O
선정되	선정되	VV	O
면	면	EC	O
_	_	_	O
현대차	현대차	NNP	B-ORG
의	의	JKG	O
_	_	_	O
포터	포터	NNP	B-POH
와	와	JC	O
_	_	_	O
스타렉스	스타렉스	NNG	B-POH
,	,	SP	O
_	_	_	O
기아차	기아차	NNP	B-ORG
의	의	JKG	O
_	_	_	O
봉고	봉고	NNG	B-POH
와	와	JC	O
_	_	_	O
레이	레이	NNP	B-POH
_	_	_	O
등	등	NNB	O
_	_	_	O
창업	창업	NNG	O
계획	계획	NNG	O
에	에	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
적합한	적합하+ㄴ	VA+ETM	O
_	_	_	O
차종	차종	NNG	O
을	을	JKO	O
_	_	_	O
지원	지원	NNG	O
받	받	VV	O
는다	는다	EF	O
.	.	SF	O

## 3
## 먼저 순수 전기차는 녹색으로 분류하며 등급 자체를 부여하지 않는 반면 2001년부터 2005년 사이에 생산된 경유차는 4등급(적색)으로 지정해 도심 진입을 제한한다.
## 먼저 순수 전기차는 녹색으로 분류하며 등급 자체를 부여하지 않는 반면 <2001년부터 2005년:DUR> 사이에 생산된 경유차는 <4등급:NOH>(적색)으로 지정해 도심 진입을 제한한다.
먼저	먼저	MAG	O
_	_	_	O
순수	순수	NNG	O
_	_	_	O
전기	전기	NNG	O
차	차	NNG	O
는	는	JX	O
_	_	_	O
녹색	녹색	NNG	O
으로	으로	JKB	O
_	_	_	O
분류하	분류하	VV	O
며	며	EC	O
_	_	_	O
등급	등급	NNG	O
_	_	_	O
자체	자체	NNG	O
를	를	JKO	O
_	_	_	O
부여하	부여하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
반면	반면	NNG	O
_	_	_	O
2001	2001	SN	B-DUR
년	년	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
2005	2005	SN	I-DUR
년	년	NNB	I-DUR
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
생산된	생산되+ㄴ	VV+ETM	O
_	_	_	O
경유	경유	NNG	O
차	차	NNG	O
는	는	JX	O
_	_	_	O
4	4	SN	B-NOH
등급	등급	NNG	I-NOH
(	(	SS	O
적색	적색	NNG	O
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
지정해	지정하+여	VV+EC	O
_	_	_	O
도심	도심	NNG	O
_	_	_	O
진입	진입	NNG	O
을	을	JKO	O
_	_	_	O
제한한다	제한하+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 압도적인 연기로 보는 이를 사로잡는 김윤석과 라틴어 연기에 첫 도전한 강동원의 새로운 모습이 기대감을 높이고 있다.이 영화는 11월 15일 개봉을 앞두고 있다.
## 압도적인 연기로 보는 이를 사로잡는 <김윤석:PER>과 라틴어 연기에 첫 도전한 <강동원:PER>의 새로운 모습이 기대감을 높이고 있다.이 영화는 <11월 15일:DAT> 개봉을 앞두고 있다.
압도적	압도적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
연기	연기	NNG	O
로	로	JKB	O
_	_	_	O
보	보	VV	O
는	는	ETM	O
_	_	_	O
이	이	NNB	O
를	를	JKO	O
_	_	_	O
사로잡	사로잡	VV	O
는	는	ETM	O
_	_	_	O
김윤석	김윤석	NNP	B-PER
과	과	JC	O
_	_	_	O
라틴	라틴	NNP	O
어	어	XSN	O
_	_	_	O
연기	연기	NNG	O
에	에	JKB	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
도전	도전	NNG	O
한	한	NNG	O
_	_	_	O
강동원	강동원	NNP	B-PER
의	의	JKG	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
기대감	기대감	NNG	O
을	을	JKO	O
_	_	_	O
높이	높이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O
이	이	MM	O
_	_	_	O
영화	영화	NNG	O
는	는	JX	O
_	_	_	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
15	15	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
개봉	개봉	NNG	O
을	을	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## “2016년 가뭄, 2015년보다 더 심각할 것”
## “<2016년:DAT> 가뭄, <2015년:DAT>보다 더 심각할 것”
“	“	SS	O
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
가뭄	가뭄	NNG	O
,	,	SP	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
보다	보다	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
심각할	심각하+ㄹ	VA+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O

## 6
## 뉴질랜드 빅토리아대와 중국 베이징대 등의 공동 연구팀은 중국 소비자 2156명을 대상으로 이 멜라민 우유 파동이 브랜드 인식에 끼친 영향을 조사했다.
## <뉴질랜드 빅토리아대:ORG>와 <중국 베이징대:ORG> 등의 공동 연구팀은 <중국:LOC> 소비자 <2156명:NOH>을 대상으로 이 <멜라민 우유 파동:POH>이 브랜드 인식에 끼친 영향을 조사했다.
뉴질랜드	뉴질랜드	NNP	B-ORG
_	_	_	I-ORG
빅토리아대	빅토리아대	NNP	I-ORG
와	와	JC	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	I-ORG
